state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
13000000	8.774	7.149	0.3906	0.6514	0.9400	1.1201	0.3194	0.2296	0.2022	0.2488	0.2923	0.2201	0.2362	0.2514	8.9405E-4	6.1701E-4	8.2881E-4	0.6615	4.2524E-2	2.515	1.656	29.440
14000000	9.953	9.920	0.1795	0.5147	0.9125	1.1751	0.3169	0.2298	0.1952	0.2580	0.2901	0.2237	0.2351	0.2511	1.0368E-3	8.9398E-4	9.32E-4	0.7842	-8.3998E-2	4.688	1.687	26.976
15000000	7.591	7.956	0.2566	0.8546	0.8799	1.2402	0.3200	0.2247	0.1982	0.2572	0.2908	0.2185	0.2402	0.2506	7.8713E-4	4.2704E-4	7.8696E-4	0.5105	-1.8972E-2	2.401	1.737	29.352
16000000	8.936	10.577	4.4003E-2	0.5332	0.8677	1.2646	0.3096	0.2321	0.2024	0.2560	0.3029	0.2134	0.2363	0.2474	8.8662E-4	8.6879E-4	7.508E-4	0.8853	1.0814E-2	0.759	1.678	31.640
17000000	6.724	7.206	0.1464	0.9008	0.8810	1.2380	0.3154	0.2247	0.2032	0.2568	0.2884	0.2268	0.2377	0.2471	8.724E-4	5.5939E-4	8.3314E-4	0.6613	-1.8233E-2	1.701	1.688	28.103
18000000	9.298	8.599	6.516E-2	0.1208	0.8552	1.2897	0.3207	0.2272	0.2014	0.2507	0.2982	0.2212	0.2309	0.2497	9.4115E-4	8.503E-4	8.6164E-4	0.8138	-4.2758E-2	1.237	1.671	27.125
19000000	8.379	7.342	3.3575E-2	0.5623	0.8617	1.2767	0.3185	0.2253	0.2018	0.2544	0.2933	0.2170	0.2439	0.2457	8.2498E-4	5.6867E-4	7.596E-4	0.6322	1.9583E-2	0.573	1.771	28.751
20000000	8.508	8.874	2.2816E-2	0.1977	0.9152	1.1696	0.3032	0.2311	0.2026	0.2630	0.2893	0.2248	0.2272	0.2587	1.0441E-3	1.06E-3	8.2389E-4	1.0263	-1.0767E-2	0.363	1.738	30.243
21000000	9.716	7.843	5.576E-2	0.1911	0.8845	1.2311	0.3256	0.2221	0.1987	0.2535	0.2990	0.2208	0.2380	0.2422	9.0237E-4	8.5015E-4	8.1956E-4	0.9069	2.165E-2	2.226	1.766	29.664
22000000	8.528	9.024	0.1223	0.4509	0.9705	1.0591	0.3078	0.2261	0.2084	0.2577	0.2848	0.2183	0.2539	0.2430	9.2488E-4	6.7568E-4	8.6764E-4	0.7195	6.0056E-2	1.682	1.613	28.904
23000000	8.109	8.589	8.2309E-2	0.5554	0.9179	1.1643	0.3212	0.2270	0.1979	0.2540	0.2892	0.2280	0.2333	0.2495	1.0607E-3	8.8942E-4	9.3104E-4	0.7417	-5.1687E-2	1.040	1.584	26.940
24000000	6.920	6.361	1.1507E-2	1.1484	0.8963	1.2074	0.3060	0.2316	0.2036	0.2588	0.2912	0.2244	0.2364	0.2480	1.0564E-3	1.0573E-3	9.0576E-4	0.9286	6.3915E-2	1.043	1.593	25.923
25000000	10.308	8.722	0.1656	0.5765	0.9039	1.1923	0.3130	0.2264	0.2040	0.2567	0.3038	0.2174	0.2346	0.2442	8.9303E-4	5.9286E-4	8.3542E-4	0.5945	-1.7402E-2	0.399	1.801	28.880
26000000	9.548	6.766	0.1128	0.1591	0.9541	1.0919	0.3158	0.2330	0.2048	0.2465	0.2993	0.2215	0.2417	0.2376	9.3452E-4	7.9071E-4	8.577E-4	0.8062	-5.576E-2	9.257	1.752	29.119
27000000	8.845	7.051	3.7124E-3	0.1883	0.9222	1.1557	0.3121	0.2284	0.2052	0.2543	0.2912	0.2174	0.2435	0.2479	8.9693E-4	7.312E-4	7.8783E-4	0.8128	-4.7181E-2	0.649	1.642	31.523
28000000	8.177	7.549	4.5079E-3	0.7821	0.9330	1.1339	0.3127	0.2293	0.2044	0.2535	0.2892	0.2274	0.2297	0.2536	9.2269E-4	1.1411E-3	7.9888E-4	1.1132	-4.5995E-2	0.727	1.598	27.588
29000000	6.459	10.193	2.3992E-2	0.5705	0.9397	1.1206	0.3155	0.2339	0.2028	0.2478	0.2974	0.2224	0.2329	0.2474	9.2885E-4	7.3718E-4	8.8732E-4	0.7428	-7.1472E-2	3.422	1.788	26.597
30000000	8.422	7.803	3.1391E-2	0.2898	0.9501	1.0998	0.3133	0.2299	0.2013	0.2555	0.2871	0.2301	0.2364	0.2463	1.1735E-3	1.2085E-3	9.2564E-4	0.9384	4.0511E-3	0.333	1.741	25.883
31000000	9.029	11.678	0.1745	0.9101	0.8399	1.3202	0.3133	0.2251	0.2074	0.2542	0.3015	0.2116	0.2306	0.2563	1.0242E-3	7.2056E-4	9.6483E-4	0.7124	-5.3762E-2	3.995	1.680	25.102
32000000	7.460	8.578	0.1010	0.3194	0.8950	1.2101	0.3202	0.2277	0.2045	0.2477	0.2925	0.2243	0.2300	0.2532	1.0895E-3	1.0643E-3	9.3434E-4	0.8753	4.0246E-2	6.183	1.614	25.448
33000000	10.010	9.382	7.462E-2	0.2819	0.8749	1.2503	0.3085	0.2306	0.2072	0.2537	0.2954	0.2273	0.2279	0.2494	8.5265E-4	6.6329E-4	7.6368E-4	0.7657	-4.141E-2	0.859	1.675	28.805
34000000	9.437	8.437	4.1873E-2	0.2208	0.9107	1.1786	0.3147	0.2276	0.2049	0.2529	0.2937	0.2162	0.2357	0.2544	9.7808E-4	6.8113E-4	9.1821E-4	0.6891	1.1461E-2	0.904	1.771	27.413
35000000	6.891	9.447	4.4832E-2	0.6044	0.9505	1.0990	0.3136	0.2352	0.1975	0.2537	0.2980	0.2146	0.2272	0.2602	9.9801E-4	9.8921E-4	8.7113E-4	0.9593	-3.5328E-2	1.322	1.707	28.494
36000000	6.795	9.656	6.6202E-2	0.3563	0.9682	1.0636	0.3125	0.2320	0.2026	0.2529	0.2962	0.2232	0.2357	0.2449	8.1444E-4	5.2172E-4	7.6023E-4	0.6263	-3.9734E-2	1.447	1.679	29.571
37000000	12.097	7.070	0.1043	0.4629	0.9411	1.1179	0.3121	0.2285	0.2042	0.2551	0.3018	0.2148	0.2314	0.2519	1.0872E-3	7.9168E-4	1.0416E-3	0.7425	-2.5725E-2	0.989	1.677	24.989
38000000	5.562	8.394	6.0294E-2	0.1302	0.9488	1.1023	0.3182	0.2340	0.1990	0.2488	0.2904	0.2341	0.2269	0.2486	1.0362E-3	8.6859E-4	8.5064E-4	0.7779	1.3659E-3	0.911	1.608	26.838
39000000	8.324	14.126	4.9363E-2	0.4227	0.9310	1.1381	0.3114	0.2246	0.2041	0.2599	0.2927	0.2177	0.2352	0.2544	1.0471E-3	9.8844E-4	9.2813E-4	0.9178	3.8464E-3	3.550	1.613	25.507
40000000	7.368	8.666	0.2913	0.2776	0.8966	1.2068	0.3114	0.2388	0.1950	0.2548	0.2964	0.2204	0.2323	0.2509	7.3631E-4	5.4735E-4	7.2705E-4	0.7240	9.207E-3	2.869	1.794	31.200
41000000	7.291	9.243	0.2974	0.5312	0.9176	1.1649	0.3193	0.2246	0.1989	0.2572	0.2893	0.2189	0.2404	0.2514	8.874E-4	6.1836E-4	8.077E-4	0.6882	-2.316E-2	4.234	1.652	27.864
42000000	7.152	10.077	3.2212E-2	0.4959	0.9435	1.1130	0.3207	0.2316	0.2025	0.2451	0.3002	0.2164	0.2314	0.2520	1.0563E-3	8.9962E-4	8.9461E-4	0.9528	-6.6273E-2	2.377	1.670	28.369
43000000	11.983	5.920	0.3599	0.1373	0.8999	1.2002	0.3056	0.2282	0.2067	0.2595	0.2845	0.2214	0.2422	0.2520	9.3945E-4	7.6825E-4	8.3051E-4	0.7932	-4.3531E-4	4.928	1.671	25.316
44000000	6.501	10.489	0.1162	0.5696	0.9467	1.1067	0.3130	0.2267	0.2026	0.2576	0.2960	0.2241	0.2325	0.2474	8.1993E-4	8.3604E-4	7.4102E-4	0.9479	-1.0068E-2	0.928	1.579	30.306
45000000	8.360	9.120	2.7013E-2	0.2292	0.8949	1.2103	0.3090	0.2299	0.2067	0.2544	0.2870	0.2323	0.2291	0.2516	8.1983E-4	5.4157E-4	8.0229E-4	0.6558	-3.2431E-2	0.666	1.633	27.798
46000000	7.591	7.593	7.4596E-2	0.5538	0.8960	1.2080	0.3142	0.2317	0.2001	0.2540	0.2875	0.2269	0.2355	0.2501	8.6906E-4	9.3444E-4	8.2069E-4	1.1194	2.6268E-3	1.612	1.698	27.885
47000000	6.146	7.798	4.4394E-2	1.6237	0.9862	1.0275	0.3171	0.2266	0.2005	0.2558	0.2892	0.2245	0.2284	0.2579	1.0002E-3	6.4224E-4	9.0396E-4	0.6241	3.0548E-2	0.888	1.948	28.651
48000000	7.252	6.943	0.1367	0.6513	0.9232	1.1537	0.3156	0.2232	0.2021	0.2590	0.2907	0.2189	0.2344	0.2560	9.7222E-4	8.6871E-4	8.6274E-4	0.8845	-7.5059E-2	0.918	1.660	27.032
49000000	9.921	9.036	1.7639E-2	0.1364	0.8975	1.2051	0.3151	0.2307	0.2018	0.2524	0.2900	0.2228	0.2389	0.2483	8.7895E-4	6.1332E-4	8.3038E-4	0.7197	5.0481E-2	0.784	1.716	26.855
50000000	6.555	8.461	5.0205E-2	0.3498	0.9868	1.0265	0.3089	0.2282	0.2111	0.2518	0.2904	0.2219	0.2343	0.2534	1.2853E-3	1.2889E-3	9.9878E-4	1.0172	1.6938E-2	1.418	1.618	26.475
51000000	9.571	9.044	1.2741E-2	0.2260	0.9890	1.0220	0.3141	0.2361	0.2012	0.2486	0.2959	0.2195	0.2378	0.2469	9.7051E-4	6.7471E-4	8.8201E-4	0.7263	-8.1511E-2	1.438	1.600	27.729
52000000	9.535	9.339	1.3316E-2	0.5628	0.8550	1.2900	0.3184	0.2275	0.1994	0.2547	0.2944	0.2229	0.2335	0.2492	9.552E-4	8.9105E-4	8.0867E-4	0.8927	-5.6568E-2	0.556	1.732	29.070
53000000	10.010	10.697	1.5162E-2	8.6828E-2	0.9036	1.1929	0.3217	0.2256	0.1993	0.2534	0.2927	0.2207	0.2347	0.2520	8.631E-4	6.4041E-4	8.1476E-4	0.7565	3.3267E-2	0.625	1.586	28.796
54000000	9.229	13.154	1.096E-2	5.6461E-2	0.8812	1.2377	0.3101	0.2281	0.2026	0.2591	0.2861	0.2131	0.2483	0.2525	1.0575E-3	8.3329E-4	9.8619E-4	0.8804	2.5797E-3	2.815	1.677	25.179
55000000	6.989	6.446	0.1056	0.8978	0.8985	1.2030	0.3127	0.2277	0.2039	0.2557	0.2931	0.2269	0.2344	0.2455	1.0299E-3	1.1504E-3	8.7924E-4	1.1784	-3.428E-3	8.391	1.718	26.645
56000000	7.778	7.246	0.2078	0.7189	0.9315	1.1371	0.3133	0.2288	0.2096	0.2483	0.3055	0.2081	0.2315	0.2549	8.9349E-4	6.9368E-4	7.9279E-4	0.7268	1.166E-2	0.372	1.719	30.194
57000000	6.821	14.320	0.2046	1.5685E-2	0.8534	1.2933	0.3167	0.2302	0.1959	0.2572	0.2880	0.2323	0.2293	0.2504	8.7626E-4	5.1925E-4	7.9202E-4	0.5937	1.1338E-2	1.289	1.760	28.241
58000000	8.546	9.875	0.1446	0.1705	0.9866	1.0268	0.3211	0.2358	0.1982	0.2449	0.3081	0.2226	0.2416	0.2277	9.4114E-4	6.5914E-4	8.9801E-4	0.6845	6.5384E-2	2.831	1.708	27.853
59000000	6.541	12.076	1.5134E-2	0.3086	0.8900	1.2200	0.3198	0.2267	0.1925	0.2610	0.3014	0.2242	0.2198	0.2546	9.8507E-4	7.6853E-4	8.7235E-4	0.7955	-1.2588E-2	2.738	1.785	27.889
60000000	6.684	6.341	5.856E-3	0.3447	0.9498	1.1005	0.3112	0.2323	0.1971	0.2594	0.3001	0.2212	0.2276	0.2511	9.8744E-4	6.7216E-4	9.2145E-4	0.6672	-4.7238E-2	1.918	1.609	27.213
61000000	8.132	11.179	9.8605E-3	0.3830	0.9142	1.1717	0.3138	0.2286	0.1984	0.2592	0.2866	0.2157	0.2459	0.2518	9.2008E-4	8.0335E-4	7.8777E-4	0.7896	-2.609E-2	1.409	1.626	29.978
62000000	8.730	7.743	9.8152E-2	1.6798	0.9266	1.1469	0.3169	0.2245	0.2055	0.2532	0.2988	0.2228	0.2337	0.2447	8.6442E-4	7.6243E-4	7.8882E-4	0.8493	1.6368E-2	0.331	1.577	26.312
63000000	7.689	7.585	6.3064E-2	0.3116	0.9454	1.1093	0.3107	0.2245	0.2003	0.2645	0.2942	0.2141	0.2424	0.2493	9.6726E-4	7.2751E-4	9.0761E-4	0.7714	-5.6652E-2	0.870	1.762	27.587
64000000	8.804	7.605	0.3847	0.2313	0.9067	1.1866	0.3131	0.2287	0.2048	0.2534	0.3101	0.2265	0.2247	0.2387	9.4999E-4	5.6944E-4	8.8067E-4	0.6287	-4.821E-2	2.976	1.721	26.999
65000000	9.684	8.433	0.1535	0.4643	0.8813	1.2375	0.3142	0.2229	0.2048	0.2581	0.2879	0.2238	0.2465	0.2418	9.6561E-4	7.4152E-4	9.0255E-4	0.7561	-3.2346E-2	0.546	1.651	29.666
66000000	7.960	7.097	0.3526	0.2832	0.9041	1.1917	0.3160	0.2300	0.2044	0.2496	0.2974	0.2242	0.2336	0.2447	1.1257E-3	8.1052E-4	9.5202E-4	0.7450	4.3257E-2	5.366	1.615	24.589
67000000	10.896	10.972	6.5723E-2	0.4755	0.8325	1.3350	0.3140	0.2247	0.1983	0.2630	0.2940	0.2230	0.2265	0.2565	8.5683E-4	6.4451E-4	7.9125E-4	0.7698	2.2935E-2	2.142	1.700	27.072
68000000	9.206	7.002	6.5279E-2	1.5901	0.8838	1.2324	0.3152	0.2284	0.1983	0.2582	0.2984	0.2266	0.2229	0.2521	9.2919E-4	7.8248E-4	8.4158E-4	0.9122	-3.0002E-2	5.708	1.839	27.530
69000000	5.351	6.930	2.4108E-2	0.1990	0.8850	1.2301	0.3126	0.2301	0.1990	0.2583	0.2983	0.2176	0.2398	0.2442	9.549E-4	6.2058E-4	9.1417E-4	0.6437	4.0764E-2	1.914	1.678	27.144
70000000	10.916	10.746	2.5667E-2	0.3786	0.8543	1.2914	0.3192	0.2351	0.1974	0.2483	0.2965	0.2233	0.2336	0.2467	9.3924E-4	8.2812E-4	8.3156E-4	0.7934	3.2242E-2	4.629	1.658	27.650
71000000	8.381	6.261	8.2289E-2	0.2657	0.9196	1.1608	0.3048	0.2339	0.2113	0.2500	0.3022	0.2132	0.2287	0.2558	1.0108E-3	9.5681E-4	9.3072E-4	0.8531	-2.9274E-2	3.247	1.639	25.591
72000000	7.324	8.872	0.1087	0.1470	0.8549	1.2902	0.3098	0.2372	0.1990	0.2540	0.2979	0.2302	0.2296	0.2423	9.3766E-4	9.5557E-4	8.0573E-4	0.8883	1.2321E-3	0.485	1.681	28.507
73000000	7.485	8.091	6.6636E-2	0.4103	0.9483	1.1035	0.3205	0.2275	0.1973	0.2547	0.2994	0.2120	0.2296	0.2590	1.087E-3	8.3781E-4	9.2506E-4	0.7186	-1.7704E-2	3.977	1.915	27.639
74000000	9.157	10.141	7.5832E-2	1.2141	0.9861	1.0279	0.3107	0.2352	0.1991	0.2551	0.2917	0.2194	0.2317	0.2571	7.6866E-4	7.0055E-4	7.0787E-4	0.8869	-2.2606E-2	2.778	1.774	30.023
75000000	6.752	9.125	8.5641E-2	0.8721	0.9466	1.1068	0.3153	0.2305	0.1983	0.2558	0.2870	0.2273	0.2413	0.2445	1.1287E-3	9.1018E-4	9.7968E-4	0.7715	-1.2877E-2	3.594	1.626	25.737
76000000	6.134	9.406	0.1531	1.2874	0.8785	1.2431	0.3158	0.2238	0.2011	0.2593	0.2967	0.2176	0.2314	0.2543	1.1412E-3	1.21E-3	9.1531E-4	1.0475	6.4535E-2	1.854	1.837	28.288
77000000	8.907	11.368	7.822E-2	3.4248E-2	0.9214	1.1572	0.3185	0.2297	0.1975	0.2543	0.2927	0.2220	0.2486	0.2368	8.6442E-4	5.0598E-4	7.9581E-4	0.5638	-4.1706E-2	0.914	1.669	28.651
78000000	8.299	9.811	0.1501	0.1407	0.9042	1.1917	0.3154	0.2308	0.1982	0.2556	0.2925	0.2264	0.2346	0.2466	9.3352E-4	6.7794E-4	8.67E-4	0.6966	-5.8266E-2	0.318	1.619	26.753
79000000	8.572	14.805	0.1414	0.3050	0.9656	1.0687	0.3152	0.2274	0.2008	0.2567	0.2976	0.2173	0.2338	0.2513	8.9655E-4	7.6413E-4	8.2123E-4	0.7892	-8.1119E-2	13.956	1.703	26.550
80000000	7.217	7.341	0.1387	3.8614E-2	0.9826	1.0348	0.3215	0.2174	0.1991	0.2619	0.2915	0.2159	0.2392	0.2534	8.0126E-4	6.7559E-4	7.1854E-4	0.7854	3.24E-2	2.136	1.631	29.390
81000000	7.312	9.256	0.1442	0.5933	0.9390	1.1220	0.3098	0.2270	0.2110	0.2522	0.2982	0.2252	0.2281	0.2484	9.6332E-4	8.9424E-4	8.3407E-4	0.8490	-2.6104E-3	1.582	1.761	26.521
82000000	9.649	7.233	2.6209E-2	0.6183	0.9417	1.1165	0.3185	0.2295	0.1981	0.2539	0.2957	0.2262	0.2299	0.2482	9.444E-4	7.5193E-4	9.2162E-4	0.8550	3.2527E-2	0.824	1.625	26.161
83000000	7.496	8.257	0.1439	1.8014	0.9492	1.1017	0.3147	0.2316	0.2042	0.2495	0.2975	0.2244	0.2258	0.2524	9.9302E-4	5.7346E-4	9.2019E-4	0.6086	-3.6567E-2	1.889	1.619	28.502
84000000	9.772	8.163	0.1590	0.8438	0.8893	1.2213	0.3207	0.2292	0.2017	0.2484	0.2901	0.2236	0.2331	0.2531	1.0059E-3	8.4565E-4	9.1324E-4	0.8333	-3.6793E-2	1.203	1.697	25.634
85000000	7.144	8.862	0.2642	3.8623E-2	0.9539	1.0923	0.3199	0.2250	0.1990	0.2562	0.2944	0.2200	0.2377	0.2479	1.0256E-3	6.7634E-4	8.9932E-4	0.6679	3.7214E-2	1.662	1.697	25.290
86000000	8.278	13.108	7.0245E-2	5.6397E-2	0.9911	1.0179	0.3234	0.2152	0.2051	0.2563	0.2968	0.2119	0.2326	0.2588	9.5918E-4	6.976E-4	8.7926E-4	0.7121	-2.6404E-2	1.236	1.583	26.699
87000000	7.440	6.732	0.1076	0.2925	0.9653	1.0694	0.3170	0.2248	0.1969	0.2613	0.2876	0.2232	0.2395	0.2497	9.5888E-4	8.4201E-4	8.0026E-4	0.8034	-3.3196E-2	1.331	1.963	29.293
88000000	8.510	8.790	6.2363E-2	0.2080	0.9199	1.1602	0.3128	0.2265	0.1973	0.2635	0.2914	0.2238	0.2279	0.2568	9.9205E-4	8.0566E-4	9.0961E-4	0.8255	-2.8947E-2	1.695	1.656	26.664
89000000	8.248	9.128	1.7571E-2	0.3692	0.9483	1.1034	0.3164	0.2247	0.2092	0.2497	0.2926	0.2196	0.2306	0.2572	1.0013E-3	8.4197E-4	9.1767E-4	0.8243	-4.503E-2	1.730	1.695	29.566
90000000	7.150	8.585	9.3642E-3	0.4309	0.9811	1.0377	0.3170	0.2275	0.2034	0.2521	0.2859	0.2143	0.2545	0.2452	1.0318E-3	9.4678E-4	8.8149E-4	0.8739	1.6993E-2	9.803	1.750	27.671
91000000	6.927	7.671	5.2022E-2	1.2704	0.9379	1.1243	0.3129	0.2237	0.2064	0.2570	0.2985	0.2261	0.2368	0.2386	1.0382E-3	8.6386E-4	9.6719E-4	0.8226	-3.395E-4	1.062	1.587	25.359
92000000	8.983	5.164	4.4185E-2	1.0546	0.9404	1.1192	0.3111	0.2317	0.1990	0.2581	0.2920	0.2294	0.2305	0.2480	9.7302E-4	6.5076E-4	8.5423E-4	0.6291	-2.2518E-2	1.549	1.621	25.461
93000000	8.730	7.372	8.6523E-2	7.4957E-3	0.9735	1.0531	0.3086	0.2270	0.2033	0.2612	0.2885	0.2175	0.2407	0.2533	9.3036E-4	7.7372E-4	8.254E-4	0.7224	-1.32E-3	4.535	1.666	28.969
94000000	6.205	12.490	2.8003E-2	0.1969	0.9384	1.1232	0.3180	0.2208	0.2033	0.2580	0.2957	0.2200	0.2351	0.2492	9.1822E-4	7.0289E-4	8.0554E-4	0.7227	5.9801E-2	4.723	1.770	28.452
95000000	8.746	8.857	0.1310	0.3525	0.9134	1.1733	0.3166	0.2244	0.2022	0.2567	0.2829	0.2278	0.2348	0.2544	8.8794E-4	8.0723E-4	8.0113E-4	0.8810	-3.2505E-2	3.472	1.634	25.897
96000000	8.838	10.440	2.6848E-2	0.4130	0.9830	1.0339	0.3097	0.2295	0.2008	0.2600	0.2970	0.2214	0.2370	0.2446	9.2134E-4	1.1879E-3	8.0604E-4	1.0928	5.3298E-2	1.534	1.673	27.948
97000000	7.384	8.605	1.4772E-2	0.9333	0.9275	1.1450	0.3181	0.2233	0.2027	0.2559	0.2912	0.2189	0.2380	0.2519	1.047E-3	8.0338E-4	9.2711E-4	0.7768	-4.7272E-2	1.465	1.660	25.679
98000000	10.279	9.844	0.1018	1.4217	0.8979	1.2042	0.3186	0.2202	0.2064	0.2548	0.2889	0.2291	0.2343	0.2477	1.006E-3	8.5585E-4	8.9131E-4	0.7980	-3.966E-2	4.057	1.779	27.031
99000000	9.209	9.386	4.4427E-2	0.4385	0.9638	1.0724	0.3198	0.2276	0.1981	0.2545	0.2905	0.2217	0.2441	0.2437	1.0134E-3	1.0974E-3	7.9779E-4	1.0355	-3.4977E-2	0.657	1.739	28.776
100000000	8.953	9.724	5.0162E-2	8.6261E-2	0.9333	1.1334	0.3016	0.2370	0.2072	0.2542	0.2953	0.2187	0.2348	0.2513	8.2393E-4	4.931E-4	7.8749E-4	0.6172	3.4584E-2	1.829	1.625	29.048
101000000	10.516	8.780	4.7542E-2	0.5254	0.9450	1.1099	0.3150	0.2297	0.2073	0.2481	0.2868	0.2271	0.2449	0.2412	1.0068E-3	8.4797E-4	9.2694E-4	0.7720	-1.5546E-3	0.291	1.609	27.361
102000000	9.548	7.839	0.1243	0.3576	0.9083	1.1835	0.3136	0.2284	0.2054	0.2526	0.2908	0.2193	0.2315	0.2583	9.6249E-4	8.6264E-4	8.0127E-4	0.8824	2.0646E-3	4.982	1.975	26.362
103000000	9.663	12.028	3.9344E-2	8.7558E-2	0.9561	1.0878	0.3220	0.2233	0.2023	0.2524	0.2881	0.2202	0.2468	0.2449	1.0318E-3	9.5268E-4	9.5168E-4	0.7934	-2.0917E-3	1.378	1.614	28.579
104000000	7.112	7.505	0.5556	0.9732	0.8888	1.2224	0.3166	0.2233	0.2005	0.2596	0.2965	0.2196	0.2330	0.2509	9.3779E-4	6.8178E-4	9.0165E-4	0.7154	6.1086E-3	2.214	1.632	27.951
105000000	7.951	8.400	9.8008E-2	0.2827	0.8694	1.2612	0.3112	0.2270	0.2084	0.2534	0.2860	0.2256	0.2318	0.2566	9.188E-4	5.6633E-4	8.0005E-4	0.6500	-5.7387E-2	2.583	1.791	28.349
106000000	7.492	8.345	5.6855E-2	0.9827	0.9933	1.0134	0.3065	0.2337	0.2047	0.2551	0.2914	0.2197	0.2403	0.2486	8.5161E-4	6.8172E-4	7.6798E-4	0.7811	-3.8496E-2	0.539	1.790	27.797
107000000	7.426	8.606	0.1313	0.1413	0.8579	1.2842	0.3157	0.2279	0.2016	0.2548	0.2897	0.2231	0.2300	0.2572	1.0701E-3	1.0876E-3	8.7291E-4	0.9405	-1.6548E-2	1.416	1.606	27.162
108000000	7.330	7.365	0.1434	0.6737	0.9851	1.0299	0.3092	0.2291	0.2056	0.2561	0.2941	0.2163	0.2338	0.2558	8.7747E-4	6.3138E-4	8.3725E-4	0.7336	-4.2118E-2	1.914	1.598	28.288
109000000	7.858	7.114	9.4912E-2	1.9286	0.9353	1.1294	0.3088	0.2374	0.2006	0.2533	0.2959	0.2159	0.2304	0.2578	8.6395E-4	7.791E-4	8.396E-4	0.8860	7.0298E-2	0.951	1.648	28.538
110000000	7.019	7.726	9.8271E-2	0.4449	0.9301	1.1399	0.3162	0.2280	0.2018	0.2540	0.2907	0.2218	0.2377	0.2498	8.0079E-4	7.3096E-4	7.4077E-4	0.8527	-5.3761E-2	4.877	1.660	28.993
