state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
13000000	7.204	10.033	6.5553E-2	1.0850	0.9011	1.1979	0.3221	0.2228	0.2034	0.2518	0.2960	0.2249	0.2338	0.2454	1.011E-3	8.1634E-4	9.1624E-4	0.8945	-4.828E-2	1.897	1.659	25.854
14000000	9.265	9.060	2.9885E-2	0.4729	0.9916	1.0167	0.3138	0.2234	0.2040	0.2587	0.3007	0.2269	0.2281	0.2443	9.2787E-4	8.4687E-4	8.4343E-4	0.8152	-6.0234E-2	4.805	1.668	28.442
15000000	7.393	8.841	1.9147E-2	0.1644	0.9353	1.1295	0.3148	0.2232	0.2087	0.2533	0.2959	0.2204	0.2395	0.2442	9.2346E-4	8.5384E-4	8.2446E-4	0.8949	-4.1808E-2	1.523	1.603	29.222
16000000	8.208	11.411	0.1680	0.3678	0.8526	1.2948	0.3198	0.2279	0.2025	0.2498	0.2894	0.2198	0.2413	0.2495	9.4708E-4	9.5948E-4	8.3107E-4	0.9474	2.2526E-2	1.383	1.749	29.636
17000000	7.892	7.429	2.8218E-2	0.3157	0.8949	1.2103	0.3109	0.2276	0.2064	0.2551	0.2886	0.2243	0.2344	0.2528	9.5647E-4	7.1848E-4	9.1063E-4	0.6827	9.0375E-2	0.352	1.604	27.702
18000000	9.818	9.417	9.7614E-2	1.2362	0.8865	1.2269	0.3185	0.2275	0.2020	0.2520	0.2836	0.2193	0.2378	0.2593	8.6866E-4	7.2173E-4	7.9197E-4	0.8238	5.2189E-3	1.267	1.735	30.026
19000000	8.422	7.060	4.3222E-2	0.8901	0.9285	1.1431	0.3151	0.2342	0.2037	0.2470	0.2977	0.2192	0.2289	0.2541	7.1194E-4	4.2365E-4	6.8467E-4	0.5726	-3.3003E-2	1.721	1.686	30.485
20000000	8.143	7.896	0.1794	0.1491	0.8979	1.2043	0.3113	0.2297	0.2028	0.2563	0.2916	0.2270	0.2355	0.2460	8.7464E-4	6.7557E-4	8.175E-4	0.7494	-8.4956E-2	2.398	1.616	28.452
21000000	10.340	10.110	7.667E-2	0.9359	0.9141	1.1719	0.3150	0.2289	0.2001	0.2559	0.2876	0.2122	0.2400	0.2602	9.1166E-4	6.9408E-4	8.309E-4	0.7129	5.6193E-3	2.327	1.810	28.490
22000000	8.467	19.459	2.2719E-2	0.2631	0.8897	1.2207	0.3132	0.2275	0.2010	0.2584	0.2997	0.2196	0.2296	0.2510	1.0375E-3	1.0336E-3	8.5381E-4	0.8800	-4.7092E-2	0.749	1.593	28.625
23000000	10.576	6.819	6.9237E-2	0.1794	0.9223	1.1555	0.3123	0.2253	0.2040	0.2584	0.2962	0.2155	0.2375	0.2508	1.0363E-3	8.9515E-4	9.5078E-4	0.7442	-2.6825E-2	0.312	1.668	27.266
24000000	9.194	7.611	8.3948E-2	5.4953E-3	0.9070	1.1861	0.3124	0.2263	0.2056	0.2557	0.2969	0.2172	0.2361	0.2498	9.4263E-4	5.846E-4	8.4984E-4	0.6197	-1.8647E-2	1.392	1.726	26.473
25000000	7.303	12.866	7.6169E-2	0.1241	0.8848	1.2305	0.3155	0.2282	0.1993	0.2569	0.2992	0.2148	0.2313	0.2547	9.6174E-4	7.9544E-4	8.4022E-4	0.7156	8.9556E-2	1.865	1.620	26.119
26000000	7.470	8.326	0.6783	0.6558	0.9527	1.0945	0.3158	0.2293	0.2054	0.2496	0.3048	0.2137	0.2365	0.2450	8.5694E-4	7.4242E-4	7.729E-4	0.9511	-8.3991E-2	2.206	1.787	28.120
27000000	8.091	10.089	2.1384E-2	0.3482	0.9096	1.1808	0.3105	0.2282	0.1994	0.2619	0.2969	0.2209	0.2375	0.2446	9.0669E-4	8.9549E-4	7.8103E-4	0.8424	-5.6142E-2	1.136	1.692	27.991
28000000	7.352	6.129	0.1033	0.1214	0.9255	1.1491	0.3160	0.2250	0.2006	0.2584	0.2886	0.2192	0.2395	0.2527	9.5701E-4	8.6346E-4	8.6172E-4	0.9251	-1.0915E-2	2.277	1.680	27.159
29000000	9.171	10.166	9.2877E-2	0.4937	0.9595	1.0810	0.3181	0.2240	0.2065	0.2514	0.2920	0.2159	0.2415	0.2507	9.3315E-4	7.7319E-4	8.4784E-4	0.8150	-5.6052E-2	2.564	1.805	27.114
30000000	6.213	11.276	0.1497	0.3768	0.9460	1.1081	0.3182	0.2307	0.2067	0.2444	0.2981	0.2241	0.2277	0.2502	8.7329E-4	7.7599E-4	7.796E-4	0.8011	-3.6456E-2	1.709	1.588	29.588
31000000	5.216	8.841	0.1250	0.6772	0.9145	1.1710	0.3203	0.2279	0.2009	0.2509	0.2955	0.2125	0.2360	0.2560	9.2379E-4	7.0957E-4	8.4942E-4	0.7726	-4.6991E-2	0.518	1.668	28.845
32000000	10.245	6.058	8.8883E-2	0.3453	0.9660	1.0681	0.3179	0.2271	0.1961	0.2588	0.2955	0.2197	0.2353	0.2495	1.0977E-3	9.5113E-4	9.1999E-4	0.8548	8.4422E-3	11.988	1.675	26.880
33000000	6.695	10.567	5.394E-2	0.6803	0.9754	1.0491	0.3098	0.2280	0.2061	0.2560	0.2996	0.2166	0.2424	0.2413	8.7963E-4	6.5524E-4	8.4411E-4	0.7579	-4.5039E-2	7.330	1.648	27.726
34000000	9.460	10.877	0.1314	0.4708	0.9358	1.1284	0.3141	0.2252	0.2051	0.2556	0.3001	0.2206	0.2340	0.2453	1.0345E-3	1.089E-3	8.7829E-4	1.0177	2.6099E-2	0.804	1.604	25.604
35000000	10.313	7.598	5.5063E-2	0.4122	0.9054	1.1892	0.3175	0.2262	0.1931	0.2633	0.2939	0.2224	0.2308	0.2530	9.6698E-4	1.0047E-3	8.4763E-4	0.9729	3.0022E-2	2.859	1.935	29.884
36000000	9.169	6.835	0.1518	5.2076E-2	0.9238	1.1524	0.3144	0.2343	0.1991	0.2522	0.2976	0.2163	0.2368	0.2493	1.0931E-3	1.039E-3	9.0444E-4	0.9557	-1.2438E-2	4.013	1.615	25.196
37000000	7.136	8.699	2.5493E-2	0.2251	0.9278	1.1444	0.3180	0.2252	0.1980	0.2588	0.2897	0.2115	0.2396	0.2591	8.5766E-4	8.373E-4	8.0975E-4	0.8601	4.4902E-2	0.997	1.634	29.222
38000000	10.069	7.420	7.9742E-2	0.4716	0.9707	1.0586	0.3160	0.2318	0.2016	0.2506	0.2971	0.2150	0.2301	0.2577	8.1412E-4	4.979E-4	8.0339E-4	0.6344	-8.3453E-3	1.098	1.591	28.441
39000000	6.933	8.435	8.9616E-2	0.5212	0.8721	1.2559	0.3107	0.2377	0.2021	0.2494	0.3012	0.2197	0.2336	0.2455	9.5971E-4	7.6454E-4	8.7331E-4	0.8339	-2.1721E-2	0.474	1.682	28.156
40000000	7.217	6.009	6.3834E-2	0.7055	0.9508	1.0983	0.3156	0.2250	0.2068	0.2526	0.2908	0.2211	0.2296	0.2586	1.0386E-3	7.4015E-4	9.2605E-4	0.6887	-1.546E-2	1.626	1.696	26.389
41000000	8.262	7.395	7.8558E-2	0.6594	0.9117	1.1766	0.3235	0.2227	0.1930	0.2608	0.2935	0.2174	0.2373	0.2518	1.0178E-3	1.0404E-3	8.6701E-4	0.8927	-1.5182E-2	1.734	1.736	27.763
42000000	7.603	7.833	4.4988E-2	0.5497	0.8843	1.2313	0.3152	0.2279	0.2057	0.2513	0.2915	0.2238	0.2312	0.2535	1.0384E-3	7.3182E-4	9.3264E-4	0.7274	-5.7241E-2	0.824	1.608	26.728
43000000	6.225	8.982	0.1252	1.3042	0.9789	1.0421	0.3137	0.2294	0.2023	0.2547	0.3022	0.2180	0.2278	0.2520	1.0075E-3	6.0334E-4	9.6362E-4	0.5712	3.6177E-2	1.967	1.606	25.372
44000000	10.760	11.991	8.079E-2	0.3512	0.8837	1.2326	0.3101	0.2255	0.2068	0.2575	0.2949	0.2187	0.2374	0.2490	1.0742E-3	1.0388E-3	9.0156E-4	0.8072	-1.8068E-2	1.677	1.612	26.021
45000000	8.568	8.456	0.1876	0.6877	0.9193	1.1613	0.3101	0.2247	0.2048	0.2604	0.2935	0.2248	0.2396	0.2421	9.0497E-4	6.8623E-4	8.2136E-4	0.7395	9.23E-2	1.320	1.717	29.299
46000000	9.875	12.796	0.2445	0.5642	0.9321	1.1358	0.3135	0.2299	0.2075	0.2491	0.2958	0.2249	0.2308	0.2484	9.4506E-4	9.2227E-4	8.5643E-4	0.9316	-3.3242E-2	2.773	1.688	26.820
47000000	8.447	8.295	1.7948E-2	0.3082	0.9229	1.1543	0.3046	0.2349	0.2015	0.2590	0.2997	0.2238	0.2269	0.2495	9.3273E-4	7.6721E-4	8.0129E-4	0.7890	-2.963E-2	2.478	1.566	28.897
48000000	9.095	8.019	0.1109	9.0346E-2	0.9506	1.0988	0.3119	0.2326	0.2012	0.2542	0.2984	0.2135	0.2358	0.2523	9.1055E-4	7.4921E-4	8.8434E-4	0.8420	-5.2E-2	1.179	1.688	25.658
49000000	6.728	7.817	8.4749E-2	0.5688	0.9250	1.1499	0.3163	0.2356	0.1949	0.2532	0.2930	0.2335	0.2343	0.2392	7.3159E-4	5.0666E-4	7.2867E-4	0.6383	-1.2485E-2	1.412	1.723	31.069
50000000	7.387	7.805	1.1764E-2	2.6014	0.9056	1.1887	0.3135	0.2267	0.2061	0.2537	0.2821	0.2193	0.2405	0.2581	8.5934E-4	5.1229E-4	8.0359E-4	0.6083	8.1733E-2	0.847	1.613	28.543
51000000	6.374	9.380	9.7397E-2	1.0019	0.9181	1.1638	0.3169	0.2284	0.2055	0.2492	0.3017	0.2158	0.2414	0.2410	8.5489E-4	7.3999E-4	8.1422E-4	0.8600	1.3198E-2	0.516	1.570	27.237
52000000	8.126	4.859	9.2344E-2	7.9551E-2	0.9059	1.1882	0.3152	0.2291	0.2004	0.2553	0.2766	0.2259	0.2517	0.2458	8.8848E-4	5.6207E-4	8.5467E-4	0.6067	9.0239E-3	0.659	1.701	28.812
53000000	8.972	10.204	7.9139E-3	1.2823	0.9531	1.0938	0.3077	0.2370	0.1971	0.2582	0.2937	0.2247	0.2311	0.2505	1.0488E-3	9.0825E-4	8.9697E-4	0.7799	-1.3095E-2	0.518	1.676	28.288
54000000	8.240	6.460	2.8529E-3	1.1010	0.9448	1.1105	0.3191	0.2287	0.2002	0.2520	0.2959	0.2151	0.2422	0.2468	7.4586E-4	5.2289E-4	6.8827E-4	0.7153	-6.0024E-2	0.287	1.838	33.820
55000000	9.334	6.583	3.2501E-2	0.1580	0.8520	1.2960	0.3135	0.2241	0.2059	0.2565	0.3061	0.2178	0.2283	0.2478	8.9106E-4	7.4888E-4	8.0395E-4	0.8163	2.1432E-2	1.149	1.759	29.769
56000000	6.948	6.808	0.1439	0.1745	0.9718	1.0565	0.3128	0.2274	0.2018	0.2581	0.2978	0.2175	0.2369	0.2478	9.1886E-4	6.3328E-4	8.1962E-4	0.6197	7.645E-3	0.854	1.597	28.320
57000000	9.141	7.642	0.1488	0.2957	0.9942	1.0116	0.3116	0.2369	0.2014	0.2500	0.2925	0.2190	0.2339	0.2545	1.0829E-3	7.2778E-4	9.766E-4	0.6849	-3.035E-2	1.168	1.747	27.571
58000000	6.249	7.415	3.2109E-2	0.4357	0.9084	1.1832	0.3049	0.2362	0.2002	0.2587	0.2945	0.2262	0.2258	0.2536	1.0444E-3	7.6824E-4	8.8649E-4	0.6655	7.0539E-3	1.594	1.666	26.580
59000000	9.465	9.966	7.582E-2	0.1915	0.9515	1.0970	0.3105	0.2254	0.2041	0.2600	0.2918	0.2277	0.2195	0.2610	9.3278E-4	6.4584E-4	8.7593E-4	0.6244	-3.805E-2	1.489	1.611	28.737
60000000	9.101	5.924	4.7943E-2	0.5520	0.8759	1.2483	0.3101	0.2363	0.2005	0.2531	0.2903	0.2242	0.2266	0.2589	8.9447E-4	8.4953E-4	8.0216E-4	0.8934	-6.5471E-3	0.316	1.640	28.592
61000000	9.045	6.705	3.9082E-2	0.1578	0.9435	1.1131	0.3149	0.2256	0.1989	0.2606	0.2937	0.2169	0.2354	0.2540	9.0582E-4	9.0273E-4	8.4411E-4	0.8791	-3.7196E-2	0.446	1.787	28.494
62000000	7.415	9.783	0.1053	0.2998	0.9677	1.0646	0.3119	0.2315	0.2048	0.2518	0.2912	0.2115	0.2419	0.2554	8.5334E-4	6.7118E-4	7.7459E-4	0.7944	7.6382E-2	1.356	1.644	28.711
63000000	7.403	10.323	0.1346	0.5818	0.9456	1.1088	0.3115	0.2270	0.2039	0.2576	0.2831	0.2285	0.2364	0.2520	7.9215E-4	5.6554E-4	7.7572E-4	0.7126	-6.5367E-2	4.817	1.629	28.642
64000000	8.109	13.392	0.1474	0.5323	0.9880	1.0240	0.3088	0.2312	0.2090	0.2511	0.2952	0.2157	0.2433	0.2458	9.1414E-4	6.752E-4	8.7928E-4	0.7354	-2.7773E-2	1.761	1.664	26.332
65000000	8.627	6.816	5.7065E-2	1.3570	0.8944	1.2113	0.3123	0.2303	0.2010	0.2564	0.2986	0.2262	0.2241	0.2511	9.8932E-4	9.4281E-4	8.6382E-4	1.0630	-3.0093E-2	0.628	1.650	26.509
66000000	10.041	9.984	0.1154	1.1769	0.8782	1.2436	0.3143	0.2326	0.2001	0.2530	0.2842	0.2166	0.2470	0.2522	8.0479E-4	5.4944E-4	7.613E-4	0.6754	5.7604E-3	0.702	1.899	29.737
67000000	9.643	12.236	0.1593	1.0767	0.9387	1.1226	0.3196	0.2319	0.1972	0.2513	0.2862	0.2248	0.2326	0.2564	1.0265E-3	8.7853E-4	8.8741E-4	0.8211	-3.7802E-3	1.039	1.597	29.194
68000000	9.269	9.479	6.3449E-2	0.1186	0.9535	1.0931	0.3170	0.2279	0.2010	0.2541	0.2863	0.2212	0.2378	0.2546	9.6711E-4	1.2764E-3	7.4122E-4	1.2983	-8.1119E-2	1.832	1.788	30.326
69000000	9.964	6.239	3.4681E-2	0.3903	0.9337	1.1327	0.3177	0.2270	0.2044	0.2508	0.2928	0.2221	0.2312	0.2539	9.2027E-4	8.7788E-4	7.8391E-4	0.8956	-8.7447E-3	1.326	1.661	27.931
70000000	7.838	10.824	0.2599	0.3795	0.8447	1.3107	0.3125	0.2261	0.2050	0.2564	0.2916	0.2250	0.2356	0.2478	9.06E-4	6.2762E-4	8.3863E-4	0.6763	-4.9467E-2	3.684	1.774	27.313
71000000	8.800	8.241	7.6163E-2	0.6265	0.8983	1.2034	0.3133	0.2261	0.2055	0.2551	0.2915	0.2118	0.2492	0.2475	8.6816E-4	6.5349E-4	8.695E-4	0.7743	-1.282E-2	2.186	1.696	28.079
72000000	7.559	7.714	6.3145E-2	9.3309E-2	0.9130	1.1741	0.3212	0.2295	0.1987	0.2507	0.2972	0.2221	0.2330	0.2478	8.0194E-4	6.3645E-4	7.4925E-4	0.7706	-6.3013E-3	1.687	1.776	28.412
73000000	6.375	11.434	3.2919E-2	1.4829	0.8775	1.2450	0.3128	0.2284	0.2047	0.2541	0.3038	0.2137	0.2380	0.2446	9.5024E-4	7.8117E-4	8.579E-4	0.7647	-1.2559E-2	1.772	1.639	27.801
74000000	11.033	6.063	3.5802E-2	0.4763	0.8787	1.2427	0.3111	0.2248	0.2045	0.2596	0.2906	0.2202	0.2338	0.2554	8.8183E-4	8.0091E-4	7.8512E-4	0.8131	4.7396E-2	0.752	1.663	28.481
75000000	8.750	8.019	0.1571	0.7438	0.9232	1.1536	0.3187	0.2213	0.2059	0.2541	0.2899	0.2173	0.2412	0.2515	1.0065E-3	9.0626E-4	8.8633E-4	0.8540	5.6158E-4	1.140	1.757	26.108
76000000	8.886	5.442	3.149E-2	0.2332	0.8760	1.2480	0.3164	0.2307	0.1996	0.2533	0.2940	0.2234	0.2352	0.2474	9.9293E-4	9.4055E-4	8.9824E-4	0.9224	3.7003E-2	1.519	1.697	27.283
77000000	6.496	11.000	3.7983E-2	0.3668	0.9025	1.1950	0.3118	0.2269	0.2069	0.2543	0.3028	0.2129	0.2369	0.2474	1.0477E-3	1.0988E-3	9.0827E-4	0.9541	-3.4117E-2	2.109	1.591	26.908
78000000	8.717	8.249	7.2863E-2	0.5888	0.9335	1.1330	0.3122	0.2282	0.2043	0.2553	0.2871	0.2301	0.2375	0.2453	1.0685E-3	6.5922E-4	9.6844E-4	0.6027	-3.0393E-2	2.725	1.627	27.088
79000000	8.805	10.930	0.1014	1.6953	0.9189	1.1623	0.3148	0.2302	0.2020	0.2530	0.2957	0.2219	0.2321	0.2503	8.8628E-4	5.529E-4	7.8295E-4	0.5980	-6.9916E-2	1.534	1.889	29.560
80000000	7.065	9.720	2.2116E-2	0.5755	0.9525	1.0949	0.3172	0.2318	0.2013	0.2497	0.2916	0.2284	0.2330	0.2471	9.9601E-4	1.139E-3	8.2937E-4	1.0480	3.353E-2	0.916	1.662	28.709
81000000	7.925	8.797	8.8565E-2	0.5647	0.9252	1.1497	0.3198	0.2295	0.1994	0.2514	0.2926	0.2232	0.2436	0.2407	9.6496E-4	7.6572E-4	8.8262E-4	0.8299	-5.4763E-2	4.660	1.816	28.658
82000000	9.427	8.128	2.1568E-2	1.0394	0.8789	1.2423	0.3077	0.2407	0.1994	0.2522	0.2895	0.2330	0.2349	0.2426	9.6375E-4	8.2382E-4	8.3242E-4	0.7331	-1.569E-2	0.637	1.608	27.449
83000000	7.628	11.804	4.2614E-2	0.1047	0.9044	1.1912	0.3196	0.2269	0.1975	0.2561	0.2912	0.2128	0.2424	0.2536	9.1273E-4	7.3008E-4	8.1527E-4	0.7924	-1.1953E-2	1.046	1.735	28.612
84000000	8.692	8.356	0.2473	0.2615	0.9679	1.0642	0.3147	0.2315	0.2001	0.2537	0.2950	0.2289	0.2342	0.2419	8.4932E-4	6.5219E-4	7.4283E-4	0.7668	-3.194E-2	1.557	1.644	31.409
85000000	8.395	8.415	0.1355	0.6424	0.9492	1.1015	0.3151	0.2255	0.1976	0.2618	0.2935	0.2161	0.2324	0.2580	9.1931E-4	8.5989E-4	8.2979E-4	0.8770	4.8047E-3	0.934	1.641	30.070
86000000	9.045	10.895	0.1516	0.6551	0.9398	1.1203	0.3157	0.2278	0.2044	0.2522	0.2995	0.2136	0.2366	0.2502	9.9673E-4	9.758E-4	8.1898E-4	0.8764	-6.3507E-2	3.096	1.725	27.651
87000000	8.247	7.193	0.1430	0.6053	0.9138	1.1724	0.3166	0.2268	0.2027	0.2539	0.2943	0.2298	0.2354	0.2405	9.6158E-4	7.0068E-4	8.8608E-4	0.7921	-7.0498E-3	5.931	1.665	26.160
88000000	5.793	9.415	1.2712E-2	0.3126	0.9715	1.0571	0.3073	0.2316	0.2024	0.2587	0.2977	0.2140	0.2439	0.2444	9.5875E-4	1.124E-3	7.7931E-4	1.2331	-8.8936E-4	1.394	1.834	28.465
89000000	6.800	8.038	6.2359E-3	0.2846	0.9386	1.1229	0.3178	0.2350	0.2013	0.2460	0.2904	0.2278	0.2267	0.2551	1.0889E-3	1.2816E-3	9.6272E-4	1.0601	-4.1458E-3	1.295	1.624	26.213
90000000	9.588	8.339	0.1170	0.4691	0.9362	1.1277	0.3159	0.2293	0.2045	0.2503	0.2934	0.2249	0.2320	0.2497	1.022E-3	8.0271E-4	8.8514E-4	0.7182	-3.2898E-2	0.697	1.717	29.281
91000000	6.430	9.714	5.4647E-2	0.5689	0.9083	1.1833	0.3066	0.2329	0.2066	0.2539	0.2894	0.2147	0.2383	0.2576	1.0709E-3	1.1668E-3	8.5985E-4	1.0987	-1.807E-2	2.656	1.658	27.424
92000000	7.822	9.463	0.1037	0.1745	0.9684	1.0632	0.3173	0.2231	0.1970	0.2627	0.2939	0.2175	0.2417	0.2470	8.5937E-4	6.2184E-4	8.143E-4	0.7071	1.2335E-2	2.641	1.727	29.173
93000000	8.537	11.749	7.3428E-2	0.9785	0.9421	1.1158	0.3139	0.2304	0.2007	0.2551	0.2739	0.2356	0.2415	0.2489	8.6933E-4	8.0837E-4	7.9039E-4	0.8873	2.2331E-2	0.772	1.643	28.707
94000000	8.837	9.705	3.569E-2	0.6939	0.9199	1.1602	0.3111	0.2355	0.2054	0.2481	0.2918	0.2213	0.2354	0.2514	1.0135E-3	7.8659E-4	8.4871E-4	0.7781	-4.558E-2	2.075	1.668	27.399
95000000	6.291	7.888	0.1062	0.6651	0.9058	1.1885	0.3202	0.2281	0.1980	0.2538	0.2994	0.2257	0.2225	0.2523	1.0262E-3	1.0129E-3	8.4886E-4	0.9134	-2.5372E-3	0.800	1.660	27.238
96000000	7.646	7.757	3.0967E-2	0.3865	0.9103	1.1794	0.3157	0.2262	0.1989	0.2592	0.2875	0.2260	0.2376	0.2489	9.5118E-4	8.6442E-4	9.1601E-4	0.8254	-4.8751E-2	1.235	1.696	25.806
97000000	7.305	8.241	5.9631E-2	5.0527E-2	0.9297	1.1406	0.3162	0.2228	0.2021	0.2590	0.2911	0.2248	0.2336	0.2505	9.577E-4	8.1845E-4	8.7552E-4	0.7672	-4.6206E-3	1.902	1.707	30.371
98000000	9.370	8.181	6.6482E-2	0.4557	0.9100	1.1800	0.3174	0.2311	0.1996	0.2518	0.2933	0.2255	0.2377	0.2435	9.5741E-4	8.1657E-4	8.2568E-4	0.8357	6.0117E-2	1.106	1.640	28.156
99000000	6.988	8.325	0.1702	0.6593	0.9649	1.0703	0.3124	0.2298	0.2049	0.2529	0.2912	0.2250	0.2231	0.2607	8.7269E-4	8.4902E-4	7.4602E-4	0.8807	-1.4553E-2	1.570	1.642	28.995
100000000	8.770	10.345	8.2035E-3	0.4509	0.9507	1.0986	0.3117	0.2309	0.2044	0.2530	0.2924	0.2351	0.2318	0.2407	9.9692E-4	1.0157E-3	8.4946E-4	0.9819	1.2205E-2	0.851	1.611	27.317
101000000	9.189	5.889	3.2009E-2	0.4026	0.9702	1.0596	0.3187	0.2275	0.2028	0.2510	0.2976	0.2152	0.2360	0.2513	9.3974E-4	7.1399E-4	8.2749E-4	0.7543	-1.6384E-2	1.414	1.616	27.708
102000000	7.569	10.356	7.5691E-2	0.7729	0.8052	1.3896	0.3170	0.2307	0.2012	0.2512	0.2859	0.2309	0.2307	0.2526	9.5353E-4	6.3282E-4	8.8584E-4	0.6576	-4.6934E-3	1.964	1.671	26.733
103000000	8.879	6.677	6.5899E-2	0.4376	0.9546	1.0908	0.3126	0.2311	0.2021	0.2542	0.2880	0.2344	0.2310	0.2466	8.6466E-4	5.5357E-4	7.9066E-4	0.6348	-3.5803E-2	1.663	1.689	28.716
104000000	6.463	6.341	0.1490	3.7731E-2	0.8750	1.2501	0.3235	0.2289	0.1990	0.2486	0.2922	0.2213	0.2287	0.2577	1.027E-3	7.5068E-4	8.9141E-4	0.7121	-1.1812E-2	1.310	1.666	26.722
105000000	6.733	7.309	0.1116	0.8527	0.8949	1.2102	0.3141	0.2231	0.2029	0.2599	0.2936	0.2225	0.2334	0.2505	8.2939E-4	8.2858E-4	7.4679E-4	0.9779	-1.4012E-2	0.754	1.578	29.914
106000000	9.071	10.323	0.1270	0.6755	0.9377	1.1246	0.3089	0.2319	0.2052	0.2540	0.2854	0.2270	0.2356	0.2520	8.9554E-4	8.0213E-4	8.7373E-4	0.9010	6.6565E-3	1.487	1.764	28.297
107000000	7.870	7.127	8.0618E-2	0.1853	0.9409	1.1182	0.3224	0.2250	0.2000	0.2526	0.2897	0.2371	0.2366	0.2366	1.0662E-3	1.0475E-3	9.5445E-4	0.8534	-9.2598E-3	3.979	1.857	26.380
108000000	8.722	8.171	0.1563	0.6881	0.9406	1.1188	0.3152	0.2243	0.2038	0.2567	0.2921	0.2285	0.2358	0.2435	9.7593E-4	1.0754E-3	9.1803E-4	1.0669	-2.1981E-2	0.864	1.589	27.194
109000000	9.640	8.575	0.1198	0.1971	0.9094	1.1813	0.3145	0.2350	0.2021	0.2484	0.2932	0.2219	0.2366	0.2482	9.3922E-4	7.7243E-4	8.5772E-4	0.7888	-7.4936E-3	2.548	1.714	28.294
110000000	10.217	10.880	0.1024	0.9919	0.9483	1.1034	0.3161	0.2285	0.2029	0.2525	0.2936	0.2205	0.2385	0.2474	1.0002E-3	1.0627E-3	8.7976E-4	0.9487	-4.0109E-2	1.138	1.609	27.084
