state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	7.575	6.091	0.1505	0.9540	0.8873	1.2254	0.3183	0.2274	0.2068	0.2475	0.2905	0.2264	0.2348	0.2483	9.1243E-4	7.9846E-4	8.9347E-4	0.8446	8.2251E-3	0.600	1.661	28.074
12000000	9.519	7.866	0.1041	0.8842	0.9832	1.0337	0.3140	0.2253	0.2062	0.2544	0.2948	0.2142	0.2367	0.2544	1.0193E-3	8.484E-4	9.6205E-4	0.7632	2.989E-2	4.913	1.682	27.408
13000000	7.563	9.430	7.9042E-2	0.6793	0.9451	1.1099	0.3147	0.2304	0.2052	0.2496	0.3028	0.2082	0.2407	0.2483	8.9554E-4	6.7797E-4	8.0188E-4	0.8443	-4.9909E-2	2.158	1.729	27.832
14000000	9.163	8.356	3.0549E-2	0.3123	0.9475	1.1051	0.3103	0.2257	0.2023	0.2617	0.2911	0.2271	0.2319	0.2499	9.5348E-4	6.2755E-4	8.5951E-4	0.6918	-1.6517E-2	0.861	1.762	27.494
15000000	10.641	12.791	8.582E-2	2.1835E-2	0.9088	1.1824	0.3077	0.2301	0.2032	0.2590	0.2919	0.2295	0.2243	0.2544	1.0351E-3	8.7406E-4	9.7001E-4	0.7764	1.9484E-2	2.146	1.766	25.815
16000000	6.548	9.276	2.8088E-2	0.9927	0.9093	1.1814	0.3169	0.2224	0.2036	0.2570	0.2983	0.2161	0.2323	0.2533	1.0218E-3	8.6741E-4	9.5318E-4	0.7737	-2.9308E-2	1.794	1.657	24.524
17000000	10.268	6.831	1.0367E-2	0.4040	0.9501	1.0999	0.3098	0.2311	0.2063	0.2527	0.2947	0.2136	0.2400	0.2517	7.9664E-4	7.5743E-4	7.6855E-4	0.9750	-3.3471E-4	0.558	1.608	31.190
18000000	8.394	9.984	4.7323E-2	0.2078	0.9454	1.1092	0.3118	0.2295	0.2004	0.2584	0.2951	0.2218	0.2344	0.2487	9.2757E-4	5.1441E-4	9.4918E-4	0.5763	-1.4243E-2	4.401	1.567	26.637
19000000	7.660	9.570	0.1271	0.6997	0.9922	1.0155	0.3190	0.2299	0.2019	0.2492	0.2940	0.2212	0.2263	0.2586	8.0207E-4	5.4335E-4	7.5956E-4	0.6823	-5.087E-3	0.291	1.562	29.190
20000000	7.381	7.504	8.3634E-2	0.1233	0.9396	1.1208	0.3072	0.2274	0.2099	0.2555	0.2914	0.2195	0.2409	0.2482	9.8089E-4	7.2609E-4	8.4399E-4	0.7261	-1.9026E-2	0.793	1.626	27.484
21000000	8.223	10.908	0.1465	0.6538	0.9362	1.1276	0.3134	0.2325	0.1965	0.2576	0.2880	0.2337	0.2298	0.2485	1.019E-3	6.5627E-4	9.1934E-4	0.6822	-6.2879E-3	1.009	1.621	25.856
22000000	12.059	9.304	6.3654E-3	0.5730	0.8702	1.2596	0.3127	0.2219	0.1953	0.2700	0.3034	0.2124	0.2310	0.2532	1.0353E-3	1.1036E-3	9.2665E-4	1.1237	-3.6716E-2	0.618	1.653	25.586
23000000	9.577	9.230	0.1565	0.1877	0.8549	1.2903	0.3229	0.2346	0.2007	0.2419	0.2988	0.2258	0.2295	0.2459	1.0211E-3	8.5457E-4	9.2205E-4	0.7910	1.5274E-2	0.786	1.653	24.910
24000000	8.153	9.402	8.9752E-2	0.4752	0.9349	1.1303	0.3140	0.2237	0.2059	0.2563	0.2992	0.2160	0.2350	0.2498	1.1143E-3	1.2386E-3	8.3894E-4	1.0110	2.7906E-2	2.119	1.716	28.991
25000000	6.293	7.946	0.2062	0.3513	0.8951	1.2098	0.3119	0.2268	0.2059	0.2553	0.3012	0.2241	0.2291	0.2456	9.7556E-4	8.7928E-4	8.6704E-4	0.8474	-6.3979E-2	4.330	1.663	25.951
26000000	7.422	8.270	3.5254E-2	1.1757	0.9487	1.1026	0.3097	0.2270	0.2013	0.2621	0.2925	0.2262	0.2335	0.2478	9.6511E-4	6.2235E-4	8.9448E-4	0.5948	-5.5448E-2	1.919	1.644	27.287
27000000	10.571	12.995	1.2443E-2	0.3065	0.9644	1.0712	0.3114	0.2305	0.1955	0.2626	0.2907	0.2183	0.2396	0.2514	7.8864E-4	4.2418E-4	7.6058E-4	0.5426	8.7233E-2	1.211	1.750	29.508
28000000	7.223	8.376	0.1192	0.6340	0.8990	1.2021	0.3100	0.2256	0.2115	0.2529	0.2870	0.2094	0.2417	0.2619	8.8105E-4	7.8513E-4	8.296E-4	0.8805	-1.4525E-2	1.026	1.844	28.896
29000000	7.750	9.355	7.2666E-2	0.2342	0.9003	1.1993	0.3142	0.2323	0.1979	0.2556	0.2926	0.2193	0.2359	0.2523	1.0395E-3	8.2004E-4	9.005E-4	0.7392	-4.9638E-2	0.425	1.713	27.458
30000000	7.106	11.533	8.1654E-2	0.3757	0.9540	1.0919	0.3076	0.2252	0.2062	0.2610	0.2951	0.2258	0.2387	0.2403	9.2317E-4	9.1411E-4	8.4022E-4	0.9398	2.7138E-2	0.543	1.763	28.339
31000000	12.006	10.074	4.5115E-2	0.9335	0.9172	1.1656	0.3131	0.2259	0.2027	0.2582	0.2991	0.2217	0.2354	0.2439	8.8172E-4	7.1173E-4	8.7759E-4	0.8533	-6.5317E-3	2.176	1.612	26.157
32000000	7.475	10.340	9.2609E-2	0.9652	0.9429	1.1142	0.3083	0.2348	0.2044	0.2526	0.3013	0.2157	0.2345	0.2485	8.5805E-4	6.8119E-4	8.4909E-4	0.8225	2.2954E-2	3.371	1.702	27.174
33000000	9.178	11.034	3.2798E-2	0.3297	0.8946	1.2109	0.3148	0.2325	0.2027	0.2500	0.2844	0.2217	0.2406	0.2532	8.9338E-4	5.7225E-4	8.2489E-4	0.6177	-3.1439E-2	1.615	1.657	29.375
34000000	10.532	8.387	0.1392	0.2942	0.9602	1.0795	0.3128	0.2329	0.2046	0.2497	0.2964	0.2230	0.2250	0.2556	7.9904E-4	5.5038E-4	7.8204E-4	0.6850	-3.0161E-2	0.795	1.723	29.958
35000000	8.551	9.120	7.5853E-2	0.3387	0.8681	1.2638	0.3169	0.2330	0.1979	0.2521	0.2815	0.2236	0.2367	0.2583	9.1375E-4	6.8839E-4	8.1793E-4	0.7759	1.4629E-2	2.383	1.669	27.980
36000000	9.077	10.125	1.8487E-2	0.5711	0.9182	1.1637	0.3147	0.2271	0.2026	0.2556	0.2970	0.2265	0.2197	0.2568	9.0808E-4	8.1201E-4	7.845E-4	0.8468	2.6893E-2	1.096	1.574	29.672
37000000	7.917	12.650	0.1343	0.5156	1.0002	0.9995	0.3060	0.2356	0.2012	0.2573	0.2911	0.2231	0.2379	0.2478	9.1518E-4	6.1316E-4	8.0951E-4	0.6133	-1.7414E-2	0.827	1.586	29.625
38000000	9.922	9.170	0.4285	0.7517	0.9628	1.0743	0.3192	0.2317	0.2021	0.2470	0.3037	0.2201	0.2359	0.2403	1.0967E-3	9.4731E-4	9.2749E-4	0.8366	-2.5111E-2	6.787	1.606	25.806
39000000	10.220	7.796	3.7874E-2	0.2174	0.8530	1.2940	0.3147	0.2342	0.2007	0.2504	0.2936	0.2158	0.2424	0.2483	1.0881E-3	8.3754E-4	1.0051E-3	0.7175	-1.2692E-2	1.183	1.670	28.033
40000000	12.274	8.213	2.6366E-2	0.1262	0.9154	1.1692	0.3147	0.2300	0.2002	0.2551	0.2901	0.2168	0.2435	0.2496	1.0385E-3	1.0693E-3	8.9776E-4	1.0505	3.3212E-2	1.488	1.620	26.198
41000000	11.880	12.582	0.1066	0.4876	0.9914	1.0172	0.3170	0.2228	0.2043	0.2559	0.2927	0.2261	0.2295	0.2518	1.0284E-3	9.3519E-4	9.7908E-4	0.8982	-2.8627E-2	1.987	1.648	25.562
42000000	8.783	11.813	0.1039	1.8035	0.9221	1.1557	0.3150	0.2268	0.2051	0.2530	0.3011	0.2096	0.2399	0.2493	8.5027E-4	8.897E-4	7.6675E-4	1.0985	-1.8402E-2	0.847	1.688	28.607
43000000	11.404	10.589	3.9363E-2	2.9802E-2	0.9266	1.1468	0.3101	0.2340	0.1959	0.2601	0.2965	0.2180	0.2332	0.2522	9.1259E-4	8.3367E-4	8.6676E-4	0.8457	-0.1377	2.984	1.599	25.413
44000000	8.694	9.200	9.6462E-3	0.6655	0.9411	1.1178	0.3176	0.2246	0.2033	0.2544	0.2919	0.2139	0.2386	0.2557	7.9603E-4	7.131E-4	7.1654E-4	0.7979	-4.8298E-2	1.718	2.001	28.052
45000000	11.353	8.978	6.3727E-2	0.1903	0.9337	1.1327	0.3078	0.2250	0.2003	0.2670	0.2998	0.2249	0.2339	0.2414	1.0351E-3	8.3275E-4	9.1597E-4	0.8141	-5.5055E-4	0.763	1.624	26.231
46000000	7.899	6.138	8.5284E-2	0.5013	0.9274	1.1453	0.3127	0.2302	0.2021	0.2550	0.3033	0.2184	0.2275	0.2508	9.3324E-4	7.5497E-4	8.4109E-4	0.7697	-3.603E-2	0.827	1.572	28.378
47000000	6.996	6.616	0.1746	0.3604	0.9001	1.1998	0.3142	0.2307	0.2008	0.2544	0.3005	0.2155	0.2365	0.2475	1.0227E-3	8.5272E-4	9.3586E-4	0.7526	-1.3526E-2	1.543	1.730	25.983
48000000	9.051	8.939	0.1312	1.0115	0.9508	1.0984	0.3123	0.2297	0.2051	0.2529	0.2826	0.2261	0.2381	0.2531	8.6409E-4	9.7936E-4	7.4001E-4	1.0683	-2.8638E-2	0.803	1.985	30.929
49000000	7.960	6.866	8.6113E-2	0.2706	0.9305	1.1390	0.3118	0.2289	0.1982	0.2611	0.3009	0.2301	0.2339	0.2350	8.7511E-4	6.6487E-4	8.4248E-4	0.7544	-1.6399E-2	4.491	1.623	27.559
50000000	9.349	10.856	0.1001	0.3970	0.9369	1.1261	0.3085	0.2289	0.2020	0.2606	0.2955	0.2106	0.2437	0.2502	9.1817E-4	8.4929E-4	8.252E-4	0.9560	3.1375E-3	1.469	1.641	27.314
51000000	10.720	10.025	4.9997E-2	1.6275	0.9098	1.1804	0.3179	0.2275	0.1987	0.2559	0.2948	0.2295	0.2309	0.2448	9.7713E-4	8.4137E-4	8.481E-4	0.7792	-3.6757E-2	1.640	2.312	29.462
52000000	10.110	6.177	0.1685	0.2334	0.8562	1.2876	0.3096	0.2301	0.1979	0.2624	0.2966	0.2164	0.2313	0.2557	1.1967E-3	9.3684E-4	1.0732E-3	0.7606	9.1353E-3	2.150	1.617	25.316
53000000	7.470	9.093	3.8544E-2	1.69E-2	0.8771	1.2458	0.3185	0.2253	0.2055	0.2507	0.2803	0.2333	0.2404	0.2460	8.1836E-4	7.2707E-4	7.1298E-4	0.8038	-2.8475E-2	1.231	1.613	28.678
54000000	11.367	8.949	2.6065E-2	0.5520	0.9151	1.1698	0.3101	0.2287	0.2017	0.2595	0.3018	0.2166	0.2408	0.2408	1.111E-3	8.9607E-4	9.548E-4	0.8522	-3.7543E-2	0.941	1.658	27.371
55000000	7.086	7.123	7.7005E-2	0.5792	0.8915	1.2169	0.3126	0.2291	0.1962	0.2620	0.2975	0.2219	0.2331	0.2475	8.559E-4	7.3321E-4	7.9347E-4	0.8032	-1.2732E-2	5.848	1.754	28.578
56000000	10.047	10.084	8.3035E-2	0.7081	1.0125	0.9750	0.3112	0.2296	0.1994	0.2598	0.2921	0.2258	0.2376	0.2444	1.0517E-3	8.5445E-4	9.1712E-4	0.7186	3.0121E-2	0.620	1.588	25.947
57000000	7.754	6.747	2.7641E-2	0.1938	1.0069	0.9862	0.3112	0.2215	0.2044	0.2628	0.3010	0.2226	0.2381	0.2383	9.2914E-4	7.8533E-4	7.9839E-4	0.7933	2.6127E-2	0.779	1.576	30.262
58000000	7.289	9.033	7.2387E-2	0.1474	0.9188	1.1625	0.3170	0.2244	0.2016	0.2569	0.2997	0.2186	0.2289	0.2527	1.1043E-3	9.2231E-4	9.8801E-4	0.7492	-1.3666E-2	3.758	1.704	25.862
59000000	8.918	7.878	2.5429E-2	0.5584	0.9296	1.1409	0.3047	0.2361	0.1972	0.2620	0.2896	0.2213	0.2380	0.2511	8.3176E-4	7.2718E-4	7.6337E-4	0.8487	-4.5193E-2	1.117	1.592	30.178
60000000	7.726	9.951	6.4106E-2	0.3515	1.0206	0.9587	0.3051	0.2368	0.2071	0.2510	0.2893	0.2218	0.2371	0.2518	8.6197E-4	5.7628E-4	7.7624E-4	0.6540	-2.748E-3	0.869	1.659	30.132
61000000	9.023	7.915	3.8943E-2	0.3245	0.9259	1.1482	0.3167	0.2238	0.1998	0.2597	0.2887	0.2266	0.2469	0.2377	1.0248E-3	8.6895E-4	9.2156E-4	0.8002	3.2399E-3	3.603	1.761	25.910
62000000	9.040	7.151	0.1028	1.4419	0.8791	1.2418	0.3169	0.2283	0.2019	0.2528	0.2877	0.2225	0.2387	0.2510	9.2088E-4	8.8726E-4	8.1585E-4	0.8708	-2.154E-3	2.018	1.792	29.313
63000000	8.605	10.530	4.7416E-2	0.8523	0.9537	1.0925	0.3128	0.2313	0.2055	0.2505	0.2847	0.2301	0.2339	0.2514	8.5296E-4	6.1018E-4	7.3867E-4	0.6800	-3.7419E-2	1.145	1.950	30.858
64000000	7.394	11.106	2.382E-2	9.4627E-2	0.9545	1.0911	0.3162	0.2358	0.1994	0.2486	0.3015	0.2030	0.2353	0.2602	1.1141E-3	1.0762E-3	9.357E-4	0.9024	-3.0502E-2	1.520	1.622	25.772
65000000	7.698	7.857	0.2465	0.3159	0.9228	1.1544	0.3174	0.2256	0.2040	0.2529	0.2905	0.2190	0.2316	0.2589	9.19E-4	6.5584E-4	8.3216E-4	0.6663	1.7367E-2	2.835	1.831	27.821
66000000	7.116	7.155	0.1713	0.5616	0.9048	1.1905	0.3134	0.2244	0.2056	0.2565	0.2903	0.2216	0.2337	0.2544	8.9905E-4	7.0002E-4	8.0252E-4	0.7401	-3.6722E-2	2.244	1.627	27.298
67000000	7.743	10.183	5.1032E-2	0.5961	0.9053	1.1895	0.3134	0.2288	0.1989	0.2589	0.2876	0.2217	0.2346	0.2561	9.1357E-4	8.6456E-4	8.4201E-4	0.8541	1.1962E-2	1.384	1.610	25.951
68000000	8.393	11.079	8.1749E-2	0.3995	1.0681	0.8637	0.3124	0.2311	0.1996	0.2569	0.2927	0.2187	0.2282	0.2604	1.0362E-3	9.1012E-4	8.1864E-4	0.7729	-1.7692E-3	1.659	1.662	28.721
69000000	9.777	6.551	0.1903	1.2621	0.8812	1.2376	0.3105	0.2348	0.2041	0.2507	0.2906	0.2179	0.2377	0.2538	9.2293E-4	6.5654E-4	8.2918E-4	0.7018	1.3444E-2	1.844	1.636	28.129
70000000	7.539	7.221	5.7147E-2	0.2684	0.8885	1.2230	0.3141	0.2254	0.2061	0.2544	0.2921	0.2190	0.2337	0.2551	9.4729E-4	7.2311E-4	8.456E-4	0.6931	-2.3812E-2	5.182	1.787	27.394
71000000	10.473	6.340	6.2375E-2	6.6688E-2	0.9510	1.0981	0.3146	0.2273	0.2004	0.2577	0.2995	0.2145	0.2338	0.2522	7.8749E-4	4.9969E-4	7.3854E-4	0.5999	1.9274E-2	2.840	1.632	30.098
72000000	8.455	10.361	6.4596E-2	0.1218	0.9147	1.1706	0.3197	0.2229	0.2003	0.2571	0.2957	0.2265	0.2352	0.2425	9.0523E-4	6.2246E-4	8.5717E-4	0.6533	9.6048E-3	8.866	1.862	27.689
73000000	8.624	7.770	2.4557E-2	0.9069	0.9498	1.1005	0.3172	0.2306	0.1966	0.2557	0.2981	0.2204	0.2298	0.2518	9.8448E-4	9.5988E-4	9.1881E-4	0.8592	-2.0477E-2	1.821	1.666	28.006
74000000	8.490	11.507	6.841E-2	0.8132	0.9617	1.0767	0.3150	0.2246	0.2027	0.2577	0.2941	0.2220	0.2393	0.2445	8.226E-4	7.557E-4	8.032E-4	0.8778	-4.427E-2	2.538	1.793	30.199
75000000	8.307	7.406	0.1465	0.2906	0.9828	1.0344	0.3226	0.2280	0.2026	0.2468	0.3024	0.2189	0.2251	0.2536	9.7878E-4	7.8592E-4	9.1794E-4	0.8168	1.039E-3	1.407	1.598	27.242
76000000	7.156	6.857	0.1115	2.4311	0.9109	1.1782	0.3194	0.2308	0.1985	0.2513	0.3110	0.2106	0.2349	0.2434	9.5789E-4	8.964E-4	8.809E-4	0.9819	-5.4936E-4	7.612	1.770	26.164
77000000	9.513	9.564	2.5182E-2	0.5847	0.9580	1.0841	0.3131	0.2337	0.1999	0.2532	0.2917	0.2270	0.2296	0.2517	1.0474E-3	1.0907E-3	8.4953E-4	1.0764	1.5169E-2	1.589	1.680	29.791
78000000	8.081	10.459	5.9775E-2	0.6032	0.9569	1.0862	0.3105	0.2305	0.2008	0.2582	0.2848	0.2317	0.2370	0.2465	9.9035E-4	8.8085E-4	9.0356E-4	0.8580	-8.6376E-3	2.216	1.627	28.019
79000000	13.953	9.434	1.4742E-2	0.2775	1.0037	0.9926	0.3120	0.2303	0.2009	0.2568	0.3138	0.2140	0.2299	0.2424	8.9384E-4	7.1235E-4	7.8482E-4	0.7921	6.7564E-2	1.759	1.648	27.992
80000000	7.941	9.615	3.8382E-2	1.2879	0.9465	1.1071	0.3133	0.2300	0.1974	0.2593	0.3032	0.2207	0.2289	0.2473	1.0062E-3	7.8498E-4	9.0554E-4	0.8055	2.7353E-2	3.667	1.646	25.736
81000000	9.027	7.333	4.0078E-2	0.4244	0.8733	1.2534	0.3191	0.2231	0.1960	0.2618	0.3089	0.2256	0.2243	0.2412	8.9503E-4	6.2673E-4	8.2234E-4	0.6902	-7.0205E-4	1.600	2.017	29.416
82000000	6.730	8.194	4.265E-2	0.3945	0.9165	1.1671	0.3178	0.2263	0.1995	0.2564	0.2905	0.2190	0.2391	0.2514	8.968E-4	9.3834E-4	8.2516E-4	0.9746	-7.8353E-2	1.010	1.583	27.609
83000000	9.327	9.455	5.0546E-2	0.1971	0.9018	1.1965	0.3159	0.2265	0.2047	0.2528	0.3001	0.2185	0.2364	0.2450	9.168E-4	5.8634E-4	8.6458E-4	0.6287	-4.2277E-3	0.446	1.611	27.480
84000000	7.140	8.492	1.0052E-2	0.1828	0.9591	1.0819	0.3235	0.2215	0.2060	0.2490	0.2978	0.2202	0.2421	0.2400	1.152E-3	9.3397E-4	9.6632E-4	0.8243	-1.1469E-2	8.244	1.678	26.517
85000000	9.022	12.376	6.4515E-2	0.3443	0.8352	1.3296	0.3152	0.2329	0.1970	0.2549	0.2980	0.2291	0.2327	0.2402	1.0715E-3	1.2777E-3	8.6884E-4	1.1483	-3.5339E-2	5.302	1.677	26.874
86000000	9.381	7.649	9.6272E-2	0.2875	0.9528	1.0944	0.3080	0.2259	0.2039	0.2622	0.3059	0.2200	0.2277	0.2464	8.6742E-4	6.8411E-4	8.437E-4	0.7673	3.4417E-2	1.516	1.707	28.487
87000000	7.743	8.916	0.1530	0.8924	0.9536	1.0928	0.3157	0.2278	0.1977	0.2588	0.2961	0.2154	0.2398	0.2487	9.7552E-4	8.7825E-4	8.2927E-4	0.8904	6.9874E-3	1.170	1.652	27.587
88000000	10.175	9.727	8.6076E-2	0.5285	0.8748	1.2505	0.3099	0.2304	0.2022	0.2574	0.2971	0.2115	0.2443	0.2471	8.5657E-4	7.0734E-4	8.4106E-4	0.8686	2.9492E-2	4.156	1.650	28.100
89000000	8.778	8.685	4.5628E-2	0.9848	0.8943	1.2114	0.3047	0.2349	0.2100	0.2503	0.2818	0.2213	0.2309	0.2661	9.008E-4	5.6295E-4	8.5576E-4	0.6217	-2.3275E-2	1.687	1.734	27.316
90000000	7.028	7.044	1.1736	0.1494	0.9290	1.1420	0.3123	0.2313	0.1979	0.2585	0.2986	0.2211	0.2457	0.2346	8.3792E-4	7.8072E-4	7.5375E-4	0.8726	-8.7681E-2	1.341	1.842	29.175
91000000	9.159	6.338	0.1730	0.6155	0.9562	1.0876	0.3223	0.2211	0.2069	0.2497	0.2913	0.2335	0.2290	0.2462	8.7014E-4	4.8501E-4	8.1253E-4	0.5798	-4.325E-2	2.201	1.672	27.772
92000000	9.235	9.493	6.0446E-2	0.2061	0.8885	1.2231	0.3126	0.2327	0.2022	0.2525	0.2905	0.2219	0.2369	0.2506	9.914E-4	7.3439E-4	9.2219E-4	0.8588	-9.9781E-3	9.935	1.719	26.711
93000000	6.598	7.184	3.8934E-2	0.4848	0.9116	1.1767	0.3132	0.2316	0.2012	0.2539	0.2937	0.2183	0.2342	0.2538	8.689E-4	6.1924E-4	8.12E-4	0.7366	5.5065E-2	1.282	1.673	28.002
94000000	6.876	9.156	8.2612E-2	0.8692	0.9338	1.1325	0.3139	0.2297	0.1985	0.2578	0.2923	0.2250	0.2359	0.2468	9.7454E-4	7.3222E-4	8.9284E-4	0.7551	-2.9E-2	2.608	1.736	25.490
95000000	11.086	5.646	0.1297	0.2602	0.8715	1.2571	0.3142	0.2369	0.1983	0.2506	0.3005	0.2210	0.2369	0.2416	8.9015E-4	9.2412E-4	7.787E-4	1.0154	2.1231E-3	0.974	1.634	29.508
96000000	8.919	8.762	0.3236	6.9422E-2	0.9002	1.1997	0.3131	0.2266	0.2064	0.2539	0.2945	0.2189	0.2282	0.2584	9.2546E-4	6.4925E-4	8.3706E-4	0.6976	1.7065E-2	0.939	1.617	27.245
97000000	9.198	7.903	3.6096E-2	1.3097	0.8705	1.2591	0.3183	0.2294	0.2027	0.2496	0.2970	0.2164	0.2357	0.2509	1.0837E-3	1.1502E-3	8.603E-4	0.9398	5.7767E-2	4.029	1.737	26.777
98000000	8.662	9.488	7.9486E-2	0.5125	0.9310	1.1379	0.3149	0.2283	0.2045	0.2523	0.3133	0.2204	0.2293	0.2370	1.0572E-3	9.3377E-4	9.3146E-4	0.8910	-7.6338E-2	0.750	1.568	26.497
99000000	7.479	12.646	9.3757E-2	0.3731	0.8686	1.2628	0.3103	0.2305	0.2037	0.2555	0.2995	0.2172	0.2319	0.2514	8.303E-4	4.9422E-4	8.0576E-4	0.5910	0.1372	0.968	1.614	29.162
100000000	6.674	10.670	0.1424	0.3147	0.9305	1.1389	0.3172	0.2255	0.2006	0.2567	0.2981	0.2190	0.2355	0.2474	8.3867E-4	6.3862E-4	7.9944E-4	0.7109	-5.4795E-2	0.753	1.586	29.863
101000000	9.845	11.317	6.9478E-2	0.2090	0.9668	1.0665	0.3150	0.2303	0.2024	0.2523	0.2951	0.2169	0.2370	0.2510	1.0256E-3	7.1803E-4	9.5665E-4	0.6476	-3.6908E-2	2.061	1.622	26.200
102000000	11.685	5.518	1.4381E-2	0.8103	0.9390	1.1221	0.3073	0.2273	0.2044	0.2610	0.2984	0.2206	0.2376	0.2434	9.8206E-4	9.439E-4	8.5442E-4	0.8478	-7.9998E-3	4.118	1.764	28.825
103000000	7.459	8.484	5.1894E-2	0.1978	0.8932	1.2136	0.3187	0.2282	0.2000	0.2531	0.2886	0.2266	0.2339	0.2509	8.7587E-4	7.7508E-4	7.8687E-4	0.9382	-7.513E-3	1.170	1.713	29.864
104000000	8.720	6.309	0.1355	0.4986	0.9676	1.0648	0.3109	0.2358	0.2033	0.2500	0.2865	0.2315	0.2327	0.2493	9.3972E-4	7.298E-4	8.8524E-4	0.7597	-2.913E-2	1.584	1.602	26.192
105000000	8.746	7.883	5.2325E-2	0.2238	0.8995	1.2010	0.3157	0.2263	0.2065	0.2515	0.2973	0.2139	0.2414	0.2474	9.0725E-4	6.7353E-4	8.707E-4	0.8040	4.1172E-2	2.214	1.705	27.971
106000000	6.618	8.521	0.1362	0.4588	0.8797	1.2407	0.3069	0.2349	0.1999	0.2583	0.2909	0.2212	0.2368	0.2511	8.9192E-4	6.9355E-4	8.0888E-4	0.7619	-2.4168E-2	1.139	1.652	27.175
107000000	10.746	9.003	0.1203	0.5094	0.9309	1.1382	0.3173	0.2271	0.2004	0.2552	0.2889	0.2222	0.2365	0.2524	1.1214E-3	8.5391E-4	9.6436E-4	0.7377	-1.732E-2	2.032	1.702	25.001
108000000	6.555	5.809	0.1820	0.2703	0.9444	1.1111	0.3208	0.2252	0.1941	0.2599	0.2947	0.2175	0.2376	0.2502	1.0217E-3	9.4732E-4	9.0073E-4	0.8349	2.2604E-2	1.990	1.586	27.542
109000000	7.459	9.507	5.0336E-2	0.3176	0.8953	1.2094	0.3132	0.2246	0.1986	0.2636	0.3035	0.2187	0.2262	0.2516	1.1715E-3	1.0673E-3	9.899E-4	0.8840	-4.7202E-3	4.578	1.603	25.868
110000000	7.150	8.991	0.1245	0.2499	0.9945	1.0110	0.3124	0.2307	0.2043	0.2526	0.3051	0.2165	0.2272	0.2511	9.6909E-4	8.4418E-4	8.2366E-4	0.9313	-4.9774E-2	2.726	1.669	27.641
