state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-2.844	-2.590	-2.502	-2.480	-0.843	-0.462	-1.969	-0.972	0.321	1.626	0.903	1.318	0.656	-0.149	0.169	1.655	1.424	1.044	-0.549	-0.482	0.093	1.156	1.371	0.336	-0.055	-0.883	0.986	0.440	-0.407	-0.308	0.472	0.445	0.193	-0.514	-0.031	0.521	0.897	0.629	0.605	0.592	0.762	0.801	-0.613	-0.576	0.114	-0.507	0.091	0.170	0.241	-1.196
2000000	-0.772	-0.435	-1.410	-1.619	-1.359	-1.548	-1.195	-0.247	1.011	1.473	1.135	1.151	1.188	0.992	1.074	0.694	0.976	-0.013	-0.114	0.175	0.377	0.240	0.458	0.948	0.125	-0.654	0.126	-0.275	-0.412	-0.558	0.084	0.822	0.610	0.432	-0.005	0.429	-0.129	-0.737	-1.287	-1.382	-1.546	-1.831	-1.489	-1.544	-1.439	-1.285	-1.148	-1.202	-1.628	-1.340
3000000	-3.494	-3.327	-2.102	-1.876	-1.725	-0.889	-1.936	-0.817	0.262	1.673	0.902	0.347	1.592	3.072	1.679	1.051	0.791	-0.669	0.260	0.016	0.032	0.229	0.973	1.934	1.456	-0.837	-0.098	0.802	-0.575	0.300	-0.145	-0.406	-0.096	0.473	1.290	0.506	-0.207	-0.625	-0.421	0.608	0.312	-0.426	0.014	-1.294	-0.353	-1.336	-1.921	-2.359	-3.498	-1.744
4000000	-3.277	-4.121	-2.238	-3.084	-1.270	0.402	-2.237	-0.315	1.355	1.429	1.868	0.115	0.984	2.787	0.153	3.480	2.258	-0.059	-0.769	0.449	0.732	1.983	1.814	2.121	1.146	-1.423	1.762	0.219	-1.083	0.510	0.409	4.081	1.890	0.637	-0.772	0.856	1.943	-0.155	1.514	0.176	-0.091	-2.842	-3.192	-1.127	-3.323	-3.238	-2.189	-1.343	-3.950	-2.691
5000000	-3.084	-2.111	-1.991	-1.237	-1.585	-1.113	-0.986	-0.746	-0.486	-0.091	0.904	0.858	0.732	0.449	0.475	0.539	0.865	0.728	-0.347	0.142	0.161	0.191	0.456	0.195	0.247	0.207	-0.711	-0.000	-0.228	-0.391	0.101	0.184	0.176	-0.141	-0.067	-0.371	0.007	-0.046	-1.507	-1.762	-2.177	-1.935	-2.778	-2.279	-2.947	-2.962	-3.154	-2.311	-2.773	-3.641
6000000	-1.754	-1.470	-2.633	-1.658	-0.735	-0.838	-1.296	-0.987	-0.376	1.723	1.185	1.934	1.545	1.338	0.842	0.392	0.639	-0.104	-0.302	0.665	2.238	1.825	1.360	0.622	-0.052	-0.928	-0.154	-0.064	-0.282	0.516	0.271	0.207	-0.510	0.087	-0.656	-0.945	-0.913	-0.814	-2.064	-1.358	-0.280	-0.416	-0.622	-2.693	-3.004	-2.606	-2.259	-1.607	-1.963	-1.876
7000000	-4.695	-2.955	-2.149	-2.016	-1.529	-0.690	-2.407	-0.749	-0.292	0.122	0.919	1.013	1.815	1.993	1.909	1.565	0.397	0.667	0.461	-0.485	0.460	0.980	1.209	1.367	0.991	-1.055	-0.290	0.284	0.350	-0.124	0.320	1.278	0.547	0.557	0.142	0.336	0.709	0.375	-0.284	-1.549	-1.440	-2.546	-2.209	-3.199	-3.151	-3.546	-3.295	-2.780	-2.723	-3.365
8000000	-1.861	-1.977	-2.165	-2.069	-1.098	-1.022	-0.536	-0.239	0.022	-0.049	-0.228	-0.225	0.296	0.456	0.594	0.787	0.416	0.053	-0.035	-0.236	0.126	0.397	0.327	-0.032	-0.233	-0.076	0.113	-0.073	-0.130	-0.080	-0.128	0.564	0.672	0.733	0.313	0.378	0.086	-0.810	-1.072	-1.182	-0.912	-0.296	-1.020	-0.543	-0.710	-0.911	-1.152	-1.215	-0.905	-0.546
9000000	-4.461	-3.039	-2.388	-1.948	-1.170	-0.834	-1.837	-0.041	0.611	0.677	0.865	0.754	0.813	0.699	0.665	0.645	0.200	0.087	-0.048	-0.239	0.406	0.720	0.859	0.753	0.035	-0.536	-0.632	-0.246	-0.158	0.458	0.131	-0.508	-1.342	-0.828	-0.459	-0.658	-0.406	0.079	-0.821	-0.975	-1.264	-1.242	-1.918	-1.545	-2.793	-3.787	-3.176	-4.431	-4.146	-4.317
10000000	1.268	-1.120	-0.972	-2.556	-1.609	-1.104	-0.769	-2.215	-0.555	0.741	0.662	0.973	1.064	2.482	2.791	0.182	0.862	-0.114	-0.915	-0.546	2.850	2.988	3.268	3.159	1.677	-1.156	0.503	1.405	-1.042	0.229	-0.749	0.393	0.047	0.593	-0.696	-1.049	0.214	-1.412	-1.765	-1.837	-2.302	-0.760	-0.493	-0.264	-1.340	-2.574	-4.105	-5.965	-6.822	-8.457
