state	cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
72000000	9.254	5.824	9.2041E-2	0.5612	0.9295	1.1409	0.3181	0.2328	0.1907	0.2584	0.3035	0.2200	0.2383	0.2382	9.945E-4	6.2537E-4	9.504E-4	0.5772	-1.3204E-2	1.993	1.740	27.079
73000000	10.523	8.393	0.1144	1.6129	0.9639	1.0723	0.3095	0.2281	0.2059	0.2565	0.2921	0.2170	0.2420	0.2489	9.9098E-4	7.7091E-4	8.8822E-4	0.7657	-5.1678E-2	2.124	1.596	27.104
74000000	7.216	14.877	6.7442E-2	0.7467	0.9029	1.1943	0.3097	0.2302	0.2052	0.2549	0.2940	0.2187	0.2291	0.2581	9.1305E-4	9.1161E-4	7.825E-4	0.9108	-8.2343E-2	0.473	1.742	30.636
75000000	7.658	9.182	0.2168	0.2741	0.8936	1.2128	0.3173	0.2294	0.2010	0.2523	0.2870	0.2271	0.2344	0.2516	8.2699E-4	5.402E-4	8.0024E-4	0.6737	6.5121E-2	0.661	1.867	28.817
76000000	9.582	11.666	0.1521	0.2979	0.8416	1.3170	0.3135	0.2356	0.2011	0.2497	0.2905	0.2221	0.2397	0.2477	1.0881E-3	1.4671E-3	7.8505E-4	1.3476	-2.7623E-2	0.804	1.604	27.546
77000000	7.386	7.432	0.1002	0.6507	0.9115	1.1770	0.3181	0.2302	0.1956	0.2561	0.2966	0.2202	0.2343	0.2488	1.1241E-3	1.5327E-3	9.1696E-4	1.0747	-3.8031E-2	4.156	1.985	27.790
78000000	10.086	10.375	0.2920	0.4872	0.9528	1.0945	0.3145	0.2246	0.2054	0.2555	0.2955	0.2143	0.2349	0.2552	9.7491E-4	7.679E-4	8.313E-4	0.7970	2.0381E-2	1.654	1.692	28.074
79000000	10.112	7.533	9.739E-2	8.902E-2	0.9166	1.1668	0.3178	0.2308	0.1980	0.2535	0.2940	0.2143	0.2328	0.2588	9.7399E-4	7.4472E-4	8.8091E-4	0.7611	5.6812E-2	0.898	1.600	26.631
80000000	7.189	7.138	5.2577E-2	1.1380	0.9368	1.1265	0.3194	0.2271	0.2037	0.2498	0.2998	0.2108	0.2368	0.2525	8.128E-4	7.1055E-4	7.9287E-4	0.8662	6.7795E-3	2.097	1.696	28.200
81000000	7.367	7.497	6.4992E-2	0.8158	0.9415	1.1171	0.3153	0.2294	0.2013	0.2540	0.2859	0.2213	0.2382	0.2546	8.5444E-4	5.3211E-4	7.7438E-4	0.6537	1.2745E-3	8.531	1.776	26.847
82000000	7.578	8.927	3.948E-2	0.3964	0.8685	1.2631	0.3140	0.2291	0.2047	0.2522	0.3102	0.2159	0.2337	0.2402	9.6471E-4	6.022E-4	8.9652E-4	0.6464	3.287E-2	14.046	1.642	25.489
83000000	7.825	9.474	0.1127	1.0079	0.9611	1.0778	0.3096	0.2287	0.2078	0.2539	0.2880	0.2260	0.2378	0.2482	9.6234E-4	8.7508E-4	9.0155E-4	0.9367	-5.262E-2	10.511	1.632	27.682
84000000	7.162	11.237	4.1758E-2	0.3434	0.8747	1.2507	0.3095	0.2290	0.2014	0.2601	0.2971	0.2153	0.2373	0.2502	9.1407E-4	8.5848E-4	8.1912E-4	0.9227	1.3249E-2	1.732	1.662	28.157
85000000	9.318	8.508	4.991E-2	0.7620	0.9548	1.0904	0.3121	0.2299	0.2045	0.2535	0.2879	0.2312	0.2336	0.2473	9.3037E-4	1.1662E-3	7.7506E-4	1.1841	1.3339E-2	1.968	1.823	29.810
86000000	10.597	8.988	0.1680	0.1415	0.8551	1.2898	0.3124	0.2353	0.1973	0.2551	0.2908	0.2272	0.2327	0.2493	1.0086E-3	8.3432E-4	8.7299E-4	0.8499	-8.2383E-3	0.848	1.582	28.832
87000000	10.927	14.467	0.1316	0.4722	0.9015	1.1970	0.3154	0.2296	0.2042	0.2508	0.2966	0.2106	0.2384	0.2543	1.0002E-3	7.1237E-4	9.0029E-4	0.7306	-3.9713E-2	2.073	1.665	27.112
88000000	11.259	8.163	1.4512E-2	0.2312	0.8717	1.2567	0.3185	0.2347	0.1965	0.2503	0.3052	0.2122	0.2359	0.2466	9.6504E-4	6.5931E-4	9.2237E-4	0.6633	-6.6313E-2	0.761	1.693	28.283
89000000	9.155	10.200	3.4378E-2	0.6666	0.9358	1.1284	0.3159	0.2309	0.2011	0.2522	0.2842	0.2250	0.2303	0.2606	9.5152E-4	6.619E-4	9.0773E-4	0.6596	-3.594E-2	2.144	1.608	27.411
90000000	9.830	8.004	4.4099E-2	0.3047	0.9135	1.1731	0.3122	0.2293	0.1996	0.2590	0.2913	0.2168	0.2399	0.2520	8.8025E-4	7.6673E-4	8.1574E-4	0.8469	-4.8625E-2	1.311	1.668	28.109
91000000	8.856	9.075	5.6407E-2	0.4833	0.8995	1.2010	0.3131	0.2286	0.1962	0.2622	0.2915	0.2134	0.2418	0.2533	9.4153E-4	8.2741E-4	8.5617E-4	0.8514	4.1016E-2	0.970	1.725	27.294
92000000	8.647	9.958	8.4458E-2	0.1313	0.9058	1.1884	0.3093	0.2292	0.2081	0.2533	0.3077	0.2158	0.2342	0.2423	1.0497E-3	7.8883E-4	9.0928E-4	0.6891	3.2524E-2	0.814	1.861	27.599
93000000	9.043	6.862	0.1069	0.6009	0.9612	1.0776	0.3112	0.2312	0.2039	0.2537	0.2986	0.2236	0.2271	0.2507	1.0602E-3	9.602E-4	9.4953E-4	0.8483	-8.3351E-2	7.018	1.659	26.193
94000000	11.331	12.868	9.742E-2	0.3220	1.0014	0.9972	0.3164	0.2285	0.2035	0.2515	0.3042	0.2163	0.2306	0.2489	9.8805E-4	6.1028E-4	9.1258E-4	0.6264	2.07E-2	4.074	1.664	28.051
95000000	10.864	6.106	0.1135	0.2182	0.8910	1.2181	0.3093	0.2287	0.2021	0.2599	0.2897	0.2180	0.2326	0.2597	8.9846E-4	7.3248E-4	8.5795E-4	0.7888	9.6985E-2	1.564	1.805	29.203
96000000	10.769	9.962	3.0412E-2	0.5201	0.9710	1.0580	0.3129	0.2379	0.1979	0.2513	0.2924	0.2207	0.2391	0.2478	8.0036E-4	4.5491E-4	7.7271E-4	0.5689	1.3964E-2	3.702	1.711	28.288
97000000	9.033	7.713	0.1168	0.1355	0.9438	1.1124	0.3186	0.2257	0.2006	0.2552	0.2933	0.2270	0.2288	0.2509	9.0206E-4	6.128E-4	8.3803E-4	0.6799	-4.2606E-2	4.367	1.712	28.157
98000000	8.085	7.538	0.1287	0.6133	0.8974	1.2052	0.3095	0.2278	0.2030	0.2597	0.2895	0.2280	0.2389	0.2436	1.0147E-3	9.081E-4	8.1816E-4	0.8448	1.6005E-2	0.674	1.598	27.715
99000000	10.549	8.965	1.007E-2	0.6483	0.8751	1.2498	0.3255	0.2266	0.2000	0.2479	0.2922	0.2245	0.2360	0.2474	9.8745E-4	6.9186E-4	9.2087E-4	0.6673	-2.0055E-2	4.558	1.665	25.027
100000000	8.146	11.869	7.0238E-2	0.3128	0.9039	1.1923	0.3132	0.2306	0.1978	0.2583	0.3023	0.2206	0.2277	0.2493	9.1075E-4	5.4103E-4	8.7656E-4	0.6493	9.9803E-2	3.066	1.711	28.238
101000000	10.464	10.212	2.0278E-2	0.3840	0.8519	1.2962	0.3095	0.2287	0.2024	0.2595	0.2899	0.2214	0.2315	0.2573	9.5038E-4	6.7627E-4	8.5524E-4	0.6797	3.8879E-2	2.096	1.644	28.036
102000000	11.325	8.195	3.4769E-2	0.1243	0.9124	1.1752	0.3143	0.2272	0.1998	0.2588	0.2915	0.2173	0.2372	0.2540	9.3287E-4	7.2989E-4	8.2699E-4	0.7834	1.8646E-2	1.246	1.678	29.063
103000000	9.639	9.701	9.3755E-2	0.6913	0.8849	1.2303	0.3186	0.2296	0.1981	0.2538	0.2945	0.2200	0.2433	0.2422	9.0859E-4	7.831E-4	8.3508E-4	0.8470	4.2209E-2	1.312	1.644	27.842
104000000	8.890	10.145	8.0478E-2	5.5994E-2	0.9450	1.1100	0.3172	0.2244	0.2057	0.2528	0.3003	0.2153	0.2294	0.2549	1.1221E-3	1.1018E-3	9.1294E-4	1.0155	-1.5512E-2	1.489	1.619	27.291
105000000	13.395	10.821	0.2132	3.2468	0.9068	1.1865	0.3215	0.2282	0.1974	0.2529	0.2859	0.2236	0.2432	0.2473	9.576E-4	7.1445E-4	8.809E-4	0.6849	-3.3589E-2	3.492	1.592	25.517
106000000	8.338	9.227	0.4358	0.2462	0.9256	1.1489	0.3132	0.2267	0.2030	0.2571	0.2913	0.2286	0.2300	0.2501	1.0482E-3	8.8268E-4	9.0133E-4	0.8227	-6.2987E-3	0.882	1.566	26.590
107000000	9.043	8.586	0.2254	0.4095	0.9386	1.1227	0.3075	0.2269	0.2086	0.2570	0.3023	0.2142	0.2342	0.2494	7.9163E-4	6.4818E-4	7.1482E-4	0.8259	5.8521E-2	0.745	1.809	30.625
108000000	9.288	10.804	3.6498E-2	0.6983	0.9875	1.0251	0.3125	0.2311	0.2012	0.2552	0.2908	0.2241	0.2345	0.2505	9.1732E-4	7.2161E-4	8.4834E-4	0.8230	2.2534E-2	0.624	1.627	28.210
109000000	9.346	6.933	4.6301E-2	5.8921E-2	0.9112	1.1775	0.3128	0.2312	0.2016	0.2545	0.3030	0.2162	0.2294	0.2514	1.0918E-3	9.0494E-4	9.6218E-4	0.7774	6.6604E-2	0.744	1.587	26.614
110000000	6.692	8.575	0.1438	0.3699	0.9625	1.0750	0.3121	0.2301	0.2035	0.2544	0.2903	0.2170	0.2358	0.2569	1.0099E-3	8.5314E-4	8.9804E-4	0.8576	-3.0152E-2	1.032	1.565	25.574
