state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-1.232	-1.042	-1.634	-1.831	-1.172	-1.299	-1.347	-0.640	0.171	0.822	0.581	1.085	1.000	1.077	1.402	1.142	0.860	0.438	-0.570	-0.521	-0.001	-0.152	0.356	0.425	0.422	-0.497	-0.697	-0.841	-1.016	-0.308	-0.398	-0.674	-0.603	-0.484	-0.528	-0.308	-0.527	-0.279	-0.241	-0.231	-0.773	-1.543	-1.986	-2.542	-2.489	-3.204	-4.404	-4.557	-5.195	-5.118
2000000	0.977	-0.746	-1.138	-1.763	-0.505	-1.025	-1.303	-1.399	0.076	1.413	1.662	0.801	1.012	0.584	0.704	0.319	0.565	-0.349	-0.223	-0.049	-0.189	0.620	1.553	1.449	0.166	-0.765	0.437	-0.004	-0.152	-0.639	-0.438	0.176	-0.565	0.638	0.439	-0.015	-1.151	-0.571	-0.528	-1.388	-1.642	-2.078	-0.985	-1.892	-2.610	-3.038	-2.231	-2.127	-2.791	-2.958
3000000	-2.892	-2.805	-2.009	-1.994	-0.398	0.224	-1.786	0.092	2.454	5.023	1.740	2.846	2.428	0.616	0.751	1.671	1.488	0.358	-1.397	1.898	4.402	5.872	3.393	1.060	0.975	-1.028	0.776	-0.096	-1.044	0.163	-0.013	0.017	-1.264	-1.171	-0.684	-1.335	-0.106	1.976	0.483	0.652	-2.471	-3.907	-3.872	-4.512	-2.742	-2.421	-4.140	-4.916	-5.786	-6.471
4000000	-4.437	-4.668	-2.253	-2.451	-0.709	-0.529	-2.321	-0.351	1.308	1.788	1.440	0.524	1.249	0.178	0.527	1.183	0.163	-0.315	0.188	-1.482	1.233	2.957	3.405	2.300	0.915	-0.769	0.720	0.373	-0.834	-0.097	-0.937	-0.564	1.620	0.876	0.038	0.746	0.544	-0.968	-0.836	-1.848	-3.561	-2.664	-1.618	-1.204	-2.592	-1.158	-2.958	-2.413	-1.921	-2.145
5000000	-2.943	-3.201	-1.976	-2.155	-0.060	-0.668	-1.310	-0.811	-0.575	0.373	0.340	0.462	0.582	1.252	0.819	0.481	1.064	-0.033	-0.466	-0.504	0.207	1.145	0.736	0.893	-0.048	-0.720	-0.056	-0.854	-0.199	-0.890	0.081	1.324	1.633	0.063	0.633	-0.195	0.116	0.514	-1.669	-2.705	-2.006	-1.253	-1.560	-1.698	-3.457	-3.870	-4.369	-4.503	-3.484	-3.600
6000000	-2.995	-2.665	-2.637	-2.721	-1.161	-0.255	-1.719	-0.607	1.006	2.722	3.375	3.059	1.048	0.563	1.855	1.275	-0.218	0.599	0.693	-1.213	0.617	1.073	1.757	1.235	0.562	-1.268	0.284	-0.195	-0.070	0.370	-0.264	0.782	-0.477	0.205	-0.246	-0.033	-1.020	0.586	-1.264	0.619	-1.813	-2.751	-1.617	-3.783	-5.106	-3.955	-6.695	-5.751	-6.021	-7.802
7000000	-4.502	-2.778	-2.509	-1.347	-0.484	0.119	-1.579	-1.308	1.534	0.708	1.924	1.808	0.957	0.462	0.842	0.689	0.083	-0.074	-0.825	-0.714	0.990	1.892	2.248	0.693	0.936	-0.140	-0.048	-0.358	0.279	-0.456	0.052	1.230	0.582	-0.041	1.242	0.362	-0.324	-0.647	-0.390	-1.172	-1.790	-3.568	-2.610	-4.698	-4.108	-3.624	-4.208	-4.742	-4.261	-3.079
8000000	-1.044	-1.679	-2.305	-1.518	-1.038	-0.815	-1.100	-0.442	-0.286	0.615	0.813	0.616	0.625	0.538	0.953	0.764	0.234	0.095	0.043	-0.173	0.783	0.457	0.236	0.210	1.198	-0.206	0.127	-0.086	-0.767	0.177	0.190	0.463	-0.054	-0.064	0.421	-0.117	-0.046	-0.396	-1.044	-1.487	-1.353	-1.770	-1.631	-1.727	-2.419	-3.730	-3.646	-3.658	-3.161	-2.757
9000000	-2.211	-2.158	-2.386	-1.949	-1.254	-0.388	-0.647	0.036	-0.171	0.648	1.489	1.072	0.921	0.589	0.755	0.624	0.179	-0.277	-0.722	-0.320	1.288	0.461	0.381	1.027	0.201	-0.532	-0.610	-0.038	-0.272	0.441	0.131	-0.340	-0.706	0.204	-0.031	-0.441	-0.971	-0.781	-0.628	-0.127	-0.277	0.280	0.552	0.253	0.174	0.311	0.417	0.254	-0.388	-0.455
10000000	-3.866	-3.524	-2.284	-1.591	-1.129	-1.399	-1.834	-1.277	-0.185	0.354	0.495	-0.077	-0.264	0.437	0.392	0.674	0.870	0.149	-0.672	-1.108	0.137	0.679	0.605	0.680	0.299	-0.488	0.541	0.263	-0.738	0.241	-0.412	0.260	0.368	0.429	0.598	-1.126	-0.767	-0.926	-0.531	-1.020	-2.346	-3.214	-3.649	-5.322	-5.769	-6.879	-5.540	-5.571	-5.186	-4.101
