state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-4.721	-2.972	-1.544	-1.507	-1.522	-0.991	-1.834	-0.984	-0.723	0.281	0.477	0.125	0.855	0.517	0.269	1.688	1.134	0.015	-0.717	-0.386	-0.139	1.354	0.154	1.182	0.243	-0.522	-0.224	-0.579	-1.123	-0.173	-0.766	-0.113	-0.664	0.162	-1.213	-1.245	-0.845	-0.086	0.143	-0.718	-2.344	-2.578	-2.487	-3.214	-2.434	-3.297	-4.326	-4.221	-5.195	-5.363
2000000	-2.752	-3.048	-2.814	-2.094	-1.254	0.050	-1.175	-1.005	0.383	0.173	0.606	1.108	0.593	0.874	0.768	1.086	0.476	0.347	-0.681	0.118	0.473	0.577	0.426	0.893	1.299	-1.149	-0.052	0.077	-0.716	-0.414	-0.363	-0.427	-0.816	-0.750	-1.069	-0.107	-0.619	-0.687	-0.184	-1.499	-1.553	-2.406	-2.485	-1.726	-1.355	-1.620	-1.085	-3.139	-3.005	-3.922
3000000	-1.419	-2.010	-2.318	-1.840	-0.493	-0.894	-1.240	-0.679	0.671	0.873	1.916	0.577	0.888	1.463	1.683	0.711	0.611	-0.280	-0.053	0.519	-0.239	1.055	1.044	1.138	1.045	-0.729	-0.306	-0.109	0.200	1.061	1.130	-0.515	0.838	-0.723	-0.601	-1.020	-1.298	-0.467	0.152	-0.568	-0.670	0.025	-1.044	-1.309	-0.882	0.291	-0.146	-1.441	-1.724	-2.135
4000000	-3.459	-3.193	-3.055	-1.725	-1.148	-0.679	-0.742	-0.328	0.076	0.869	1.223	0.416	-0.448	0.223	0.852	0.731	1.019	0.455	0.561	0.143	0.568	0.902	1.458	1.553	0.665	-1.281	-1.052	-0.929	-1.539	-0.035	-0.433	-0.912	-0.461	0.309	-0.094	-0.231	-1.275	-1.439	-0.685	-0.973	-1.075	-0.688	-1.404	-2.023	-2.240	-1.769	-2.370	-2.068	-1.794	-1.748
5000000	-2.359	-2.042	-1.894	-1.713	-1.621	-0.629	-0.718	-1.054	-0.301	0.550	0.448	1.003	0.087	0.984	1.316	1.215	0.733	-0.446	-0.936	0.574	0.906	2.232	2.171	1.379	0.510	-0.449	-0.467	-0.205	-0.655	0.274	0.606	0.678	0.304	-0.108	0.865	0.413	1.081	-0.456	-0.178	-0.074	0.126	-0.903	-1.534	-2.236	-1.995	-3.143	-2.520	-3.706	-3.112	-2.519
6000000	-1.546	-1.426	-1.210	-1.637	-1.473	-1.177	-1.580	-1.010	-0.599	0.013	0.153	0.480	0.778	0.104	0.877	1.021	0.664	0.156	-0.144	-0.682	-0.183	-0.116	0.914	1.115	0.350	0.237	-0.366	-0.236	0.066	0.024	-0.152	-0.284	-0.182	-0.159	-0.017	0.040	-0.073	-0.715	-0.831	-1.361	-2.045	-2.246	-2.477	-2.408	-2.204	-2.220	-2.691	-2.273	-2.728	-2.815
7000000	-2.500	-3.022	-2.375	-1.716	-0.509	-0.629	-1.554	-0.752	-0.718	-0.291	0.281	0.256	0.673	1.446	1.654	0.621	0.387	0.149	0.325	0.540	0.464	0.693	1.392	0.999	0.474	-0.669	-0.700	-0.070	-0.407	-0.351	0.283	-0.216	0.001	0.173	-0.378	-0.812	-0.343	-0.858	-1.314	-1.320	-1.446	-2.334	-2.238	-2.645	-2.520	-2.821	-2.528	-1.552	-1.244	-1.352
8000000	-4.047	-3.596	-2.420	-1.079	-1.321	-1.048	-1.738	-0.816	0.013	0.923	0.915	1.994	1.661	1.015	0.767	0.910	1.409	-0.289	-0.507	-0.228	-0.139	1.047	0.910	1.046	1.453	-0.435	-0.415	-0.216	-0.165	-0.638	-0.327	0.403	-0.092	-0.279	0.256	0.190	-0.725	-0.433	-0.721	-1.536	-2.100	-2.968	-2.377	-1.792	-1.209	-2.814	-3.613	-4.521	-4.593	-3.739
9000000	-2.807	-2.550	-2.278	-1.613	-1.465	-0.593	-1.047	-0.574	0.628	0.887	1.445	1.658	0.616	0.983	1.217	0.359	-0.054	0.037	-0.714	-0.113	0.917	0.998	0.764	0.907	0.694	-0.043	-0.539	-0.489	-0.210	0.096	-0.352	-0.370	-0.262	-0.454	-0.346	-0.715	-1.021	-1.007	-1.605	-1.131	-1.120	-0.796	-1.418	-1.987	-1.867	-2.749	-3.343	-2.845	-2.849	-3.847
10000000	-1.989	-1.514	-1.971	-2.692	-0.778	-1.194	-1.856	-1.505	-1.070	0.149	0.369	-0.854	-0.140	1.096	0.698	0.486	0.654	0.653	-0.123	-0.370	-0.327	0.614	1.330	-0.216	0.564	-0.776	-0.329	-0.165	-0.953	-0.090	0.198	-0.535	-0.679	-0.772	-0.982	-0.851	-1.125	-0.768	-0.795	-1.342	-1.422	-2.542	-2.266	-2.385	-2.263	-1.628	-2.746	-3.251	-3.864	-4.480
