state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	3.340	5.112	5.522	5.153	3.325	1.652	1.498	3.524	2.686	2.717	-0.329	2.181	3.438	2.786	2.407	3.644	3.634	5.561	6.598	6.440	5.182	4.398	4.423	4.713	1.492	3.549	4.253	4.306	5.389	4.462	2.996	4.545	2.818	0.853	1.328	1.475	-0.374	-2.156	-0.308	2.464	1.329	2.871	1.154	-0.981	-1.312	-4.112	-4.103	-4.095	-1.484	-2.457
2000000	9.375	8.807	8.767	7.712	7.415	7.498	7.693	7.293	5.207	5.394	2.945	3.095	3.973	2.791	1.991	3.040	4.635	5.261	5.272	6.217	4.904	4.816	4.330	5.742	1.144	3.132	5.524	6.173	6.830	5.700	2.159	4.135	2.204	3.043	0.811	0.911	-0.675	-5.074	-2.530	-1.032	2.362	3.841	0.475	-1.087	-1.757	-4.167	-4.687	-3.190	-4.927	-2.151
3000000	6.012	4.410	2.457	3.094	3.927	4.797	6.823	7.284	8.531	8.802	8.695	6.310	5.294	2.695	2.330	2.944	6.926	5.062	7.633	6.164	5.231	4.362	4.165	3.850	1.731	3.930	6.904	6.296	5.212	3.677	2.410	4.704	2.942	1.819	3.324	0.533	1.189	-0.141	-2.243	-1.937	1.354	2.272	2.614	1.479	-2.050	-0.501	-0.467	-0.499	-1.289	1.945
4000000	3.934	1.666	3.179	6.479	6.160	3.255	4.777	3.501	2.972	0.863	1.248	2.070	3.065	2.593	2.583	4.395	4.159	6.018	8.556	8.284	7.249	4.107	6.174	5.428	1.964	2.765	5.728	7.824	5.115	5.339	4.304	2.553	2.312	1.536	3.052	1.555	0.559	-0.599	-3.426	1.064	4.449	3.036	1.258	-0.414	-1.354	-3.263	-5.665	-3.513	-6.684	-8.510
5000000	2.820	6.119	8.652	10.116	9.589	7.896	6.120	6.071	6.641	2.383	4.548	2.135	2.627	1.077	2.872	2.503	4.303	5.778	8.532	7.938	4.812	4.528	5.486	5.511	1.393	2.940	3.399	5.928	4.453	4.978	3.385	2.106	4.534	3.243	1.817	0.661	1.097	-2.764	0.383	3.889	3.185	3.209	0.442	0.965	-0.619	-4.043	-5.510	-6.992	-8.144	-8.371
6000000	7.644	8.364	9.984	11.362	10.648	9.918	7.614	7.384	6.856	3.555	0.496	1.876	3.376	2.023	2.503	2.967	4.146	5.285	6.266	6.996	5.154	4.074	5.317	4.548	1.743	2.461	3.752	6.059	6.235	3.718	3.115	3.570	2.435	2.424	0.359	1.319	-0.381	-3.479	-0.924	-0.147	2.472	2.667	1.948	2.306	0.073	-1.037	-1.884	-1.874	-1.930	-1.117
7000000	4.486	5.440	5.827	5.532	6.558	7.008	5.571	5.588	3.646	2.953	2.373	1.846	0.641	2.012	2.741	3.294	4.524	5.858	7.247	7.997	4.764	4.305	4.968	4.032	1.308	3.285	5.252	5.048	4.940	2.763	2.182	3.645	3.221	1.886	0.836	0.850	-1.086	-2.639	1.635	1.543	3.834	2.964	1.757	0.148	-1.460	-1.991	1.869	2.222	3.629	4.075
8000000	9.380	10.755	11.604	13.414	12.700	11.791	5.616	2.327	1.021	2.549	1.067	0.797	1.926	2.663	2.542	4.165	4.383	7.228	8.529	8.089	4.618	4.393	5.399	4.328	1.534	2.761	3.535	5.528	5.984	6.489	3.616	3.318	1.671	1.215	3.498	3.037	-0.888	-2.400	-1.677	1.957	2.587	4.088	3.854	0.766	-0.927	-3.586	-3.916	-5.015	-3.971	-1.970
9000000	21.366	23.425	17.674	14.439	15.906	16.660	12.530	12.054	5.664	5.269	0.415	1.071	2.022	4.609	2.590	3.100	3.533	5.522	4.982	7.334	7.914	4.243	7.124	4.746	2.191	2.299	2.401	6.602	4.728	4.944	4.858	5.631	2.635	6.235	7.709	2.425	0.895	-0.757	-2.526	-0.432	2.017	4.166	0.483	-1.358	-1.089	-0.355	-2.928	-0.753	0.143	-2.323
10000000	9.639	8.199	8.538	7.945	8.710	6.442	8.437	7.811	4.922	1.613	0.319	0.892	2.245	1.525	4.617	2.346	5.181	4.717	5.711	5.613	5.320	4.655	6.796	4.940	1.293	4.867	3.756	4.466	6.504	4.133	2.720	3.300	2.371	5.500	1.108	1.159	1.212	-1.466	-1.891	-0.869	1.252	3.555	4.197	-1.311	-3.639	-2.212	-0.679	1.714	1.360	2.483
11000000	18.282	15.848	13.574	13.871	12.709	8.612	8.043	10.658	11.297	10.259	6.881	2.651	2.364	2.644	2.166	3.345	6.014	5.271	5.213	7.026	5.405	5.163	4.479	4.268	1.414	10.101	3.844	5.640	5.195	3.833	2.877	6.484	2.836	2.365	4.429	1.041	0.496	0.262	-3.449	1.222	5.325	2.067	0.542	-1.532	-5.258	-6.462	-5.397	-6.689	-8.615	-7.163
12000000	4.077	2.885	5.023	8.375	6.767	4.342	2.872	5.555	4.797	5.923	4.494	1.966	0.627	2.510	1.941	4.101	4.102	5.682	5.524	5.657	7.432	4.051	4.151	4.431	1.749	4.398	3.513	4.725	5.428	2.653	2.501	2.868	2.417	2.386	0.903	2.072	-0.538	-1.840	-2.787	0.902	0.636	2.676	2.141	0.457	0.550	-1.877	0.314	-0.865	-0.287	1.221
13000000	4.144	3.803	4.439	5.520	7.729	7.211	7.182	5.750	5.267	3.075	3.846	4.061	1.662	0.965	1.192	3.338	4.065	6.377	7.097	5.336	5.172	4.863	6.007	5.940	1.645	3.174	4.049	3.431	4.754	2.521	3.277	3.642	4.293	1.688	1.887	3.484	1.456	-0.825	-2.689	-1.115	3.052	3.746	3.944	2.454	-0.258	-1.932	-3.708	-4.765	-2.770	-4.041
14000000	6.941	6.295	5.750	6.315	7.289	5.918	4.595	4.911	3.388	4.474	5.852	2.773	1.510	2.413	2.313	3.516	3.616	6.027	7.707	5.041	4.890	5.016	5.147	3.716	1.814	3.055	4.329	4.585	3.815	3.814	3.129	2.797	1.926	1.947	1.062	1.057	1.349	-2.115	0.535	2.478	1.313	1.834	1.383	0.318	-1.006	-2.912	0.026	-1.219	-0.779	-0.940
15000000	14.137	11.583	11.077	9.565	13.982	9.154	9.726	9.935	8.423	7.507	7.101	3.881	1.809	2.753	2.401	5.018	3.223	5.941	6.511	8.382	7.260	5.237	4.435	5.187	4.512	1.435	6.003	7.198	7.781	3.881	3.240	2.993	1.528	2.172	2.944	0.477	0.711	-2.416	-2.992	0.429	2.512	4.483	1.349	-1.087	0.422	-1.255	-3.459	-4.575	-4.520	-2.313
16000000	7.805	5.022	3.337	3.034	1.600	1.910	3.119	4.139	3.640	3.830	3.785	3.747	2.924	4.589	2.018	3.156	4.192	4.813	5.920	6.366	5.228	4.919	6.004	6.365	4.892	1.660	6.035	5.937	7.020	6.232	4.167	3.152	4.914	1.900	3.182	2.260	0.843	-0.121	-3.044	0.366	3.923	4.562	6.843	5.757	0.736	1.098	0.334	-0.870	-2.777	-4.950
17000000	13.537	12.404	11.990	12.573	9.579	10.111	7.729	6.731	6.036	3.307	1.300	1.036	1.484	2.610	5.052	3.147	3.541	5.108	5.099	6.091	8.182	5.574	4.976	5.241	5.134	1.424	4.570	4.948	4.011	4.305	2.862	2.478	2.405	2.574	1.373	0.267	0.053	1.049	-1.672	-0.084	3.435	4.555	1.295	-1.861	-4.020	-6.634	-7.755	-8.004	-6.584	-7.667
18000000	1.778	0.413	1.252	1.345	2.227	3.729	4.149	3.082	5.150	4.566	3.804	1.482	0.046	1.390	2.242	3.009	4.253	6.700	6.851	6.064	6.104	5.165	4.354	4.066	4.277	1.560	4.619	5.218	4.833	2.980	3.533	3.596	4.146	3.913	2.026	1.886	1.365	0.137	0.607	-0.491	0.340	1.239	2.500	3.855	0.854	-1.472	-2.974	-1.872	-1.504	-1.180
19000000	3.339	4.422	5.729	7.403	6.789	6.418	6.347	5.356	4.640	4.123	3.943	3.460	1.058	2.929	2.250	3.153	7.757	4.159	7.285	5.890	6.638	4.292	5.528	4.767	4.561	1.658	4.172	3.823	5.135	4.648	2.801	4.286	1.549	2.979	6.465	2.571	0.364	-0.406	-2.318	0.195	1.282	1.769	0.993	2.068	-1.745	-1.920	-4.095	-3.903	-3.743	-0.644
20000000	2.840	2.366	3.723	5.522	6.401	7.652	7.848	7.376	5.601	4.975	3.991	2.934	3.395	2.685	3.314	2.787	4.072	5.443	6.399	7.334	5.417	3.931	5.175	4.462	2.974	1.522	5.016	4.497	5.330	4.997	7.278	3.807	2.112	2.933	1.632	1.767	0.221	0.226	-2.079	-0.304	1.753	1.217	1.044	-0.327	0.391	-0.877	0.509	0.062	-0.086	-2.800
21000000	9.267	9.714	9.581	9.979	7.742	6.692	5.803	6.555	5.670	1.280	0.471	0.325	2.928	3.440	2.127	4.052	5.502	4.014	8.156	8.637	4.969	4.669	5.181	8.395	3.952	1.441	5.250	7.017	4.918	6.725	5.314	2.375	5.515	3.126	1.687	-0.147	1.222	-1.154	-1.855	1.373	4.379	3.811	0.751	1.675	2.196	-5.145	-4.600	-3.996	-3.855	-3.841
22000000	10.815	9.472	5.053	5.531	4.580	1.602	2.446	4.336	4.996	3.951	0.706	1.690	4.319	4.309	1.753	4.168	3.875	4.876	5.773	7.145	8.812	4.515	7.657	5.396	3.860	1.627	4.132	4.634	4.919	7.256	3.917	4.827	2.372	4.140	1.669	1.103	0.515	-1.174	-3.400	0.373	3.776	7.367	6.525	0.964	1.367	-0.167	-2.185	-4.974	-5.934	-4.916
