state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	12.520	8.615	9.401	8.903	11.359	10.287	11.566	11.915	12.370	8.314	7.539	5.860	1.717	1.198	3.311	3.883	3.829	5.220	7.165	6.726	5.284	4.851	6.188	4.618	4.381	1.647	6.243	7.118	8.034	3.192	3.088	4.174	4.247	2.247	2.669	2.399	0.711	0.264	-3.224	0.807	2.937	3.874	2.934	2.149	-1.486	-2.374	-4.141	-3.762	-3.797	-4.229
2000000	4.195	0.832	1.200	0.032	1.116	4.171	5.868	3.314	3.739	3.230	1.031	1.049	2.405	2.709	4.013	2.409	5.594	5.108	10.599	10.080	5.238	4.348	5.080	5.899	4.425	1.557	5.023	4.426	5.637	3.330	5.070	3.325	1.843	3.082	1.644	0.795	3.638	2.212	-1.636	-2.849	2.971	4.009	1.432	1.132	-2.612	-3.453	-4.260	-6.646	-6.138	-4.962
3000000	3.819	6.393	7.100	3.223	1.695	1.621	3.110	4.993	3.296	3.387	2.262	1.235	2.232	3.455	2.873	3.630	7.680	4.430	5.408	5.550	6.211	5.335	4.774	6.034	4.732	1.544	6.642	5.969	5.316	4.009	2.761	3.774	3.195	4.358	3.694	4.268	6.688	3.144	-0.821	-1.486	1.019	2.968	2.494	0.453	-0.409	-3.952	-3.834	-5.429	-5.379	-6.016
4000000	5.391	6.669	5.577	6.781	5.273	4.771	5.640	4.724	3.636	3.709	4.240	2.926	1.113	1.887	3.082	4.128	3.783	5.399	4.935	5.744	7.326	4.889	5.734	5.397	5.371	2.189	3.554	3.736	5.774	4.465	2.977	3.760	2.787	3.063	0.711	0.506	-0.693	-1.678	-2.031	0.203	2.662	3.389	2.416	-1.163	-0.238	-0.234	-2.827	-2.099	-3.976	-2.806
5000000	19.161	24.003	25.378	24.395	19.984	20.345	20.414	16.640	13.137	10.717	7.604	1.995	5.224	6.960	1.727	3.627	5.997	4.309	6.438	6.673	5.818	4.834	4.871	5.208	5.675	1.575	3.178	3.690	3.628	5.376	3.386	3.296	4.868	2.859	0.603	2.314	1.407	-0.438	-3.680	0.229	3.037	2.621	5.354	2.312	2.652	-0.921	0.749	-2.066	-5.803	-7.982
6000000	14.886	13.405	9.034	9.558	7.708	8.679	11.935	7.291	5.215	2.522	4.041	4.852	2.072	1.899	1.967	4.013	4.074	4.242	7.619	6.585	4.924	4.631	6.659	5.357	4.672	1.577	4.333	3.786	4.820	5.424	3.708	3.189	5.178	3.433	4.050	0.827	2.354	-0.806	-2.384	1.066	4.794	5.418	0.612	0.250	-1.182	-2.362	-3.716	-2.838	-4.068	-3.991
7000000	10.938	9.098	9.173	8.372	9.708	10.739	8.482	7.668	4.734	5.532	3.216	4.451	2.051	1.961	3.270	2.542	4.486	6.385	5.745	9.039	5.930	4.616	5.191	6.058	7.324	1.700	3.264	4.609	5.396	3.365	4.613	2.104	3.170	4.291	1.661	1.674	1.306	-0.804	-1.936	0.374	2.448	2.336	1.942	0.234	-1.114	-3.304	-2.644	-1.307	-1.346	0.803
8000000	-0.390	-0.701	2.044	1.175	4.727	1.719	3.666	3.953	4.980	3.476	4.045	5.958	2.934	3.346	2.298	3.487	4.070	3.955	8.197	7.311	5.907	6.141	3.364	7.683	6.271	1.438	4.722	4.518	5.510	4.480	4.002	5.534	3.034	4.287	1.281	1.192	-0.483	-1.333	-3.785	3.079	3.002	2.863	2.079	1.308	-1.727	-4.059	-3.205	-4.887	-5.851	-6.662
9000000	13.158	15.382	19.130	19.027	19.670	21.072	17.490	16.040	12.881	10.108	8.003	3.406	5.530	3.492	2.640	3.338	3.958	5.691	7.146	5.314	5.359	4.916	4.423	5.168	3.640	1.849	3.697	5.709	6.608	5.787	2.970	3.585	2.951	1.205	2.559	1.357	0.166	0.058	-0.701	3.304	6.284	7.047	5.196	3.943	0.260	-1.648	-4.503	-4.079	-5.102	-6.965
10000000	6.558	4.197	5.705	4.372	4.775	5.296	3.288	3.018	1.352	0.825	1.643	3.214	2.043	1.560	2.154	2.523	4.905	4.892	5.367	5.187	5.674	5.839	5.096	6.220	3.355	2.038	2.593	4.010	5.582	4.139	2.262	4.256	3.469	2.475	2.511	2.365	0.575	0.399	-0.083	-2.111	1.313	2.768	4.168	1.094	-0.924	-1.710	0.183	-0.204	-2.232	-1.116
11000000	14.575	7.047	5.684	8.106	6.754	8.797	8.843	8.164	4.432	4.440	5.574	0.867	0.975	1.145	2.890	2.448	5.247	5.882	5.951	7.234	4.733	5.018	6.932	5.456	4.180	1.725	6.076	5.106	2.907	5.227	2.157	2.384	2.783	3.763	1.522	-0.470	-0.258	-2.055	0.317	2.698	3.006	3.240	2.296	1.099	-1.206	-1.022	-3.305	-5.651	-5.507	-5.371
12000000	4.473	2.531	4.784	5.223	8.041	6.887	8.025	7.372	8.326	4.281	3.472	3.444	1.243	2.877	2.087	2.910	3.897	4.391	6.631	6.802	5.955	4.489	5.758	4.643	1.670	3.327	5.545	3.418	3.610	2.583	4.495	5.507	1.844	3.492	3.347	1.754	1.042	-1.247	-3.115	-0.447	1.031	1.674	1.771	-0.024	-0.723	-4.037	-3.740	-0.661	-0.235	2.102
13000000	2.778	5.556	6.830	6.429	9.136	6.786	5.663	7.701	4.177	2.343	1.638	3.202	2.809	1.673	2.187	4.104	3.711	7.459	9.749	5.071	6.347	4.695	4.415	4.216	1.759	2.128	3.455	4.028	5.282	3.545	4.914	3.858	2.938	2.819	2.054	-0.192	-0.160	-1.948	-1.134	1.007	1.293	5.550	3.757	3.040	-0.438	-1.170	-3.862	-5.403	-3.960	-5.048
14000000	17.160	16.873	13.842	14.324	13.047	11.572	9.447	8.447	6.635	5.456	3.734	1.787	2.939	2.903	2.750	4.410	3.606	6.951	8.911	8.363	4.933	5.336	4.966	5.027	3.395	1.802	4.423	6.357	5.188	6.071	4.333	5.711	3.309	2.021	2.792	0.932	0.425	-0.580	-1.961	-0.280	0.631	2.020	2.894	2.831	1.784	-0.195	-0.160	-0.663	-2.190	-3.433
15000000	7.444	0.484	2.051	7.028	5.152	7.112	5.309	4.363	4.627	4.116	8.883	5.828	2.680	1.445	2.304	2.698	4.370	6.469	6.816	8.159	5.289	4.243	4.797	7.276	4.200	1.590	3.825	5.745	4.914	3.532	2.949	2.875	1.511	6.938	3.640	4.643	0.864	-0.303	-2.641	4.660	4.898	3.068	1.826	3.736	-1.095	0.693	-3.743	-10.110	-7.775	-10.500
16000000	1.629	1.376	2.313	4.128	3.630	5.053	5.221	4.779	4.274	2.727	4.186	2.509	3.760	1.757	1.648	3.234	5.688	4.513	6.136	9.112	7.619	4.528	4.157	5.269	3.284	1.736	2.923	4.800	5.373	5.573	3.440	2.713	2.705	2.159	3.326	0.836	0.336	-0.804	-2.305	-0.627	3.225	2.982	0.377	-0.509	0.564	-1.774	-1.907	-1.763	-2.883	-3.790
17000000	1.134	0.722	0.582	1.548	0.447	0.658	1.842	2.286	2.481	3.118	1.222	0.828	0.919	1.908	2.520	2.923	4.416	7.302	4.980	7.334	6.605	4.623	4.481	4.862	4.671	1.501	3.966	4.919	4.028	3.250	2.830	2.567	3.760	2.333	2.468	0.354	0.229	0.054	-4.383	0.214	1.956	2.202	0.878	-1.036	-2.470	-5.194	-2.636	-1.892	0.049	-1.436
18000000	10.119	9.957	11.544	10.142	14.009	12.982	14.218	11.532	10.633	11.445	11.256	8.345	4.730	2.924	2.688	2.348	4.186	7.095	7.138	5.482	5.522	4.100	5.762	5.228	5.093	1.024	9.035	3.812	3.851	3.368	3.964	2.791	3.227	2.406	1.208	-0.054	-1.555	-2.174	-0.770	4.708	5.635	5.046	4.261	-0.789	-2.910	-0.975	2.325	3.372	4.906	4.922
19000000	1.783	3.549	5.006	10.306	7.873	8.064	7.082	4.422	3.546	1.217	1.432	0.919	3.692	2.219	2.890	2.626	4.865	5.049	5.797	6.223	4.121	4.784	3.560	3.651	3.331	1.568	3.519	5.583	7.067	9.922	5.999	2.670	1.807	1.693	0.700	-0.278	-0.446	-1.718	1.078	1.897	3.385	1.508	0.831	0.034	-0.953	0.125	-3.798	-6.647	-12.249	-12.390
20000000	-0.669	0.014	1.013	3.503	2.237	0.387	2.482	3.861	4.355	3.114	2.067	1.794	1.393	1.689	1.728	3.022	4.063	5.521	6.442	6.125	5.701	5.501	4.810	5.670	2.704	1.860	2.728	3.772	5.093	3.654	3.658	3.305	3.631	2.061	2.564	2.572	0.697	1.129	-2.029	-1.013	3.047	2.225	0.322	-0.883	-1.663	-2.363	-3.211	-3.430	-1.256	-0.951
21000000	-0.949	-0.731	0.347	1.117	0.946	2.981	4.412	3.111	2.919	4.083	3.611	3.274	1.408	1.814	2.230	3.628	3.974	4.146	5.923	6.133	5.266	4.756	4.371	3.667	1.640	2.891	3.879	4.041	5.066	4.133	4.187	4.306	2.151	2.023	3.501	1.828	0.353	-0.004	-2.149	-0.528	2.707	2.844	0.926	0.096	-1.426	-2.502	-1.286	-2.840	-2.642	-2.711
