state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-0.284	1.505	1.534	2.626	5.695	3.352	6.996	7.455	6.237	7.634	5.422	5.906	1.937	5.563	1.547	3.321	4.161	5.292	5.897	6.405	4.524	5.237	4.122	5.302	1.550	2.789	3.302	6.930	5.779	4.164	2.308	2.925	4.405	3.726	1.007	0.420	1.398	-0.671	-1.761	3.313	3.239	5.051	6.771	1.866	-0.085	-1.467	-3.555	-1.315	-1.241	-4.007
2000000	30.256	24.221	27.719	24.004	20.013	14.327	12.300	8.595	7.261	8.234	4.441	0.241	0.858	3.373	2.157	3.068	4.912	6.151	4.111	5.428	5.359	5.061	4.139	5.361	4.834	1.201	4.223	4.949	8.884	6.282	3.734	1.873	2.569	3.637	0.778	2.990	1.645	-0.297	-2.559	0.789	2.035	2.408	5.623	1.854	-0.794	-4.160	-4.329	-2.209	-7.542	-11.499
3000000	10.401	8.500	8.518	7.180	5.337	7.769	9.497	9.748	7.857	2.966	5.220	2.024	2.592	2.174	1.468	2.652	3.524	6.435	6.837	5.635	5.476	5.339	3.521	4.669	4.100	1.510	4.298	6.520	5.184	7.121	4.982	2.391	2.300	3.266	1.618	0.632	1.541	-0.186	-4.169	-0.060	2.047	2.641	0.977	-0.690	-0.926	-6.253	-5.575	-5.313	-5.228	-3.919
4000000	5.272	4.439	4.099	5.191	7.614	10.400	9.090	8.921	7.061	6.019	3.096	2.131	2.102	2.652	2.214	2.877	4.731	5.139	7.667	6.099	5.257	3.744	5.300	5.096	3.900	1.462	3.947	5.816	4.139	5.041	3.823	3.224	2.963	3.240	2.687	1.358	-0.000	-0.803	-1.855	0.762	3.693	2.305	2.153	2.063	0.735	0.177	-3.002	-3.773	-5.232	-6.307
5000000	9.511	9.499	9.837	9.534	8.769	9.152	6.306	3.516	5.829	3.503	2.055	2.395	1.725	1.727	2.072	3.169	3.882	4.456	6.307	7.423	6.803	4.613	3.434	4.196	4.499	1.459	2.522	3.870	4.922	4.403	4.998	2.261	2.728	4.509	2.002	2.776	-0.307	-1.747	-2.282	0.122	0.976	2.783	3.733	2.425	-0.956	-3.104	-3.787	-3.319	-3.031	-3.582
6000000	3.546	4.072	5.877	4.921	5.549	4.452	7.033	4.023	7.162	4.156	-0.049	1.261	2.059	2.404	2.165	3.437	3.321	4.578	7.337	7.038	4.504	4.535	4.181	8.814	4.996	1.060	6.845	5.886	4.807	3.052	3.094	2.685	4.710	2.038	2.615	2.056	-0.746	-1.951	-1.750	0.823	2.362	1.387	2.903	3.181	-2.893	-7.775	-13.186	-17.362	-16.153	-19.171
7000000	6.004	8.390	3.572	4.459	3.325	2.249	3.686	2.741	3.142	1.336	-0.435	0.664	1.881	2.280	2.919	2.677	3.868	5.429	5.440	6.625	4.939	4.612	4.555	5.732	4.665	1.077	4.011	4.203	4.565	2.937	4.959	3.463	6.204	2.805	4.461	1.212	0.248	1.464	0.262	-1.566	1.318	2.922	2.477	-0.973	-1.484	-1.594	1.699	1.097	3.485	4.466
8000000	4.542	5.943	4.153	6.789	3.345	6.488	7.131	3.370	4.217	6.561	3.320	0.196	2.136	2.832	2.429	4.777	3.357	5.227	6.299	4.427	4.331	4.262	7.033	5.945	4.333	1.214	6.399	6.998	5.109	5.713	2.754	3.722	5.532	6.236	4.138	2.434	1.961	0.397	0.218	-1.775	2.457	3.097	2.432	1.058	1.019	-0.954	-5.517	-8.224	-11.927	-11.564
9000000	8.688	7.052	7.479	7.151	6.684	6.372	6.227	5.481	4.168	6.043	6.365	2.196	1.991	3.577	1.943	3.583	4.136	5.071	6.493	5.439	7.453	4.573	4.059	6.343	4.559	1.545	4.837	6.454	5.145	5.053	2.530	3.075	3.617	1.824	1.288	2.044	0.988	0.224	-2.365	1.753	2.340	4.053	2.762	0.941	0.026	-0.793	-2.967	-4.653	-4.794	-5.667
10000000	10.064	8.846	10.808	7.739	5.316	5.957	5.408	3.648	6.842	3.042	2.046	1.907	3.098	2.414	2.389	3.062	3.954	6.167	8.431	5.289	7.700	3.983	5.388	4.611	1.654	3.669	5.543	5.759	7.115	4.946	3.083	3.051	2.016	2.461	3.721	1.796	0.062	-0.982	-1.702	0.124	2.839	3.584	4.317	-0.540	-0.328	-2.085	-3.865	-2.148	0.558	2.551
