state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	17.520	16.110	9.147	8.794	9.180	7.924	6.725	6.045	4.084	4.379	4.323	1.736	5.241	1.975	2.402	2.742	3.560	5.922	8.676	6.645	5.423	4.067	6.500	4.960	1.449	2.708	3.857	4.953	5.200	6.002	3.674	1.950	2.794	1.763	1.953	-1.232	-1.006	-4.704	2.202	2.630	5.591	5.276	2.414	-0.129	1.656	-1.103	-4.050	-6.851	-7.013	-7.102
2000000	5.816	5.758	5.219	1.830	1.886	3.061	3.187	1.453	2.893	2.787	3.515	2.988	2.202	3.587	2.518	3.012	5.579	4.617	5.745	5.276	4.800	4.235	5.587	4.856	1.737	2.174	3.758	3.809	5.870	4.064	2.491	1.962	1.049	3.265	1.095	0.809	-0.316	-2.697	-1.331	-0.456	0.495	1.803	3.584	0.002	-1.563	-5.576	-5.144	-3.931	-3.232	-2.464
3000000	6.727	9.287	10.709	8.902	7.920	7.127	8.065	4.940	3.510	2.815	0.037	2.122	2.254	1.363	2.292	2.874	3.498	5.402	5.201	5.830	6.470	4.793	4.600	5.786	1.615	3.898	5.067	5.391	4.613	6.239	3.037	2.725	3.497	2.157	1.920	1.816	1.510	-0.792	-2.076	-0.072	3.068	2.077	2.410	-0.370	0.318	-2.858	-1.202	-1.012	-0.569	-0.244
4000000	6.200	4.858	5.431	4.892	3.737	3.174	3.664	2.074	3.356	4.410	4.498	2.198	0.741	2.017	1.819	4.809	3.944	5.502	5.248	5.708	4.631	4.902	5.169	5.105	1.358	3.046	3.923	4.944	4.807	4.639	2.527	2.854	4.825	0.595	1.843	0.359	-0.792	-2.533	0.382	3.660	4.926	4.237	1.099	0.706	-0.886	-2.671	-4.023	-2.537	-4.548	-1.591
5000000	9.832	5.037	7.583	9.013	9.146	4.321	3.825	4.141	2.581	2.887	0.932	1.851	1.855	2.814	1.922	2.712	4.342	5.624	6.518	7.020	8.051	4.444	7.300	7.035	1.771	2.611	3.272	4.013	3.243	4.096	4.798	2.512	4.065	2.342	1.374	1.292	2.013	-0.110	-2.382	0.658	1.925	3.961	0.398	-0.150	-3.776	-3.405	-5.897	-7.278	-8.878	-9.770
6000000	9.771	10.569	11.289	10.674	11.057	12.052	9.942	9.725	8.553	6.687	3.115	3.838	3.276	1.205	4.718	3.170	4.854	4.508	8.732	4.782	8.656	4.654	4.957	5.047	1.793	4.081	3.969	4.355	5.942	3.434	3.591	4.361	2.111	1.128	1.361	1.821	1.448	-0.049	-0.723	0.517	2.586	3.180	3.165	-0.073	-2.733	-3.274	-2.305	-1.564	2.073	-1.763
7000000	14.152	12.770	14.815	18.777	11.431	10.248	12.813	11.006	7.420	6.581	4.475	2.574	2.226	5.717	2.289	2.316	5.767	5.192	5.398	6.382	6.004	4.246	6.146	5.009	1.613	4.667	3.198	4.261	3.822	4.350	2.454	1.929	1.442	4.978	2.844	0.067	-0.342	-2.080	1.055	5.341	4.454	3.870	0.693	-0.368	-2.611	-5.657	-5.321	-5.168	-3.856	-4.039
8000000	-1.093	0.965	3.921	4.473	7.280	3.966	4.658	4.804	2.907	0.423	1.187	1.120	1.532	1.844	2.179	3.062	4.285	5.703	6.406	7.178	4.838	4.561	4.560	2.131	2.781	3.471	5.393	6.546	4.644	2.846	3.522	2.550	3.395	2.427	3.831	1.573	0.790	0.568	-2.309	-0.302	0.377	1.901	-0.321	-0.182	-0.324	-4.223	-3.167	-2.812	-3.069	-2.967
9000000	11.592	11.699	12.322	11.980	10.339	9.634	8.156	7.310	6.214	3.948	1.721	2.590	2.013	1.413	1.985	2.795	4.396	5.807	6.502	5.055	5.673	4.692	4.186	2.169	2.276	3.695	4.597	3.550	4.126	3.687	3.310	2.905	1.077	2.699	1.997	-0.467	-0.717	-2.201	-0.348	2.754	2.490	5.309	4.406	1.190	0.087	0.319	-0.518	-1.504	-3.053	-2.995
10000000	10.886	11.887	11.334	9.240	9.490	10.159	7.722	7.268	6.218	3.029	1.932	0.551	1.501	2.221	3.191	3.714	4.939	5.115	5.625	6.761	6.035	4.607	4.640	5.264	1.536	3.323	6.059	4.977	5.023	3.453	3.880	3.664	3.485	2.610	0.652	0.622	0.273	-0.536	-1.743	-0.331	1.771	3.568	0.686	1.252	-1.762	-3.952	-5.678	-6.378	-5.399	-7.997
