state	cp1.kappa	cp2.kappa	cp3.kappa	cp1.alpha	cp2.alpha	cp3.alpha	cp1.mu	cp2.mu	cp3.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
16000000	11.172	15.521	20.203	2.7559E-2	3.0589E-2	1.3597	0.4037	0.2438	2.3525	0.2885	0.1735	0.3518	0.1862	0.2636	0.2340	0.2205	0.2818	0.2179	0.2817	0.2636	0.2368	9.5197E-4	3.7432E-4	9.1894E-4	0.3973	-1.4859E-2	0.325	4.636	237.800
17000000	12.273	17.602	20.426	5.6421E-2	5.3948E-2	1.2842	0.4501	0.2406	2.3093	0.2764	0.1897	0.3583	0.1755	0.2631	0.2279	0.2246	0.2844	0.2256	0.2888	0.2591	0.2264	1.0297E-3	4.5706E-4	1.0052E-3	0.4322	2.2769E-3	0.216	4.738	224.343
18000000	12.541	12.359	18.769	7.4724E-2	6.5314E-2	1.1951	0.4339	0.2320	2.3341	0.2885	0.1998	0.3478	0.1639	0.2619	0.2411	0.2149	0.2821	0.2185	0.2840	0.2589	0.2386	1.0391E-3	3.9936E-4	1.032E-3	0.3578	3.7126E-3	0.245	4.598	226.505
19000000	11.802	14.146	17.218	1.9553E-2	7.7338E-2	0.9346	0.4231	0.2712	2.3057	0.2978	0.1898	0.3344	0.1780	0.2535	0.2343	0.2211	0.2911	0.2141	0.2911	0.2578	0.2370	9.671E-4	3.6179E-4	9.3341E-4	0.3490	9.0466E-3	0.364	4.596	227.721
20000000	12.152	26.082	20.054	8.3968E-3	5.6328E-3	1.1714	0.4306	0.2826	2.2868	0.2914	0.1983	0.3411	0.1693	0.2608	0.2239	0.2268	0.2884	0.2246	0.2781	0.2669	0.2304	9.7929E-4	3.952E-4	9.63E-4	0.3865	-4.179E-2	0.131	4.650	230.847
21000000	12.511	23.769	20.082	4.2781E-2	9.8518E-2	1.1619	0.4698	0.2288	2.3014	0.2865	0.1875	0.3431	0.1829	0.2544	0.2294	0.2316	0.2847	0.2182	0.2837	0.2656	0.2325	1.037E-3	3.7711E-4	1.0144E-3	0.3661	2.9696E-2	0.522	4.723	228.441
22000000	14.443	15.607	19.058	6.3418E-3	5.9731E-3	1.0546	0.4656	0.2298	2.3047	0.2897	0.1834	0.3427	0.1842	0.2648	0.2280	0.2241	0.2832	0.2373	0.2714	0.2624	0.2289	9.9325E-4	3.9087E-4	9.7183E-4	0.4045	-2.5463E-2	0.143	4.804	237.100
23000000	9.841	13.809	17.650	7.091E-2	7.7759E-3	1.1129	0.4319	0.2683	2.2998	0.2964	0.1869	0.3400	0.1767	0.2698	0.2466	0.2204	0.2632	0.2258	0.2758	0.2656	0.2328	1.08E-3	5.0497E-4	1.0315E-3	0.4877	1.769E-2	0.161	4.593	223.856
24000000	11.258	28.304	18.480	3.5878E-2	3.509E-2	0.9820	0.4387	0.2589	2.3024	0.2798	0.2020	0.3514	0.1668	0.2567	0.2352	0.2374	0.2707	0.2320	0.2746	0.2583	0.2351	1.048E-3	4.3611E-4	1.011E-3	0.3885	-4.2983E-2	0.156	4.583	219.612
25000000	12.152	17.602	20.297	6.1302E-2	3.6278E-2	1.2430	0.4678	0.2560	2.2762	0.2759	0.1909	0.3563	0.1769	0.2517	0.2303	0.2247	0.2934	0.2236	0.2819	0.2422	0.2523	9.9814E-4	4.5086E-4	9.9696E-4	0.4324	-8.9788E-2	0.235	4.596	219.724
26000000	12.892	13.905	22.781	3.5944E-2	7.2386E-2	1.1977	0.4366	0.2492	2.3142	0.2914	0.1825	0.3411	0.1850	0.2553	0.2368	0.2215	0.2864	0.2223	0.2887	0.2550	0.2340	1.0579E-3	4.4585E-4	9.9334E-4	0.4264	5.9151E-3	0.319	4.874	222.292
27000000	16.570	13.815	19.512	1.7616E-2	5.2046E-2	0.9766	0.4539	0.2625	2.2837	0.2930	0.1948	0.3433	0.1690	0.2592	0.2396	0.2238	0.2774	0.2237	0.2868	0.2670	0.2225	9.8824E-4	3.8306E-4	9.8577E-4	0.3774	-4.8821E-2	0.442	4.689	231.161
28000000	9.496	19.301	20.102	1.5677E-2	4.5477E-2	1.0116	0.4326	0.2411	2.3262	0.2994	0.1869	0.3326	0.1811	0.2523	0.2362	0.2320	0.2794	0.2293	0.2865	0.2584	0.2259	9.2452E-4	3.9299E-4	9.0929E-4	0.4167	-6.53E-2	0.250	4.534	239.340
29000000	12.458	29.608	18.793	6.5353E-2	0.1735	1.2840	0.4350	0.2516	2.3134	0.2829	0.2074	0.3446	0.1652	0.2579	0.2429	0.2230	0.2762	0.2195	0.3091	0.2475	0.2239	9.8155E-4	4.1219E-4	9.9722E-4	0.4287	-0.1080	0.355	4.811	232.237
30000000	15.211	25.406	19.567	6.227E-2	3.3592E-3	1.0096	0.4249	0.2666	2.3086	0.2862	0.1972	0.3355	0.1812	0.2534	0.2319	0.2208	0.2939	0.2197	0.2831	0.2539	0.2433	9.7103E-4	3.3008E-4	9.4425E-4	0.3356	-6.0935E-2	0.413	4.706	230.689
31000000	12.712	23.892	18.636	1.5193E-2	4.7863E-2	0.9672	0.4445	0.2763	2.2792	0.2989	0.1932	0.3316	0.1763	0.2502	0.2331	0.2195	0.2973	0.2276	0.2762	0.2598	0.2364	1.0227E-3	3.6239E-4	9.9783E-4	0.3413	-4.2618E-3	0.453	4.796	231.022
32000000	10.582	19.562	16.661	3.2053E-2	2.6403E-2	1.2866	0.4780	0.2433	2.2787	0.2845	0.1848	0.3579	0.1728	0.2534	0.2339	0.2308	0.2820	0.2134	0.2856	0.2580	0.2430	9.8855E-4	4.3675E-4	9.8766E-4	0.4523	-5.465E-2	0.422	4.701	226.483
33000000	13.950	17.692	19.980	4.4853E-2	0.1538	1.1169	0.4541	0.2589	2.2870	0.2973	0.1841	0.3463	0.1722	0.2642	0.2319	0.2186	0.2853	0.2269	0.2784	0.2519	0.2427	9.8101E-4	3.4403E-4	9.4005E-4	0.3618	2.2353E-2	0.215	4.533	229.526
34000000	14.526	16.368	20.147	2.8409E-2	3.0225E-2	1.3175	0.4449	0.2754	2.2796	0.2938	0.1857	0.3367	0.1838	0.2580	0.2356	0.2274	0.2790	0.2221	0.2734	0.2655	0.2390	9.6936E-4	3.8609E-4	9.5556E-4	0.4098	2.5525E-2	0.139	4.699	233.373
35000000	10.980	23.245	18.620	4.0166E-2	0.2217	1.0833	0.4628	0.2124	2.3248	0.2950	0.1853	0.3402	0.1795	0.2575	0.2396	0.2229	0.2800	0.2220	0.2899	0.2629	0.2251	1.0161E-3	3.6289E-4	9.9499E-4	0.3395	1.2335E-2	1.273	4.794	235.095
36000000	11.047	17.453	18.548	5.056E-2	8.5708E-2	1.3453	0.4095	0.2515	2.3391	0.2821	0.2008	0.3392	0.1779	0.2629	0.2339	0.2186	0.2847	0.2201	0.2872	0.2505	0.2422	9.7051E-4	3.14E-4	9.6049E-4	0.3113	-4.2995E-2	0.196	4.617	227.272
37000000	16.434	20.514	17.710	8.3445E-2	8.3873E-2	0.9608	0.4804	0.2768	2.2428	0.2858	0.1749	0.3670	0.1723	0.2715	0.2341	0.2178	0.2766	0.2232	0.2849	0.2586	0.2334	1.0122E-3	4.781E-4	9.8875E-4	0.4945	-8.0834E-4	0.294	4.589	228.376
38000000	14.719	13.992	17.491	1.6003E-2	9.7571E-2	1.1686	0.4629	0.2496	2.2874	0.2921	0.1945	0.3419	0.1714	0.2568	0.2354	0.2182	0.2896	0.2278	0.2775	0.2633	0.2314	1.0531E-3	3.9502E-4	9.6796E-4	0.3985	5.3436E-2	0.254	4.627	227.720
39000000	12.568	20.212	19.303	4.975E-3	5.9623E-2	1.0406	0.4783	0.2717	2.2500	0.2814	0.1943	0.3475	0.1768	0.2531	0.2347	0.2186	0.2937	0.2312	0.2814	0.2534	0.2340	1.0025E-3	3.9051E-4	9.8505E-4	0.3857	6.4585E-2	0.048	4.592	226.869
40000000	12.299	21.873	18.912	4.7013E-2	1.8156E-2	1.1201	0.4601	0.2963	2.2436	0.2912	0.1920	0.3546	0.1622	0.2622	0.2398	0.2195	0.2785	0.2261	0.2894	0.2545	0.2300	1.06E-3	3.8148E-4	1.0421E-3	0.3715	-4.8005E-2	0.406	4.604	212.871
41000000	13.543	14.132	19.183	3.9285E-2	4.1106E-2	1.1463	0.4743	0.2525	2.2731	0.2979	0.1900	0.3352	0.1769	0.2653	0.2330	0.2139	0.2877	0.2164	0.2950	0.2549	0.2337	1.1251E-3	5.5238E-4	1.0919E-3	0.4931	-4.5116E-2	1.486	4.571	205.779
42000000	12.197	22.652	18.900	6.6454E-2	3.1092E-2	1.2300	0.4021	0.2520	2.3459	0.2919	0.1979	0.3377	0.1725	0.2682	0.2379	0.2216	0.2724	0.2144	0.2859	0.2571	0.2426	1.129E-3	5.6299E-4	1.045E-3	0.4435	-1.1448E-2	0.191	4.491	214.310
43000000	10.015	23.139	19.356	4.1361E-2	4.7997E-2	1.0192	0.4539	0.2367	2.3094	0.2926	0.1835	0.3515	0.1724	0.2501	0.2432	0.2234	0.2834	0.2302	0.2874	0.2497	0.2327	1.002E-3	4.1919E-4	1.0027E-3	0.4125	4.0311E-2	0.707	4.541	214.748
44000000	11.495	15.602	23.294	2.7357E-2	0.1004	1.2185	0.4572	0.2435	2.2993	0.2988	0.1782	0.3427	0.1804	0.2608	0.2202	0.2211	0.2979	0.2234	0.2860	0.2621	0.2285	1.0121E-3	4.3733E-4	1.001E-3	0.4255	-4.7469E-2	0.299	4.597	215.952
45000000	12.317	12.906	17.789	6.1268E-2	5.301E-2	1.0131	0.4345	0.2559	2.3096	0.2990	0.1859	0.3347	0.1804	0.2608	0.2360	0.2282	0.2750	0.2135	0.2910	0.2587	0.2368	1.1615E-3	6.1843E-4	1.0993E-3	0.5319	-6.7506E-2	0.178	4.732	207.062
46000000	13.389	18.587	18.900	4.2916E-2	4.875E-2	1.2603	0.4841	0.2473	2.2686	0.2881	0.1974	0.3416	0.1729	0.2633	0.2315	0.2310	0.2742	0.2233	0.2849	0.2571	0.2347	1.1271E-3	4.731E-4	1.1059E-3	0.4139	-9.9613E-2	0.482	4.701	205.366
47000000	15.544	29.671	20.801	3.0323E-2	0.1304	0.9779	0.4455	0.2746	2.2799	0.2906	0.1933	0.3411	0.1749	0.2692	0.2333	0.2196	0.2778	0.2224	0.2839	0.2627	0.2310	1.0616E-3	4.1175E-4	1.0252E-3	0.3643	-5.2999E-2	0.587	4.635	222.065
48000000	10.278	25.085	21.450	3.4645E-2	0.1090	1.0584	0.4292	0.2690	2.3018	0.2766	0.1965	0.3404	0.1865	0.2709	0.2276	0.2269	0.2746	0.2233	0.2805	0.2680	0.2282	1.0924E-3	3.7145E-4	1.057E-3	0.3423	3.0104E-2	0.612	4.596	218.107
49000000	14.284	12.873	22.031	2.1395E-2	3.2697E-2	1.3375	0.4046	0.2659	2.3296	0.3081	0.1848	0.3269	0.1802	0.2608	0.2400	0.2171	0.2820	0.2198	0.2881	0.2491	0.2431	1.1351E-3	3.9272E-4	1.095E-3	0.3463	-4.8477E-2	0.639	4.684	212.642
50000000	9.405	20.269	19.855	1.2505E-2	2.3883E-2	1.0352	0.4485	0.2758	2.2758	0.2891	0.1757	0.3697	0.1655	0.2662	0.2431	0.2098	0.2809	0.2239	0.2747	0.2705	0.2309	1.1311E-3	5.1959E-4	1.115E-3	0.4507	9.9541E-2	0.522	4.636	204.094
51000000	14.503	24.329	17.029	1.7253E-2	5.7638E-2	1.2326	0.4087	0.2691	2.3222	0.2861	0.1921	0.3418	0.1800	0.2565	0.2391	0.2316	0.2728	0.2286	0.2794	0.2609	0.2310	1.0947E-3	4.9928E-4	1.0603E-3	0.4266	-3.0622E-2	0.271	4.623	216.777
52000000	13.079	18.619	21.219	6.6987E-2	2.617E-2	1.1522	0.4226	0.2399	2.3374	0.2885	0.1882	0.3458	0.1775	0.2646	0.2315	0.2176	0.2862	0.2185	0.2868	0.2572	0.2375	1.0718E-3	3.7517E-4	1.0467E-3	0.3460	-2.1691E-2	0.469	4.760	217.197
53000000	11.404	14.582	19.121	1.6973E-2	8.3591E-2	1.3730	0.4395	0.2690	2.2915	0.2886	0.1998	0.3394	0.1722	0.2681	0.2267	0.2074	0.2978	0.2123	0.2885	0.2590	0.2402	1.0507E-3	4.0963E-4	1.0131E-3	0.3868	-5.4165E-2	0.249	4.616	219.550
54000000	14.207	13.461	18.892	2.0926E-2	1.4794E-2	1.0260	0.4417	0.2281	2.3302	0.2909	0.1889	0.3353	0.1850	0.2563	0.2482	0.2111	0.2844	0.2247	0.2869	0.2515	0.2368	1.0617E-3	4.8583E-4	1.0312E-3	0.4428	-8.0376E-2	0.360	4.833	214.439
55000000	12.484	20.697	16.835	2.2203E-2	0.1176	1.4456	0.4782	0.2571	2.2647	0.2959	0.1961	0.3327	0.1754	0.2670	0.2363	0.2206	0.2761	0.2170	0.2863	0.2616	0.2351	1.073E-3	4.0513E-4	1.0377E-3	0.3737	-8.0398E-2	0.285	4.782	219.570
56000000	12.037	19.090	17.543	2.6519E-2	6.3823E-2	0.8703	0.4188	0.2540	2.3272	0.2795	0.1914	0.3447	0.1844	0.2609	0.2320	0.2224	0.2847	0.2335	0.2828	0.2594	0.2244	1.0694E-3	4.0011E-4	1.0184E-3	0.3637	3.0906E-5	0.544	4.634	223.035
57000000	12.121	14.646	18.930	5.3002E-2	4.6707E-2	1.3105	0.4786	0.2485	2.2729	0.2867	0.1944	0.3323	0.1865	0.2695	0.2300	0.2204	0.2801	0.2224	0.2753	0.2673	0.2350	9.9763E-4	4.1531E-4	9.9831E-4	0.4019	-1.2328E-2	0.231	4.701	221.216
58000000	14.071	18.997	21.757	3.4681E-2	5.7825E-2	1.1901	0.4464	0.2462	2.3074	0.2915	0.1809	0.3416	0.1859	0.2695	0.2321	0.2166	0.2818	0.2312	0.2774	0.2653	0.2262	1.0557E-3	3.6072E-4	1.0489E-3	0.3239	-9.2899E-3	0.280	4.594	212.052
59000000	8.510	20.522	19.739	6.4161E-2	4.5692E-2	1.2071	0.4810	0.2461	2.2730	0.2969	0.1994	0.3307	0.1731	0.2682	0.2298	0.2121	0.2899	0.2299	0.2815	0.2569	0.2316	1.0783E-3	5.5992E-4	1.035E-3	0.5070	-3.2792E-2	0.351	4.598	210.633
60000000	12.331	17.693	17.628	3.195E-2	9.8281E-2	1.1449	0.4661	0.2701	2.2639	0.2914	0.1962	0.3452	0.1671	0.2422	0.2429	0.2306	0.2843	0.2251	0.2894	0.2578	0.2277	1.1014E-3	5.518E-4	1.0067E-3	0.4780	-1.5979E-2	0.519	4.658	220.336
61000000	11.410	13.772	19.487	1.3255E-2	5.2451E-2	1.1070	0.5018	0.2874	2.2107	0.2879	0.1853	0.3474	0.1794	0.2661	0.2361	0.2165	0.2813	0.2251	0.2749	0.2615	0.2385	1.0255E-3	4.0755E-4	9.8197E-4	0.3591	-2.2425E-2	0.552	5.016	231.142
62000000	14.222	23.734	18.835	9.503E-3	5.9126E-2	1.0093	0.4334	0.2492	2.3174	0.2908	0.1790	0.3499	0.1802	0.2517	0.2427	0.2204	0.2852	0.2299	0.2730	0.2648	0.2324	9.1349E-4	4.4567E-4	9.2713E-4	0.4647	-5.0818E-2	0.271	4.682	232.615
63000000	10.552	18.516	16.218	9.3956E-2	0.3134	0.9506	0.4171	0.2651	2.3179	0.2892	0.1956	0.3447	0.1704	0.2658	0.2346	0.2140	0.2856	0.2269	0.2831	0.2710	0.2191	9.167E-4	3.9645E-4	8.9586E-4	0.3906	-1.5191E-2	0.479	4.662	238.295
64000000	12.608	14.946	17.804	1.7133E-2	4.2648E-2	1.0768	0.4345	0.2572	2.3083	0.2856	0.1843	0.3521	0.1781	0.2549	0.2488	0.2214	0.2748	0.2163	0.2902	0.2629	0.2305	1.0007E-3	4.085E-4	9.5071E-4	0.4206	3.2459E-2	0.233	4.609	230.315
65000000	11.522	16.176	19.453	6.0414E-2	5.9207E-2	1.3534	0.4401	0.2672	2.2927	0.2842	0.1859	0.3334	0.1964	0.2515	0.2397	0.2164	0.2923	0.2227	0.2834	0.2554	0.2385	1.0437E-3	4.1495E-4	1.0106E-3	0.4075	-3.9447E-2	0.325	4.714	222.075
66000000	13.253	13.259	18.776	4.2892E-2	2.48E-2	1.2751	0.4573	0.2324	2.3102	0.2939	0.1837	0.3454	0.1770	0.2697	0.2412	0.2142	0.2749	0.2236	0.2844	0.2608	0.2313	9.4928E-4	4.3442E-4	9.2007E-4	0.4780	-1.1406E-2	0.227	4.698	234.906
67000000	10.039	16.229	18.584	1.8131E-2	0.1022	0.9480	0.4693	0.2470	2.2837	0.3002	0.1950	0.3398	0.1650	0.2612	0.2287	0.2208	0.2893	0.2242	0.2861	0.2565	0.2332	9.2315E-4	3.1917E-4	9.0817E-4	0.3550	-5.9701E-2	0.370	4.646	233.058
68000000	10.596	18.810	17.979	3.9609E-2	0.1418	1.0558	0.4448	0.2543	2.3009	0.3013	0.1852	0.3337	0.1797	0.2707	0.2276	0.2332	0.2685	0.2145	0.2866	0.2638	0.2351	1.0268E-3	4.2653E-4	1.003E-3	0.4023	1.0437E-2	0.121	4.713	220.274
69000000	11.500	17.283	15.177	3.0832E-3	4.5808E-2	1.0225	0.4924	0.2665	2.2412	0.3001	0.1768	0.3451	0.1781	0.2570	0.2339	0.2113	0.2978	0.2248	0.2860	0.2563	0.2329	1.01E-3	4.3999E-4	9.7141E-4	0.4392	-3.0026E-2	0.228	4.627	234.349
70000000	12.778	15.406	19.659	9.0992E-2	0.1237	1.2459	0.4522	0.3040	2.2438	0.2964	0.1791	0.3427	0.1818	0.2637	0.2360	0.2305	0.2697	0.2245	0.2744	0.2691	0.2320	9.6854E-4	4.1241E-4	9.7616E-4	0.4258	1.8108E-2	0.303	4.509	231.022
71000000	16.003	20.225	16.700	5.2226E-2	0.1567	1.2603	0.4681	0.2704	2.2615	0.2826	0.1920	0.3417	0.1837	0.2581	0.2413	0.2192	0.2814	0.2236	0.2691	0.2627	0.2445	9.4315E-4	3.1639E-4	9.0372E-4	0.3462	-5.2552E-2	0.099	4.603	241.043
72000000	11.848	21.374	18.779	7.3183E-2	8.0712E-2	0.9481	0.4109	0.2540	2.3350	0.2901	0.2055	0.3299	0.1745	0.2587	0.2278	0.2192	0.2943	0.2282	0.2742	0.2624	0.2352	9.8524E-4	3.9009E-4	9.3051E-4	0.4147	3.1615E-3	0.338	4.903	242.407
73000000	11.239	25.298	21.743	2.805E-2	0.1436	1.1835	0.4062	0.2823	2.3115	0.2861	0.1915	0.3378	0.1845	0.2511	0.2304	0.2304	0.2882	0.2194	0.2834	0.2567	0.2405	9.6521E-4	3.4866E-4	9.5594E-4	0.3811	-6.8591E-4	0.336	4.640	236.736
74000000	11.925	16.487	18.806	0.1186	0.1596	1.1392	0.4126	0.2505	2.3369	0.2832	0.1937	0.3350	0.1881	0.2550	0.2381	0.2346	0.2723	0.2235	0.2785	0.2618	0.2362	9.0793E-4	3.5871E-4	9.0269E-4	0.4136	4.9805E-2	0.427	4.628	248.297
75000000	17.101	17.550	19.229	5.8265E-2	7.9343E-2	1.1653	0.4518	0.2460	2.3021	0.2803	0.1946	0.3493	0.1758	0.2475	0.2245	0.2333	0.2946	0.2220	0.2868	0.2594	0.2318	9.3377E-4	3.42E-4	9.4182E-4	0.3583	-4.6901E-2	0.407	4.797	233.129
76000000	12.396	13.223	18.587	2.7759E-2	5.2718E-2	1.2869	0.4344	0.2477	2.3179	0.2984	0.1843	0.3345	0.1828	0.2620	0.2323	0.2180	0.2877	0.2160	0.2853	0.2605	0.2382	9.6645E-4	3.5778E-4	9.8606E-4	0.3603	2.1227E-2	0.184	4.735	224.071
77000000	14.329	17.799	17.392	0.1415	4.1361E-2	1.0942	0.4066	0.2919	2.3016	0.2891	0.1972	0.3420	0.1717	0.2501	0.2364	0.2145	0.2989	0.2244	0.2716	0.2662	0.2379	1.1306E-3	5.8142E-4	1.0611E-3	0.4950	-2.8835E-2	0.497	4.572	210.011
78000000	13.215	20.094	19.335	9.697E-2	8.9484E-2	1.2423	0.4567	0.2474	2.2959	0.2929	0.1965	0.3299	0.1806	0.2647	0.2341	0.2199	0.2813	0.2222	0.2872	0.2407	0.2499	1.0796E-3	4.4329E-4	1.0314E-3	0.3834	-5.1041E-2	0.145	4.575	213.079
79000000	13.094	24.997	19.317	1.5089E-2	2.5257E-2	1.0193	0.4492	0.2982	2.2526	0.2867	0.1960	0.3376	0.1797	0.2576	0.2438	0.2122	0.2864	0.2276	0.2888	0.2443	0.2393	1.0565E-3	4.6645E-4	1.0256E-3	0.4310	1.8673E-2	0.531	4.547	213.123
80000000	12.407	20.916	18.209	2.8708E-2	6.9258E-2	1.2845	0.4405	0.2577	2.3018	0.2989	0.1908	0.3397	0.1705	0.2635	0.2304	0.2295	0.2765	0.2288	0.2795	0.2610	0.2307	1.0349E-3	5.052E-4	9.821E-4	0.4827	-6.6884E-2	0.927	4.984	229.543
81000000	12.716	24.708	19.514	1.4536E-2	1.5491E-2	1.0623	0.4369	0.2775	2.2856	0.2832	0.1832	0.3511	0.1824	0.2497	0.2323	0.2234	0.2946	0.2215	0.2765	0.2631	0.2389	9.576E-4	4.0777E-4	9.356E-4	0.4441	2.5217E-2	0.349	4.625	234.869
82000000	11.286	14.577	18.998	4.3581E-2	1.6801E-2	1.2128	0.4215	0.2463	2.3322	0.2883	0.1828	0.3587	0.1702	0.2566	0.2332	0.2201	0.2901	0.2287	0.2965	0.2517	0.2231	1.0373E-3	4.5273E-4	9.9088E-4	0.4204	4.0709E-2	0.102	4.633	227.362
83000000	13.770	13.217	16.610	5.0709E-2	0.1062	1.2279	0.4631	0.2819	2.2549	0.2959	0.1802	0.3460	0.1779	0.2597	0.2326	0.2256	0.2820	0.2237	0.2853	0.2640	0.2271	1.036E-3	4.027E-4	9.8071E-4	0.3984	-2.4482E-2	0.248	4.726	231.721
84000000	11.919	12.480	19.018	8.7782E-2	3.5129E-2	1.0757	0.4343	0.2615	2.3042	0.2894	0.1928	0.3494	0.1684	0.2504	0.2373	0.2209	0.2915	0.2144	0.2961	0.2552	0.2344	1.001E-3	4.165E-4	1.0258E-3	0.3966	2.5988E-2	0.319	4.602	212.677
