state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.3539	0.1520	0.3086	0.2255	0.2016	0.2643	5.0599E-4	176.784	22.994	208.384
2000000	7.6933	0.1109	0.3083	0.2215	0.2037	0.2665	5.6051E-4	37.088	20.577	191.091
3000000	6.1483	0.1330	0.3141	0.2197	0.2004	0.2657	5.2653E-4	11.699	20.354	195.890
4000000	6.6036	0.1235	0.3120	0.2172	0.2012	0.2696	5.7591E-4	30.325	20.328	187.711
5000000	6.7746	0.1662	0.3172	0.2169	0.1969	0.2691	5.6347E-4	6.941	19.729	183.723
6000000	6.8273	0.1284	0.3086	0.2188	0.1929	0.2796	5.1398E-4	10.017	20.903	195.759
7000000	6.2889	0.1213	0.2979	0.2268	0.2023	0.2730	5.1727E-4	8.524	22.215	195.778
8000000	7.1808	0.1197	0.3061	0.2182	0.2046	0.2710	5.4528E-4	9.062	22.293	195.469
9000000	7.2011	0.1380	0.3029	0.2228	0.2035	0.2708	5.1485E-4	3.047	24.095	209.692
10000000	6.5287	0.1453	0.3088	0.2166	0.2026	0.2720	5.6716E-4	18.260	20.681	190.183
11000000	7.5098	0.1241	0.3019	0.2235	0.2064	0.2682	5.4051E-4	19.118	20.080	191.817
12000000	6.8571	0.1765	0.3044	0.2180	0.2038	0.2738	5.0077E-4	35.209	23.198	203.076
13000000	7.1070	0.1308	0.2979	0.2261	0.2044	0.2716	5.4056E-4	890.727	20.795	190.474
14000000	7.0807	0.1592	0.3075	0.2249	0.2004	0.2673	5.2664E-4	81.476	21.043	191.123
15000000	6.9068	9.4879E-2	0.3114	0.2199	0.1961	0.2727	5.3189E-4	6.217	22.743	199.419
16000000	7.3333	0.1629	0.3078	0.2171	0.2034	0.2717	5.7131E-4	8.696	19.890	188.910
17000000	6.1112	0.1246	0.3059	0.2215	0.2039	0.2687	5.2808E-4	23.869	23.200	197.217
18000000	7.1052	0.1993	0.3135	0.2195	0.1976	0.2694	5.3263E-4	1.337	23.140	198.092
19000000	7.1352	0.1341	0.3048	0.2208	0.2020	0.2725	5.6139E-4	2.557	20.101	185.526
20000000	7.0218	4.8024E-2	0.3086	0.2202	0.2010	0.2703	5.2914E-4	25.787	22.546	192.803
21000000	7.4639	0.1738	0.3103	0.2151	0.1996	0.2750	5.0848E-4	20.072	21.871	197.803
22000000	7.5860	0.1059	0.3122	0.2189	0.1968	0.2721	5.5942E-4	82.150	20.137	190.134
23000000	6.9034	8.4858E-2	0.3096	0.2241	0.1973	0.2690	4.6542E-4	68.963	23.369	216.229
24000000	6.1610	0.1567	0.3085	0.2200	0.2026	0.2689	5.6062E-4	55.314	21.026	194.096
25000000	6.8293	0.1450	0.3101	0.2149	0.2036	0.2713	5.3033E-4	23.165	21.531	201.921
26000000	6.8383	0.1803	0.3056	0.2228	0.2017	0.2699	5.328E-4	138.749	20.327	189.067
27000000	6.4056	0.1182	0.3054	0.2267	0.2009	0.2670	5.4214E-4	25.066	21.423	192.741
28000000	6.5359	0.1529	0.3064	0.2266	0.1999	0.2670	5.1709E-4	16.445	22.301	198.851
29000000	6.9962	0.1368	0.3101	0.2224	0.1993	0.2683	5.3676E-4	9.926	20.974	191.446
30000000	7.6638	0.1290	0.3039	0.2187	0.2047	0.2727	5.2499E-4	10.467	21.283	198.274
31000000	7.1485	0.1369	0.3106	0.2219	0.2039	0.2636	5.2834E-4	116.340	21.873	201.824
32000000	7.1383	0.1647	0.3107	0.2146	0.2029	0.2718	5.5415E-4	13.159	20.186	186.264
33000000	7.0198	0.1448	0.3118	0.2154	0.2039	0.2690	5.1988E-4	8.000	21.793	200.927
34000000	6.6216	2.2748E-2	0.3099	0.2173	0.2038	0.2689	4.7056E-4	94.026	22.688	207.108
35000000	6.5000	0.1269	0.3083	0.2189	0.1993	0.2735	5.2713E-4	59.896	20.574	194.314
36000000	6.8287	0.1659	0.3092	0.2181	0.2016	0.2711	5.4339E-4	359.469	23.149	194.140
37000000	6.7412	0.1466	0.3069	0.2169	0.2021	0.2741	5.203E-4	17.297	22.432	191.197
38000000	7.2888	0.2023	0.3106	0.2178	0.2012	0.2703	5.249E-4	8.273	23.156	193.453
39000000	6.1910	0.1518	0.3107	0.2179	0.2046	0.2668	5.5048E-4	13.176	20.349	186.176
40000000	6.9678	0.1141	0.3095	0.2208	0.2013	0.2684	5.2618E-4	69.287	20.652	195.556
41000000	5.6928	0.1140	0.3107	0.2192	0.2043	0.2657	5.6372E-4	8.496	20.260	191.680
42000000	7.1180	0.1159	0.3091	0.2198	0.2035	0.2677	5.4778E-4	136.827	22.658	194.404
43000000	6.8685	0.1259	0.3079	0.2248	0.2021	0.2652	5.3091E-4	522.743	21.057	198.030
44000000	6.9336	0.1534	0.3083	0.2242	0.2007	0.2668	5.5607E-4	7.550	22.011	192.524
45000000	6.7450	0.1553	0.3109	0.2192	0.1989	0.2710	5.7601E-4	95.454	19.519	186.124
46000000	6.9552	0.1542	0.3073	0.2211	0.2011	0.2705	5.0176E-4	49.688	22.048	200.157
47000000	6.7826	0.1789	0.3104	0.2176	0.2018	0.2703	5.2366E-4	23.770	21.516	198.573
48000000	6.1023	0.1342	0.3068	0.2206	0.1985	0.2741	5.284E-4	116.792	22.660	196.496
49000000	7.1011	0.1276	0.3106	0.2182	0.2018	0.2695	5.3186E-4	5.468	20.910	196.521
50000000	6.6946	6.5749E-2	0.3077	0.2202	0.2005	0.2716	5.5805E-4	16.089	22.092	195.217
51000000	6.2777	0.1707	0.3120	0.2189	0.1995	0.2696	5.2968E-4	91.742	21.180	195.638
52000000	7.5490	0.1485	0.3084	0.2225	0.1986	0.2705	5.4199E-4	121.886	21.949	195.694
53000000	6.4711	0.1000	0.3024	0.2237	0.1986	0.2753	5.4292E-4	16.098	21.983	190.118
