state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	7.0198	0.1209	0.3154	0.2202	0.1993	0.2651	5.4823E-4	7.506	22.076	195.121
2000000	6.7524	0.1552	0.3068	0.2194	0.2002	0.2737	4.9208E-4	5.978	21.912	206.146
3000000	7.0835	0.1551	0.3062	0.2222	0.1980	0.2736	5.7034E-4	2.778	20.886	185.714
4000000	6.9587	0.1653	0.3084	0.2196	0.1996	0.2725	5.2731E-4	11.966	20.927	202.555
5000000	6.5653	0.1575	0.3132	0.2183	0.1974	0.2712	5.4278E-4	35.459	19.659	191.411
6000000	6.5476	0.1324	0.3022	0.2201	0.2048	0.2728	5.3927E-4	57.499	22.440	200.528
7000000	7.0983	0.1096	0.3145	0.2212	0.1950	0.2693	5.3285E-4	69.362	21.638	193.934
8000000	6.4623	7.7009E-2	0.3119	0.2226	0.1971	0.2684	5.6962E-4	30.013	20.626	188.343
9000000	7.4708	0.1098	0.3054	0.2284	0.1994	0.2667	5.2994E-4	28.362	20.119	190.675
10000000	6.5396	0.1276	0.3098	0.2187	0.2054	0.2662	5.5581E-4	17.510	21.759	195.241
11000000	6.1869	0.1904	0.3079	0.2267	0.2038	0.2615	5.215E-4	14.948	22.615	204.551
12000000	6.8763	0.1377	0.3106	0.2210	0.2034	0.2650	5.3567E-4	170.348	21.249	195.373
13000000	6.6860	0.1900	0.3067	0.2239	0.1979	0.2716	5.5683E-4	8.434	20.890	194.847
14000000	6.9239	0.1063	0.3099	0.2162	0.1981	0.2758	5.3615E-4	30.940	20.316	197.500
15000000	6.6231	0.1330	0.3063	0.2243	0.2036	0.2659	5.3013E-4	17.060	20.846	189.982
16000000	6.6488	0.2126	0.3074	0.2149	0.2049	0.2727	5.2598E-4	6.843	22.121	198.483
17000000	6.2028	0.1848	0.3000	0.2233	0.2007	0.2759	5.903E-4	14.426	19.843	186.004
