state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.4095	0.1357	0.3148	0.2170	0.2007	0.2675	5.6642E-4	6.083	20.225	188.540
2000000	6.8540	0.1661	0.3027	0.2215	0.2053	0.2706	5.0999E-4	12.944	22.637	200.460
3000000	7.4573	0.1627	0.3100	0.2186	0.2040	0.2673	5.7793E-4	59.297	20.468	186.320
4000000	7.2137	0.1318	0.3143	0.2212	0.2030	0.2615	5.3247E-4	10.664	22.288	200.124
5000000	7.1425	0.1706	0.3103	0.2230	0.1976	0.2691	5.0522E-4	16.395	23.004	203.005
6000000	6.4446	0.1184	0.3088	0.2283	0.1994	0.2635	5.3613E-4	33.346	21.037	200.255
7000000	6.9909	3.6994E-2	0.3042	0.2203	0.1981	0.2773	5.1198E-4	4.042	24.288	204.170
8000000	7.1521	0.2067	0.3038	0.2209	0.2023	0.2730	5.3715E-4	18.693	21.354	197.154
9000000	5.9110	0.1409	0.3103	0.2167	0.2005	0.2725	5.6272E-4	1044.560	19.000	182.645
10000000	6.7350	0.1720	0.3120	0.2177	0.1984	0.2719	5.6556E-4	25.867	21.853	190.912
11000000	6.3705	0.1034	0.3052	0.2237	0.1993	0.2718	5.4065E-4	42.460	21.043	197.345
12000000	6.5491	0.1109	0.3099	0.2199	0.2057	0.2645	5.4892E-4	5.902	21.270	193.083
13000000	7.7443	0.1232	0.3094	0.2254	0.1974	0.2678	5.4425E-4	27.323	20.350	190.668
14000000	7.5968	0.1893	0.3082	0.2217	0.2036	0.2666	4.8264E-4	6.767	23.609	211.524
15000000	6.6240	0.1416	0.3070	0.2220	0.2009	0.2701	6.1079E-4	31.629	19.707	180.600
16000000	6.9324	0.1305	0.3025	0.2217	0.2014	0.2743	5.4888E-4	58.189	22.153	195.250
17000000	6.8027	0.1708	0.3116	0.2174	0.2031	0.2679	5.401E-4	25.022	22.468	200.429
18000000	7.0232	0.1308	0.3177	0.2164	0.1929	0.2730	5.5609E-4	387.891	18.831	189.420
19000000	6.9713	0.1792	0.3054	0.2214	0.1999	0.2733	5.2322E-4	15.803	20.373	190.400
20000000	6.5834	0.1653	0.3089	0.2190	0.2060	0.2661	5.1978E-4	18.033	22.529	196.858
21000000	6.7355	0.1120	0.3085	0.2171	0.2099	0.2644	5.3922E-4	41.966	20.277	193.387
