state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.3987	0.1818	0.3042	0.2176	0.2071	0.2711	5.4141E-4	32.380	19.866	192.339
2000000	7.0020	9.8933E-2	0.3092	0.2196	0.1990	0.2723	5.4783E-4	72.558	21.585	193.869
3000000	6.9503	0.1848	0.3111	0.2182	0.1939	0.2768	5.485E-4	25.488	20.906	190.936
4000000	6.7798	0.1463	0.3095	0.2237	0.1963	0.2705	5.0219E-4	427.810	20.625	196.745
5000000	6.9687	0.1244	0.3069	0.2288	0.2014	0.2629	5.5278E-4	21.160	20.705	192.560
6000000	6.8844	0.1523	0.3083	0.2269	0.1926	0.2721	5.0792E-4	103.601	23.227	203.640
7000000	6.5926	0.1102	0.3057	0.2223	0.1972	0.2748	4.708E-4	1254.337	23.558	214.199
8000000	7.5701	0.1297	0.3124	0.2261	0.2007	0.2608	5.4436E-4	6.949	21.709	200.880
9000000	7.1130	0.1113	0.3069	0.2191	0.1994	0.2746	5.1855E-4	1235.092	21.934	199.726
10000000	7.0508	0.1879	0.3095	0.2271	0.1973	0.2661	5.477E-4	67.337	21.364	194.267
11000000	6.5677	0.1465	0.3105	0.2209	0.1998	0.2689	5.573E-4	14.123	20.624	196.076
12000000	6.3903	0.1342	0.3123	0.2221	0.1965	0.2691	5.2916E-4	1.941	21.625	194.670
13000000	7.2161	0.1457	0.3064	0.2163	0.2030	0.2742	5.3593E-4	11.281	23.268	204.940
14000000	6.6168	0.1270	0.3143	0.2174	0.1961	0.2722	5.6819E-4	10.301	20.722	190.677
15000000	6.3337	0.1597	0.3003	0.2211	0.2074	0.2713	4.7315E-4	81.811	22.935	211.538
16000000	6.8608	0.1291	0.3050	0.2273	0.1959	0.2718	5.1873E-4	23.713	21.647	195.258
17000000	6.6046	7.7942E-2	0.3096	0.2176	0.2019	0.2709	5.2741E-4	2.806	21.900	196.161
18000000	6.3703	0.1348	0.3109	0.2243	0.1943	0.2705	5.3335E-4	129.148	21.249	202.744
19000000	7.6155	0.1179	0.3095	0.2219	0.1991	0.2694	5.1949E-4	29.619	22.942	207.225
20000000	6.4735	3.7706E-2	0.3078	0.2249	0.2018	0.2655	5.2664E-4	12.432	21.470	195.697
21000000	7.0139	0.1046	0.3098	0.2245	0.2002	0.2655	5.5349E-4	21.122	18.927	185.169
22000000	7.1515	0.1423	0.3087	0.2156	0.1972	0.2785	5.63E-4	48.661	22.086	195.270
23000000	7.7659	0.1394	0.3082	0.2205	0.2017	0.2696	5.4245E-4	21.822	19.877	186.425
24000000	6.1327	0.1642	0.3093	0.2206	0.2010	0.2692	5.3828E-4	174.215	21.566	192.664
25000000	6.3282	0.1367	0.3112	0.2199	0.2017	0.2672	5.2508E-4	20.293	23.047	206.025
26000000	7.4850	0.1659	0.3111	0.2251	0.1987	0.2652	5.2347E-4	64.964	23.504	201.312
27000000	6.7675	0.1297	0.3063	0.2220	0.2039	0.2678	5.5987E-4	180.850	22.425	198.136
28000000	6.4158	0.1385	0.3116	0.2223	0.2001	0.2660	5.1852E-4	85.671	23.797	206.097
29000000	6.9405	0.1039	0.3141	0.2206	0.1977	0.2676	5.7035E-4	28.290	19.927	181.219
30000000	6.6303	0.1564	0.3108	0.2176	0.2035	0.2681	5.2598E-4	236.216	22.374	198.878
31000000	7.0113	0.1128	0.3009	0.2236	0.2050	0.2705	5.132E-4	130.961	21.869	202.919
32000000	6.7604	0.1591	0.3137	0.2166	0.2040	0.2657	5.2477E-4	7.159	21.565	197.872
33000000	6.6226	0.1425	0.3107	0.2254	0.1954	0.2685	5.5067E-4	34.069	22.066	192.246
34000000	6.6346	0.2118	0.3079	0.2186	0.2013	0.2722	4.8662E-4	15.173	22.684	209.704
35000000	6.8585	0.1441	0.3128	0.2231	0.2001	0.2639	5.4419E-4	14.167	22.174	192.004
36000000	6.6919	0.1012	0.3063	0.2238	0.2026	0.2673	4.9331E-4	8.459	22.480	210.701
37000000	6.8908	0.1505	0.3057	0.2160	0.2022	0.2761	5.206E-4	589.763	22.922	202.418
38000000	6.4736	0.1562	0.3126	0.2214	0.2002	0.2658	5.3515E-4	2.942	20.974	200.061
39000000	6.8987	0.1255	0.3130	0.2201	0.1996	0.2673	5.5916E-4	21.782	21.902	192.037
40000000	6.6148	4.3518E-2	0.3058	0.2221	0.1979	0.2743	5.1528E-4	71.802	21.255	190.187
41000000	7.3287	0.1566	0.3033	0.2217	0.1948	0.2802	5.5336E-4	311.035	20.950	188.857
42000000	6.1014	0.1729	0.3064	0.2215	0.2023	0.2697	5.8537E-4	162.708	19.406	182.796
43000000	6.9545	0.1967	0.3097	0.2223	0.2020	0.2659	5.4692E-4	12.701	22.237	197.123
44000000	6.5809	0.1475	0.3079	0.2227	0.1984	0.2711	5.1745E-4	34.353	21.389	195.407
45000000	5.8265	0.1637	0.3054	0.2189	0.2083	0.2675	5.1585E-4	3.534	21.874	194.717
46000000	6.3996	0.1284	0.3106	0.2173	0.2013	0.2708	5.4713E-4	28.199	22.294	192.210
47000000	6.7913	0.1339	0.3093	0.2201	0.2008	0.2697	5.1978E-4	7.670	22.626	204.250
48000000	6.2627	0.1181	0.3086	0.2232	0.2011	0.2671	5.0123E-4	13.123	23.157	198.848
49000000	6.2145	0.1705	0.3015	0.2225	0.2079	0.2680	5.1848E-4	42.837	22.567	202.694
50000000	6.4936	0.1249	0.3116	0.2180	0.2007	0.2697	5.5326E-4	12.807	20.096	188.164
51000000	6.5230	0.1509	0.3063	0.2178	0.2043	0.2716	5.7189E-4	41.379	20.437	190.696
52000000	6.4845	0.1283	0.3062	0.2200	0.2030	0.2708	5.5129E-4	17.744	21.764	200.957
53000000	6.6432	0.1049	0.3113	0.2131	0.2042	0.2715	5.2324E-4	7.451	22.209	199.277
54000000	7.3337	0.1105	0.3112	0.2189	0.2013	0.2687	5.3372E-4	104.699	21.268	195.499
55000000	7.3519	0.1056	0.3120	0.2263	0.1973	0.2644	5.1764E-4	71.706	21.631	203.659
56000000	6.9695	0.1600	0.2997	0.2233	0.2077	0.2693	5.3554E-4	39.904	21.082	195.935
57000000	6.2557	0.1378	0.3084	0.2161	0.2036	0.2719	5.3711E-4	48.138	20.972	191.261
58000000	7.4915	0.1417	0.3128	0.2201	0.2041	0.2630	5.179E-4	10.867	20.286	195.355
59000000	6.0260	0.1111	0.3115	0.2248	0.1972	0.2665	4.7997E-4	16.662	23.204	214.339
60000000	6.1818	0.1481	0.3099	0.2184	0.1996	0.2720	5.6785E-4	20.862	21.274	193.128
