state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.5794	0.1370	0.3129	0.2212	0.1993	0.2666	5.1163E-4	189.822	22.054	205.388
2000000	6.9566	0.1238	0.3075	0.2198	0.2037	0.2689	5.3944E-4	24.027	21.522	198.452
3000000	6.8516	0.1492	0.3037	0.2244	0.1981	0.2738	5.0706E-4	13.845	21.904	204.888
4000000	6.0550	0.1268	0.3050	0.2222	0.2001	0.2726	5.4264E-4	35.156	20.140	191.528
5000000	7.2350	0.1675	0.3016	0.2251	0.2042	0.2691	5.214E-4	33.220	22.345	202.980
6000000	6.5951	0.1414	0.3105	0.2224	0.1953	0.2717	5.2453E-4	21.344	21.958	194.440
7000000	6.9146	0.1595	0.3074	0.2178	0.2063	0.2686	5.5574E-4	35.879	21.609	197.611
8000000	6.9969	0.1711	0.3061	0.2178	0.2022	0.2739	5.4718E-4	167.492	20.948	195.483
9000000	7.0702	0.1058	0.3043	0.2244	0.1987	0.2726	5.3089E-4	21.844	21.989	200.741
10000000	7.1211	0.1582	0.3073	0.2220	0.1986	0.2722	5.1642E-4	5.603	22.387	202.468
11000000	6.5237	0.2089	0.3105	0.2262	0.1994	0.2638	5.4358E-4	2.303	22.723	190.764
12000000	6.5854	0.1752	0.3051	0.2271	0.1972	0.2706	5.3426E-4	199.472	20.734	196.024
13000000	6.6719	0.1174	0.3080	0.2202	0.2035	0.2683	5.3321E-4	15.813	20.501	189.266
14000000	7.6275	0.1792	0.3091	0.2223	0.2028	0.2658	5.1858E-4	22.934	21.729	196.017
15000000	7.0196	0.1707	0.3050	0.2276	0.2004	0.2669	5.1585E-4	99.660	23.475	205.286
16000000	6.6935	6.6094E-2	0.3112	0.2180	0.1996	0.2712	5.1044E-4	20.040	21.857	198.808
17000000	7.3766	0.1078	0.3030	0.2280	0.2010	0.2680	5.3848E-4	5.174	22.582	200.088
18000000	6.9779	0.1467	0.3030	0.2233	0.2037	0.2699	5.2632E-4	62.199	21.995	192.300
19000000	6.6607	0.1679	0.3042	0.2244	0.1990	0.2723	5.355E-4	34.506	21.570	194.746
20000000	6.7985	0.1909	0.3070	0.2159	0.2044	0.2728	5.2369E-4	1.797	21.009	196.550
21000000	6.9259	0.1044	0.3100	0.2187	0.2046	0.2667	4.9646E-4	53.390	23.018	210.451
22000000	6.9662	0.1657	0.3118	0.2211	0.2030	0.2640	5.289E-4	1664.028	20.998	199.618
23000000	6.1385	0.1205	0.3119	0.2133	0.2018	0.2731	4.8494E-4	134.666	21.729	201.778
24000000	7.2555	0.1956	0.3074	0.2202	0.2011	0.2713	5.7053E-4	24.691	19.897	187.036
25000000	6.4489	0.1314	0.3054	0.2255	0.2018	0.2672	5.3003E-4	18.569	21.779	198.337
26000000	7.1183	6.6671E-2	0.3099	0.2187	0.2043	0.2671	5.2954E-4	17.331	20.645	191.553
27000000	6.2727	0.1252	0.3055	0.2272	0.2029	0.2644	5.1679E-4	11.279	20.900	193.789
28000000	6.6243	0.1377	0.3065	0.2210	0.2002	0.2723	5.1967E-4	9.804	21.218	189.346
29000000	6.0521	0.1286	0.3062	0.2202	0.2033	0.2703	5.2322E-4	18.548	21.578	194.468
30000000	7.0828	7.5608E-2	0.3090	0.2174	0.2036	0.2700	5.3967E-4	14.276	22.254	195.571
31000000	6.1987	0.1378	0.3055	0.2221	0.2012	0.2712	5.1604E-4	397.344	21.012	192.269
32000000	6.5697	0.1333	0.3100	0.2221	0.2017	0.2662	5.3879E-4	8.849	22.301	201.571
33000000	6.4579	0.1356	0.3087	0.2210	0.2026	0.2677	5.2459E-4	19.220	23.202	203.600
34000000	6.5662	0.1871	0.3049	0.2195	0.2083	0.2672	5.451E-4	18.629	21.611	195.326
35000000	6.9369	0.1380	0.3016	0.2239	0.2003	0.2742	5.4669E-4	2.322	20.173	200.544
36000000	6.4618	0.1170	0.3077	0.2253	0.2019	0.2650	5.6777E-4	73.927	20.289	193.555
37000000	7.2039	0.1840	0.3085	0.2204	0.2004	0.2706	5.1677E-4	45.935	23.286	203.065
38000000	7.1668	0.1613	0.3122	0.2159	0.2050	0.2669	5.8018E-4	328.288	19.467	182.879
39000000	6.6310	0.1205	0.3017	0.2205	0.1999	0.2780	5.4403E-4	25.200	20.700	194.160
40000000	6.3996	0.1300	0.3065	0.2183	0.1996	0.2756	5.2658E-4	78.309	24.319	206.231
41000000	6.7719	0.1444	0.3036	0.2276	0.2001	0.2688	5.3106E-4	52.152	21.525	191.928
42000000	6.8676	0.1015	0.3144	0.2150	0.2025	0.2681	5.2733E-4	58.848	21.317	197.812
43000000	6.7322	0.1343	0.3108	0.2172	0.1997	0.2724	4.825E-4	13.075	23.897	212.766
44000000	6.9855	0.1889	0.3123	0.2146	0.2007	0.2724	5.4705E-4	25.746	23.093	202.813
45000000	6.7151	0.1003	0.3073	0.2150	0.2048	0.2730	5.4715E-4	30.714	20.883	191.545
46000000	6.4056	0.1410	0.3050	0.2203	0.1969	0.2779	5.6128E-4	150.796	20.124	190.172
47000000	6.6939	8.5744E-2	0.3112	0.2215	0.2017	0.2657	4.9612E-4	143.076	22.114	212.277
48000000	6.7350	0.1405	0.3119	0.2196	0.2017	0.2668	5.8692E-4	8.910	19.668	182.992
49000000	6.1676	0.1195	0.3089	0.2252	0.2023	0.2635	5.2492E-4	42.386	22.926	201.566
