state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.4118	8.9148E-2	0.2998	0.2234	0.2001	0.2767	5.3026E-4	13.461	21.932	200.939
2000000	7.2563	0.1206	0.3091	0.2207	0.2016	0.2686	5.5125E-4	50.103	21.316	188.462
3000000	6.7057	0.1070	0.3088	0.2215	0.2004	0.2693	5.7224E-4	10.321	19.926	182.635
4000000	6.7117	0.1103	0.3107	0.2192	0.2003	0.2699	5.6129E-4	24.199	22.058	192.766
5000000	6.8620	0.1376	0.3096	0.2225	0.1978	0.2701	4.9731E-4	40.932	20.904	197.652
6000000	6.7883	3.3424E-2	0.3074	0.2202	0.2029	0.2694	5.4471E-4	4.335	21.458	191.114
7000000	6.7514	0.1270	0.3086	0.2184	0.1961	0.2769	5.5335E-4	28.311	21.094	187.073
8000000	6.4015	0.1380	0.3062	0.2187	0.2003	0.2748	5.0783E-4	44.161	22.501	211.482
9000000	7.0864	0.1595	0.3116	0.2166	0.1994	0.2723	5.3094E-4	120.966	24.658	200.773
10000000	6.9652	0.1289	0.3104	0.2201	0.1962	0.2733	5.6733E-4	10.957	20.058	186.792
11000000	6.3201	0.1243	0.3088	0.2217	0.2052	0.2643	5.3475E-4	120.045	21.383	197.432
12000000	6.3491	0.1027	0.3080	0.2202	0.2023	0.2695	5.119E-4	23.389	24.107	203.569
13000000	6.3017	0.1204	0.3074	0.2189	0.2052	0.2685	5.2524E-4	270.324	21.419	192.984
14000000	6.3741	9.1751E-2	0.3070	0.2238	0.1980	0.2712	5.3693E-4	6.910	20.043	190.791
15000000	6.9292	0.1468	0.3102	0.2206	0.2048	0.2645	5.3255E-4	2.483	21.919	193.931
16000000	6.5122	0.1274	0.3091	0.2178	0.2048	0.2682	5.8076E-4	187.151	19.708	182.987
17000000	6.5801	0.1206	0.3048	0.2240	0.1975	0.2737	5.5373E-4	5.353	20.077	188.742
18000000	6.4069	0.1236	0.3061	0.2189	0.2007	0.2743	5.5353E-4	54.857	20.247	190.129
19000000	7.3618	0.1267	0.3055	0.2213	0.1966	0.2767	5.6092E-4	16.674	18.850	184.491
20000000	7.1532	8.0518E-2	0.3129	0.2159	0.2053	0.2659	4.978E-4	18.626	22.798	201.214
21000000	6.3116	0.1521	0.3092	0.2223	0.1979	0.2705	5.0775E-4	25.006	23.747	209.995
22000000	6.6800	9.817E-2	0.3140	0.2186	0.1938	0.2735	4.9866E-4	2.595	23.342	202.213
23000000	7.2580	0.1431	0.3095	0.2180	0.2026	0.2699	5.5469E-4	9.721	18.714	179.149
24000000	6.3442	0.1309	0.3034	0.2234	0.2022	0.2711	5.1678E-4	283.842	23.305	198.023
25000000	7.3255	0.1399	0.3054	0.2226	0.2038	0.2682	5.4949E-4	18.696	21.294	191.365
26000000	6.0366	0.1446	0.3076	0.2200	0.2011	0.2712	5.3368E-4	67.549	21.477	197.283
