state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	8.1239	0.1018	0.3078	0.2178	0.2065	0.2680	5.2684E-4	29.810	22.430	199.131
2000000	7.0454	0.1384	0.3119	0.2219	0.1986	0.2676	5.3892E-4	12.821	22.516	194.140
3000000	6.4798	0.1606	0.3070	0.2202	0.2043	0.2686	5.4085E-4	103.147	19.227	195.985
4000000	6.4442	0.1475	0.3083	0.2168	0.2032	0.2717	5.7452E-4	72.532	19.867	190.670
5000000	6.6343	0.1194	0.3077	0.2210	0.2053	0.2660	4.9177E-4	11.126	22.396	204.490
6000000	6.4771	0.1443	0.3123	0.2244	0.1969	0.2665	5.6333E-4	5.724	21.767	191.287
7000000	7.1378	9.6806E-2	0.3084	0.2236	0.1979	0.2701	5.4405E-4	86.505	21.725	203.796
8000000	6.0862	0.1474	0.3117	0.2188	0.2021	0.2674	5.6522E-4	333.166	20.573	184.779
9000000	7.0676	0.1242	0.3135	0.2231	0.1978	0.2656	5.7096E-4	12.983	21.033	191.143
10000000	6.1236	8.6068E-2	0.3077	0.2173	0.2030	0.2721	4.7605E-4	15.937	24.022	213.146
11000000	7.2193	0.1828	0.3121	0.2174	0.2003	0.2702	5.6553E-4	13.828	22.981	194.911
12000000	6.4705	0.1954	0.3040	0.2178	0.2075	0.2708	5.1167E-4	13.515	21.072	202.171
13000000	7.0767	0.1371	0.3021	0.2272	0.2024	0.2682	5.1778E-4	7.018	22.822	199.467
14000000	6.6049	0.1777	0.3099	0.2214	0.1936	0.2752	5.5392E-4	31.339	21.343	189.097
15000000	7.1800	0.1422	0.3064	0.2166	0.2008	0.2762	5.1434E-4	202.174	22.322	200.378
16000000	7.2598	0.1504	0.3120	0.2224	0.1998	0.2658	5.0104E-4	3.284	22.928	210.249
17000000	7.1563	0.1808	0.3088	0.2236	0.1991	0.2685	5.6644E-4	2.200	19.218	186.137
18000000	7.0326	1.1571E-2	0.3101	0.2191	0.2009	0.2699	5.2208E-4	12.537	21.560	195.451
19000000	6.3330	0.1076	0.3103	0.2141	0.2039	0.2716	5.3718E-4	425.217	19.764	191.791
20000000	7.0751	0.1419	0.3090	0.2163	0.2054	0.2693	5.1378E-4	112.263	20.831	198.708
21000000	6.6977	0.1108	0.3091	0.2193	0.2042	0.2675	5.283E-4	50.328	20.884	194.470
22000000	6.6712	0.1487	0.3098	0.2172	0.2000	0.2730	5.5932E-4	9.319	19.356	187.130
23000000	6.7033	0.1091	0.3036	0.2233	0.1979	0.2752	5.6221E-4	90.533	21.248	188.352
24000000	5.8497	0.1879	0.3105	0.2160	0.1996	0.2739	5.3906E-4	78.766	20.545	192.265
25000000	6.5693	7.6758E-2	0.3144	0.2207	0.2005	0.2644	5.4168E-4	14.775	21.214	192.224
26000000	6.4856	0.1180	0.3114	0.2223	0.2026	0.2637	5.1589E-4	91.622	20.430	195.917
27000000	7.3192	0.1445	0.3119	0.2172	0.2010	0.2699	5.0459E-4	113.116	22.771	204.931
28000000	7.3242	0.1222	0.3055	0.2256	0.2013	0.2676	5.0091E-4	65.289	21.395	191.977
29000000	6.8177	0.1887	0.3083	0.2214	0.1959	0.2743	5.359E-4	31.032	20.678	190.109
30000000	6.2237	0.1559	0.3020	0.2225	0.2033	0.2722	5.5115E-4	5.685	22.104	196.256
31000000	6.7584	9.7296E-2	0.3169	0.2145	0.2001	0.2685	5.1254E-4	8.292	22.703	202.526
32000000	6.8866	0.1535	0.3077	0.2191	0.2045	0.2688	5.2643E-4	664.405	20.942	199.173
33000000	6.4323	0.1521	0.3043	0.2250	0.1999	0.2708	5.8363E-4	6.890	20.830	187.258
34000000	6.8844	0.1906	0.3079	0.2210	0.1999	0.2712	5.369E-4	83.862	20.775	188.895
35000000	7.3475	0.1078	0.3087	0.2238	0.2052	0.2623	5.0967E-4	2547.126	23.685	203.669
36000000	6.2186	0.2145	0.3102	0.2262	0.1990	0.2646	5.6138E-4	40.666	20.243	193.653
37000000	7.0290	0.1783	0.3152	0.2159	0.2064	0.2625	5.5127E-4	34.933	20.942	195.742
38000000	6.8154	0.1323	0.3071	0.2185	0.2033	0.2712	5.0909E-4	18.949	23.432	205.859
39000000	7.3506	0.1342	0.3145	0.2179	0.2008	0.2667	5.6207E-4	2.495	21.880	194.956
40000000	6.3006	0.1381	0.3064	0.2258	0.2039	0.2639	5.177E-4	18.972	22.476	194.519
41000000	6.8106	9.0601E-2	0.3068	0.2199	0.2035	0.2698	5.0561E-4	22.266	23.389	201.503
42000000	6.5446	0.1127	0.3099	0.2214	0.1997	0.2690	5.2613E-4	4.699	21.578	188.253
43000000	6.3954	0.1531	0.3128	0.2171	0.2034	0.2667	5.4099E-4	114.111	21.448	190.234
44000000	6.4478	0.1831	0.3088	0.2206	0.1992	0.2714	5.0294E-4	52.127	22.972	207.370
45000000	7.0646	0.1673	0.3077	0.2187	0.1983	0.2752	5.2353E-4	32.765	21.693	197.033
46000000	7.1008	0.1451	0.3055	0.2278	0.2068	0.2599	5.3861E-4	14.574	20.234	194.397
47000000	6.2638	0.1788	0.3114	0.2222	0.1981	0.2683	5.5559E-4	375.757	19.411	187.077
48000000	6.7565	0.1305	0.3110	0.2182	0.2014	0.2694	5.4084E-4	19.604	21.781	193.822
49000000	7.5543	9.0009E-2	0.3097	0.2183	0.2019	0.2702	5.5343E-4	38.020	21.005	190.463
50000000	5.8008	0.1165	0.3114	0.2207	0.2034	0.2645	5.2973E-4	887.190	21.440	193.956
51000000	6.3522	0.2000	0.3103	0.2241	0.1977	0.2679	5.3159E-4	8.545	22.014	196.970
52000000	7.0026	0.1697	0.3024	0.2221	0.2011	0.2744	5.9018E-4	5.262	20.995	185.828
53000000	6.0969	0.1730	0.3110	0.2135	0.2035	0.2720	5.4082E-4	20.316	20.982	188.806
54000000	6.9626	0.1304	0.3051	0.2244	0.2044	0.2661	4.7842E-4	1612.048	22.502	197.933
55000000	6.9614	8.8637E-2	0.3036	0.2189	0.2074	0.2701	5.6111E-4	266.947	21.239	187.814
56000000	7.3290	0.1150	0.3053	0.2210	0.2025	0.2712	5.228E-4	35.992	20.541	195.537
57000000	6.6173	0.1624	0.3097	0.2211	0.2005	0.2688	5.0012E-4	10.988	21.560	196.401
58000000	6.5661	0.1340	0.3071	0.2213	0.1977	0.2739	5.4015E-4	14.385	19.226	182.010
59000000	6.7298	0.1386	0.3097	0.2151	0.2017	0.2735	5.3074E-4	24.028	22.325	200.966
60000000	7.2653	0.1443	0.3073	0.2276	0.1964	0.2687	5.3849E-4	12.252	22.037	201.377
61000000	6.3781	0.1162	0.3109	0.2173	0.2029	0.2689	5.674E-4	76.853	19.792	186.927
62000000	6.3105	0.1231	0.3071	0.2205	0.2033	0.2691	5.173E-4	1035.949	20.943	195.552
63000000	6.8133	0.1873	0.3056	0.2225	0.2023	0.2695	5.1873E-4	9.813	22.435	198.198
64000000	6.9226	0.1533	0.3080	0.2278	0.2005	0.2637	5.0874E-4	13.838	23.911	206.914
65000000	6.5744	0.1499	0.3045	0.2199	0.1976	0.2781	5.4815E-4	20.780	21.185	194.377
66000000	6.3932	0.1269	0.3124	0.2205	0.1996	0.2675	5.5101E-4	170.947	21.120	191.929
67000000	7.6221	0.1425	0.3030	0.2240	0.2013	0.2716	5.5294E-4	93.521	22.491	192.388
68000000	7.2436	0.1427	0.3069	0.2206	0.1983	0.2741	5.2044E-4	32.488	22.220	198.536
69000000	6.9053	0.1674	0.3084	0.2201	0.2025	0.2690	5.4257E-4	20.897	22.720	199.436
70000000	6.3972	0.1522	0.3108	0.2220	0.1984	0.2688	5.2148E-4	8.537	22.091	194.390
71000000	6.3781	5.7274E-2	0.3021	0.2237	0.2025	0.2717	4.9066E-4	8.451	23.908	203.667
72000000	6.7567	0.1313	0.3021	0.2231	0.2034	0.2714	5.3961E-4	70.181	20.388	187.298
73000000	6.2429	0.1648	0.3096	0.2161	0.2029	0.2714	5.472E-4	13.696	20.861	198.222
74000000	7.5582	0.1316	0.3098	0.2240	0.2052	0.2611	5.1991E-4	239.143	20.347	189.432
75000000	7.2747	0.1363	0.3078	0.2185	0.2006	0.2731	5.2211E-4	23.518	22.545	200.513
76000000	6.8653	0.1385	0.3082	0.2279	0.1960	0.2679	5.7091E-4	50.697	21.418	193.360
77000000	6.8998	0.1701	0.3093	0.2190	0.2048	0.2669	5.3926E-4	101.308	20.254	184.460
78000000	6.7065	4.2352E-2	0.3076	0.2220	0.2000	0.2704	5.0211E-4	1136.110	22.604	205.774
79000000	7.2277	0.1374	0.3109	0.2158	0.2029	0.2705	4.9163E-4	157.365	24.003	211.484
80000000	6.8240	0.1761	0.3041	0.2202	0.2078	0.2679	5.2838E-4	858.080	20.639	199.407
81000000	7.1238	0.1518	0.3042	0.2190	0.2030	0.2738	5.1416E-4	26.150	19.946	201.319
82000000	7.0908	9.0771E-2	0.3020	0.2302	0.1993	0.2686	5.3752E-4	6.470	21.642	198.127
83000000	6.9373	0.1961	0.3091	0.2223	0.1990	0.2695	4.7136E-4	5.197	22.293	211.145
84000000	6.4050	0.1328	0.3103	0.2255	0.1980	0.2662	5.2434E-4	13.027	20.581	195.278
85000000	7.3455	0.1283	0.3049	0.2248	0.2024	0.2679	5.3782E-4	11.852	22.177	194.713
86000000	6.5368	0.1287	0.3105	0.2186	0.1987	0.2722	5.2185E-4	16.739	20.976	192.199
87000000	6.9267	0.1247	0.3055	0.2245	0.2030	0.2670	6.0605E-4	15.433	16.954	170.495
88000000	6.7272	0.1396	0.3050	0.2184	0.2041	0.2725	5.3429E-4	47.754	20.781	192.073
89000000	6.9884	0.1647	0.3076	0.2209	0.2021	0.2694	5.1629E-4	268.766	21.874	196.433
90000000	7.1416	0.2194	0.3050	0.2207	0.2054	0.2690	5.4606E-4	65.884	22.180	197.678
91000000	6.8763	0.1413	0.3079	0.2250	0.2005	0.2666	5.4009E-4	108.929	23.215	206.234
92000000	6.8659	0.1454	0.3074	0.2223	0.2023	0.2681	5.5361E-4	58.064	22.428	196.061
93000000	6.3896	0.1540	0.3090	0.2263	0.1965	0.2681	5.0655E-4	376.228	20.788	200.592
94000000	6.9546	0.1133	0.3088	0.2232	0.2015	0.2665	5.3624E-4	2.323	23.167	190.064
95000000	7.2003	9.9591E-2	0.3054	0.2261	0.1976	0.2709	5.3523E-4	224.648	21.989	198.652
96000000	6.5801	0.1084	0.3116	0.2188	0.1971	0.2725	5.573E-4	17.038	20.381	190.209
97000000	7.4692	0.1237	0.3053	0.2221	0.2035	0.2691	5.0677E-4	3.391	23.787	210.687
98000000	7.3151	0.1156	0.3113	0.2176	0.2009	0.2702	5.4279E-4	85.478	22.768	203.580
99000000	7.2680	0.1889	0.3026	0.2204	0.2032	0.2739	5.5579E-4	789.262	19.884	188.305
100000000	6.3118	0.1905	0.3124	0.2171	0.1984	0.2721	5.0883E-4	28.920	23.324	208.044
101000000	6.8812	0.1418	0.3092	0.2188	0.2015	0.2704	5.3523E-4	35.441	20.274	189.472
102000000	6.7861	0.1720	0.3090	0.2211	0.1980	0.2718	4.9771E-4	26.980	21.973	209.574
103000000	5.7402	0.1225	0.3091	0.2119	0.2080	0.2710	5.3833E-4	4.230	20.144	194.582
104000000	6.5640	0.1414	0.3086	0.2193	0.2028	0.2694	4.9412E-4	12.272	22.669	211.493
105000000	6.5972	0.1797	0.3129	0.2204	0.1995	0.2673	5.6976E-4	7.519	19.314	184.935
106000000	6.5535	0.1165	0.3090	0.2187	0.2000	0.2723	5.062E-4	18.585	24.807	212.953
107000000	6.9565	0.1402	0.3125	0.2206	0.1950	0.2719	5.0274E-4	10.049	23.312	207.432
108000000	7.3379	0.1030	0.3100	0.2209	0.1990	0.2701	5.4519E-4	5.206	20.362	187.900
109000000	6.5523	0.1639	0.3094	0.2176	0.2025	0.2706	5.314E-4	34.042	20.065	195.685
110000000	6.8227	0.1471	0.3047	0.2202	0.2002	0.2749	5.6169E-4	722.903	20.602	186.520
111000000	6.7629	0.1932	0.3115	0.2163	0.2011	0.2710	5.6568E-4	1157.353	22.060	195.915
