state	kappa	alpha	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
1000000	6.3273	0.1266	0.3089	0.2238	0.1991	0.2682	5.4806E-4	122.181	20.653	190.536
2000000	6.7702	0.1367	0.3041	0.2231	0.1987	0.2741	5.1452E-4	12.637	20.483	199.678
3000000	7.2069	0.1358	0.3089	0.2225	0.1993	0.2694	5.4898E-4	2.789	21.867	194.511
4000000	6.9792	4.8761E-2	0.2997	0.2290	0.2021	0.2692	4.9374E-4	12.448	23.951	211.922
5000000	7.3878	0.1372	0.3119	0.2179	0.1980	0.2722	5.0211E-4	8.976	23.213	205.343
6000000	6.7917	3.6545E-2	0.3045	0.2175	0.2061	0.2718	5.2202E-4	10.132	20.493	202.415
7000000	6.5217	0.1067	0.3068	0.2234	0.2037	0.2661	5.0669E-4	119.761	23.559	202.113
8000000	6.5358	0.1452	0.3109	0.2171	0.2055	0.2665	5.4467E-4	38.586	21.943	194.241
9000000	6.5209	0.1543	0.3130	0.2230	0.1968	0.2673	5.7182E-4	3.645	20.820	193.907
10000000	6.7044	3.4608E-2	0.3089	0.2226	0.2007	0.2678	4.8064E-4	33.553	23.752	209.033
11000000	6.6372	0.1029	0.3090	0.2183	0.2050	0.2676	5.4404E-4	17.401	20.856	197.321
12000000	6.9277	0.1792	0.3065	0.2197	0.1994	0.2743	5.7061E-4	36.680	22.188	194.104
13000000	6.8150	0.1366	0.3118	0.2166	0.2009	0.2707	5.5158E-4	16.216	19.705	189.148
14000000	6.3159	0.1764	0.3051	0.2188	0.2017	0.2744	5.3471E-4	20.499	21.317	201.878
15000000	6.6008	9.0397E-2	0.3099	0.2208	0.2013	0.2680	5.505E-4	38.745	21.365	187.003
16000000	6.8379	0.1263	0.3143	0.2196	0.2002	0.2659	5.4931E-4	1105.706	21.525	191.695
17000000	6.8451	0.1293	0.3132	0.2202	0.1980	0.2687	5.1277E-4	13.044	21.170	198.987
18000000	7.0517	0.1270	0.3079	0.2215	0.2024	0.2683	5.1626E-4	173.520	23.427	202.932
19000000	6.2589	0.1407	0.3084	0.2177	0.2020	0.2719	5.2753E-4	28.090	20.691	191.954
20000000	6.2132	0.1006	0.2993	0.2259	0.1983	0.2764	5.3165E-4	16.986	22.498	197.200
21000000	6.8504	9.9799E-2	0.3088	0.2223	0.1982	0.2708	5.1855E-4	34.435	21.951	196.526
22000000	7.1099	0.1267	0.3109	0.2160	0.2014	0.2716	4.9142E-4	30.863	20.534	198.428
23000000	7.1424	0.1080	0.3029	0.2221	0.2052	0.2698	5.5886E-4	19.301	20.266	183.711
24000000	6.2947	0.1412	0.3150	0.2151	0.1989	0.2710	5.1204E-4	521.460	22.722	206.506
25000000	6.3495	0.1115	0.3056	0.2217	0.2007	0.2720	5.1764E-4	6.802	22.414	210.259
26000000	7.2780	0.1313	0.3097	0.2195	0.2008	0.2699	5.1683E-4	13.853	20.894	192.975
27000000	6.2711	0.1324	0.3021	0.2209	0.2003	0.2767	5.5275E-4	8.066	20.077	191.569
28000000	6.7102	0.1272	0.3061	0.2257	0.2014	0.2668	4.7536E-4	29.597	23.426	211.809
29000000	6.0795	0.1320	0.3029	0.2186	0.1998	0.2786	5.4783E-4	20.094	20.598	195.380
30000000	6.2356	0.1392	0.3077	0.2228	0.1994	0.2701	5.1082E-4	137.987	21.764	197.100
31000000	7.3674	0.1184	0.3147	0.2181	0.1936	0.2736	5.1896E-4	243.285	21.778	196.266
32000000	6.5364	0.1621	0.3067	0.2231	0.1981	0.2721	5.2833E-4	40.359	22.029	203.436
33000000	6.6141	0.1642	0.3125	0.2201	0.1985	0.2688	5.1109E-4	116.696	22.471	202.954
34000000	6.7555	0.1193	0.3127	0.2195	0.2023	0.2656	5.3385E-4	94.759	19.854	194.106
35000000	7.6182	0.1775	0.3065	0.2219	0.2004	0.2711	4.7901E-4	466.817	22.834	212.335
36000000	6.1653	0.1834	0.3106	0.2183	0.2016	0.2694	5.1118E-4	3.892	21.908	202.276
37000000	6.5240	9.0495E-2	0.3088	0.2262	0.1995	0.2656	5.3197E-4	26.912	20.512	189.629
38000000	6.8406	0.1212	0.3139	0.2181	0.1914	0.2766	4.8857E-4	18.657	23.209	204.167
39000000	7.3247	0.1556	0.3086	0.2195	0.2015	0.2704	5.3697E-4	14.650	20.676	189.748
40000000	6.4352	0.1554	0.3063	0.2160	0.2037	0.2740	5.6417E-4	19.124	21.476	193.057
41000000	7.2559	0.1578	0.3078	0.2193	0.1978	0.2752	5.3372E-4	2430.183	21.434	193.230
42000000	6.3014	6.4894E-2	0.3110	0.2210	0.2054	0.2626	4.8039E-4	15.286	24.895	215.221
43000000	6.6288	0.1266	0.3104	0.2138	0.2023	0.2735	4.9452E-4	13.787	23.477	205.081
44000000	6.5263	0.1929	0.3111	0.2164	0.2070	0.2655	5.2477E-4	1.586	21.430	197.128
45000000	6.8043	0.1161	0.3115	0.2121	0.2033	0.2731	5.1042E-4	28.534	22.491	206.757
46000000	6.1591	0.1189	0.3076	0.2211	0.1996	0.2716	5.8452E-4	0.957	20.750	186.764
47000000	7.0245	0.1460	0.3116	0.2224	0.2026	0.2634	5.6299E-4	12.798	21.024	192.092
48000000	6.5484	0.1588	0.3100	0.2245	0.1968	0.2687	5.5431E-4	62.767	21.626	187.875
49000000	6.7410	0.1507	0.3154	0.2196	0.1967	0.2683	5.2318E-4	8.134	22.685	206.677
50000000	6.9400	0.1377	0.3086	0.2140	0.2045	0.2729	5.103E-4	67.971	20.825	188.227
51000000	7.0292	0.1386	0.3098	0.2202	0.1962	0.2738	5.2574E-4	58.483	20.703	196.694
52000000	6.8635	0.1486	0.3087	0.2172	0.2002	0.2739	5.4295E-4	8.873	19.975	191.624
