state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1158	2.4982	0.1923	7.3792E-2	3.0560	6.3916E-2	0.3793	0.2979	0.2041	0.2227	0.2754	7.8932E-4	9.3457E-5	7.7167E-4	0.1183	-2.4135E-2	15.790	1197.837	22582.274
2000000	0.1089	2.5695	0.1872	7.3029E-2	2.9900	7.1395E-2	0.3863	0.2936	0.2081	0.2190	0.2793	8.0058E-4	1.1211E-4	8.0182E-4	0.1377	-5.3203E-2	15.484	1105.273	21818.850
3000000	0.1130	2.5073	0.1915	7.6021E-2	3.0455	6.6661E-2	0.3849	0.2983	0.2056	0.2205	0.2757	7.8901E-4	1.0214E-4	7.8835E-4	0.1286	-1.4456E-2	3.772	1085.671	21980.409
4000000	0.1164	2.4717	0.1913	6.697E-2	3.0817	7.1907E-2	0.3824	0.2976	0.2028	0.2262	0.2734	7.5716E-4	1.2122E-4	7.5371E-4	0.1455	8.5341E-2	9.819	1212.534	22940.494
5000000	0.1088	2.5010	0.1931	7.7136E-2	3.0498	7.0109E-2	0.3826	0.2988	0.2055	0.2221	0.2736	7.1289E-4	9.1617E-5	7.1198E-4	0.1213	-2.7598E-2	17.088	1192.040	24225.666
6000000	0.1116	2.4968	0.1860	7.6456E-2	3.0616	6.7646E-2	0.3855	0.3024	0.2016	0.2219	0.2741	7.937E-4	9.3544E-5	7.8275E-4	0.1200	-2.0179E-2	18.451	1105.083	21827.157
7000000	0.1048	2.4905	0.1868	7.3083E-2	3.0748	7.0079E-2	0.3823	0.3023	0.2031	0.2195	0.2750	7.7912E-4	1.0489E-4	7.6646E-4	0.1293	2.1167E-2	15.861	1244.297	22792.703
8000000	0.1115	2.5465	0.1886	7.2053E-2	3.0125	6.8832E-2	0.3761	0.2960	0.2057	0.2193	0.2791	7.5029E-4	9.592E-5	7.4762E-4	0.1251	1.3057E-2	13.209	1161.049	23177.876
9000000	0.1115	2.5444	0.1953	7.2184E-2	3.0090	6.7667E-2	0.3792	0.2966	0.2073	0.2175	0.2786	7.425E-4	8.9654E-5	7.3013E-4	0.1204	3.6393E-3	11.850	1249.619	23691.210
10000000	0.1115	2.4895	0.1893	7.4907E-2	3.0659	6.8888E-2	0.3871	0.2997	0.2050	0.2215	0.2737	7.9341E-4	9.0011E-5	7.9944E-4	0.1102	4.1691E-2	26.984	1122.794	21823.313
11000000	0.1110	2.5045	0.1944	7.2078E-2	3.0496	6.8506E-2	0.3812	0.2967	0.2048	0.2225	0.2759	7.4344E-4	1.0141E-4	7.4603E-4	0.1372	-2.497E-3	7.722	1133.162	23231.831
12000000	0.1118	2.5370	0.1937	6.5187E-2	3.0237	6.8614E-2	0.3930	0.2969	0.2055	0.2213	0.2763	7.9229E-4	9.78E-5	7.7824E-4	0.1167	-4.124E-2	8.479	1150.949	22431.225
13000000	0.1098	2.5034	0.1911	7.2051E-2	3.0552	6.8415E-2	0.3823	0.2975	0.2073	0.2200	0.2752	7.9243E-4	1.0864E-4	7.9105E-4	0.1327	-3.0898E-2	32.556	1128.355	22014.157
14000000	0.1071	2.5453	0.1960	7.3098E-2	3.0078	7.0684E-2	0.3731	0.2935	0.2069	0.2198	0.2797	7.6406E-4	9.5342E-5	7.6E-4	0.1229	5.0312E-2	20.131	1151.124	22544.708
15000000	0.1083	2.4699	0.1934	7.4858E-2	3.0853	6.82E-2	0.3766	0.2991	0.2030	0.2234	0.2745	7.5167E-4	1.0414E-4	7.5036E-4	0.1371	1.2838E-2	19.407	1158.598	23149.672
16000000	0.1106	2.5356	0.1885	7.7545E-2	3.0180	6.9774E-2	0.3812	0.2981	0.2058	0.2165	0.2796	7.4207E-4	9.3572E-5	7.375E-4	0.1265	-3.4305E-2	19.715	1175.094	23322.756
17000000	0.1114	2.5303	0.1920	7.1946E-2	3.0279	6.6431E-2	0.3736	0.2939	0.2059	0.2208	0.2795	7.3775E-4	1.0226E-4	7.3563E-4	0.1385	-9.5408E-3	13.202	1241.623	23244.077
18000000	0.1085	2.5464	0.1860	7.1074E-2	3.0206	6.7526E-2	0.3809	0.2984	0.2066	0.2177	0.2772	7.3072E-4	1.0934E-4	7.2473E-4	0.1465	-5.2704E-3	20.092	1205.098	23995.213
19000000	0.1097	2.4915	0.1956	7.9742E-2	3.0529	7.0589E-2	0.3835	0.2999	0.2036	0.2217	0.2749	8.0605E-4	1.1202E-4	7.9322E-4	0.1329	1.7578E-2	6.534	1145.420	21782.080
20000000	0.1110	2.5273	0.1885	7.6124E-2	3.0344	6.264E-2	0.3782	0.3000	0.2049	0.2191	0.2760	7.764E-4	1.0678E-4	7.7947E-4	0.1340	-3.5966E-3	10.478	1044.993	22066.348
21000000	0.1073	2.5548	0.1921	7.2358E-2	3.0073	6.6163E-2	0.3856	0.2959	0.2087	0.2176	0.2778	8.2684E-4	1.1158E-4	8.2538E-4	0.1288	-2.6274E-2	17.444	1020.148	21374.982
22000000	0.1069	2.5087	0.1869	7.4752E-2	3.0564	6.6328E-2	0.3841	0.2964	0.2049	0.2237	0.2750	7.7427E-4	1.1207E-4	7.8209E-4	0.1361	-2.776E-2	24.338	1121.895	22310.297
23000000	0.1109	2.5102	0.1895	7.1566E-2	3.0491	6.8745E-2	0.3872	0.2968	0.2051	0.2232	0.2749	7.8933E-4	1.0664E-4	7.9434E-4	0.1327	3.0824E-2	9.952	1117.517	22026.980
24000000	0.1093	2.5316	0.1934	7.8299E-2	3.0174	6.9971E-2	0.3848	0.2977	0.2061	0.2206	0.2755	7.72E-4	9.3647E-5	7.7292E-4	0.1243	-2.9281E-2	13.423	1087.711	22479.703
25000000	0.1101	2.5145	0.1940	7.6601E-2	3.0374	6.745E-2	0.3826	0.2990	0.2032	0.2208	0.2769	7.4129E-4	9.6131E-5	7.425E-4	0.1284	-1.5574E-2	18.019	1164.984	22973.577
26000000	0.1123	2.5114	0.1896	7.1947E-2	3.0448	6.9932E-2	0.3816	0.2966	0.2035	0.2240	0.2759	7.4533E-4	8.439E-5	7.3051E-4	0.1101	-1.3658E-2	18.363	1223.439	23773.072
27000000	0.1114	2.5058	0.1882	7.6935E-2	3.0496	6.8039E-2	0.3812	0.2987	0.2051	0.2194	0.2767	7.655E-4	9.566E-5	7.599E-4	0.1239	-2.186E-2	8.418	1187.782	22754.490
28000000	0.1120	2.5398	0.1859	7.9032E-2	3.0145	6.8679E-2	0.3841	0.2950	0.2053	0.2209	0.2789	8.2358E-4	1.1238E-4	8.2488E-4	0.1376	-3.0902E-2	6.691	1079.108	21246.224
29000000	0.1153	2.4946	0.1939	7.9908E-2	3.0502	6.5973E-2	0.3820	0.2977	0.2045	0.2230	0.2748	7.9042E-4	1.1183E-4	7.8307E-4	0.1357	-2.3846E-5	7.576	1115.160	22159.568
30000000	0.1112	2.5141	0.1893	7.169E-2	3.0444	6.9379E-2	0.3799	0.3004	0.2036	0.2209	0.2751	7.9246E-4	1.0291E-4	7.9915E-4	0.1268	2.5049E-2	42.183	1010.863	21599.122
31000000	0.1066	2.4950	0.1958	7.197E-2	3.0657	6.4987E-2	0.3758	0.2984	0.2033	0.2236	0.2747	7.8171E-4	1.21E-4	7.8632E-4	0.1493	-7.9114E-2	13.683	1096.012	22037.135
32000000	0.1107	2.5346	0.1918	7.0648E-2	3.0236	6.8667E-2	0.3776	0.2931	0.2063	0.2213	0.2793	7.9523E-4	1.0803E-4	7.9108E-4	0.1347	-1.0232E-2	11.159	1076.887	21682.542
