state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1095	2.4584	0.1840	7.4601E-2	3.1072	6.6305E-2	0.3775	0.3012	0.2012	0.2258	0.2718	7.7196E-4	7.0638E-5	7.6332E-4	0.0887	2.7868E-2	18.034	1157.586	22869.326
2000000	0.1113	2.5201	0.1912	7.3371E-2	3.0370	6.7102E-2	0.3897	0.2987	0.2026	0.2221	0.2766	7.9335E-4	7.9721E-5	7.9301E-4	0.0987	-4.2813E-3	5.108	1117.692	21882.420
3000000	0.1121	2.5152	0.1958	7.3429E-2	3.0324	7.1056E-2	0.3749	0.2953	0.2065	0.2225	0.2756	7.8126E-4	9.8011E-5	7.8419E-4	0.1220	-4.3716E-3	10.200	1032.224	21853.887
4000000	0.1095	2.4964	0.1932	7.4576E-2	3.0600	6.6343E-2	0.3861	0.3001	0.2042	0.2198	0.2759	7.6829E-4	7.756E-5	7.6366E-4	0.1038	-6.5415E-3	20.372	1174.277	22528.075
5000000	0.1160	2.5481	0.1843	7.7001E-2	3.0106	6.4017E-2	0.3842	0.2952	0.2062	0.2215	0.2771	7.6685E-4	7.6965E-5	7.6217E-4	0.1024	4.1499E-2	19.574	1196.599	23042.710
6000000	0.1075	2.5350	0.1886	7.1422E-2	3.0288	6.852E-2	0.3762	0.2957	0.2071	0.2175	0.2796	7.4671E-4	8.5651E-5	7.5421E-4	0.1126	-2.4535E-2	16.893	1158.232	22968.687
7000000	0.1095	2.4937	0.1911	7.7704E-2	3.0637	6.4336E-2	0.3857	0.2979	0.2044	0.2215	0.2762	7.7936E-4	8.395E-5	7.831E-4	0.1107	-1.0632E-2	15.214	1061.105	22210.216
8000000	0.1069	2.4926	0.1931	7.5057E-2	3.0669	6.5394E-2	0.3858	0.3001	0.2019	0.2226	0.2755	7.6112E-4	7.306E-5	7.535E-4	0.0950	-1.019E-3	10.454	1215.840	23126.899
9000000	0.1071	2.5148	0.1979	7.0349E-2	3.0452	6.455E-2	0.3876	0.2965	0.2051	0.2211	0.2773	8.1318E-4	8.7314E-5	8.1044E-4	0.1102	-4.0076E-2	12.208	1067.591	21560.476
10000000	0.1058	2.5389	0.1883	7.2752E-2	3.0259	6.8366E-2	0.3830	0.2936	0.2043	0.2199	0.2823	7.7413E-4	6.8657E-5	7.6872E-4	0.0886	5.5858E-2	9.209	1146.428	22421.808
11000000	0.1082	2.5071	0.1898	7.1657E-2	3.0617	6.1597E-2	0.3800	0.2987	0.2054	0.2213	0.2747	7.8502E-4	7.7658E-5	7.8631E-4	0.1006	-4.853E-2	10.235	1188.038	22125.951
12000000	0.1155	2.5105	0.1864	7.2051E-2	3.0478	6.7797E-2	0.3822	0.2995	0.2027	0.2213	0.2765	7.8865E-4	7.3123E-5	7.8494E-4	0.0950	-2.4418E-3	13.681	1095.705	22137.920
13000000	0.1066	2.5464	0.1898	7.26E-2	3.0171	6.7429E-2	0.3738	0.2975	0.2044	0.2217	0.2764	7.9955E-4	8.2287E-5	8.09E-4	0.1033	4.1386E-2	9.826	1064.083	21325.016
14000000	0.1111	2.5686	0.1900	7.8011E-2	2.9854	6.6953E-2	0.3744	0.2938	0.2084	0.2183	0.2795	8.1362E-4	7.5336E-5	8.0583E-4	0.0909	1.071E-2	13.570	1120.534	21388.919
15000000	0.1030	2.5666	0.1881	7.2764E-2	3.0022	6.7389E-2	0.3859	0.2966	0.2066	0.2187	0.2781	7.7508E-4	8.5867E-5	7.6152E-4	0.1111	-1.712E-2	8.462	1266.871	22891.116
16000000	0.1095	2.5081	0.1967	7.5627E-2	3.0422	6.7852E-2	0.3801	0.2964	0.2056	0.2220	0.2761	7.7436E-4	6.9534E-5	7.7317E-4	0.0907	-3.9607E-2	35.939	1068.082	22312.375
17000000	0.1113	2.4995	0.1924	7.0174E-2	3.0601	6.6556E-2	0.3854	0.2981	0.2056	0.2209	0.2754	7.9805E-4	8.15E-5	7.9245E-4	0.1019	-4.4186E-2	23.816	1123.121	21951.873
18000000	0.1144	2.5447	0.1865	6.9325E-2	3.0137	7.1329E-2	0.3824	0.2963	0.2048	0.2210	0.2779	8.0168E-4	8.2269E-5	7.9837E-4	0.1033	-8.1125E-4	17.882	1053.668	21597.563
19000000	0.1111	2.5314	0.1884	7.2374E-2	3.0297	6.6969E-2	0.3753	0.2959	0.2026	0.2237	0.2777	7.6069E-4	7.9577E-5	7.5245E-4	0.1007	-3.0674E-2	24.037	1180.017	22890.290
20000000	0.1106	2.5315	0.1894	7.0988E-2	3.0309	6.6576E-2	0.3835	0.2972	0.2055	0.2186	0.2788	7.7999E-4	9.7381E-5	7.7747E-4	0.1253	2.5413E-2	14.800	1185.874	22513.944
21000000	0.1079	2.5334	0.1890	7.3573E-2	3.0294	6.6826E-2	0.3757	0.2937	0.2058	0.2228	0.2777	7.4489E-4	7.9388E-5	7.3552E-4	0.1051	-3.3716E-2	10.842	1163.050	23671.292
22000000	0.1038	2.5196	0.1946	7.9166E-2	3.0327	7.0215E-2	0.3894	0.2984	0.2077	0.2188	0.2751	8.0803E-4	8.8233E-5	8.1543E-4	0.1086	-4.0566E-3	19.363	1017.511	21493.173
23000000	0.1027	2.4943	0.1893	7.6588E-2	3.0705	6.671E-2	0.3817	0.3009	0.2054	0.2215	0.2721	7.5503E-4	8.3285E-5	7.5244E-4	0.1062	4.6021E-3	18.876	1148.749	23192.776
24000000	0.1151	2.5126	0.1890	7.3172E-2	3.0397	7.0414E-2	0.3815	0.2956	0.2052	0.2227	0.2765	8.0282E-4	8.0622E-5	8.0832E-4	0.1042	-3.653E-2	12.974	1078.295	21492.713
25000000	0.1104	2.5269	0.1973	6.953E-2	3.0267	6.9148E-2	0.3805	0.2939	0.2087	0.2215	0.2759	7.8509E-4	6.9001E-5	7.8675E-4	0.0889	-3.8225E-2	4.122	1057.138	21904.899
26000000	0.1124	2.5807	0.1902	7.1438E-2	2.9788	6.6517E-2	0.3793	0.2933	0.2068	0.2205	0.2794	7.8962E-4	1.0017E-4	7.8789E-4	0.1239	-5.2125E-2	12.797	1178.628	21918.121
27000000	0.1129	2.5236	0.1874	7.4384E-2	3.0344	6.7347E-2	0.3938	0.2953	0.2046	0.2217	0.2784	7.7556E-4	7.8238E-5	7.7442E-4	0.1002	2.8279E-2	6.028	1306.478	22853.876
28000000	0.1126	2.5280	0.1946	7.2532E-2	3.0243	6.796E-2	0.3820	0.2966	0.2054	0.2219	0.2761	7.3908E-4	7.8935E-5	7.3754E-4	0.1069	-2.6959E-3	10.015	1220.515	23662.621
29000000	0.1102	2.5422	0.1955	7.1912E-2	3.0107	6.9442E-2	0.3756	0.2950	0.2069	0.2185	0.2796	7.644E-4	7.8226E-5	7.6303E-4	0.1012	-3.648E-2	10.737	1108.086	22448.521
30000000	0.1162	2.5064	0.1874	7.4568E-2	3.0473	6.8095E-2	0.3781	0.2996	0.2036	0.2181	0.2787	7.7742E-4	8.4044E-5	7.6783E-4	0.1114	-1.8767E-2	20.853	1275.610	22472.846
31000000	0.1084	2.5269	0.1868	7.5677E-2	3.0375	6.4667E-2	0.3831	0.2972	0.2069	0.2196	0.2763	8.1763E-4	8.7084E-5	8.2234E-4	0.1077	-1.0522E-2	27.837	1080.990	21404.978
32000000	0.1097	2.5093	0.1877	7.073E-2	3.0529	6.9603E-2	0.3830	0.2987	0.2041	0.2219	0.2753	8.0953E-4	7.6256E-5	8.0516E-4	0.0944	1.7007E-2	7.010	1071.536	21330.537
33000000	0.1079	2.5447	0.1880	7.2781E-2	3.0148	7.1825E-2	0.3790	0.2949	0.2082	0.2173	0.2796	7.6009E-4	7.8929E-5	7.5822E-4	0.0989	2.0055E-2	23.585	1176.074	22837.911
34000000	0.1121	2.5159	0.1883	7.1173E-2	3.0476	6.4993E-2	0.3831	0.2945	0.2064	0.2217	0.2774	7.8051E-4	8.2173E-5	7.8794E-4	0.1076	-3.6416E-2	38.718	1117.498	22080.276
35000000	0.1053	2.5165	0.1894	7.6936E-2	3.0453	6.6645E-2	0.3761	0.2972	0.2047	0.2192	0.2789	7.6963E-4	8.6409E-5	7.8184E-4	0.1093	-3.4741E-2	15.779	1045.781	22018.402
36000000	0.1076	2.4935	0.1891	7.5538E-2	3.0661	6.8137E-2	0.3793	0.2998	0.2032	0.2222	0.2748	7.6102E-4	8.4733E-5	7.4638E-4	0.1132	2.8802E-2	20.495	1152.899	23277.640
