state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1079	2.5386	0.1893	7.3942E-2	3.0247	6.556E-2	0.3839	0.2949	0.2055	0.2220	0.2776	7.7138E-4	9.3937E-5	7.7022E-4	0.1249	3.1272E-2	8.059	1101.675	22761.912
2000000	0.1129	2.5216	0.1871	7.3212E-2	3.0352	7.0075E-2	0.3841	0.2964	0.2068	0.2190	0.2779	7.5322E-4	9.3533E-5	7.5484E-4	0.1226	-1.492E-2	11.644	1223.502	23037.909
3000000	0.1088	2.4933	0.1933	7.1354E-2	3.0702	6.321E-2	0.3942	0.2979	0.2033	0.2235	0.2753	8.0013E-4	1.0783E-4	7.9221E-4	0.1318	-6.7485E-2	11.890	1151.974	22131.284
4000000	0.1081	2.4849	0.1927	7.3192E-2	3.0741	6.7031E-2	0.3816	0.2998	0.2037	0.2243	0.2723	7.6681E-4	1.0108E-4	7.6378E-4	0.1342	-2.245E-2	11.988	1127.709	22859.403
5000000	0.1099	2.5404	0.1955	7.1728E-2	3.0138	6.863E-2	0.3858	0.2980	0.2043	0.2223	0.2754	7.5349E-4	8.092E-5	7.5668E-4	0.1070	1.5202E-2	11.490	1084.677	22917.743
6000000	0.1083	2.5314	0.1894	7.8003E-2	3.0286	6.4308E-2	0.3829	0.2979	0.2056	0.2201	0.2765	7.7175E-4	1.0209E-4	7.6485E-4	0.1298	1.1038E-2	13.652	1095.338	22608.864
7000000	0.1080	2.5410	0.1830	7.3926E-2	3.0237	7.0386E-2	0.3769	0.2950	0.2051	0.2193	0.2806	8.0498E-4	9.7743E-5	8.0706E-4	0.1192	-1.7174E-2	7.587	1078.049	21642.635
8000000	0.1104	2.5094	0.1928	7.5132E-2	3.0418	7.0468E-2	0.3743	0.2953	0.2037	0.2226	0.2784	7.5267E-4	9.0125E-5	7.4501E-4	0.1179	-1.1907E-2	20.280	1176.894	23244.208
9000000	0.1125	2.5566	0.1973	7.0531E-2	2.9946	6.8441E-2	0.3838	0.2986	0.2052	0.2176	0.2786	7.4296E-4	1.0791E-4	7.3251E-4	0.1418	-1.527E-2	16.614	1269.092	23566.202
10000000	0.1137	2.5288	0.1883	7.9499E-2	3.0211	6.8739E-2	0.3768	0.2956	0.2048	0.2181	0.2815	7.5839E-4	9.6819E-5	7.4202E-4	0.1286	-4.4101E-2	10.559	1153.425	23262.298
11000000	0.1099	2.4880	0.1895	7.0497E-2	3.0741	6.8081E-2	0.3816	0.2979	0.2064	0.2197	0.2760	7.4281E-4	9.8946E-5	7.4688E-4	0.1317	1.6707E-3	27.716	1104.029	23267.838
12000000	0.1103	2.5357	0.1870	7.4067E-2	3.0238	6.9032E-2	0.3805	0.2963	0.2065	0.2193	0.2779	8.0581E-4	1.051E-4	7.9439E-4	0.1278	4.9922E-3	7.541	1174.250	21838.267
