state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1104	2.5124	0.1879	7.3188E-2	3.0475	6.8692E-2	0.3819	0.2995	0.2036	0.2197	0.2772	7.2796E-4	7.9795E-5	7.3295E-4	0.1044	3.82E-3	17.411	1101.771	23462.875
2000000	0.1090	2.4932	0.1888	7.2207E-2	3.0688	6.8085E-2	0.3853	0.2984	0.2024	0.2250	0.2743	7.5612E-4	7.8544E-5	7.5632E-4	0.1072	-6.5825E-2	12.715	1136.246	22941.764
3000000	0.1098	2.5247	0.1947	7.3459E-2	3.0305	6.6867E-2	0.3819	0.2976	0.2054	0.2184	0.2785	7.7975E-4	8.9709E-5	7.7855E-4	0.1133	2.7029E-3	29.269	1078.789	22259.500
4000000	0.1100	2.5557	0.1934	7.3605E-2	3.0017	6.5656E-2	0.3824	0.2926	0.2072	0.2189	0.2812	7.8418E-4	8.0131E-5	7.7633E-4	0.1020	2.1185E-2	26.867	1131.478	22290.545
5000000	0.1112	2.5463	0.1905	7.6118E-2	3.0102	6.5669E-2	0.3785	0.2931	0.2085	0.2186	0.2799	7.6813E-4	9.755E-5	7.5903E-4	0.1268	-1.3352E-2	7.352	1165.240	22842.398
6000000	0.1089	2.5443	0.1971	6.9228E-2	3.0178	6.2687E-2	0.3852	0.2919	0.2053	0.2221	0.2806	7.5622E-4	7.3885E-5	7.5271E-4	0.0975	-2.9541E-2	12.224	1111.824	23128.553
7000000	0.1021	2.4723	0.1928	7.2167E-2	3.0884	7.2239E-2	0.3815	0.3023	0.2020	0.2241	0.2716	7.6819E-4	9.8874E-5	7.6389E-4	0.1302	-1.3694E-2	8.335	1153.965	22672.612
8000000	0.1116	2.5354	0.1909	7.7377E-2	3.0195	6.5261E-2	0.3776	0.2953	0.2036	0.2229	0.2782	7.9641E-4	9.4261E-5	7.8856E-4	0.1221	-4.4451E-3	19.151	1080.605	21817.049
9000000	0.1133	2.4994	0.1838	7.0322E-2	3.0672	6.6019E-2	0.3804	0.3006	0.2018	0.2241	0.2736	8.0331E-4	9.1276E-5	8.1641E-4	0.1110	1.4719E-2	28.570	977.543	21467.897
10000000	0.1084	2.4876	0.1906	7.8234E-2	3.0653	6.9913E-2	0.3841	0.2995	0.2053	0.2229	0.2723	7.5746E-4	7.7239E-5	7.649E-4	0.0998	5.0336E-3	34.682	1171.856	22611.606
11000000	0.1105	2.5044	0.1906	7.1434E-2	3.0560	6.704E-2	0.3892	0.2989	0.2060	0.2186	0.2765	7.4863E-4	7.6051E-5	7.4523E-4	0.1064	2.6899E-2	8.864	1278.296	23492.633
12000000	0.1091	2.5383	0.1949	7.3957E-2	3.0177	6.6173E-2	0.3828	0.2974	0.2047	0.2202	0.2776	7.5763E-4	8.0105E-5	7.6719E-4	0.1060	-1.3677E-2	12.336	1074.526	22778.466
13000000	0.1063	2.5278	0.1997	7.8843E-2	3.0218	6.5674E-2	0.3812	0.2952	0.2069	0.2205	0.2774	7.6224E-4	9.0957E-5	7.5979E-4	0.1177	4.591E-4	9.261	1182.990	22524.104
14000000	0.1125	2.5345	0.1939	7.6584E-2	3.0185	6.4039E-2	0.3853	0.2968	0.2061	0.2187	0.2784	8.0568E-4	9.5049E-5	8.1515E-4	0.1163	-9.0565E-3	19.691	1108.259	21460.989
15000000	0.1139	2.5011	0.1922	7.1836E-2	3.0547	6.6262E-2	0.3673	0.2998	0.1991	0.2257	0.2754	7.8764E-4	8.4695E-5	7.8791E-4	0.1071	5.4662E-3	8.490	1094.348	21956.283
