state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1053	2.5307	0.1972	7.1001E-2	3.0308	6.514E-2	0.3815	0.2966	0.2069	0.2205	0.2760	7.7428E-4	8.0342E-5	7.84E-4	0.1003	1.6113E-2	11.700	1022.906	22094.534
2000000	0.1109	2.5167	0.1883	7.0781E-2	3.0454	6.7914E-2	0.3828	0.3006	0.2043	0.2219	0.2732	7.9138E-4	8.9321E-5	7.8414E-4	0.1174	-2.7578E-2	14.219	1152.540	22449.090
3000000	0.1126	2.4933	0.1879	7.3282E-2	3.0655	6.7393E-2	0.3825	0.3000	0.2029	0.2228	0.2743	7.7883E-4	8.4291E-5	7.8976E-4	0.1055	3.884E-2	9.774	1049.529	22039.402
4000000	0.1097	2.5334	0.1912	7.1926E-2	3.0260	6.7662E-2	0.3789	0.2929	0.2053	0.2231	0.2787	7.819E-4	9.4968E-5	7.9739E-4	0.1195	1.9955E-2	30.212	1024.880	21923.164
5000000	0.1140	2.5425	0.1885	6.9771E-2	3.0155	6.9825E-2	0.3837	0.2949	0.2083	0.2173	0.2795	8.13E-4	1.0021E-4	8.1479E-4	0.1244	-3.3884E-2	7.579	1095.379	21819.516
6000000	0.1128	2.5084	0.1929	6.7472E-2	3.0485	6.9805E-2	0.3841	0.2964	0.2038	0.2218	0.2781	7.6831E-4	8.3296E-5	7.6429E-4	0.1072	2.5551E-2	8.155	1237.192	22740.148
7000000	0.1073	2.5338	0.1995	7.6451E-2	3.0159	6.7004E-2	0.3879	0.2929	0.2088	0.2208	0.2775	7.8713E-4	8.2865E-5	7.8203E-4	0.1020	7.427E-3	8.609	1124.360	22347.284
8000000	0.1171	2.5114	0.1901	7.0172E-2	3.0419	6.9392E-2	0.3810	0.2974	0.2035	0.2246	0.2744	7.7185E-4	9.8888E-5	7.6471E-4	0.1305	1.3482E-2	10.042	1154.793	22695.299
9000000	0.1119	2.5640	0.1901	7.5438E-2	2.9911	6.736E-2	0.3804	0.2961	0.2076	0.2178	0.2784	7.6051E-4	8.5936E-5	7.5748E-4	0.1140	-5.464E-2	2.689	1093.769	22832.301
10000000	0.1140	2.4694	0.1890	7.4138E-2	3.0863	6.7207E-2	0.3772	0.2996	0.2017	0.2262	0.2725	7.5731E-4	8.377E-5	7.5546E-4	0.1102	1.624E-2	8.101	1121.851	22969.228
11000000	0.1098	2.5340	0.1866	7.0574E-2	3.0289	7.0128E-2	0.3896	0.3012	0.2040	0.2203	0.2745	8.1848E-4	8.5413E-5	8.1415E-4	0.1062	4.4725E-3	15.743	1072.874	21591.193
12000000	0.1105	2.4980	0.1901	7.2931E-2	3.0598	6.8744E-2	0.3830	0.2992	0.2033	0.2242	0.2733	7.9884E-4	1.0084E-4	8.1191E-4	0.1244	1.5087E-4	15.675	1056.330	21345.852
13000000	0.1115	2.5069	0.1856	7.5623E-2	3.0487	7.1686E-2	0.3860	0.2977	0.2046	0.2240	0.2736	7.7044E-4	7.5746E-5	7.879E-4	0.0983	-8.7887E-3	15.875	1060.737	22026.845
14000000	0.1103	2.5495	0.1876	6.9189E-2	3.0148	6.8575E-2	0.3845	0.2950	0.2090	0.2172	0.2788	7.9914E-4	8.5425E-5	8.1014E-4	0.1079	-5.8588E-2	29.193	1059.427	21630.034
15000000	0.1136	2.4546	0.1844	8.124E-2	3.0984	6.7704E-2	0.3799	0.3022	0.2016	0.2244	0.2718	8.1267E-4	9.7024E-5	8.0441E-4	0.1151	-1.0608E-2	33.958	1083.751	21561.798
16000000	0.1059	2.5145	0.1899	7.4469E-2	3.0483	6.6903E-2	0.3850	0.2997	0.2076	0.2204	0.2724	7.9413E-4	8.4437E-5	7.9411E-4	0.1035	1.5291E-2	9.479	1091.756	21819.591
