cp12.kappa	cp3.kappa	cp12.alpha	cp3.alpha	cp12.mu	cp3.mu	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	avian.rate	equine.rate	galliform1.rate	human1.rate	shorebird1.rate	swine1.rate	swine2.rate	swine3.rate	skygrid.precision	rootHeight	treeLength	tmrca(equine1)	tmrca(equine2)	tmrca(galliform1)	tmrca(human1)	tmrca(shorebird1)	tmrca(swine1)	tmrca(swine2)	tmrca(swine3)
coda_point_long	1.0000252380388	0.999996848142152	1.00004283392873	0.999987322771066	1.00002432235652	1.00002439077451	1.00006365632751	1.00003912394365	1.00011173446314	1.00006415517983	1.00025755751743	1.00019215606182	1.00006757733947	0.999944229002506	1.00003521107625	1.00000901617982	0.999997226023152	0.99998366282965	1.00000975033646	0.999992214441501	0.99997635157755	1.0001033215142	1.00081755920247	1.00006087777779	1.0000577069557	0.999971035457165	1.00006388683638	0.99997116422319	1.00000510350148	0.999969100684767	0.999989027406169	0.999993041958077	1.00000810812398
coda_upper_long	1.00017300267409	1.000065930867	1.00017226509221	1.00003678482119	1.0000540566839	1.00005414627835	1.00026654388626	1.00018707230299	1.0003711722795	1.00027601478378	1.0007530812773	1.00055075694237	1.00026517110815	0.999947044776599	1.00014451634488	1.00007656701146	1.00005078012096	0.999998817042207	1.00007958862603	1.00005868863965	1.00003598563802	1.00031557440944	1.00087515529664	1.00017852115229	1.00019473976377	1.00001468861631	1.00023279791593	0.999978301566174	1.00007441754383	1.00002207410901	1.00006084733562	1.00005970598945	1.00005850629506
coda_point_short	1.00082173252084	1.00007558779632	1.00000307899593	1.00011578984354	0.999897566431101	0.999898951067393	1.0001114374906	1.00019247188969	1.00011726039852	1.0002185914145	1.00009759328284	1.00015565295557	1.00017475881823	1.00013618063295	1.00011817327064	1.00009200353843	1.00007342627564	1.00024151830779	0.999969934513567	1.00007778877208	1.0006731331078	0.999933368272075	1.00299260740693	1.00056200277336	1.00059854630706	1.0005558025133	1.00000512618128	1.00027002738201	1.00017726187244	1.00032155863901	1.00053724736212	1.00064667140116	1.00003227758545
coda_upper_short	1.00234639225799	1.0005976841232	1.00015382126916	1.00074373163627	0.999934669354508	0.999936213382827	1.00057452056632	1.00091134948642	1.00060343493334	1.00063808386205	1.00024863850365	1.00055695894291	1.00077724435381	1.00064250768402	1.00063546763804	1.00063279053423	1.00055599775611	1.00102973476687	1.0002757615404	1.000328141763	1.00211653957556	1.0000748591978	1.00462535538582	1.00175518044182	1.00189262190235	1.00165252698604	1.00026774252941	1.00083804929956	1.00067616270962	1.0009247032878	1.00169624651152	1.00221245693943	1.00037066638804
coda_point_trunc	1.000418285819	1.00018979775701	0.999950175289843	1.00002584930862	0.999970105997024	0.999970160450693	1.0001557864055	1.0000861374092	1.00018793990826	1.00018668103216	1.00011023908958	1.00008922379913	1.00012786553779	1.00004481572534	1.00014207133678	1.00004245186826	0.999997839278476	1.00000336330904	0.999963878975392	1.00020307500296	1.00024024285362	1.00024018224934	1.0012216351467	1.00012135777976	1.000189937953	1.00046603147222	1.00000387700259	1.00007851842239	1.00003023256736	1.00014059134478	1.00011689583315	1.00040933616582	1.00012765792324
coda_upper_trunc	1.00110710859424	1.00062781096046	1.00010576322745	1.00027313222723	1.00016888417207	1.00016882125935	1.00051426149313	1.00043639463511	1.00063963244398	1.00060730860606	1.00037153029938	1.00037154637567	1.0005115913892	1.00031991978782	1.0005430644851	1.0003367158565	1.0002413929156	1.00024642859121	1.00015911731254	1.00060329969431	1.00073992612689	1.00073285750161	1.0016694004344	1.00048968399861	1.00063611390663	1.00119535396084	1.000223363755	1.000367973402	1.0002749308363	1.00048476989003	1.00046777540295	1.00108885940441	1.00048555610587
rstan_long	1.00008046126204	0.999984000092394	1.00007361486483	1.00002743250729	1.00011025912218	1.00010559796026	0.999995385991924	1.00001717542337	1.00013172486244	1.00006401279598	1.00011500913742	1.00010999824059	1.00006683555469	0.999995933536355	1.00008029540155	1.00005099360349	0.999943839486362	0.999998878743109	1.00001216941653	1.00003327772139	0.999967814088778	1.00016092012184	1.00009164993115	1.00003173245291	1.00004387566474	0.999940097701726	1.00008965409065	0.999988471752859	1.00001054897157	0.999933207667403	1.00003028552803	0.999992370281577	1.00006667898837
rstan_short	1.00024585598629	1.00017940206175	1.00009043435071	1.00016924983249	0.999853595859557	0.999860985240258	1.00061539525102	1.00004280859899	1.00026683582881	1.00023174664908	1.00015033289336	1.00011158160926	1.00041110670783	1.0000437352653	1.00024094032366	1.00008069950419	0.999962791579086	1.00017308192364	1.00027762263559	0.999968742359202	1.00040472904451	0.999980890384071	1.00012382374239	1.00021298708075	1.00031255343829	1.0000878954104	0.999930441291264	0.999955110431943	1.00007721275108	1.00025721584028	1.00018449423494	1.00042945547469	1.0003289190205
rstan_trunc	1.00020061259572	1.00022553626962	1.00003995098871	1.00028128539032	0.999907969260591	0.99991052951822	1.00040609851761	1.00004921733667	1.00020722778578	1.00017185174863	1.00016878380602	1.00024521734452	1.00035483112765	1.00017780253794	1.00027862784221	1.00003147105071	0.999851119792568	1.00023345383535	1.00013189646603	0.999995430223667	1.0002082623895	1.00021365509904	1.00005179081789	1.00003146988531	1.00012528063192	1.00019780856589	0.999915807598445	0.999934205790217	1.00022737696905	1.00025027027628	1.00002318244543	1.00059085584657	1.00003855004359
