state	posterior	prior	likelihood	coalescent
1000000	-48015.218	-8144.711	-39870.507	-8133.838
2000000	-47946.821	-8032.515	-39914.307	-8021.749
3000000	-47893.512	-7982.358	-39911.154	-7971.495
4000000	-47975.312	-8136.181	-39839.131	-8125.446
5000000	-47927.199	-8090.561	-39836.637	-8079.642
6000000	-48046.961	-8135.939	-39911.021	-8125.035
7000000	-47924.172	-8131.226	-39792.946	-8120.231
8000000	-48004.415	-8134.937	-39869.479	-8123.702
9000000	-47981.945	-8148.823	-39833.122	-8137.949
10000000	-47976.911	-8096.822	-39880.090	-8085.983
11000000	-48041.561	-8179.656	-39861.906	-8168.996
12000000	-48079.326	-8240.671	-39838.655	-8229.725
13000000	-47887.390	-7962.994	-39924.396	-7952.327
14000000	-48027.866	-8222.380	-39805.486	-8211.807
15000000	-48022.695	-8159.709	-39862.986	-8148.649
16000000	-47945.470	-8118.746	-39826.723	-8107.681
17000000	-48002.535	-8184.226	-39818.309	-8173.395
18000000	-48037.586	-8222.434	-39815.151	-8211.456
19000000	-48025.712	-8227.851	-39797.861	-8216.937
20000000	-47873.038	-8101.709	-39771.330	-8090.898
21000000	-48025.409	-8153.108	-39872.301	-8142.008
22000000	-48037.587	-8263.571	-39774.015	-8252.750
23000000	-47893.172	-8145.277	-39747.895	-8134.444
24000000	-48073.628	-8298.547	-39775.081	-8287.591
25000000	-48075.940	-8207.954	-39867.985	-8197.143
26000000	-48074.630	-8299.889	-39774.741	-8288.855
27000000	-48051.864	-8197.683	-39854.181	-8186.808
28000000	-47940.528	-8082.783	-39857.745	-8072.100
29000000	-48076.147	-8230.245	-39845.902	-8219.289
30000000	-48068.247	-8251.117	-39817.130	-8240.279
31000000	-47968.495	-8132.110	-39836.384	-8121.278
32000000	-47964.500	-8191.333	-39773.167	-8180.382
33000000	-47934.776	-8145.972	-39788.804	-8134.956
34000000	-48008.684	-8296.559	-39712.125	-8285.879
35000000	-47962.881	-8145.531	-39817.350	-8134.370
36000000	-47958.580	-8131.599	-39826.981	-8120.745
37000000	-47933.230	-8167.113	-39766.117	-8156.069
38000000	-48024.949	-8203.459	-39821.490	-8192.618
39000000	-48026.159	-8257.032	-39769.127	-8246.206
40000000	-48071.656	-8268.157	-39803.499	-8257.286
41000000	-48083.186	-8284.325	-39798.861	-8273.346
42000000	-47925.062	-8092.936	-39832.126	-8081.949
43000000	-48012.401	-8132.817	-39879.584	-8121.872
44000000	-48007.641	-8164.237	-39843.404	-8153.189
45000000	-47936.961	-8176.316	-39760.646	-8165.430
46000000	-47867.106	-8034.185	-39832.921	-8023.358
47000000	-48015.795	-8142.457	-39873.338	-8131.231
48000000	-48054.342	-8313.269	-39741.073	-8302.514
49000000	-47985.355	-8136.778	-39848.578	-8126.032
50000000	-47979.858	-8145.090	-39834.767	-8134.272
51000000	-47966.083	-8177.294	-39788.789	-8166.343
52000000	-47997.398	-8211.207	-39786.191	-8200.174
53000000	-47873.490	-8068.167	-39805.323	-8057.299
54000000	-48008.126	-8218.372	-39789.754	-8207.577
55000000	-48064.521	-8258.106	-39806.414	-8247.357
56000000	-48142.093	-8271.514	-39870.579	-8260.964
57000000	-48072.023	-8298.967	-39773.056	-8288.051
58000000	-47963.065	-8160.383	-39802.683	-8149.608
59000000	-47992.517	-8227.220	-39765.297	-8216.268
60000000	-48024.108	-8233.165	-39790.943	-8222.200
61000000	-47977.882	-8164.940	-39812.942	-8153.993
62000000	-47946.915	-8108.969	-39837.947	-8098.239
63000000	-48069.252	-8244.334	-39824.918	-8233.117
64000000	-47910.886	-8096.919	-39813.967	-8086.199
65000000	-47883.723	-8043.886	-39839.837	-8032.932
66000000	-48037.419	-8147.596	-39889.823	-8136.797
67000000	-47911.156	-8086.313	-39824.843	-8075.546
68000000	-47867.422	-8011.691	-39855.731	-8000.688
69000000	-47886.493	-8055.332	-39831.161	-8044.404
70000000	-48074.640	-8243.910	-39830.730	-8233.088
71000000	-48027.971	-8151.052	-39876.919	-8140.218
72000000	-48031.222	-8226.966	-39804.255	-8216.031
73000000	-47945.119	-8065.853	-39879.266	-8054.756
74000000	-47954.277	-8211.966	-39742.312	-8201.047
