state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	5.782	8.970	0.3884	0.1713	0.2193	0.2210	0.3411	0.2106	0.1862	0.2621	0.5961	1.8078	4.3736E-3	16.939	13.118	738.965
2000000	5.848	9.118	0.4156	0.1639	0.2124	0.2081	0.3420	0.1853	0.2011	0.2716	0.6162	1.7676	4.4202E-3	16.490	12.740	714.193
3000000	6.178	9.555	0.3994	0.1657	0.2041	0.2309	0.3666	0.1789	0.1719	0.2826	0.6306	1.7388	4.4047E-3	14.978	12.159	696.601
4000000	7.351	9.675	0.4045	0.1707	0.2049	0.2199	0.3418	0.1776	0.1944	0.2862	0.6240	1.7520	4.3625E-3	15.837	11.972	708.705
5000000	6.257	9.470	0.4064	0.1539	0.2200	0.2196	0.3543	0.1836	0.1704	0.2917	0.6417	1.7166	4.3308E-3	16.751	12.504	728.099
6000000	6.793	8.525	0.4018	0.1626	0.2089	0.2267	0.3748	0.1847	0.1760	0.2645	0.6141	1.7717	4.4613E-3	16.709	13.343	735.782
7000000	5.693	9.247	0.3950	0.1758	0.2043	0.2248	0.3434	0.1933	0.1821	0.2812	0.6223	1.7553	4.4804E-3	15.421	12.494	706.197
8000000	5.938	8.539	0.3921	0.1725	0.2189	0.2164	0.3684	0.1810	0.1834	0.2672	0.6308	1.7385	4.3243E-3	15.943	12.118	706.340
9000000	6.821	9.289	0.3814	0.1770	0.2101	0.2315	0.3480	0.1842	0.1782	0.2897	0.6293	1.7413	4.4624E-3	16.853	12.553	720.941
10000000	6.528	9.082	0.3789	0.1777	0.2142	0.2292	0.3560	0.1879	0.1774	0.2787	0.6091	1.7819	4.339E-3	16.495	12.686	718.824
11000000	6.978	8.755	0.3892	0.1670	0.2252	0.2185	0.3562	0.1756	0.1808	0.2875	0.6175	1.7651	4.4515E-3	16.007	12.576	723.642
12000000	6.096	8.945	0.3882	0.1603	0.2275	0.2240	0.3583	0.1872	0.1789	0.2756	0.6091	1.7819	4.3536E-3	16.848	12.325	727.393
13000000	6.920	8.880	0.4033	0.1603	0.2069	0.2295	0.3645	0.1892	0.1715	0.2748	0.6216	1.7567	4.5506E-3	15.792	12.511	697.256
14000000	6.681	8.633	0.3961	0.1682	0.2149	0.2208	0.3623	0.1798	0.1756	0.2823	0.6158	1.7683	4.2461E-3	16.727	12.420	728.607
15000000	6.542	9.658	0.3834	0.1705	0.2261	0.2200	0.3529	0.1813	0.1865	0.2793	0.6174	1.7653	4.5083E-3	15.154	12.775	703.566
16000000	7.037	9.676	0.3872	0.1786	0.2083	0.2259	0.3439	0.1935	0.1847	0.2779	0.6280	1.7439	4.4065E-3	16.222	12.260	717.677
17000000	6.973	9.108	0.3987	0.1771	0.2067	0.2175	0.3522	0.1962	0.1815	0.2701	0.6077	1.7846	4.4567E-3	15.788	12.062	700.812
18000000	6.194	8.375	0.3868	0.1623	0.2277	0.2233	0.3640	0.1870	0.1820	0.2670	0.6347	1.7306	4.3372E-3	16.873	12.735	734.422
19000000	6.775	9.413	0.3863	0.1729	0.2154	0.2254	0.3720	0.1855	0.1714	0.2711	0.6155	1.7690	4.2882E-3	16.655	12.157	735.550
20000000	6.196	8.590	0.3945	0.1678	0.2117	0.2261	0.3644	0.1833	0.1806	0.2716	0.6415	1.7170	4.232E-3	16.765	12.472	728.833
21000000	6.390	9.682	0.3869	0.1664	0.2154	0.2313	0.3643	0.1844	0.1772	0.2741	0.6279	1.7442	4.474E-3	15.683	12.465	701.714
22000000	6.155	9.819	0.3929	0.1789	0.2171	0.2110	0.3551	0.1875	0.1858	0.2716	0.6182	1.7637	4.4925E-3	14.888	12.489	699.584
23000000	7.312	9.470	0.4009	0.1672	0.2137	0.2182	0.3534	0.1886	0.1774	0.2805	0.6338	1.7324	4.5392E-3	16.054	12.525	707.738
24000000	5.832	8.693	0.3889	0.1618	0.2194	0.2299	0.3563	0.1824	0.1880	0.2733	0.5976	1.8047	4.3767E-3	16.620	13.453	728.986
25000000	6.789	9.001	0.4029	0.1721	0.2166	0.2085	0.3541	0.1854	0.1830	0.2776	0.6287	1.7427	4.469E-3	14.618	12.087	689.109
26000000	6.421	9.174	0.3997	0.1667	0.2043	0.2293	0.3432	0.1865	0.1886	0.2817	0.6207	1.7586	4.491E-3	15.752	12.538	708.304
27000000	6.844	8.522	0.4027	0.1639	0.2137	0.2197	0.3496	0.1962	0.1786	0.2756	0.6225	1.7550	4.5611E-3	15.354	12.335	696.331
28000000	6.167	9.080	0.3940	0.1729	0.2090	0.2240	0.3654	0.1874	0.1833	0.2639	0.6138	1.7724	4.3527E-3	16.424	12.389	714.477
29000000	6.337	9.339	0.3865	0.1824	0.2127	0.2184	0.3612	0.1817	0.1775	0.2797	0.6562	1.6875	4.3165E-3	15.788	12.809	718.116
30000000	7.068	9.180	0.4051	0.1630	0.2016	0.2304	0.3552	0.1966	0.1808	0.2674	0.6398	1.7203	4.4457E-3	15.943	12.913	716.791
31000000	6.320	8.752	0.4110	0.1602	0.2041	0.2247	0.3445	0.1940	0.1839	0.2776	0.6053	1.7894	4.3685E-3	16.573	12.318	722.327
32000000	6.836	9.473	0.3847	0.1674	0.2293	0.2186	0.3445	0.1758	0.1896	0.2901	0.6306	1.7388	4.4881E-3	15.436	12.639	710.552
33000000	6.479	8.799	0.3768	0.1775	0.2306	0.2150	0.3486	0.2032	0.1794	0.2687	0.6239	1.7521	4.357E-3	17.195	12.755	739.479
34000000	6.414	9.581	0.3993	0.1649	0.2190	0.2169	0.3449	0.1943	0.1805	0.2802	0.6079	1.7842	4.3978E-3	15.792	12.880	720.407
35000000	6.080	9.309	0.3943	0.1693	0.2061	0.2303	0.3475	0.1922	0.1780	0.2824	0.6263	1.7473	4.5331E-3	16.020	11.993	705.507
36000000	5.979	10.698	0.3965	0.1524	0.2208	0.2304	0.3498	0.1781	0.1802	0.2919	0.6165	1.7670	4.3148E-3	17.084	12.935	740.154
37000000	6.457	9.060	0.3802	0.1623	0.2139	0.2436	0.3575	0.1861	0.1779	0.2785	0.6096	1.7809	4.503E-3	16.066	12.415	705.671
38000000	6.488	9.026	0.3959	0.1800	0.1973	0.2268	0.3556	0.1946	0.1869	0.2629	0.6046	1.7907	4.3786E-3	15.712	12.057	709.642
39000000	6.387	8.710	0.3950	0.1688	0.2066	0.2296	0.3461	0.1841	0.1815	0.2883	0.6050	1.7899	4.3591E-3	17.150	12.485	728.964
40000000	5.612	8.589	0.3783	0.1712	0.2250	0.2256	0.3569	0.1931	0.1861	0.2639	0.6405	1.7190	4.7109E-3	15.155	12.213	700.780
41000000	5.993	8.621	0.4136	0.1531	0.2186	0.2147	0.3594	0.1942	0.1780	0.2684	0.6203	1.7594	4.6659E-3	15.473	12.049	695.246
42000000	6.576	8.458	0.3899	0.1601	0.2074	0.2425	0.3509	0.1894	0.1862	0.2735	0.6245	1.7511	4.5787E-3	15.592	12.517	697.589
43000000	6.441	8.766	0.4026	0.1714	0.2084	0.2176	0.3498	0.1902	0.1806	0.2793	0.6182	1.7637	4.3377E-3	16.614	12.837	735.733
44000000	6.366	8.348	0.4015	0.1668	0.2112	0.2205	0.3694	0.1806	0.1818	0.2681	0.6396	1.7207	4.5813E-3	15.656	12.445	699.625
45000000	6.065	9.383	0.3846	0.1621	0.2281	0.2252	0.3410	0.1858	0.1881	0.2850	0.6292	1.7416	4.5932E-3	16.227	12.948	714.335
46000000	6.545	9.774	0.4000	0.1803	0.2000	0.2196	0.3543	0.1872	0.1791	0.2793	0.6073	1.7854	4.4245E-3	15.063	11.967	693.875
47000000	6.025	8.342	0.4041	0.1598	0.2053	0.2307	0.3586	0.1983	0.1782	0.2649	0.6163	1.7674	4.2321E-3	16.826	12.652	728.788
48000000	6.999	8.656	0.3816	0.1801	0.2115	0.2268	0.3348	0.1955	0.1899	0.2797	0.6262	1.7476	4.274E-3	17.482	12.537	734.432
49000000	7.006	8.834	0.3952	0.1562	0.2191	0.2294	0.3450	0.1840	0.1851	0.2859	0.6238	1.7523	4.4384E-3	17.796	12.231	734.798
50000000	6.572	7.904	0.4033	0.1709	0.2046	0.2212	0.3586	0.1759	0.1873	0.2782	0.6214	1.7572	4.3135E-3	16.988	12.390	725.189
51000000	6.304	8.677	0.4011	0.1608	0.2203	0.2177	0.3513	0.1915	0.1915	0.2658	0.5929	1.8143	4.3787E-3	16.636	12.354	727.956
52000000	6.867	9.527	0.3851	0.1695	0.2079	0.2375	0.3597	0.1937	0.1710	0.2756	0.6253	1.7494	4.3327E-3	16.786	13.049	732.698
53000000	6.394	8.944	0.3963	0.1790	0.2164	0.2083	0.3443	0.1942	0.1802	0.2813	0.6276	1.7447	4.3218E-3	16.658	12.227	727.795
54000000	6.146	9.498	0.3852	0.1805	0.2057	0.2287	0.3576	0.2000	0.1734	0.2689	0.6247	1.7506	4.4448E-3	15.596	12.242	700.535
55000000	5.994	8.283	0.4026	0.1593	0.2176	0.2205	0.3587	0.1873	0.1778	0.2762	0.6180	1.7640	4.5436E-3	15.485	12.929	696.519
56000000	6.476	9.010	0.3930	0.1705	0.2221	0.2144	0.3518	0.1863	0.1843	0.2777	0.6245	1.7511	4.3146E-3	17.214	12.553	731.258
57000000	6.185	8.751	0.3965	0.1789	0.2136	0.2110	0.3442	0.1920	0.1825	0.2812	0.6129	1.7742	4.394E-3	16.771	12.442	722.733
58000000	6.171	8.569	0.3962	0.1671	0.2108	0.2258	0.3739	0.1876	0.1707	0.2678	0.6184	1.7632	4.2827E-3	17.001	12.413	729.217
59000000	7.176	8.204	0.3959	0.1594	0.2153	0.2294	0.3412	0.1993	0.1863	0.2732	0.6043	1.7914	4.4332E-3	16.951	12.334	721.463
60000000	5.940	8.699	0.3818	0.1707	0.2243	0.2232	0.3525	0.1858	0.1841	0.2776	0.6323	1.7354	4.4746E-3	16.325	12.572	718.285
61000000	6.603	8.637	0.3990	0.1730	0.2116	0.2164	0.3502	0.1878	0.1713	0.2907	0.6086	1.7828	4.5676E-3	15.950	12.575	710.367
62000000	6.294	8.756	0.4069	0.1613	0.2042	0.2277	0.3532	0.1887	0.1806	0.2776	0.6159	1.7682	4.3623E-3	16.002	12.611	712.228
63000000	6.652	8.563	0.4102	0.1615	0.2078	0.2204	0.3594	0.1869	0.1820	0.2717	0.6273	1.7455	4.3133E-3	16.095	12.472	716.262
64000000	6.923	9.745	0.3909	0.1675	0.2067	0.2349	0.3645	0.1866	0.1770	0.2720	0.6158	1.7684	4.4584E-3	15.523	12.229	709.877
65000000	6.056	9.167	0.3814	0.1690	0.2171	0.2325	0.3670	0.1890	0.1766	0.2673	0.6129	1.7743	4.4248E-3	16.136	13.125	714.295
66000000	6.146	9.294	0.3846	0.1686	0.2191	0.2277	0.3522	0.1913	0.1649	0.2916	0.6184	1.7631	4.3178E-3	17.053	12.681	725.889
67000000	6.659	8.386	0.3789	0.1763	0.2156	0.2293	0.3485	0.1774	0.1749	0.2993	0.6314	1.7372	4.5286E-3	15.759	12.050	708.952
68000000	6.233	8.071	0.3846	0.1714	0.2256	0.2184	0.3603	0.1833	0.1725	0.2839	0.6211	1.7577	4.4882E-3	16.356	12.547	718.307
69000000	6.357	8.957	0.4101	0.1790	0.2088	0.2020	0.3639	0.1770	0.1801	0.2790	0.6070	1.7861	4.234E-3	17.071	12.314	744.809
70000000	5.693	9.302	0.3909	0.1621	0.2177	0.2292	0.3578	0.1835	0.1757	0.2830	0.6253	1.7493	4.4322E-3	15.297	12.603	703.518
71000000	6.539	9.083	0.3808	0.1818	0.2233	0.2141	0.3646	0.1775	0.1783	0.2797	0.6337	1.7327	4.4206E-3	17.471	12.067	729.172
72000000	6.022	9.530	0.4041	0.1613	0.2191	0.2155	0.3510	0.1845	0.1825	0.2820	0.6096	1.7808	4.5841E-3	16.378	12.652	715.356
73000000	6.227	9.870	0.3984	0.1611	0.2069	0.2337	0.3495	0.1894	0.1819	0.2791	0.6178	1.7644	4.5961E-3	15.606	12.668	713.605
74000000	6.325	9.164	0.4025	0.1602	0.2128	0.2245	0.3618	0.1771	0.1725	0.2886	0.6110	1.7780	4.3254E-3	16.347	12.539	719.945
75000000	7.031	8.633	0.3952	0.1678	0.2082	0.2288	0.3420	0.1947	0.1925	0.2708	0.6272	1.7457	4.4621E-3	16.310	12.534	720.763
76000000	5.592	9.175	0.4058	0.1560	0.2217	0.2165	0.3442	0.1819	0.1853	0.2886	0.6253	1.7494	4.3792E-3	15.971	12.213	715.347
77000000	6.731	9.673	0.4052	0.1647	0.2108	0.2193	0.3599	0.1848	0.1851	0.2701	0.6296	1.7408	4.3382E-3	16.618	12.284	705.633
78000000	6.757	9.005	0.3887	0.1661	0.2311	0.2141	0.3458	0.1890	0.1741	0.2911	0.6354	1.7291	4.5598E-3	16.021	12.847	700.667
79000000	6.301	8.663	0.4086	0.1608	0.2116	0.2190	0.3500	0.1824	0.1845	0.2831	0.6140	1.7721	4.4098E-3	16.485	12.596	727.323
80000000	6.136	8.696	0.3861	0.1653	0.2155	0.2331	0.3530	0.1923	0.1777	0.2769	0.6186	1.7629	4.457E-3	16.380	12.217	719.655
81000000	6.119	9.151	0.3818	0.1807	0.2091	0.2285	0.3505	0.2056	0.1768	0.2671	0.6300	1.7399	4.2937E-3	16.248	12.610	726.761
82000000	6.341	9.469	0.4018	0.1714	0.2084	0.2184	0.3528	0.1858	0.1842	0.2772	0.5990	1.8020	4.3484E-3	16.827	12.304	727.272
83000000	6.821	9.811	0.4019	0.1658	0.2099	0.2224	0.3586	0.1847	0.1856	0.2710	0.6150	1.7700	4.5153E-3	15.636	12.345	705.222
84000000	6.056	8.928	0.3927	0.1795	0.2192	0.2086	0.3593	0.1795	0.1740	0.2871	0.6333	1.7335	4.4728E-3	15.554	12.200	701.464
85000000	6.076	8.615	0.3864	0.1851	0.2108	0.2178	0.3518	0.1909	0.1849	0.2724	0.6108	1.7784	4.3979E-3	16.426	12.663	720.164
86000000	6.484	9.412	0.3911	0.1712	0.2125	0.2252	0.3494	0.1936	0.1822	0.2747	0.6416	1.7168	4.3708E-3	16.391	12.157	726.757
87000000	5.956	9.132	0.4059	0.1493	0.2157	0.2291	0.3509	0.1966	0.1757	0.2768	0.6527	1.6946	4.3084E-3	16.631	12.625	729.981
88000000	6.309	8.337	0.3971	0.1599	0.2343	0.2086	0.3631	0.1894	0.1753	0.2722	0.6474	1.7051	4.388E-3	16.505	12.458	724.915
89000000	6.218	8.389	0.4062	0.1654	0.2088	0.2196	0.3572	0.1881	0.1842	0.2705	0.6318	1.7363	4.4951E-3	16.303	12.109	704.645
90000000	6.315	8.752	0.3929	0.1838	0.2132	0.2101	0.3602	0.1870	0.1771	0.2756	0.6386	1.7227	4.4294E-3	16.432	12.153	720.356
91000000	6.817	10.125	0.4031	0.1630	0.2241	0.2098	0.3520	0.1847	0.1762	0.2870	0.6243	1.7514	4.2481E-3	17.211	12.725	735.077
92000000	6.234	8.731	0.4093	0.1673	0.2117	0.2116	0.3523	0.1947	0.1811	0.2719	0.6157	1.7686	4.4049E-3	16.535	12.527	717.113
93000000	6.210	9.302	0.3987	0.1704	0.2073	0.2236	0.3551	0.1832	0.1841	0.2775	0.6359	1.7282	4.2599E-3	17.190	12.785	734.951
94000000	6.154	8.949	0.3801	0.1829	0.2143	0.2227	0.3589	0.1882	0.1740	0.2790	0.6158	1.7684	4.4707E-3	17.148	12.240	726.362
95000000	6.162	8.808	0.3847	0.1655	0.2241	0.2257	0.3603	0.1756	0.1859	0.2782	0.6094	1.7813	4.5314E-3	15.849	12.520	699.867
96000000	7.022	8.564	0.3765	0.1735	0.2240	0.2260	0.3432	0.1891	0.1800	0.2876	0.6323	1.7355	4.3275E-3	17.343	12.569	735.810
97000000	6.503	8.687	0.3961	0.1724	0.2098	0.2217	0.3453	0.1953	0.1868	0.2726	0.6240	1.7520	4.3968E-3	15.754	12.777	725.042
98000000	6.492	8.548	0.3971	0.1730	0.2116	0.2182	0.3529	0.1959	0.1862	0.2651	0.6229	1.7542	4.2995E-3	16.657	12.286	730.428
99000000	6.111	8.910	0.3989	0.1652	0.2207	0.2152	0.3514	0.1898	0.1862	0.2727	0.6091	1.7818	4.3855E-3	17.044	12.621	722.985
100000000	6.572	9.147	0.4030	0.1588	0.2101	0.2281	0.3569	0.1885	0.1732	0.2813	0.6107	1.7785	4.4151E-3	16.125	12.655	712.866
101000000	6.093	9.289	0.3981	0.1660	0.2155	0.2204	0.3542	0.1891	0.1722	0.2845	0.6353	1.7293	4.3622E-3	16.307	12.597	720.892
102000000	5.862	9.482	0.3813	0.1818	0.2090	0.2279	0.3476	0.2003	0.1938	0.2583	0.6122	1.7756	4.3854E-3	17.333	12.312	736.405
103000000	6.641	8.592	0.4007	0.1625	0.2145	0.2224	0.3398	0.1875	0.1872	0.2855	0.6281	1.7437	4.3106E-3	16.906	12.971	736.146
104000000	7.019	8.738	0.3886	0.1794	0.2125	0.2195	0.3449	0.1864	0.1845	0.2842	0.6089	1.7822	4.3986E-3	16.372	12.498	717.712
105000000	6.616	8.937	0.3996	0.1705	0.2205	0.2093	0.3543	0.1877	0.1732	0.2848	0.6184	1.7632	4.4861E-3	15.827	12.262	713.868
106000000	6.451	9.562	0.3939	0.1712	0.2193	0.2156	0.3481	0.1835	0.1862	0.2822	0.6083	1.7833	4.4072E-3	17.372	12.188	744.472
107000000	6.738	8.771	0.3973	0.1590	0.2268	0.2169	0.3528	0.1909	0.1775	0.2788	0.6302	1.7396	4.4965E-3	15.821	12.157	704.079
108000000	6.147	9.127	0.4007	0.1764	0.2092	0.2137	0.3448	0.1876	0.1764	0.2912	0.6042	1.7917	4.6297E-3	15.646	12.265	697.054
109000000	5.556	8.806	0.3869	0.1739	0.2185	0.2207	0.3603	0.1906	0.1770	0.2721	0.6264	1.7473	4.5028E-3	15.602	12.887	694.587
110000000	6.731	8.937	0.3939	0.1623	0.2197	0.2240	0.3300	0.2128	0.1829	0.2743	0.6125	1.7751	4.4399E-3	16.277	12.250	716.417
111000000	6.274	8.260	0.3907	0.1588	0.2117	0.2388	0.3555	0.1967	0.1672	0.2806	0.6299	1.7402	4.2838E-3	16.794	12.403	732.331
112000000	6.704	8.724	0.3821	0.1663	0.2145	0.2372	0.3508	0.1903	0.1748	0.2840	0.6299	1.7402	4.3456E-3	16.865	12.617	721.594
113000000	6.742	9.302	0.3889	0.1671	0.2116	0.2325	0.3485	0.1955	0.1742	0.2818	0.6314	1.7373	4.7044E-3	14.536	12.107	676.678
114000000	5.944	8.523	0.3924	0.1815	0.2147	0.2114	0.3547	0.1878	0.1786	0.2790	0.6177	1.7647	4.4147E-3	15.880	12.858	725.582
115000000	5.605	8.225	0.3928	0.1761	0.2124	0.2187	0.3535	0.1930	0.1851	0.2683	0.6396	1.7209	4.4698E-3	16.196	12.365	701.376
116000000	6.255	8.789	0.3964	0.1640	0.2118	0.2278	0.3417	0.1783	0.1885	0.2914	0.6165	1.7670	4.5829E-3	16.174	12.609	706.576
117000000	6.304	9.268	0.4046	0.1612	0.2065	0.2278	0.3504	0.1947	0.1809	0.2740	0.6322	1.7357	4.3724E-3	16.353	12.480	723.925
118000000	6.815	9.806	0.3982	0.1670	0.2167	0.2182	0.3556	0.1915	0.1738	0.2791	0.6275	1.7450	4.222E-3	17.323	12.521	750.674
119000000	6.843	8.909	0.3853	0.1654	0.2293	0.2201	0.3651	0.1790	0.1787	0.2772	0.6341	1.7318	4.6971E-3	14.977	12.602	685.290
120000000	6.512	8.924	0.3998	0.1590	0.2142	0.2271	0.3533	0.1861	0.1737	0.2870	0.6167	1.7667	4.6341E-3	15.350	12.438	689.359
121000000	6.278	9.068	0.3781	0.1764	0.2266	0.2188	0.3356	0.1862	0.1847	0.2935	0.6331	1.7339	4.3384E-3	16.578	12.851	716.448
122000000	7.047	9.160	0.4003	0.1713	0.2148	0.2137	0.3461	0.1966	0.1871	0.2703	0.6193	1.7614	4.3846E-3	16.794	12.682	724.713
123000000	6.511	8.590	0.3807	0.1660	0.2124	0.2409	0.3454	0.1846	0.1828	0.2872	0.6131	1.7739	4.4283E-3	15.771	12.302	709.515
124000000	6.179	9.167	0.3873	0.1622	0.2141	0.2364	0.3374	0.1962	0.1868	0.2796	0.6214	1.7571	4.4425E-3	15.487	12.277	715.494
125000000	6.034	9.801	0.3993	0.1736	0.2074	0.2198	0.3446	0.1809	0.1829	0.2915	0.6314	1.7372	4.7093E-3	14.945	12.075	685.002
126000000	6.375	9.067	0.4065	0.1678	0.2068	0.2189	0.3473	0.1975	0.1843	0.2709	0.5922	1.8157	4.5296E-3	16.223	12.223	706.932
127000000	6.582	9.597	0.3944	0.1566	0.2131	0.2359	0.3581	0.1857	0.1768	0.2794	0.6203	1.7594	4.4679E-3	16.097	12.473	720.216
128000000	7.318	9.069	0.3798	0.1752	0.2130	0.2320	0.3698	0.1754	0.1761	0.2786	0.6367	1.7266	4.4727E-3	16.051	12.219	698.011
129000000	6.483	8.826	0.3909	0.1742	0.2116	0.2233	0.3406	0.1921	0.1796	0.2877	0.6144	1.7713	4.4074E-3	16.888	12.209	722.595
130000000	6.463	9.295	0.3987	0.1636	0.2057	0.2320	0.3427	0.1938	0.1726	0.2909	0.6208	1.7584	4.3429E-3	16.101	12.247	715.747
131000000	6.204	9.081	0.3911	0.1655	0.2127	0.2307	0.3494	0.2008	0.1761	0.2738	0.6281	1.7437	4.4121E-3	16.879	12.614	721.164
132000000	6.256	9.199	0.4019	0.1602	0.2085	0.2293	0.3588	0.1901	0.1762	0.2748	0.6177	1.7646	4.336E-3	16.807	12.387	726.632
133000000	6.557	8.560	0.3879	0.1759	0.2082	0.2281	0.3490	0.2069	0.1824	0.2617	0.6132	1.7736	4.5575E-3	15.279	11.994	694.707
134000000	5.630	8.670	0.3979	0.1605	0.2172	0.2244	0.3702	0.1805	0.1896	0.2597	0.5902	1.8195	4.1792E-3	16.447	12.352	737.381
135000000	6.155	8.867	0.3886	0.1632	0.2115	0.2367	0.3375	0.1939	0.1886	0.2800	0.6303	1.7395	4.2751E-3	17.340	12.667	735.257
136000000	5.954	8.199	0.3887	0.1669	0.2224	0.2219	0.3485	0.1833	0.1797	0.2885	0.6255	1.7490	4.361E-3	15.584	12.083	705.814
137000000	5.997	9.193	0.4037	0.1628	0.2156	0.2179	0.3537	0.2030	0.1769	0.2664	0.6087	1.7826	4.2282E-3	17.192	12.475	736.195
138000000	6.369	8.490	0.3964	0.1734	0.2040	0.2262	0.3619	0.1834	0.1783	0.2764	0.6147	1.7707	4.3164E-3	16.710	12.903	716.451
139000000	5.643	9.135	0.3909	0.1641	0.2260	0.2189	0.3486	0.1808	0.1877	0.2829	0.6443	1.7113	4.2869E-3	17.039	13.066	730.932
140000000	6.867	9.330	0.3985	0.1625	0.2202	0.2188	0.3485	0.1935	0.1835	0.2744	0.6316	1.7368	4.4258E-3	16.310	12.583	711.117
141000000	5.696	8.442	0.3887	0.1717	0.2206	0.2190	0.3503	0.1789	0.1793	0.2915	0.6205	1.7590	4.429E-3	15.907	12.070	711.812
142000000	6.383	8.535	0.4033	0.1637	0.2128	0.2202	0.3592	0.1856	0.1744	0.2808	0.6246	1.7508	4.309E-3	16.141	12.059	716.972
143000000	6.182	9.297	0.4053	0.1615	0.2019	0.2313	0.3473	0.1959	0.1882	0.2686	0.6174	1.7651	4.3522E-3	17.162	12.572	734.129
144000000	6.587	9.782	0.3875	0.1736	0.2209	0.2179	0.3447	0.2013	0.1911	0.2629	0.6085	1.7829	4.4907E-3	15.675	12.941	716.210
145000000	6.490	8.816	0.3973	0.1700	0.2040	0.2287	0.3676	0.1920	0.1766	0.2638	0.6266	1.7467	4.1475E-3	17.331	12.758	745.016
146000000	6.977	9.246	0.3875	0.1830	0.2085	0.2210	0.3433	0.1838	0.1854	0.2874	0.6308	1.7384	4.552E-3	15.057	12.529	699.017
147000000	6.615	8.554	0.3907	0.1672	0.2125	0.2296	0.3488	0.1869	0.1795	0.2848	0.6227	1.7546	4.4828E-3	15.778	12.090	706.650
148000000	5.966	9.598	0.4076	0.1644	0.2193	0.2087	0.3412	0.1976	0.1875	0.2738	0.6418	1.7164	4.5836E-3	15.839	12.468	704.509
149000000	6.274	8.036	0.3861	0.1673	0.2254	0.2211	0.3439	0.1997	0.1823	0.2741	0.6332	1.7336	4.4031E-3	16.462	12.270	722.197
150000000	6.461	9.509	0.4108	0.1640	0.2081	0.2170	0.3451	0.1913	0.1815	0.2821	0.6294	1.7411	4.3213E-3	16.990	13.337	747.462
151000000	6.236	8.547	0.3997	0.1629	0.2166	0.2207	0.3534	0.1858	0.1844	0.2764	0.6197	1.7607	4.286E-3	17.093	12.345	731.720
152000000	6.051	9.206	0.4017	0.1804	0.2099	0.2080	0.3568	0.1874	0.1790	0.2767	0.6044	1.7912	4.4909E-3	16.401	12.749	706.296
153000000	6.076	9.085	0.4195	0.1635	0.2016	0.2153	0.3492	0.1813	0.1881	0.2815	0.6064	1.7871	4.4847E-3	15.557	12.419	709.069
154000000	6.622	9.855	0.3806	0.1702	0.2090	0.2402	0.3629	0.1864	0.1839	0.2668	0.6219	1.7562	4.603E-3	15.102	12.077	696.611
155000000	6.578	8.390	0.3833	0.1877	0.2049	0.2241	0.3627	0.1938	0.1848	0.2587	0.6094	1.7812	4.3918E-3	15.826	13.006	717.077
156000000	6.369	9.296	0.4117	0.1627	0.2056	0.2200	0.3578	0.2002	0.1800	0.2620	0.6250	1.7501	4.2525E-3	16.195	12.351	719.934
157000000	6.751	8.700	0.3977	0.1529	0.2167	0.2328	0.3659	0.1824	0.1834	0.2683	0.6323	1.7353	4.3894E-3	17.121	12.551	721.514
158000000	6.447	9.158	0.3873	0.1685	0.2236	0.2205	0.3701	0.1871	0.1731	0.2697	0.6251	1.7498	4.5568E-3	15.137	12.616	702.715
159000000	6.082	8.656	0.3916	0.1779	0.2055	0.2250	0.3637	0.1954	0.1767	0.2642	0.6368	1.7263	4.5074E-3	16.044	12.617	704.443
160000000	6.282	9.440	0.4097	0.1554	0.2070	0.2280	0.3634	0.1831	0.1746	0.2788	0.6296	1.7408	4.3778E-3	16.136	12.501	716.750
161000000	6.430	9.550	0.3986	0.1722	0.2116	0.2175	0.3493	0.1803	0.1858	0.2846	0.6277	1.7447	4.4219E-3	18.733	12.462	735.471
