state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	6.256	8.582	0.4227	0.1661	0.1950	0.2162	0.3438	0.1979	0.1776	0.2807	0.6202	1.7595	4.5355E-3	15.112	12.144	694.439
2000000	5.873	8.688	0.3931	0.1718	0.2058	0.2293	0.3548	0.1966	0.1842	0.2644	0.6193	1.7615	4.3537E-3	16.352	12.460	708.343
3000000	6.295	8.792	0.3941	0.1582	0.2206	0.2271	0.3421	0.1832	0.1884	0.2863	0.6113	1.7775	4.4345E-3	15.982	12.878	715.023
4000000	6.138	8.787	0.3892	0.1813	0.2186	0.2108	0.3533	0.1890	0.1915	0.2662	0.6109	1.7781	4.4755E-3	16.266	13.314	710.403
5000000	6.737	8.641	0.3940	0.1675	0.2188	0.2197	0.3507	0.1883	0.1908	0.2702	0.6366	1.7268	4.549E-3	15.328	12.407	705.114
6000000	6.652	8.715	0.3873	0.1625	0.2263	0.2239	0.3577	0.1941	0.1717	0.2765	0.6196	1.7609	4.4286E-3	16.184	12.984	713.016
7000000	6.296	9.178	0.4095	0.1614	0.2215	0.2076	0.3608	0.1815	0.1858	0.2720	0.6153	1.7694	4.5323E-3	15.851	12.163	690.393
8000000	5.955	9.219	0.3831	0.1697	0.2183	0.2289	0.3634	0.2017	0.1772	0.2578	0.6237	1.7525	4.5326E-3	15.892	12.764	713.711
9000000	6.149	9.230	0.4028	0.1721	0.2107	0.2143	0.3697	0.1884	0.1757	0.2662	0.6305	1.7390	4.4528E-3	15.481	12.592	703.065
10000000	6.279	7.963	0.3859	0.1757	0.2214	0.2170	0.3348	0.1940	0.1821	0.2892	0.6241	1.7518	4.5652E-3	14.792	12.241	697.987
11000000	6.539	8.660	0.3925	0.1724	0.2169	0.2182	0.3661	0.1761	0.1770	0.2808	0.6277	1.7447	4.3603E-3	15.525	12.433	705.185
12000000	7.139	8.236	0.3989	0.1645	0.2074	0.2292	0.3437	0.1949	0.1863	0.2750	0.6082	1.7836	4.4325E-3	16.504	12.323	722.959
13000000	6.041	8.450	0.3922	0.1682	0.2212	0.2184	0.3435	0.1918	0.1926	0.2721	0.5980	1.8040	4.5503E-3	16.036	12.611	711.963
14000000	5.908	8.229	0.3796	0.1649	0.2247	0.2307	0.3630	0.1856	0.1810	0.2704	0.6307	1.7386	4.2979E-3	16.444	12.740	729.189
15000000	6.430	9.625	0.3976	0.1753	0.2068	0.2202	0.3600	0.2043	0.1732	0.2624	0.6237	1.7526	4.3035E-3	16.499	12.055	716.263
16000000	6.221	9.034	0.3958	0.1734	0.2148	0.2160	0.3572	0.1864	0.1854	0.2710	0.6115	1.7770	4.6096E-3	15.491	12.694	693.603
17000000	6.063	9.181	0.3935	0.1699	0.2206	0.2160	0.3456	0.1962	0.1787	0.2795	0.6287	1.7425	4.4605E-3	15.872	12.858	703.885
18000000	6.200	9.590	0.3989	0.1695	0.2147	0.2168	0.3561	0.1883	0.1786	0.2770	0.6201	1.7597	4.4107E-3	16.494	12.270	714.566
19000000	6.482	8.241	0.4127	0.1593	0.1977	0.2304	0.3378	0.2055	0.1820	0.2747	0.6098	1.7804	4.3826E-3	15.119	12.679	696.559
20000000	7.183	8.532	0.3825	0.1778	0.2245	0.2151	0.3586	0.1929	0.1671	0.2814	0.6375	1.7249	4.5139E-3	15.472	12.422	699.773
21000000	6.234	9.438	0.3980	0.1797	0.2022	0.2201	0.3645	0.1843	0.1754	0.2758	0.6038	1.7923	4.5096E-3	15.934	12.794	697.872
22000000	6.606	9.326	0.3922	0.1650	0.2118	0.2311	0.3597	0.1957	0.1698	0.2748	0.6269	1.7463	4.5717E-3	15.092	12.126	693.781
23000000	6.167	8.459	0.3876	0.1646	0.2172	0.2306	0.3422	0.1941	0.1947	0.2690	0.6202	1.7596	4.5335E-3	16.034	12.455	720.809
24000000	6.864	8.736	0.3877	0.1817	0.2068	0.2237	0.3661	0.1860	0.1754	0.2724	0.6282	1.7437	4.471E-3	15.846	12.544	708.442
25000000	5.656	9.014	0.3893	0.1586	0.2323	0.2198	0.3573	0.1840	0.1749	0.2838	0.6121	1.7759	4.375E-3	16.534	12.683	724.383
26000000	7.010	8.753	0.3963	0.1652	0.2108	0.2277	0.3618	0.1929	0.1788	0.2664	0.6177	1.7646	4.5864E-3	16.577	12.491	723.432
27000000	6.038	8.748	0.3975	0.1643	0.2081	0.2301	0.3523	0.1961	0.1721	0.2795	0.6253	1.7493	4.486E-3	16.652	12.153	721.093
28000000	6.418	9.003	0.3814	0.1680	0.2042	0.2464	0.3442	0.1772	0.1758	0.3029	0.6257	1.7485	4.3032E-3	16.407	12.307	721.739
29000000	6.015	9.677	0.3825	0.1730	0.2082	0.2363	0.3486	0.1860	0.1727	0.2927	0.6239	1.7521	4.3873E-3	16.612	12.276	715.087
30000000	6.381	9.135	0.3955	0.1727	0.2140	0.2179	0.3569	0.1940	0.1759	0.2731	0.6062	1.7876	4.5566E-3	14.762	12.768	693.777
31000000	6.063	8.626	0.3844	0.1790	0.2201	0.2164	0.3389	0.1954	0.1831	0.2826	0.6150	1.7700	4.6149E-3	15.665	12.378	707.949
32000000	6.553	8.277	0.3941	0.1743	0.2025	0.2291	0.3707	0.1816	0.1765	0.2711	0.6193	1.7613	4.5629E-3	14.680	12.199	685.208
33000000	6.302	9.144	0.3986	0.1718	0.2107	0.2189	0.3565	0.1851	0.1791	0.2794	0.6035	1.7930	4.5571E-3	15.306	11.977	689.584
34000000	6.305	9.304	0.3903	0.1781	0.2187	0.2129	0.3432	0.1808	0.1942	0.2818	0.6379	1.7242	4.4413E-3	17.180	12.407	715.462
35000000	6.390	9.228	0.4077	0.1651	0.2169	0.2103	0.3536	0.1897	0.1841	0.2725	0.6329	1.7342	4.4779E-3	15.461	12.382	710.725
36000000	6.523	9.749	0.3924	0.1639	0.2127	0.2310	0.3487	0.1881	0.1836	0.2795	0.6287	1.7426	4.4804E-3	16.439	12.555	708.725
37000000	6.252	8.617	0.4070	0.1690	0.1998	0.2243	0.3615	0.1883	0.1760	0.2742	0.6124	1.7752	4.6298E-3	15.119	12.941	695.755
38000000	7.062	8.661	0.4025	0.1675	0.2011	0.2289	0.3675	0.1799	0.1740	0.2787	0.6128	1.7745	4.2664E-3	15.803	12.569	708.887
39000000	6.318	8.557	0.4005	0.1630	0.2130	0.2236	0.3792	0.1714	0.1806	0.2687	0.6256	1.7488	4.5421E-3	15.673	12.070	700.654
