state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	6.612	9.067	0.3886	0.1776	0.2102	0.2235	0.3549	0.1911	0.1745	0.2794	0.6299	1.7403	4.3292E-3	15.833	12.267	718.204
2000000	6.363	8.215	0.3859	0.1678	0.2010	0.2453	0.3579	0.1837	0.1765	0.2819	0.6258	1.7484	4.5378E-3	16.092	12.394	701.125
3000000	6.137	9.459	0.4034	0.1651	0.2048	0.2268	0.3713	0.1802	0.1754	0.2730	0.6179	1.7642	4.5592E-3	14.976	12.665	690.892
4000000	5.946	8.507	0.3973	0.1602	0.2172	0.2254	0.3392	0.1943	0.1786	0.2878	0.6217	1.7566	4.5071E-3	15.806	12.057	715.626
5000000	6.467	9.660	0.3891	0.1767	0.2140	0.2202	0.3398	0.1763	0.1836	0.3003	0.6316	1.7368	4.3541E-3	15.404	12.558	711.249
6000000	6.117	9.039	0.4027	0.1598	0.2164	0.2211	0.3487	0.1885	0.1788	0.2840	0.6260	1.7480	4.4856E-3	16.135	12.432	720.360
7000000	7.069	8.508	0.4019	0.1574	0.2128	0.2279	0.3482	0.1861	0.1936	0.2721	0.6120	1.7761	4.4529E-3	16.391	12.553	715.346
8000000	7.034	10.199	0.4014	0.1716	0.2096	0.2174	0.3701	0.1974	0.1667	0.2658	0.6210	1.7580	4.3556E-3	15.957	12.417	724.078
9000000	6.521	9.105	0.3877	0.1610	0.2192	0.2320	0.3564	0.1827	0.1701	0.2909	0.6206	1.7588	4.2661E-3	16.426	12.854	726.776
10000000	6.360	8.471	0.3909	0.1622	0.2159	0.2310	0.3659	0.1868	0.1790	0.2682	0.6300	1.7401	4.519E-3	16.212	12.267	708.747
11000000	5.861	8.233	0.3828	0.1616	0.2277	0.2279	0.3542	0.1936	0.1795	0.2726	0.6323	1.7355	4.4097E-3	16.970	12.510	718.663
12000000	6.240	9.126	0.3960	0.1584	0.2211	0.2245	0.3485	0.1862	0.1861	0.2792	0.6134	1.7732	4.3553E-3	16.948	12.747	734.696
13000000	6.270	7.557	0.3913	0.1764	0.2061	0.2262	0.3482	0.1878	0.1805	0.2834	0.6363	1.7275	4.742E-3	15.380	12.372	687.531
14000000	5.234	8.402	0.3946	0.1659	0.2171	0.2224	0.3597	0.1919	0.1740	0.2745	0.6126	1.7748	4.3645E-3	17.042	12.686	739.550
15000000	6.538	9.330	0.3894	0.1787	0.2170	0.2149	0.3557	0.1857	0.1796	0.2790	0.6325	1.7349	4.4844E-3	16.075	12.197	720.568
16000000	6.720	9.148	0.4051	0.1689	0.2123	0.2137	0.3600	0.1809	0.1811	0.2780	0.6256	1.7489	4.4474E-3	16.759	12.461	717.078
17000000	6.691	7.904	0.3992	0.1722	0.2075	0.2212	0.3526	0.1850	0.1806	0.2817	0.6155	1.7690	4.4895E-3	16.351	11.994	721.102
18000000	6.305	9.032	0.4048	0.1599	0.2084	0.2269	0.3786	0.1824	0.1805	0.2586	0.6017	1.7966	4.3815E-3	17.444	12.300	730.279
19000000	6.174	9.324	0.3862	0.1703	0.2241	0.2195	0.3505	0.2027	0.1840	0.2627	0.6079	1.7842	4.3292E-3	16.254	12.769	737.588
20000000	5.922	9.151	0.4015	0.1578	0.2129	0.2279	0.3671	0.1868	0.1824	0.2637	0.6119	1.7762	4.4375E-3	16.275	12.330	710.875
21000000	6.730	9.295	0.3849	0.1771	0.2071	0.2310	0.3614	0.1951	0.1791	0.2644	0.6185	1.7630	4.452E-3	16.304	12.464	724.370
22000000	5.918	8.871	0.3904	0.1740	0.2167	0.2188	0.3474	0.1887	0.1727	0.2911	0.6276	1.7448	4.2739E-3	17.904	12.413	740.067
23000000	6.654	8.610	0.3958	0.1765	0.2103	0.2174	0.3564	0.1842	0.1685	0.2910	0.6144	1.7712	4.3119E-3	16.607	13.210	719.994
24000000	6.724	8.560	0.3796	0.1590	0.2205	0.2409	0.3712	0.1906	0.1811	0.2571	0.6170	1.7661	4.2742E-3	17.313	12.747	749.779
25000000	6.403	8.549	0.4192	0.1546	0.2056	0.2206	0.3587	0.1769	0.1856	0.2789	0.6088	1.7825	4.3164E-3	16.744	12.477	730.741
26000000	6.609	9.321	0.3959	0.1690	0.2196	0.2155	0.3412	0.1915	0.1806	0.2868	0.6241	1.7518	4.2131E-3	17.620	12.392	746.949
27000000	6.350	8.712	0.4023	0.1770	0.2009	0.2198	0.3493	0.1991	0.1844	0.2672	0.6242	1.7516	4.3639E-3	17.293	12.495	722.935
28000000	5.901	9.013	0.4104	0.1641	0.2109	0.2146	0.3758	0.1818	0.1670	0.2754	0.6180	1.7640	4.374E-3	15.632	12.477	710.183
29000000	6.391	8.628	0.4001	0.1727	0.2120	0.2152	0.3637	0.1754	0.1793	0.2817	0.6207	1.7585	4.389E-3	17.753	12.538	733.647
30000000	5.865	9.149	0.4019	0.1696	0.2091	0.2194	0.3604	0.1715	0.1888	0.2794	0.6423	1.7153	4.3261E-3	16.863	12.116	737.600
31000000	6.108	9.198	0.3913	0.1793	0.2112	0.2182	0.3480	0.1922	0.1796	0.2802	0.6183	1.7633	4.3947E-3	16.237	12.005	711.818
32000000	6.257	9.025	0.4060	0.1579	0.2166	0.2195	0.3471	0.1967	0.1878	0.2684	0.6251	1.7499	4.4203E-3	16.830	12.531	727.407
33000000	6.265	9.345	0.3975	0.1741	0.2048	0.2236	0.3543	0.1779	0.1800	0.2878	0.6385	1.7230	4.4763E-3	16.414	12.616	721.859
34000000	6.240	8.448	0.3942	0.1617	0.2228	0.2213	0.3561	0.1755	0.1895	0.2788	0.6357	1.7287	4.1744E-3	16.799	12.574	744.035
35000000	6.550	9.684	0.3985	0.1676	0.2208	0.2131	0.3503	0.1928	0.1813	0.2756	0.6616	1.6768	4.5159E-3	16.303	12.616	718.384
36000000	5.851	9.382	0.3848	0.1688	0.2200	0.2264	0.3622	0.1886	0.1657	0.2835	0.6241	1.7517	4.4065E-3	16.526	12.137	718.088
37000000	6.523	9.236	0.4050	0.1563	0.2080	0.2308	0.3591	0.1871	0.1741	0.2796	0.6206	1.7589	4.4758E-3	16.319	12.050	720.143
38000000	6.239	8.721	0.4072	0.1847	0.1981	0.2100	0.3433	0.1883	0.1844	0.2840	0.6104	1.7791	4.3349E-3	17.245	11.978	727.872
39000000	6.144	8.773	0.4029	0.1699	0.2037	0.2235	0.3515	0.1814	0.1793	0.2879	0.6088	1.7824	4.3046E-3	17.097	12.553	736.856
40000000	6.005	9.105	0.3847	0.1723	0.2129	0.2302	0.3641	0.1993	0.1784	0.2582	0.6167	1.7667	4.3187E-3	17.123	12.351	736.930
