state	posterior	prior	likelihood	coalescent
1000000	-47927.382	-8098.491	-39828.891	-8087.440
2000000	-47906.071	-8115.948	-39790.123	-8105.169
3000000	-47812.899	-7949.046	-39863.852	-7937.999
4000000	-47858.870	-8034.939	-39823.930	-8024.295
5000000	-47900.534	-8075.282	-39825.252	-8064.370
6000000	-47930.630	-8132.871	-39797.759	-8122.046
7000000	-47938.860	-8065.829	-39873.031	-8055.061
8000000	-48005.684	-8152.555	-39853.129	-8141.416
9000000	-47907.110	-8065.510	-39841.600	-8054.551
10000000	-47974.633	-8131.225	-39843.408	-8120.585
11000000	-48019.177	-8154.623	-39864.554	-8143.748
12000000	-47958.618	-8164.878	-39793.739	-8153.834
13000000	-47988.381	-8169.087	-39819.294	-8158.185
14000000	-47982.822	-8133.530	-39849.293	-8122.545
15000000	-47957.389	-8153.700	-39803.689	-8142.682
16000000	-48025.247	-8175.933	-39849.314	-8164.997
17000000	-47956.837	-8187.844	-39768.993	-8176.697
18000000	-47947.577	-8080.568	-39867.009	-8069.818
19000000	-48025.741	-8159.698	-39866.043	-8148.886
20000000	-48075.152	-8210.909	-39864.244	-8199.608
21000000	-47920.922	-8075.994	-39844.927	-8065.070
22000000	-47836.473	-8055.222	-39781.251	-8044.487
23000000	-48028.267	-8168.455	-39859.813	-8157.631
24000000	-47939.675	-8103.635	-39836.040	-8092.721
25000000	-47826.253	-8058.258	-39767.995	-8047.392
26000000	-47988.299	-8214.339	-39773.959	-8203.581
27000000	-48085.742	-8216.443	-39869.299	-8205.672
28000000	-47892.278	-8074.848	-39817.430	-8063.891
29000000	-48011.811	-8172.558	-39839.253	-8161.844
30000000	-48006.521	-8256.836	-39749.686	-8245.961
31000000	-47969.652	-8200.123	-39769.529	-8189.293
32000000	-47833.039	-8111.349	-39721.691	-8100.508
33000000	-48024.204	-8189.073	-39835.131	-8178.225
34000000	-48012.499	-8257.320	-39755.179	-8246.369
35000000	-47963.966	-8201.969	-39761.997	-8191.127
36000000	-47960.287	-8194.808	-39765.479	-8183.888
37000000	-47938.383	-8153.032	-39785.352	-8142.116
38000000	-48032.837	-8212.837	-39819.999	-8201.825
39000000	-48026.558	-8134.419	-39892.139	-8123.510
40000000	-47928.334	-8124.506	-39803.828	-8113.743
41000000	-48022.342	-8198.968	-39823.373	-8188.252
42000000	-47858.674	-8029.744	-39828.931	-8018.689
43000000	-47941.341	-8110.026	-39831.315	-8099.391
44000000	-48129.751	-8136.389	-39993.362	-8125.466
45000000	-47846.496	-7994.202	-39852.294	-7983.404
46000000	-48077.250	-8192.133	-39885.118	-8181.174
47000000	-48207.694	-8336.323	-39871.371	-8325.466
48000000	-48075.465	-8247.916	-39827.549	-8236.868
49000000	-48052.493	-8184.382	-39868.111	-8173.401
50000000	-47942.141	-8138.640	-39803.501	-8127.703
