state	posterior	prior	likelihood	coalescent
1000000	-47926.095	-7999.311	-39926.784	-7988.588
2000000	-47894.148	-8088.582	-39805.566	-8077.949
3000000	-47963.556	-8067.689	-39895.868	-8056.861
4000000	-47990.257	-8083.050	-39907.207	-8072.228
5000000	-47967.728	-8028.009	-39939.719	-8017.092
6000000	-47973.221	-8106.115	-39867.106	-8095.217
7000000	-47813.757	-7977.996	-39835.761	-7967.114
8000000	-47951.368	-8102.500	-39848.869	-8091.603
9000000	-47830.218	-8025.505	-39804.713	-8014.690
10000000	-47863.156	-8027.551	-39835.606	-8016.934
11000000	-47917.481	-8025.933	-39891.548	-8015.200
12000000	-47926.139	-8157.591	-39768.548	-8146.617
13000000	-47850.539	-8112.325	-39738.214	-8101.542
14000000	-48032.377	-8179.254	-39853.123	-8168.671
15000000	-47949.773	-8135.241	-39814.532	-8124.292
16000000	-47959.409	-8000.289	-39959.120	-7989.403
17000000	-47867.725	-8029.242	-39838.483	-8018.423
18000000	-47929.838	-8131.896	-39797.941	-8120.927
19000000	-47898.455	-8036.948	-39861.507	-8026.355
20000000	-47859.596	-8077.148	-39782.447	-8066.190
21000000	-47834.671	-8039.332	-39795.339	-8028.400
22000000	-47818.871	-8006.342	-39812.529	-7995.362
23000000	-48033.409	-8133.737	-39899.672	-8122.901
24000000	-47898.333	-8080.719	-39817.614	-8069.770
25000000	-48030.149	-8168.389	-39861.760	-8157.659
26000000	-48044.212	-8166.537	-39877.675	-8155.353
27000000	-48080.224	-8196.429	-39883.795	-8185.567
28000000	-48036.203	-8193.084	-39843.119	-8182.243
29000000	-47977.923	-8130.593	-39847.330	-8119.664
30000000	-47855.023	-7998.408	-39856.615	-7987.554
31000000	-47972.731	-8074.726	-39898.005	-8063.888
32000000	-47815.909	-7935.178	-39880.732	-7924.487
33000000	-47847.309	-7980.835	-39866.474	-7969.977
34000000	-48016.159	-8156.264	-39859.896	-8145.253
35000000	-47962.262	-8080.426	-39881.836	-8069.504
36000000	-47922.133	-8090.225	-39831.909	-8079.115
37000000	-47906.067	-8004.264	-39901.803	-7993.453
38000000	-47991.963	-8104.627	-39887.335	-8093.818
39000000	-47867.856	-8031.388	-39836.468	-8020.588
40000000	-47953.725	-8029.866	-39923.859	-8018.954
41000000	-47933.917	-8043.496	-39890.422	-8032.632
42000000	-47888.396	-8030.700	-39857.696	-8019.976
43000000	-47984.433	-8130.500	-39853.933	-8119.675
44000000	-48003.472	-8126.828	-39876.645	-8115.877
45000000	-47906.668	-8042.589	-39864.079	-8031.758
46000000	-47916.999	-8093.619	-39823.380	-8082.678
47000000	-47939.583	-8065.368	-39874.215	-8054.822
48000000	-47980.942	-8059.356	-39921.586	-8048.562
49000000	-47962.884	-8084.690	-39878.195	-8073.830
50000000	-47978.970	-8166.359	-39812.611	-8155.359
51000000	-47965.487	-8124.763	-39840.725	-8114.097
52000000	-48039.635	-8165.833	-39873.803	-8154.868
53000000	-48068.282	-8155.293	-39912.988	-8144.584
54000000	-48091.748	-8146.915	-39944.833	-8135.917
55000000	-48078.851	-8255.246	-39823.604	-8244.296
56000000	-47890.945	-8044.310	-39846.635	-8033.238
57000000	-47980.695	-8078.346	-39902.349	-8067.297
58000000	-47810.521	-7913.713	-39896.808	-7902.646
59000000	-47781.797	-7946.313	-39835.484	-7935.494
60000000	-47886.592	-8012.254	-39874.338	-8001.463
61000000	-47864.617	-8069.820	-39794.797	-8058.732
62000000	-47993.130	-8133.136	-39859.995	-8122.083
63000000	-48073.232	-8244.343	-39828.889	-8233.131
64000000	-47932.333	-8081.427	-39850.906	-8070.433
65000000	-47849.844	-8059.044	-39790.801	-8048.269
66000000	-47920.396	-8139.141	-39781.255	-8128.248
67000000	-47970.359	-8146.776	-39823.583	-8135.992
68000000	-47822.371	-8029.532	-39792.840	-8018.534
69000000	-47976.348	-8252.735	-39723.612	-8241.785
70000000	-47981.848	-8170.886	-39810.962	-8160.023
71000000	-47981.942	-8139.086	-39842.856	-8128.155
72000000	-48001.210	-8141.901	-39859.309	-8131.007
73000000	-47813.513	-7953.208	-39860.305	-7942.436
74000000	-47940.751	-8104.403	-39836.348	-8093.528
75000000	-47900.422	-7983.709	-39916.714	-7972.875
76000000	-47880.675	-8019.652	-39861.023	-8009.047
77000000	-48099.324	-8229.743	-39869.581	-8219.048
78000000	-48080.815	-8186.633	-39894.181	-8175.914
79000000	-47971.598	-8150.107	-39821.491	-8139.052
80000000	-47991.632	-8153.084	-39838.548	-8141.952
81000000	-48000.826	-8182.272	-39818.554	-8171.452
82000000	-47951.046	-8098.265	-39852.781	-8087.525
83000000	-47964.209	-8170.672	-39793.537	-8159.665
84000000	-47903.100	-8096.062	-39807.038	-8085.137
