state	posterior	prior	likelihood	coalescent
1000000	-48102.737	-8221.519	-39881.217	-8210.688
2000000	-47954.069	-8119.086	-39834.983	-8108.289
3000000	-47894.428	-8029.216	-39865.213	-8018.428
4000000	-47905.701	-8127.733	-39777.969	-8116.581
5000000	-48037.277	-8164.424	-39872.853	-8153.465
6000000	-48005.258	-8197.465	-39807.794	-8186.427
7000000	-47928.011	-8037.772	-39890.238	-8027.039
8000000	-47849.134	-8059.888	-39789.246	-8049.325
9000000	-47944.905	-8155.942	-39788.963	-8144.793
10000000	-47980.417	-8149.355	-39831.062	-8138.448
11000000	-47959.691	-8128.163	-39831.528	-8117.134
12000000	-47989.598	-8175.715	-39813.883	-8164.875
13000000	-47902.837	-8056.720	-39846.117	-8045.712
14000000	-48042.950	-8204.217	-39838.734	-8193.391
15000000	-47837.434	-8023.829	-39813.605	-8012.811
16000000	-47921.290	-8171.451	-39749.839	-8160.276
17000000	-47836.670	-8030.741	-39805.929	-8019.738
18000000	-48009.110	-8194.686	-39814.424	-8183.923
19000000	-48071.016	-8213.372	-39857.645	-8202.314
20000000	-48006.675	-8187.876	-39818.799	-8177.184
21000000	-47925.230	-8029.476	-39895.754	-8018.490
22000000	-47839.697	-7977.917	-39861.781	-7967.009
23000000	-47914.798	-8079.432	-39835.366	-8068.172
24000000	-48007.783	-8155.953	-39851.830	-8145.218
25000000	-47886.045	-7979.743	-39906.302	-7968.916
26000000	-47875.147	-8058.045	-39817.102	-8047.105
27000000	-47994.089	-8031.774	-39962.315	-8020.879
28000000	-47934.781	-8104.382	-39830.399	-8093.571
29000000	-47976.409	-8139.940	-39836.469	-8129.094
30000000	-48007.670	-8106.270	-39901.399	-8095.171
31000000	-47907.954	-8125.522	-39782.432	-8114.687
32000000	-47915.183	-8099.353	-39815.829	-8088.272
33000000	-48058.691	-8249.925	-39808.766	-8238.952
34000000	-47953.739	-8124.019	-39829.720	-8113.032
35000000	-47882.862	-8058.666	-39824.196	-8047.743
36000000	-48038.234	-8257.621	-39780.613	-8246.457
37000000	-47879.023	-8082.708	-39796.315	-8071.762
38000000	-47886.931	-8112.434	-39774.497	-8101.597
39000000	-48002.548	-8195.746	-39806.802	-8184.853
40000000	-47874.565	-8015.608	-39858.957	-8004.877
41000000	-47900.554	-8015.800	-39884.754	-8005.002
42000000	-47849.130	-8011.663	-39837.468	-8000.808
43000000	-48033.847	-8252.327	-39781.520	-8241.435
44000000	-47844.950	-8027.369	-39817.581	-8016.574
45000000	-47941.170	-8096.029	-39845.141	-8084.999
46000000	-47818.089	-8007.520	-39810.569	-7996.590
47000000	-48012.531	-8205.331	-39807.200	-8194.728
48000000	-48082.346	-8249.449	-39832.897	-8238.454
49000000	-48077.408	-8256.991	-39820.417	-8245.800
50000000	-48050.154	-8198.248	-39851.906	-8187.538
51000000	-47989.272	-8192.457	-39796.815	-8181.608
52000000	-48054.094	-8194.778	-39859.316	-8183.642
53000000	-47954.410	-8175.018	-39779.392	-8164.141
54000000	-47832.645	-8026.744	-39805.901	-8015.886
55000000	-47850.441	-8001.957	-39848.485	-7991.320
56000000	-48033.919	-8229.826	-39804.092	-8218.877
57000000	-47968.370	-8189.832	-39778.537	-8178.996
58000000	-47967.818	-8191.331	-39776.487	-8180.591
59000000	-48042.792	-8181.174	-39861.618	-8170.177
60000000	-47957.904	-8141.282	-39816.622	-8130.494
61000000	-47859.103	-8104.088	-39755.015	-8093.127
62000000	-47917.228	-8087.436	-39829.792	-8076.685
63000000	-47921.392	-8097.914	-39823.478	-8087.136
64000000	-47901.931	-8068.824	-39833.107	-8057.693
65000000	-47981.823	-8093.176	-39888.647	-8082.335
66000000	-47961.895	-8180.088	-39781.807	-8169.191
67000000	-47895.168	-8078.047	-39817.121	-8067.175
68000000	-47996.472	-8125.229	-39871.242	-8114.484
69000000	-48056.008	-8283.394	-39772.614	-8272.513
70000000	-47932.526	-8024.886	-39907.640	-8014.199
71000000	-47946.784	-8218.120	-39728.664	-8207.045
72000000	-47904.469	-8092.672	-39811.797	-8081.619
73000000	-47951.026	-8095.387	-39855.639	-8084.266
74000000	-47996.144	-8158.052	-39838.093	-8147.193
75000000	-48028.172	-8158.794	-39869.378	-8147.760
76000000	-47962.519	-8118.066	-39844.453	-8107.386
77000000	-47939.600	-8060.473	-39879.127	-8049.445
78000000	-47874.274	-8051.534	-39822.740	-8040.503
79000000	-48016.256	-8173.175	-39843.080	-8162.316
80000000	-48037.308	-8170.569	-39866.740	-8159.738
81000000	-48076.574	-8174.245	-39902.329	-8163.448
82000000	-48050.118	-8182.719	-39867.399	-8171.723
83000000	-47918.797	-8065.658	-39853.139	-8054.502
84000000	-47899.854	-8010.611	-39889.243	-7999.862
85000000	-47995.030	-8154.264	-39840.766	-8143.510
86000000	-48108.534	-8191.739	-39916.795	-8180.729
87000000	-48047.060	-8175.404	-39871.656	-8164.604
88000000	-47923.390	-8153.087	-39770.303	-8142.318
89000000	-47932.246	-8068.122	-39864.124	-8057.364
90000000	-48015.147	-8143.392	-39871.755	-8132.524
91000000	-48083.335	-8218.019	-39865.316	-8206.822
92000000	-47959.987	-8105.430	-39854.557	-8094.612
93000000	-48001.136	-8208.391	-39792.745	-8197.485
94000000	-48002.684	-8199.878	-39802.807	-8188.910
95000000	-47924.210	-8048.001	-39876.209	-8037.190
96000000	-48041.440	-8221.581	-39819.859	-8210.558
97000000	-47967.927	-8165.750	-39802.177	-8154.902
98000000	-48030.468	-8203.684	-39826.784	-8192.873
99000000	-48010.423	-8165.055	-39845.369	-8154.195
100000000	-47949.079	-8103.704	-39845.375	-8092.755
101000000	-47983.818	-8145.710	-39838.107	-8134.854
102000000	-48090.233	-8251.422	-39838.810	-8240.448
103000000	-47993.464	-8238.877	-39754.586	-8227.976
104000000	-47963.369	-8137.293	-39826.076	-8126.300
105000000	-47958.892	-8073.027	-39885.866	-8062.065
106000000	-48045.837	-8319.936	-39725.901	-8308.750
107000000	-47881.711	-8086.421	-39795.290	-8075.492
108000000	-47788.604	-8000.607	-39787.997	-7989.681
109000000	-47837.444	-8011.975	-39825.469	-8001.377
110000000	-47983.855	-8109.594	-39874.261	-8098.605
111000000	-48084.720	-8206.140	-39878.581	-8195.438
112000000	-48008.065	-8163.878	-39844.187	-8152.961
113000000	-47773.123	-7906.717	-39866.406	-7895.709
114000000	-48004.975	-8142.863	-39862.112	-8132.160
115000000	-47891.960	-8030.496	-39861.464	-8019.967
116000000	-47939.092	-8079.518	-39859.574	-8068.599
117000000	-47947.688	-8151.636	-39796.052	-8140.708
118000000	-48066.371	-8302.801	-39763.571	-8291.622
119000000	-47818.017	-7944.567	-39873.451	-7933.553
120000000	-47817.298	-7967.014	-39850.285	-7956.085
121000000	-47909.599	-8141.561	-39768.038	-8130.721
122000000	-47990.877	-8150.540	-39840.338	-8139.418
123000000	-47885.243	-8097.709	-39787.534	-8086.909
124000000	-47981.685	-8111.594	-39870.091	-8100.745
125000000	-47767.539	-7922.338	-39845.201	-7911.343
126000000	-47924.175	-8086.298	-39837.877	-8075.334
127000000	-47962.323	-8129.239	-39833.084	-8118.132
128000000	-47917.622	-8064.669	-39852.953	-8053.577
129000000	-47953.562	-8169.984	-39783.578	-8159.043
130000000	-47985.643	-8149.632	-39836.011	-8138.732
131000000	-47940.608	-8177.209	-39763.399	-8166.287
132000000	-47961.815	-8187.838	-39773.976	-8176.929
133000000	-47880.458	-8030.714	-39849.743	-8019.892
134000000	-48090.391	-8259.265	-39831.126	-8248.735
135000000	-48051.867	-8240.608	-39811.258	-8229.777
136000000	-47918.042	-8061.663	-39856.379	-8051.162
137000000	-48069.404	-8229.496	-39839.908	-8218.686
138000000	-47936.670	-8120.976	-39815.694	-8110.239
139000000	-47975.607	-8218.014	-39757.594	-8207.283
140000000	-47952.220	-8103.299	-39848.921	-8092.231
141000000	-47902.993	-8101.699	-39801.294	-8091.114
142000000	-47899.256	-8126.823	-39772.433	-8116.113
143000000	-47951.200	-8209.991	-39741.209	-8199.018
144000000	-47931.720	-8083.469	-39848.251	-8072.349
145000000	-48152.657	-8292.889	-39859.768	-8282.062
