state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	6.461	9.127	0.3929	0.1631	0.2083	0.2356	0.3520	0.1910	0.1823	0.2746	0.6231	1.7537	4.5546E-3	15.446	12.391	695.031
2000000	6.217	9.030	0.3982	0.1641	0.2116	0.2262	0.3490	0.1916	0.1724	0.2870	0.6262	1.7476	4.4162E-3	15.963	12.139	705.758
3000000	6.232	8.625	0.4015	0.1623	0.2142	0.2219	0.3599	0.1935	0.1899	0.2566	0.6254	1.7493	4.4954E-3	15.400	12.146	713.748
4000000	6.295	9.076	0.4015	0.1690	0.2091	0.2204	0.3405	0.1957	0.1800	0.2838	0.6238	1.7525	4.4842E-3	15.013	12.633	703.888
5000000	5.952	8.922	0.3895	0.1715	0.2071	0.2318	0.3528	0.1909	0.1784	0.2779	0.6335	1.7330	4.5086E-3	15.555	12.739	705.228
6000000	6.593	8.340	0.3961	0.1537	0.2235	0.2267	0.3503	0.1858	0.1835	0.2804	0.6354	1.7293	4.5298E-3	15.168	13.319	704.384
7000000	6.577	9.311	0.4014	0.1553	0.2332	0.2100	0.3604	0.1923	0.1723	0.2750	0.6350	1.7299	4.709E-3	15.249	12.167	679.709
8000000	6.251	9.616	0.3878	0.1670	0.2193	0.2259	0.3529	0.1921	0.1741	0.2809	0.6214	1.7573	4.4384E-3	15.927	12.788	713.831
9000000	6.003	9.061	0.3916	0.1713	0.2147	0.2224	0.3640	0.1810	0.1812	0.2738	0.6064	1.7872	4.5452E-3	15.135	12.038	697.602
10000000	6.798	8.317	0.3856	0.1672	0.2112	0.2360	0.3434	0.1862	0.1844	0.2860	0.6234	1.7533	4.5687E-3	15.836	12.553	706.890
11000000	6.522	8.443	0.3914	0.1700	0.2172	0.2214	0.3604	0.1964	0.1757	0.2675	0.6135	1.7729	4.4982E-3	15.430	12.393	707.694
12000000	7.016	9.002	0.3767	0.1725	0.2311	0.2197	0.3704	0.1840	0.1773	0.2683	0.6340	1.7320	4.5007E-3	15.436	12.136	695.043
13000000	6.486	9.574	0.3884	0.1696	0.2247	0.2173	0.3566	0.1894	0.1870	0.2669	0.6088	1.7825	4.5106E-3	16.132	12.453	718.696
14000000	6.487	8.998	0.4001	0.1739	0.2166	0.2094	0.3444	0.1971	0.1864	0.2721	0.6307	1.7387	4.4013E-3	16.567	11.952	716.420
15000000	6.551	8.986	0.3945	0.1641	0.2147	0.2267	0.3564	0.1898	0.1767	0.2772	0.6184	1.7633	4.2688E-3	17.299	12.321	722.985
16000000	6.944	9.221	0.3994	0.1660	0.2086	0.2260	0.3688	0.1998	0.1623	0.2692	0.6137	1.7726	4.4252E-3	15.969	12.500	715.755
17000000	5.569	9.301	0.4036	0.1556	0.2235	0.2172	0.3425	0.1866	0.1917	0.2792	0.6143	1.7713	4.4921E-3	15.990	12.396	725.035
18000000	6.448	8.806	0.3896	0.1698	0.2089	0.2317	0.3485	0.1895	0.1801	0.2819	0.6127	1.7745	4.3882E-3	15.697	12.217	716.024
19000000	6.477	8.959	0.3967	0.1757	0.2061	0.2215	0.3423	0.1948	0.1892	0.2737	0.6026	1.7948	4.4975E-3	16.457	12.382	710.474
