taxon	date
KJ501264_2001.6986_USA_GA_Fulton_-84.4671_33.7903	2001-09-13
KJ501267_2005.6822_USA_NV_Pershing_-118.4044_40.4404	2005-09-07
KJ501268_2001.8301_USA_NJ_Ocean_-74.3001_39.914	2001-10-31
KJ501269_2001.8137_USA_NJ_Middlesex_-74.413_40.4384	2001-10-25
KJ501274_2001.7178_USA_OH_Cuyahoga_-81.6586_41.4243	2001-09-20
KJ501275_2001.7014_USA_OH_Cuyahoga_-81.6586_41.4243	2001-09-14
KJ501276_2002.6411_USA_OH_Hancock_-83.6665_41.0019	2002-08-23
KJ501277_2001.6384_USA_PA_Philadelphia_-75.1337_40.0097	2001-08-22
KJ501282_2001.737_USA_WI_Waushara_-89.2429_44.1131	2001-09-27
KJ501283_2001.7589_USA_WI_Milwaukee_-87.9667_43.007	2001-10-05
KJ501286_2002.737_USA_WI_Milwaukee_-87.9667_43.007	2002-09-27
KJ501288_2001.7123_USA_DC_DistrictofColumbia_-77.0145_38.9102	2001-09-18
KJ501289_2001.7507_USA_DC_DistrictofColumbia_-77.0145_38.9102	2001-10-02
KJ501293_2003.7507_USA_MD_PrinceGeorge's_-76.8445_38.8325	2003-10-02
KJ501297_2003.6274_USA_MT_Phillips_-107.9133_48.2591	2003-08-18
KJ501306_2002.737_USA_MI_Lenawee_-84.0663_41.895	2002-09-27
KJ501307_2002_USA_MN_Marshall_-96.3686_48.3581	2002-01-01
KJ501308_2010.6986_USA_MN_Swift_-95.6814_45.2827	2010-09-13
KJ501322_2002.6904_USA_MN_Marshall_-96.3686_48.3581	2002-09-10
KJ501323_2003.5781_USA_MN_LacquiParle_-96.1734_44.9955	2003-07-31
KJ501324_2003.6575_USA_MN_OtterTail_-95.708_46.4088	2003-08-29
KJ501326_2003.5945_USA_MT_Sheridan_-104.5047_48.7212	2003-08-06
KJ501327_2003.5945_USA_MT_Phillips_-107.9133_48.2591	2003-08-06
KJ501329_2003.5918_USA_ND_Morton_-101.2823_46.7163	2003-08-05
KJ501330_2005.6466_USA_ND_McLean_-101.3217_47.6068	2005-08-25
KJ501331_2002.6959_USA_OH_Montgomery_-84.2906_39.7546	2002-09-12
KJ501335_2005.6301_USA_WI_Dodge_-88.7075_43.4163	2005-08-19
KJ501336_2001.6822_USA_AL_Calhoun_-85.8261_33.7714	2001-09-07
KJ501341_2005.5808_USA_CA_Glenn_-122.3915_39.599	2005-08-01
KJ501342_2005.7041_USA_CA_SanDiego_-116.732_33.0358	2005-09-15
KJ501346_2003.1096_USA_MO_Holt_-95.2164_40.0946	2003-02-10
