state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1322	1.2478	0.1523	3.9794E-2	4.2776	0.1503	0.2971	0.2691	0.2081	0.2891	0.2337	4.5533E-4	1.6294E-4	4.4552E-4	0.3644	-2.2954E-2	0.078	18.276	2155.729
2000000	0.1186	1.2266	0.1398	4.2106E-2	4.3183	0.1545	0.2879	0.2706	0.2088	0.2837	0.2368	4.8055E-4	1.5778E-4	4.5907E-4	0.3336	-3.6707E-2	0.169	18.412	2143.095
3000000	0.1279	1.3068	0.1412	3.3634E-2	4.2425	0.1481	0.2871	0.2729	0.2088	0.2798	0.2384	4.5483E-4	1.4634E-4	4.4394E-4	0.3136	2.4224E-2	0.072	18.302	2175.652
4000000	0.1231	1.2572	0.1403	3.1809E-2	4.2876	0.1599	0.2761	0.2674	0.2026	0.2925	0.2376	4.4384E-4	1.4266E-4	4.2986E-4	0.3228	4.7566E-3	0.297	18.471	2169.900
5000000	0.1236	1.2180	0.1455	2.7764E-2	4.3042	0.1810	0.2970	0.2722	0.2085	0.2873	0.2320	4.6474E-4	1.717E-4	4.5097E-4	0.3749	-1.3681E-2	0.171	18.428	2150.310
6000000	0.1191	1.2782	0.1626	3.7697E-2	4.2453	0.1571	0.2896	0.2689	0.2129	0.2869	0.2313	4.716E-4	1.5178E-4	4.5832E-4	0.3334	-2.7002E-2	0.194	18.623	2155.201
7000000	0.1238	1.2634	0.1451	3.5829E-2	4.2840	0.1479	0.2998	0.2669	0.2076	0.2904	0.2351	4.5738E-4	1.6539E-4	4.3743E-4	0.3687	-5.4398E-2	0.300	18.684	2199.682
8000000	0.1268	1.2619	0.1493	3.7828E-2	4.2692	0.1551	0.2809	0.2753	0.2036	0.2862	0.2349	4.4477E-4	1.5503E-4	4.3236E-4	0.3397	3.5359E-2	0.141	18.841	2187.355
9000000	0.1220	1.3063	0.1470	3.7324E-2	4.2386	0.1488	0.2768	0.2654	0.2060	0.2880	0.2406	4.4169E-4	1.4839E-4	4.3186E-4	0.3345	1.5949E-2	0.402	19.002	2193.905
10000000	0.1234	1.1977	0.1487	4.462E-2	4.3210	0.1647	0.2937	0.2723	0.2087	0.2843	0.2347	4.419E-4	1.4532E-4	4.3354E-4	0.3258	-3.6589E-2	0.244	18.350	2188.038
11000000	0.1094	1.1756	0.1352	3.603E-2	4.3846	0.1592	0.2952	0.2783	0.2060	0.2834	0.2322	4.5005E-4	1.5207E-4	4.4275E-4	0.3344	-2.2546E-2	0.351	18.807	2197.423
12000000	0.1336	1.2957	0.1345	3.31E-2	4.2320	0.1711	0.2892	0.2626	0.2106	0.2905	0.2363	4.7281E-4	1.8287E-4	4.5581E-4	0.3759	-2.4495E-2	0.288	18.469	2154.019
13000000	0.1285	1.2625	0.1527	2.9405E-2	4.2556	0.1712	0.2948	0.2728	0.2046	0.2853	0.2373	4.5958E-4	1.6989E-4	4.4521E-4	0.3750	-3.054E-2	0.247	18.297	2149.842
14000000	0.1372	1.2747	0.1553	4.2252E-2	4.2385	0.1520	0.2807	0.2743	0.2032	0.2847	0.2378	4.6253E-4	1.6693E-4	4.4724E-4	0.3561	3.322E-2	0.234	18.368	2123.773
15000000	0.1160	1.1918	0.1536	4.5553E-2	4.3251	0.1680	0.2728	0.2825	0.2049	0.2845	0.2281	4.6333E-4	1.6565E-4	4.4514E-4	0.3601	7.4302E-3	0.250	18.260	2130.728
16000000	0.1135	1.1724	0.1364	3.9045E-2	4.3947	0.1439	0.2938	0.2741	0.2017	0.2951	0.2290	4.4584E-4	1.4149E-4	4.3811E-4	0.3147	7.7567E-3	0.262	18.690	2214.745
17000000	0.1317	1.2481	0.1497	4.101E-2	4.2619	0.1676	0.2805	0.2766	0.2077	0.2834	0.2324	4.2837E-4	1.3147E-4	4.2846E-4	0.3143	-5.79E-2	0.379	18.449	2230.016
18000000	0.1109	1.1852	0.1726	3.1403E-2	4.3274	0.1725	0.2843	0.2768	0.2045	0.2878	0.2309	4.3633E-4	1.534E-4	4.3028E-4	0.3443	-2.1152E-2	0.257	18.426	2159.946
19000000	9.8691E-2	1.2375	0.1581	3.2137E-2	4.3187	0.1548	0.2680	0.2783	0.2050	0.2810	0.2357	4.418E-4	1.5771E-4	4.3318E-4	0.3513	-1.4684E-2	0.189	18.623	2163.492
20000000	0.1201	1.2880	0.1697	4.1153E-2	4.2326	0.1484	0.2905	0.2688	0.2057	0.2875	0.2380	4.6236E-4	1.6897E-4	4.4929E-4	0.3819	3.0155E-2	0.117	18.323	2157.808
21000000	0.1210	1.2788	0.1655	4.2908E-2	4.2151	0.1767	0.2925	0.2687	0.2068	0.2842	0.2403	4.5657E-4	1.5011E-4	4.4685E-4	0.3328	-1.2989E-2	0.423	18.523	2161.658
22000000	0.1251	1.2607	0.1566	3.7392E-2	4.2434	0.1768	0.2921	0.2737	0.2063	0.2852	0.2348	4.3128E-4	1.5231E-4	4.2867E-4	0.3522	-2.2695E-2	0.263	18.640	2206.007
23000000	0.1272	1.2935	0.1593	4.2203E-2	4.2036	0.1742	0.2994	0.2676	0.2096	0.2786	0.2442	4.5918E-4	1.533E-4	4.5047E-4	0.3285	6.7805E-3	0.500	18.399	2151.356
