state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	2.798	2.147	3.711	5.658	5.601	7.200	8.864	8.012	5.949	8.154	6.863	6.455	7.127	7.627	3.927	4.490	4.936	4.160	5.421	6.933	7.881	7.079	6.600	4.506	6.560	6.558	7.139	5.998	7.596	5.414	6.649	8.382	6.040	7.787	8.495	5.421	7.302	5.036	8.456	6.358	3.280	3.196	1.175	2.514	3.508	4.758	5.110	1.199	-1.793	-3.457
2000000	5.354	4.069	1.800	5.820	6.346	6.099	6.447	6.731	7.221	7.956	8.607	7.094	5.809	6.562	3.976	4.282	5.611	5.457	4.859	8.709	9.458	7.573	4.786	6.317	4.812	6.845	6.271	6.309	8.630	5.118	6.151	9.209	6.427	9.017	7.441	5.482	6.798	5.205	7.331	6.506	2.822	4.175	1.757	3.545	2.944	-0.248	0.674	2.451	0.289	-1.214
3000000	3.913	3.006	3.970	2.336	4.516	3.639	6.075	3.569	6.266	7.547	5.668	5.808	4.718	5.281	5.008	4.373	5.645	4.410	5.375	8.246	8.498	8.591	4.337	5.228	5.490	6.045	7.074	7.531	8.066	4.692	7.080	7.248	6.416	7.618	7.830	5.121	7.958	5.370	6.867	6.805	3.078	2.694	1.879	2.455	3.919	1.583	-2.404	-1.841	-4.065	-0.639
4000000	4.539	3.981	2.857	3.824	4.102	4.045	4.364	6.162	6.138	5.687	8.862	7.701	6.132	5.088	5.343	4.533	4.178	5.895	4.877	6.196	6.256	7.258	6.146	4.416	5.960	6.684	6.367	6.632	7.613	5.083	7.833	6.539	6.702	9.442	9.041	5.053	8.234	5.041	8.263	8.198	2.889	2.626	1.789	3.093	3.758	1.902	1.555	-1.069	-0.705	-0.238
5000000	2.244	2.078	4.959	3.253	5.203	6.496	6.745	8.258	8.593	9.475	8.561	5.945	5.479	4.981	4.086	5.968	4.495	4.176	5.143	10.229	9.683	8.695	4.919	6.468	4.685	7.632	5.823	5.861	7.143	5.486	5.753	8.272	5.803	7.968	8.109	5.084	7.546	5.779	5.606	6.177	2.881	2.395	2.047	3.944	2.949	2.617	2.763	-1.893	-6.785	-4.220
6000000	12.240	4.222	3.470	5.008	7.969	5.125	9.007	8.477	8.394	7.918	7.581	6.738	8.369	5.764	4.775	4.206	6.559	4.320	5.633	11.123	11.136	9.039	4.868	4.588	5.944	8.166	6.847	6.288	7.067	5.227	10.079	7.027	6.046	7.957	8.372	5.272	8.470	5.790	5.149	7.936	2.502	3.774	1.873	3.223	2.194	4.021	3.740	-2.731	-3.948	-3.110
7000000	8.012	5.441	1.592	2.699	6.636	6.790	6.991	10.121	10.173	10.061	7.937	6.800	5.868	5.651	4.739	4.141	4.821	4.968	5.741	5.824	7.357	7.871	4.700	5.952	5.053	5.787	6.724	5.608	6.395	5.293	6.389	8.110	6.045	9.380	7.179	5.372	6.402	5.117	6.904	6.402	2.553	3.839	1.202	2.882	3.747	2.654	1.781	-2.593	-0.318	-1.093
8000000	-0.832	-0.807	1.098	8.466	8.139	9.247	11.489	12.806	12.206	11.017	8.806	7.022	6.433	8.329	4.564	4.161	6.038	4.351	5.033	6.327	7.322	7.438	4.596	5.294	7.577	5.784	5.894	10.513	9.982	4.672	7.492	8.622	5.509	8.567	8.882	5.259	8.680	5.136	6.952	8.722	3.271	2.096	2.833	1.802	6.572	5.953	5.297	-1.527	-3.046	-3.087
9000000	8.531	4.847	5.125	2.737	1.722	5.454	4.193	5.316	5.677	9.068	7.732	6.634	7.079	4.029	6.520	3.609	4.660	5.434	5.748	7.185	8.425	7.657	4.544	5.112	4.950	9.240	8.607	5.882	7.589	5.049	8.053	6.980	5.602	7.205	10.012	5.163	6.804	5.126	7.353	6.287	3.158	1.850	7.448	4.787	3.391	1.527	1.591	-1.730	-1.298	-2.516
10000000	8.605	8.717	2.524	4.010	9.227	10.850	9.773	12.320	12.333	7.940	8.452	8.723	5.440	6.361	3.948	4.868	3.892	9.694	4.553	9.124	13.654	9.454	4.733	4.828	6.055	8.621	5.630	6.913	6.716	5.212	8.153	7.387	5.381	10.150	8.801	5.329	8.829	4.987	7.329	7.749	3.030	2.356	2.395	3.626	4.401	5.593	5.764	-1.471	-3.030	-2.549
