state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1262	1.2646	0.1452	4.1769E-2	4.2505	0.1717	0.2731	0.2753	0.2095	0.2813	0.2339	4.388E-4	1.6255E-4	4.1918E-4	0.3621	9.2849E-3	0.343	18.761	2213.895
2000000	0.1178	1.2528	0.1639	3.2901E-2	4.2832	0.1494	0.2795	0.2714	0.2051	0.2879	0.2355	4.4441E-4	1.53E-4	4.3936E-4	0.3247	-1.8668E-2	0.254	19.301	2171.512
3000000	0.1213	1.2156	0.1596	2.8465E-2	4.3298	0.1452	0.2846	0.2693	0.2083	0.2888	0.2337	4.6333E-4	1.6148E-4	4.5523E-4	0.3488	-3.8909E-2	0.307	17.905	2132.793
4000000	0.1284	1.2002	0.1372	3.9225E-2	4.3326	0.1624	0.2973	0.2694	0.2050	0.2914	0.2341	4.7572E-4	1.7013E-4	4.5604E-4	0.3555	-8.6314E-4	0.247	18.624	2137.689
5000000	0.1299	1.2078	0.1557	3.1513E-2	4.3145	0.1606	0.2856	0.2720	0.2056	0.2920	0.2304	4.5361E-4	1.5229E-4	4.4028E-4	0.3341	-9.7487E-3	0.240	18.422	2138.544
6000000	0.1086	1.2127	0.1525	3.2778E-2	4.3488	0.1446	0.2931	0.2704	0.2043	0.2924	0.2330	4.5686E-4	1.5429E-4	4.4234E-4	0.3244	3.6149E-2	0.173	18.324	2143.021
7000000	0.1174	1.2654	0.1342	3.4099E-2	4.2674	0.1816	0.2740	0.2729	0.2056	0.2914	0.2301	4.5627E-4	1.6135E-4	4.4447E-4	0.3509	-6.0328E-2	0.400	18.364	2122.639
8000000	0.1258	1.2014	0.1523	3.1574E-2	4.3136	0.1754	0.2946	0.2702	0.2060	0.2953	0.2284	4.8009E-4	1.6138E-4	4.6008E-4	0.3350	1.9727E-2	0.143	18.501	2143.582
9000000	0.1232	1.2724	0.1632	2.6368E-2	4.2507	0.1642	0.2885	0.2711	0.2055	0.2833	0.2401	4.605E-4	1.6567E-4	4.4252E-4	0.3615	4.1518E-2	0.150	18.363	2106.390
10000000	0.1210	1.2978	0.1577	4.2002E-2	4.2161	0.1654	0.2890	0.2692	0.2053	0.2814	0.2441	4.7105E-4	1.6039E-4	4.5207E-4	0.3481	1.8782E-2	0.080	18.641	2152.708
11000000	0.1210	1.2270	0.1557	3.549E-2	4.2789	0.1819	0.2959	0.2731	0.2086	0.2847	0.2336	4.4961E-4	1.517E-4	4.386E-4	0.3450	5.3813E-3	0.312	18.294	2189.326
12000000	0.1271	1.1813	0.1399	3.9523E-2	4.3545	0.1576	0.2884	0.2787	0.2071	0.2882	0.2260	4.5413E-4	1.7464E-4	4.4533E-4	0.3841	-1.3304E-2	0.375	18.660	2137.286
13000000	0.1356	1.2525	0.1398	3.3007E-2	4.2602	0.1788	0.2737	0.2690	0.2075	0.2924	0.2310	4.5236E-4	1.7329E-4	4.3603E-4	0.3827	4.1541E-2	0.162	18.299	2118.486
14000000	0.1232	1.1703	0.1683	3.0209E-2	4.3454	0.1625	0.2865	0.2775	0.2013	0.2911	0.2301	4.5058E-4	1.6261E-4	4.4274E-4	0.3485	-3.853E-2	0.194	18.340	2163.268
15000000	0.1116	1.2937	0.1484	3.6516E-2	4.2467	0.1631	0.2848	0.2645	0.2092	0.2920	0.2343	4.3749E-4	1.3539E-4	4.3313E-4	0.3082	2.0912E-2	0.294	18.421	2192.921
16000000	0.1296	1.2402	0.1586	3.8572E-2	4.2817	0.1512	0.2831	0.2676	0.2076	0.2876	0.2372	4.37E-4	1.5398E-4	4.2762E-4	0.3492	1.0968E-4	0.267	18.237	2214.166
17000000	0.1345	1.2310	0.1454	3.4349E-2	4.3070	0.1477	0.2846	0.2723	0.2039	0.2896	0.2342	4.5187E-4	1.5607E-4	4.3623E-4	0.3404	-4.5533E-2	0.172	18.538	2195.756
18000000	0.1444	1.1978	0.1486	3.6095E-2	4.3176	0.1554	0.2923	0.2692	0.2056	0.2906	0.2346	4.6053E-4	1.7808E-4	4.4484E-4	0.3846	1.7895E-2	0.226	18.613	2163.242
19000000	0.1268	1.2644	0.1493	3.128E-2	4.2602	0.1681	0.2840	0.2705	0.2070	0.2854	0.2371	4.448E-4	1.579E-4	4.3994E-4	0.3523	1.6252E-3	0.119	18.241	2170.150
20000000	0.1268	1.2172	0.1401	3.6835E-2	4.3080	0.1711	0.2820	0.2711	0.2103	0.2886	0.2300	4.6664E-4	1.6641E-4	4.4699E-4	0.3571	-3.7246E-2	0.140	18.655	2107.458
21000000	0.1326	1.2413	0.1672	3.4834E-2	4.2628	0.1613	0.2914	0.2683	0.2087	0.2877	0.2353	4.6E-4	1.5085E-4	4.5141E-4	0.3381	-1.5011E-2	0.147	18.407	2124.433
22000000	0.1115	1.1746	0.1398	3.8186E-2	4.3903	0.1456	0.2978	0.2777	0.2066	0.2862	0.2295	4.7034E-4	1.5122E-4	4.5823E-4	0.3243	9.4941E-3	0.250	18.372	2094.432
23000000	0.1205	1.2576	0.1574	3.0116E-2	4.2594	0.1750	0.2928	0.2743	0.2062	0.2849	0.2346	4.7734E-4	1.6765E-4	4.6003E-4	0.3679	-1.1289E-3	0.210	18.334	2098.244
24000000	0.1277	1.2385	0.1479	3.318E-2	4.2758	0.1769	0.3091	0.2637	0.2103	0.2858	0.2402	4.8915E-4	1.7128E-4	4.7116E-4	0.3530	-2.2348E-2	0.187	18.267	2115.635
25000000	0.1284	1.2130	0.1502	3.8283E-2	4.3233	0.1469	0.2905	0.2702	0.2056	0.2895	0.2347	4.6335E-4	1.571E-4	4.4651E-4	0.3367	-3.171E-2	0.285	18.329	2144.658
26000000	0.1061	1.2210	0.1388	4.0686E-2	4.3353	0.1582	0.2780	0.2744	0.2075	0.2827	0.2354	4.4228E-4	1.4905E-4	4.3412E-4	0.3303	8.3288E-4	0.251	18.810	2160.285
27000000	0.1246	1.2552	0.1638	3.5364E-2	4.2557	0.1654	0.2770	0.2703	0.2061	0.2859	0.2377	4.5124E-4	1.7433E-4	4.3598E-4	0.3673	4.312E-3	0.609	18.585	2154.245
28000000	0.1168	1.2856	0.1590	4.0627E-2	4.2328	0.1653	0.3064	0.2660	0.2109	0.2856	0.2375	4.5444E-4	1.6265E-4	4.4597E-4	0.3560	3.2171E-2	0.468	17.985	2139.329
29000000	0.1366	1.1795	0.1676	3.947E-2	4.3158	0.1610	0.2983	0.2725	0.2052	0.2873	0.2351	4.619E-4	1.6966E-4	4.557E-4	0.3621	-1.5365E-3	0.331	18.292	2162.590
30000000	0.1275	1.2168	0.1445	3.9951E-2	4.2971	0.1741	0.2945	0.2748	0.1998	0.2907	0.2348	4.366E-4	1.401E-4	4.2794E-4	0.3323	-6.3795E-3	0.444	18.742	2187.102
31000000	0.1163	1.2747	0.1409	3.8708E-2	4.2557	0.1738	0.2855	0.2747	0.2079	0.2826	0.2348	4.604E-4	1.6407E-4	4.5351E-4	0.3708	-4.9005E-2	0.150	18.232	2127.848
32000000	0.1328	1.2517	0.1517	2.6983E-2	4.2765	0.1603	0.2856	0.2693	0.2086	0.2863	0.2358	4.5727E-4	1.6006E-4	4.3979E-4	0.3509	-2.8092E-2	0.350	18.269	2151.284
33000000	0.1074	1.2642	0.1432	3.7284E-2	4.2833	0.1646	0.2787	0.2778	0.2062	0.2867	0.2293	4.4344E-4	1.5423E-4	4.3338E-4	0.3417	-4.4131E-2	0.229	18.466	2158.379
34000000	0.1273	1.2161	0.1463	3.7295E-2	4.3125	0.1606	0.2827	0.2729	0.2106	0.2891	0.2275	4.4225E-4	1.3989E-4	4.3106E-4	0.3210	-2.4952E-2	0.193	18.383	2142.367
35000000	0.1256	1.2364	0.1389	3.8961E-2	4.3005	0.1596	0.2934	0.2696	0.2092	0.2857	0.2355	4.7537E-4	1.6126E-4	4.6095E-4	0.3464	8.8428E-4	0.224	18.264	2133.119
36000000	0.1236	1.2289	0.1464	3.6201E-2	4.3015	0.1635	0.3030	0.2749	0.2036	0.2873	0.2342	4.5508E-4	1.7408E-4	4.3808E-4	0.3819	-7.2801E-3	0.163	18.240	2186.687
37000000	0.1322	1.2757	0.1482	4.1489E-2	4.2414	0.1610	0.3121	0.2669	0.2074	0.2800	0.2457	4.6708E-4	1.6848E-4	4.6085E-4	0.3699	3.7471E-2	0.072	18.246	2162.844
38000000	0.1190	1.1361	0.1511	3.2753E-2	4.4014	0.1596	0.3006	0.2762	0.2052	0.2907	0.2279	4.5339E-4	1.5611E-4	4.4818E-4	0.3398	-2.4287E-2	0.229	18.648	2126.624
39000000	0.1177	1.2230	0.1525	5.0275E-2	4.2969	0.1597	0.2786	0.2775	0.2104	0.2848	0.2274	4.707E-4	1.7699E-4	4.5171E-4	0.3708	1.3707E-2	0.220	18.826	2129.705
40000000	0.1187	1.2160	0.1370	3.8471E-2	4.3176	0.1722	0.2812	0.2750	0.2063	0.2837	0.2351	4.604E-4	1.6158E-4	4.4277E-4	0.3542	-4.8017E-3	0.067	18.354	2100.958
41000000	0.1114	1.2003	0.1454	3.613E-2	4.3410	0.1658	0.3124	0.2714	0.2071	0.2860	0.2355	4.6711E-4	1.5888E-4	4.5825E-4	0.3404	-3.3289E-2	0.176	18.298	2125.428
42000000	0.1260	1.2832	0.1529	4.2298E-2	4.2304	0.1652	0.2864	0.2670	0.2090	0.2923	0.2317	4.5787E-4	1.7308E-4	4.5219E-4	0.3680	-5.1102E-2	0.134	19.023	2125.939
43000000	0.1117	1.2658	0.1502	4.5487E-2	4.2814	0.1453	0.2878	0.2688	0.2058	0.2879	0.2375	4.5122E-4	1.5864E-4	4.416E-4	0.3499	-1.2588E-2	0.091	18.511	2160.281
44000000	0.1401	1.1552	0.1585	3.7974E-2	4.3272	0.1810	0.2825	0.2737	0.2025	0.2892	0.2346	4.6847E-4	1.4844E-4	4.5282E-4	0.3183	-3.477E-2	0.181	18.515	2149.287
45000000	0.1172	1.2174	0.1564	3.4406E-2	4.3140	0.1606	0.2939	0.2737	0.2049	0.2858	0.2357	4.5614E-4	1.5404E-4	4.4687E-4	0.3246	-1.2443E-2	0.171	18.345	2143.737
46000000	0.1122	1.2136	0.1622	4.8855E-2	4.3035	0.1596	0.2826	0.2703	0.2093	0.2913	0.2291	4.6125E-4	1.7267E-4	4.4446E-4	0.3707	3.0829E-2	0.134	18.421	2175.414
47000000	0.1200	1.2152	0.1516	3.8864E-2	4.3145	0.1598	0.2730	0.2729	0.2030	0.2914	0.2326	4.4523E-4	1.5861E-4	4.4591E-4	0.3606	-1.0466E-2	0.107	19.598	2155.486
48000000	0.1270	1.2664	0.1716	3.9617E-2	4.2380	0.1573	0.2974	0.2755	0.2081	0.2773	0.2391	4.4352E-4	1.4302E-4	4.393E-4	0.3211	2.9225E-2	0.125	18.334	2162.577
49000000	0.1280	1.1716	0.1497	3.7719E-2	4.3615	0.1516	0.2920	0.2639	0.2085	0.2952	0.2325	4.6235E-4	1.5884E-4	4.4678E-4	0.3463	1.416E-2	0.074	19.138	2117.186
50000000	0.1319	1.2987	0.1547	3.0881E-2	4.2098	0.1740	0.2827	0.2625	0.2075	0.2961	0.2339	4.4902E-4	1.5012E-4	4.3883E-4	0.3488	-3.6035E-2	0.159	18.291	2177.381
51000000	0.1187	1.1924	0.1523	3.1071E-2	4.3429	0.1627	0.2962	0.2706	0.2058	0.2966	0.2270	4.6421E-4	1.7007E-4	4.4694E-4	0.3579	2.8302E-4	0.250	18.371	2144.261
52000000	0.1248	1.2239	0.1503	3.5383E-2	4.3006	0.1651	0.2997	0.2775	0.2097	0.2798	0.2330	4.4244E-4	1.6859E-4	4.3783E-4	0.3758	-3.5886E-2	0.531	18.462	2181.043
53000000	0.1119	1.1903	0.1603	3.375E-2	4.3314	0.1724	0.2757	0.2800	0.2098	0.2866	0.2236	4.683E-4	1.7942E-4	4.5531E-4	0.3882	2.8984E-2	0.178	18.424	2127.601
54000000	0.1310	1.1874	0.1427	4.0163E-2	4.3366	0.1620	0.2881	0.2742	0.1971	0.2989	0.2299	4.6255E-4	1.6885E-4	4.4442E-4	0.3613	4.7639E-3	0.104	18.816	2097.992
55000000	0.1153	1.2330	0.1523	3.4355E-2	4.3039	0.1611	0.2875	0.2672	0.2146	0.2873	0.2308	4.6884E-4	1.7893E-4	4.5727E-4	0.3807	8.3254E-4	0.232	18.374	2145.266
56000000	0.1284	1.2421	0.1594	4.2297E-2	4.2536	0.1742	0.2851	0.2719	0.2123	0.2795	0.2364	4.7255E-4	1.6754E-4	4.5766E-4	0.3593	-3.7716E-2	0.442	18.560	2149.562
57000000	0.1370	1.2353	0.1710	3.4696E-2	4.2565	0.1655	0.3034	0.2737	0.2086	0.2824	0.2353	4.5749E-4	1.6676E-4	4.414E-4	0.3561	-2.8343E-2	0.225	18.693	2168.963
58000000	0.1128	1.2264	0.1475	4.4566E-2	4.3176	0.1512	0.3010	0.2671	0.2078	0.2879	0.2373	4.7111E-4	1.6366E-4	4.5376E-4	0.3519	2.5387E-2	0.273	18.253	2121.158
59000000	0.1246	1.1489	0.1487	3.1978E-2	4.3695	0.1763	0.2822	0.2713	0.2063	0.2908	0.2316	4.6907E-4	1.6913E-4	4.5523E-4	0.3465	2.8901E-4	0.146	18.304	2123.962
60000000	0.1139	1.2783	0.1539	3.6185E-2	4.2430	0.1746	0.2762	0.2704	0.2103	0.2820	0.2373	4.6847E-4	1.7396E-4	4.5551E-4	0.3664	5.536E-3	0.175	18.244	2113.114
61000000	0.1206	1.2672	0.1373	3.6919E-2	4.2695	0.1685	0.2873	0.2672	0.2116	0.2940	0.2272	4.3115E-4	1.5313E-4	4.2986E-4	0.3540	-1.1731E-2	0.244	19.001	2173.617
62000000	0.1233	1.2372	0.1507	4.4533E-2	4.2774	0.1668	0.2920	0.2722	0.2060	0.2885	0.2333	4.7384E-4	1.7797E-4	4.566E-4	0.3744	3.328E-2	0.369	18.261	2113.797
