state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	5.127	4.596	4.613	4.689	7.531	9.858	7.883	8.978	8.075	7.339	8.499	7.454	5.328	6.191	4.244	4.545	6.265	6.422	4.498	6.680	8.088	8.739	5.135	4.945	5.297	7.115	6.450	5.733	7.516	5.416	7.450	8.151	6.045	9.761	7.264	5.732	7.101	5.550	6.000	8.177	3.904	3.562	1.360	1.958	3.965	5.250	0.196	3.468	2.506	-0.457
2000000	2.774	1.712	1.256	2.004	3.136	6.985	8.745	9.797	8.851	9.566	8.588	7.158	5.293	5.405	4.862	4.019	5.940	4.671	4.819	9.134	8.820	9.240	6.163	4.475	6.988	7.890	6.246	6.586	7.735	5.557	5.849	7.575	6.938	7.159	6.826	6.139	6.661	5.301	7.346	7.321	4.035	4.174	1.276	3.232	3.259	2.630	1.468	-2.290	-3.347	-4.683
3000000	3.113	4.267	4.989	3.412	5.005	6.983	5.192	5.651	6.436	8.627	7.108	8.066	6.244	5.342	4.803	4.142	6.791	5.639	4.754	7.552	9.191	6.626	4.741	6.178	4.958	6.362	6.663	5.438	7.910	5.616	5.788	7.346	6.682	9.093	9.060	5.711	7.498	5.450	7.124	7.739	3.670	4.782	1.298	3.293	2.515	2.764	5.004	3.991	-1.792	-5.672
4000000	7.621	8.845	6.477	5.152	6.689	8.799	8.985	8.368	9.233	8.349	9.304	6.279	6.263	5.642	4.229	5.780	4.951	4.672	4.930	6.811	7.514	7.906	5.939	5.036	5.325	7.204	6.158	5.877	8.171	7.832	5.507	6.629	6.875	7.214	7.800	5.622	7.391	5.763	8.776	6.140	3.790	4.019	1.640	2.739	2.958	2.760	2.527	-0.963	-2.785	-2.052
5000000	7.108	1.818	3.922	2.240	6.496	6.094	7.459	8.661	7.348	5.064	7.872	7.501	4.819	9.563	4.963	4.403	4.771	5.395	4.786	7.000	6.881	7.399	4.513	5.810	4.743	6.127	6.507	9.074	8.337	5.381	6.539	8.566	5.980	9.839	7.866	5.745	9.639	5.653	6.600	9.219	3.737	3.758	1.635	2.358	4.546	5.775	4.496	-0.094	2.305	-1.763
6000000	2.218	4.298	4.834	6.712	8.721	11.518	14.278	12.597	10.715	11.305	7.760	5.984	5.176	4.715	6.913	4.152	5.749	5.163	4.166	7.095	8.964	7.954	6.061	4.358	6.828	6.012	6.275	8.214	7.439	5.152	6.900	8.496	6.768	7.191	6.918	5.653	7.471	5.441	6.229	6.784	3.711	4.403	1.806	2.826	3.164	1.288	1.310	-2.562	-1.059	-1.850
7000000	2.526	1.327	0.542	4.559	4.291	4.988	5.734	7.807	7.467	5.919	6.030	4.954	7.205	5.314	4.081	4.362	6.649	4.044	4.702	8.921	7.777	6.997	4.956	5.526	6.249	5.766	6.213	7.205	6.876	5.512	6.363	6.946	6.114	8.619	6.881	5.711	6.727	5.982	6.827	6.131	3.887	4.018	1.809	1.699	3.919	3.499	-0.150	-1.418	-2.569	-0.390
8000000	1.948	4.205	6.333	3.574	6.960	4.651	7.566	10.568	10.640	9.895	7.019	6.019	7.743	6.985	4.141	5.207	4.973	3.819	6.002	5.021	7.897	9.444	5.121	4.923	5.441	7.522	5.933	7.522	7.879	5.188	6.953	8.441	5.976	8.832	9.133	5.502	7.322	5.794	8.994	6.794	3.767	3.886	1.530	2.985	3.738	2.278	5.018	1.076	-1.235	-2.664
9000000	2.441	3.584	4.632	4.771	5.169	3.368	6.463	10.752	8.533	8.980	10.584	6.490	7.064	10.650	4.444	6.127	6.490	4.245	6.219	5.690	10.942	7.449	4.844	5.592	4.884	7.949	6.894	8.339	8.933	4.864	7.581	8.469	5.955	9.019	9.022	5.575	7.806	5.515	7.019	6.493	3.480	5.134	1.676	2.930	4.139	6.958	1.183	-2.043	1.830	4.087
10000000	1.989	7.363	4.340	3.698	7.702	7.811	6.192	11.080	13.512	13.494	9.688	6.302	6.784	4.923	4.342	8.129	3.627	6.914	7.653	4.516	11.388	8.331	5.468	4.222	8.702	6.628	6.542	6.002	7.260	5.119	7.588	9.047	5.885	8.892	11.074	5.400	7.969	5.510	6.502	8.162	3.121	5.358	1.479	2.601	4.411	7.039	2.292	-1.719	-0.445	1.327
