state	posterior	prior	likelihood	skygrid
1000000	-103338.294	-16417.245	-86921.049	-4609.906
2000000	-103106.273	-16227.539	-86878.734	-4420.324
3000000	-103271.797	-16364.886	-86906.910	-4557.888
4000000	-103263.636	-16334.419	-86929.217	-4527.513
5000000	-103233.172	-16284.135	-86949.037	-4476.931
6000000	-103115.869	-16195.215	-86920.653	-4388.936
7000000	-103176.409	-16178.386	-86998.023	-4372.185
8000000	-103166.641	-16284.812	-86881.829	-4478.023
9000000	-103258.968	-16334.583	-86924.384	-4527.475
10000000	-103162.181	-16218.135	-86944.046	-4411.914
11000000	-103008.079	-16133.992	-86874.086	-4327.459
12000000	-103140.336	-16191.203	-86949.133	-4384.374
13000000	-103231.570	-16319.691	-86911.880	-4512.807
14000000	-103233.518	-16308.652	-86924.866	-4501.605
15000000	-103100.133	-16155.956	-86944.177	-4349.483
16000000	-103075.976	-16112.532	-86963.445	-4306.315
17000000	-103070.341	-16175.384	-86894.957	-4368.749
18000000	-103204.008	-16281.566	-86922.443	-4474.779
19000000	-103206.198	-16297.005	-86909.194	-4490.320
20000000	-103219.767	-16288.459	-86931.307	-4481.486
21000000	-103220.879	-16306.097	-86914.782	-4498.988
22000000	-103174.011	-16229.276	-86944.734	-4423.013
23000000	-103129.884	-16200.257	-86929.628	-4393.548
24000000	-103062.450	-16175.436	-86887.014	-4369.267
25000000	-103186.696	-16253.927	-86932.769	-4447.364
26000000	-103032.553	-16104.730	-86927.823	-4298.455
27000000	-102945.633	-16002.515	-86943.118	-4196.665
28000000	-103315.136	-16337.331	-86977.805	-4529.814
29000000	-103167.920	-16225.781	-86942.140	-4419.055
30000000	-103283.841	-16308.133	-86975.707	-4500.470
31000000	-103212.518	-16208.534	-87003.984	-4402.419
32000000	-103082.257	-16094.813	-86987.444	-4288.493
33000000	-103041.963	-16125.764	-86916.198	-4319.815
34000000	-103185.032	-16257.008	-86928.024	-4449.605
35000000	-103144.163	-16176.338	-86967.825	-4369.735
36000000	-103193.203	-16261.098	-86932.106	-4454.202
37000000	-103189.651	-16250.290	-86939.362	-4443.892
38000000	-103075.016	-16145.961	-86929.056	-4339.634
39000000	-103243.311	-16236.544	-87006.767	-4429.257
40000000	-103161.560	-16236.303	-86925.257	-4430.009
41000000	-103119.941	-16152.135	-86967.806	-4345.370
42000000	-103182.353	-16278.134	-86904.219	-4471.341
43000000	-103191.060	-16257.343	-86933.717	-4450.699
44000000	-103134.150	-16211.795	-86922.356	-4405.459
45000000	-103217.923	-16267.630	-86950.293	-4461.006
46000000	-103179.675	-16237.048	-86942.627	-4430.724
47000000	-103179.189	-16255.284	-86923.905	-4448.055
48000000	-103160.504	-16223.903	-86936.601	-4416.865
49000000	-103141.476	-16219.065	-86922.411	-4413.013
50000000	-103128.073	-16175.515	-86952.558	-4369.428
51000000	-103175.650	-16245.506	-86930.144	-4438.944
52000000	-103306.972	-16314.290	-86992.682	-4507.481
53000000	-103197.206	-16209.989	-86987.217	-4403.721
54000000	-103263.868	-16263.074	-87000.794	-4456.516
55000000	-103127.193	-16165.286	-86961.907	-4359.688
56000000	-103077.133	-16132.674	-86944.459	-4326.689
57000000	-103290.502	-16254.885	-87035.618	-4447.896
58000000	-103308.983	-16402.418	-86906.565	-4595.480
59000000	-103171.754	-16209.721	-86962.033	-4403.306
60000000	-103111.637	-16219.099	-86892.538	-4412.169
61000000	-103139.803	-16188.384	-86951.419	-4381.472
62000000	-103138.766	-16199.553	-86939.213	-4393.568
63000000	-103178.869	-16298.187	-86880.681	-4491.192
64000000	-103191.610	-16244.971	-86946.638	-4438.317
65000000	-103277.456	-16271.277	-87006.179	-4464.599
66000000	-103279.803	-16302.590	-86977.213	-4495.468
67000000	-103229.911	-16278.075	-86951.836	-4471.260
68000000	-103212.395	-16265.553	-86946.842	-4459.006
69000000	-103214.379	-16242.331	-86972.048	-4435.920
70000000	-103186.216	-16217.297	-86968.919	-4410.944
71000000	-103268.585	-16256.477	-87012.108	-4450.254
72000000	-103162.926	-16229.506	-86933.420	-4423.339
73000000	-103300.731	-16330.132	-86970.599	-4523.036
74000000	-103237.408	-16274.619	-86962.789	-4467.899
75000000	-103301.129	-16343.696	-86957.432	-4537.100
76000000	-103286.965	-16360.142	-86926.824	-4553.146
77000000	-103180.665	-16251.479	-86929.186	-4444.888
78000000	-103363.667	-16411.909	-86951.758	-4604.032
79000000	-103210.996	-16317.488	-86893.508	-4510.040
