state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1248	1.1906	0.1588	3.2703E-2	4.3365	0.1566	0.2852	0.2783	0.2044	0.2836	0.2337	4.38E-4	1.5727E-4	4.3602E-4	0.3660	-2.9762E-2	0.320	18.463	2181.361
2000000	0.1082	1.2358	0.1564	3.838E-2	4.3118	0.1494	0.2898	0.2772	0.2085	0.2834	0.2309	4.3974E-4	1.5086E-4	4.3245E-4	0.3403	-6.5615E-3	0.163	18.240	2169.894
3000000	0.1081	1.2822	0.1480	4.166E-2	4.2643	0.1557	0.2909	0.2738	0.2075	0.2874	0.2313	4.6729E-4	1.5311E-4	4.5435E-4	0.3214	-5.043E-3	0.141	18.890	2143.829
4000000	0.1212	1.2531	0.1567	3.3644E-2	4.2791	0.1562	0.2969	0.2727	0.2032	0.2862	0.2380	4.5226E-4	1.6546E-4	4.4593E-4	0.3600	-4.22E-2	0.304	18.519	2134.248
5000000	0.1249	1.2606	0.1506	3.0511E-2	4.2650	0.1683	0.2730	0.2727	0.2085	0.2844	0.2344	4.4859E-4	1.698E-4	4.365E-4	0.3648	4.6977E-3	0.138	18.283	2158.511
6000000	0.1300	1.2011	0.1413	4.0995E-2	4.3295	0.1570	0.2955	0.2716	0.2063	0.2887	0.2335	4.6387E-4	1.5946E-4	4.5065E-4	0.3432	-4.0454E-4	0.249	18.333	2208.842
7000000	0.1235	1.2433	0.1260	4.4194E-2	4.2917	0.1713	0.2980	0.2717	0.2073	0.2884	0.2326	4.4029E-4	1.5645E-4	4.2986E-4	0.3524	-1.692E-2	0.195	18.350	2207.727
8000000	0.1234	1.2706	0.1446	3.6754E-2	4.2668	0.1578	0.2886	0.2791	0.2043	0.2827	0.2340	4.3927E-4	1.5147E-4	4.3801E-4	0.3560	-8.8803E-3	0.258	18.718	2184.482
9000000	0.1030	1.2198	0.1581	2.6461E-2	4.3115	0.1811	0.2768	0.2775	0.2055	0.2844	0.2326	4.4507E-4	1.4161E-4	4.3544E-4	0.3176	-3.114E-2	0.184	18.444	2164.055
10000000	0.1225	1.1853	0.1622	3.8651E-2	4.3217	0.1696	0.2993	0.2749	0.2071	0.2856	0.2325	4.8482E-4	1.76E-4	4.6703E-4	0.3505	5.3678E-2	0.141	18.343	2137.906
11000000	0.1321	1.2216	0.1606	3.9667E-2	4.2854	0.1606	0.3021	0.2728	0.2103	0.2824	0.2346	4.8339E-4	1.8321E-4	4.6077E-4	0.3622	2.1965E-2	0.217	18.298	2132.777
12000000	0.1161	1.2206	0.1367	3.7213E-2	4.3398	0.1495	0.2888	0.2749	0.2061	0.2893	0.2297	4.5614E-4	1.6583E-4	4.429E-4	0.3547	2.6396E-2	0.203	19.338	2174.527
13000000	0.1121	1.2272	0.1601	3.4149E-2	4.3007	0.1658	0.2918	0.2700	0.2125	0.2934	0.2241	4.6354E-4	1.5348E-4	4.5633E-4	0.3332	-1.8952E-2	0.220	18.650	2153.530
14000000	0.1434	1.2540	0.1485	3.0558E-2	4.2528	0.1708	0.2994	0.2671	0.2092	0.2874	0.2363	4.4565E-4	1.4429E-4	4.4217E-4	0.3264	8.2373E-3	0.348	18.571	2180.252
15000000	0.1225	1.2687	0.1636	3.2491E-2	4.2460	0.1667	0.2858	0.2689	0.2051	0.2854	0.2406	4.5193E-4	1.5192E-4	4.4295E-4	0.3421	-1.8663E-2	0.114	18.276	2183.461
16000000	0.1108	1.2080	0.1591	3.3233E-2	4.3125	0.1764	0.2882	0.2742	0.2011	0.2906	0.2342	4.462E-4	1.4426E-4	4.4043E-4	0.3325	3.6949E-2	0.142	18.293	2162.404
17000000	0.1252	1.2063	0.1642	4.1026E-2	4.2958	0.1674	0.2935	0.2666	0.2097	0.2870	0.2367	4.7075E-4	1.7785E-4	4.6155E-4	0.3711	-1.3801E-2	0.167	18.268	2167.557
18000000	0.1292	1.2206	0.1649	3.0821E-2	4.2791	0.1753	0.2990	0.2669	0.2059	0.2910	0.2362	4.4263E-4	1.4182E-4	4.3379E-4	0.3219	-2.5018E-2	0.368	18.272	2155.646
19000000	0.1254	1.3005	0.1560	3.9146E-2	4.2201	0.1589	0.2886	0.2714	0.2095	0.2831	0.2360	4.5893E-4	1.6383E-4	4.5325E-4	0.3554	1.4882E-2	0.189	18.250	2150.758
20000000	0.1166	1.2553	0.1417	3.2099E-2	4.2768	0.1775	0.2828	0.2703	0.2083	0.2904	0.2309	4.6422E-4	1.6219E-4	4.5368E-4	0.3452	-3.1304E-2	0.120	18.230	2095.952
