state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
1000000	0.1299	1.2482	0.1403	3.1224E-2	4.3062	0.1442	0.2910	0.2755	0.2059	0.2854	0.2331	4.5118E-4	1.7898E-4	4.409E-4	0.3985	-3.8384E-2	0.095	18.302	2178.249
2000000	0.1207	1.2758	0.1576	2.8294E-2	4.2710	0.1466	0.2937	0.2612	0.2140	0.2870	0.2378	4.536E-4	1.5961E-4	4.4117E-4	0.3512	-8.7831E-3	0.130	18.289	2190.480
3000000	0.1223	1.2596	0.1661	3.5411E-2	4.2552	0.1613	0.2911	0.2650	0.2075	0.2927	0.2348	4.5951E-4	1.5976E-4	4.4534E-4	0.3292	-1.9251E-2	0.093	18.286	2159.051
4000000	0.1303	1.3016	0.1467	3.5389E-2	4.2091	0.1769	0.2755	0.2743	0.2056	0.2846	0.2355	4.3504E-4	1.5867E-4	4.2717E-4	0.3550	-7.0284E-3	0.204	18.748	2166.035
5000000	0.1200	1.1724	0.1506	3.084E-2	4.3592	0.1670	0.3055	0.2810	0.2039	0.2862	0.2290	4.5745E-4	1.759E-4	4.3765E-4	0.3624	4.4538E-3	0.316	18.650	2185.206
6000000	0.1205	1.2250	0.1386	4.3538E-2	4.3021	0.1703	0.2780	0.2755	0.2045	0.2891	0.2308	4.3991E-4	1.4976E-4	4.3556E-4	0.3333	1.5943E-2	0.445	20.045	2142.945
7000000	0.1137	1.1670	0.1372	4.2624E-2	4.3743	0.1653	0.2791	0.2728	0.2073	0.2893	0.2306	4.4588E-4	1.4378E-4	4.3774E-4	0.3193	1.2888E-3	0.114	19.808	2152.488
8000000	0.1192	1.3082	0.1338	4.6844E-2	4.2314	0.1606	0.2850	0.2686	0.2119	0.2822	0.2373	4.6553E-4	1.7027E-4	4.5498E-4	0.3639	-3.2551E-2	0.161	18.318	2129.097
9000000	0.1200	1.3038	0.1356	3.4606E-2	4.2390	0.1670	0.2780	0.2737	0.2078	0.2832	0.2353	4.7024E-4	1.6033E-4	4.5167E-4	0.3361	-5.1601E-2	0.074	18.232	2128.529
10000000	0.1203	1.2184	0.1397	2.8676E-2	4.3299	0.1630	0.3039	0.2618	0.2115	0.2938	0.2329	4.7846E-4	1.6096E-4	4.6002E-4	0.3285	-7.7483E-3	0.362	18.262	2118.446
11000000	0.1064	1.3043	0.1432	3.2516E-2	4.2574	0.1563	0.2853	0.2708	0.2085	0.2808	0.2399	4.5769E-4	1.5442E-4	4.4015E-4	0.3402	-3.2019E-2	0.478	18.626	2166.355
12000000	0.1288	1.1776	0.1238	3.9971E-2	4.3485	0.1814	0.3023	0.2789	0.2069	0.2844	0.2298	4.4577E-4	1.4105E-4	4.3139E-4	0.3138	-7.268E-2	0.414	18.695	2205.510
13000000	0.1155	1.1675	0.1543	3.8462E-2	4.3536	0.1707	0.2918	0.2826	0.2060	0.2828	0.2287	4.4837E-4	1.5301E-4	4.3168E-4	0.3381	6.9459E-3	0.264	18.642	2190.804
14000000	0.1261	1.2288	0.1632	3.1029E-2	4.2868	0.1641	0.2883	0.2681	0.2045	0.2929	0.2346	4.3849E-4	1.5292E-4	4.304E-4	0.3413	-3.6806E-2	0.111	18.638	2230.452
15000000	0.1251	1.2477	0.1486	3.9182E-2	4.2751	0.1644	0.2740	0.2726	0.2059	0.2837	0.2378	4.485E-4	1.5161E-4	4.3781E-4	0.3374	3.1097E-3	0.258	18.816	2152.828
16000000	0.1077	1.2802	0.1599	4.3822E-2	4.2512	0.1572	0.2843	0.2762	0.2066	0.2851	0.2320	4.5729E-4	1.6533E-4	4.353E-4	0.3563	1.6204E-2	0.101	18.577	2165.242
17000000	0.1244	1.2775	0.1365	3.0604E-2	4.2735	0.1575	0.2873	0.2679	0.2046	0.2860	0.2414	4.4287E-4	1.4027E-4	4.3301E-4	0.3363	1.1306E-2	0.297	18.363	2161.923
