Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00082115317913	3809511.456761	3815770.41037345	1.00284476168698	3792123.46029575	3813729.52376022	1.00315318734427	3791561.06514157	3815509.76781155
