Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00082996723292	3726538.08939845	3732726.46542071	1.00287476894563	3709794.5579906	3731154.82121268	1.0031855380973	3708896.72789655	3732564.02814481
