Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00014459186952	1303418.30035007	1303795.254978	1.00044943046557	1301801.36222911	1302971.76356164	1.0006616605074	1301081.31707394	1302803.63492919
