gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	pInv	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
coda_point_long	0.999989549387387	1.00005437291201	1.00011170666739	0.999982697348488	0.999960788185699	1.0002311005769	1.00004363955773	0.999991121488321	1.00010778910197	1.00001157566588	1.00011269188827	1.00361598122762	1.00023973176312	1.00030076289753	1.00532142917594
coda_upper_long	1.00003079294712	1.00025405152237	1.00029660101413	1.00005469138861	0.999988408199595	1.0006456932616	1.00021045989237	1.00008586157301	1.00039281640286	1.00008130412201	1.00040600628812	1.00964253004857	1.00069357992821	1.00083779669837	1.01282372608218
coda_point_short	1.00016524648441	1.00019162044926	1.00087889444536	1.00001419765587	1.00060266575919	1.00011839151939	1.00013967311197	1.00023969847506	1.00014116322347	1.00003138806332	1.00029774067617	1.00609601192424	1.00110289692848	1.0006381095353	1.00681752952954
coda_upper_short	1.00085989018314	1.00058680475682	1.00269764618335	1.00017521259712	1.0019744649682	1.00054002899656	1.00056730897542	1.00089878913682	1.00055960775212	1.00030227567399	1.00110913054845	1.01614468637002	1.00305966170464	1.00203259018971	1.01824431860046
coda_point_trunc	1.00002303779878	1.00003401901996	1.00066497442172	0.99997769501191	1.00070370125447	1.00007564709451	1.00018327344398	1.00002113676897	1.00007377680887	0.999936352369359	1.00000951723624	1.00584674524862	1.00093627587905	1.00069295443702	1.00745452574562
coda_upper_trunc	1.00028112927117	1.00029056847563	1.00160507316111	1.00016956721029	1.00173397322109	1.00039808165583	1.00057308637293	1.00028310591511	1.00034920476431	1.0000512648457	1.00024638175758	1.01229181833274	1.00197464533049	1.00161866488209	1.01558339885676
rstan_long	1.00006280042388	1.00006119793909	0.999997333063442	0.99998787674968	1.00011454744482	1.00025476557604	1.00005324094192	0.999950775726291	1.00001842812507	1.00004514363559	1.00007335280613	1.0044684515361	1.00070689924928	1.00062135775192	1.00552063270004
rstan_short	0.999890185204121	1.00018765607328	1.00199051939739	1.00014768045105	1.00046376974461	1.00027315078125	1.00007900700574	1.00025739932536	0.999916720400523	0.999894945809655	1.00020030873652	1.01384621425767	1.00155431889142	1.00228132910921	1.01667416192026
rstan_trunc	1.0000115878653	1.00012517958611	1.00182447693272	1.00001528853732	1.0008169253018	1.00025348748336	1.00054181964585	1.00012665997385	0.999932935380782	0.999969261175929	0.999991541709302	1.01637127704883	1.00133582410494	1.00194687397886	1.01974767606983
