Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00006758485409	1285656.35663123	1285830.14429827	1.00027577799793	1284356.69533967	1285065.18765565	1.0002686601621	1283968.9282055	1284658.92348093
