Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00351411078302	18990154.6073619	19123856.1304524	1.00835325696656	18907388.3377137	19224584.1833989	1.0081294196176	18897887.7465573	19206394.3787766
