Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00358524632984	18317427.3131042	18449007.7432474	1.00831952613602	18229162.068379	18533739.771524	1.00815077476446	18223619.339622	18521903.2613896
