Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.08048409527876	1228173.7689953	1433826.4067223	1.1078987939613	1141554.11067614	1401188.87813405	1.12356765857829	1152678.37635238	1455146.11969336
