Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.05702947724478	11024.906223853	12318.252479152	1.06561556389931	11170.992789995	12685.070389679	1.06983437115908	10936.1673672836	12516.9420411021
