Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00075347663224	10651.702311839	10667.7599766694	1.00440687376625	10937.8082145073	11034.4237127713	1.00308865873398	10787.8930417209	10854.6361963298
