posterior	prior	likelihood	coalescent
coda_point_long	1.09969982026223	1.14677561063478	1.11640874971349	1.14675598560237
coda_upper_long	1.2499263643873	1.3539964217781	1.29692195520847	1.35395343578864
coda_point_short	1.02582190745828	1.00971165480751	1.03655755853994	1.00970548270129
coda_upper_short	1.06777569827857	1.02499008673048	1.09729537788964	1.02497388028596
coda_point_trunc	1.13927951036457	1.1538929227987	1.08356650624172	1.15387583425753
coda_upper_trunc	1.27202844081994	1.29887686264288	1.16803079547423	1.29884565458622
rstan_long	1.14015650764359	1.10667819252732	1.17458247052324	1.10665930290144
rstan_short	1.03137577490514	1.01711660481507	1.06643354214347	1.0171124164246
rstan_trunc	1.15641457228291	1.1383769022309	1.14349622031883	1.13835859825457
