Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.0123492316836	29046982.3841776	29768827.9816723	1.02451908382906	28566240.3129029	29984250.0033899	1.02713598498021	28565775.8760074	30137131.5489847
