Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.01325830508302	29482057.3451014	30269004.0008905	1.02602700090473	28949386.1509403	30475928.0024676	1.02889133112676	28948720.9539492	30645618.8778345
