cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
coda_point_long	1.00696785888668	1.00194802630483	1.00212029737306	1.00050458161394	1.00122176531316	1.00189556278282	1.00047076484393	1.00241238344183	1.00126284228543	1.00090341541212	1.00469334745888	1.00468862730456	1.09734458399989	1.10631008221631	1.00221616433572	1.14380345082677
coda_upper_long	1.01931683757992	1.00551538841997	1.00596076699321	1.00151246503969	1.0034650590427	1.00536614447003	1.00138917848378	1.00675242044912	1.00360247812796	1.00259930632856	1.01303622158776	1.01302366741226	1.24337072118322	1.26388160516188	1.00621077977353	1.34750884058269
coda_point_short	1.00654215040769	1.00878860902043	1.00116679723744	1.00069401667784	1.00771400586043	1.00223907020651	1.00081810628184	1.00160802144574	1.00270479880887	1.00052437470585	1.00386378374745	1.00386665250552	1.00425970909826	1.00677824921698	1.0009061975856	1.00892483531959
coda_upper_short	1.01825441681075	1.02439158762974	1.00353624907286	1.00234059541605	1.02143166796418	1.00656799936486	1.00245546479931	1.00464933171874	1.00790160484947	1.00177716603723	1.01043195521289	1.01043739012227	1.01157292117071	1.01789578351631	1.00278568593003	1.02278308086234
coda_point_trunc	1.00624485484956	1.00629222295172	1.00363573072202	1.00322438055299	1.0049670695753	1.00313035788564	1.00098035706473	1.00203807895366	1.00144816124865	1.00114165252785	1.00465308341735	1.00465252315572	1.08995930702619	1.1150709088839	1.00308742728857	1.15002566325173
coda_upper_trunc	1.01334817977811	1.01347002567136	1.00791262287474	1.00705035224507	1.01065903528412	1.00684673328279	1.00229990280996	1.00451648592697	1.00329238445375	1.00264585622691	1.00997615981082	1.00997460157405	1.17989419987055	1.22680258096817	1.00671533966059	1.29182925737726
rstan_long	1.00523904940246	1.00280772089181	1.00187447359627	1.00117157120625	1.00103006507395	1.00174003007259	1.00059389286525	1.00296873875476	1.00136879376498	1.00074174013596	1.00390996748585	1.00390736114839	1.06936713963821	1.07900303527849	1.00172853128778	1.10457151950636
rstan_short	1.00605082459434	1.00704156781936	1.00349226769552	1.00077898664275	1.0057664209442	1.00269453431521	1.00142566375965	1.00109517901335	1.00229594219045	1.00099364906004	1.00326595325022	1.0032702281512	1.00837390131643	1.01122013912679	1.00087406964272	1.01688245614681
rstan_trunc	1.00649118599929	1.00591465469653	1.00512878747976	1.00308023341526	1.00508024653169	1.00321842062348	1.00145784638754	1.00321270781362	1.00171616789645	1.00332612786633	1.00423172442045	1.00423131879826	1.08226551286554	1.10304832835784	1.00280680878502	1.1353425347432
