Rhat_long	W_long	V_long	Rhat_short	W_short	V_short	Rhat_trunc	W_trunc	V_trunc
1.00021949213952	68193.7586303538	68223.6979036776	1.00041296986671	68148.5494355178	68204.8476526053	1.00030830851254	68113.2381722861	68155.2444290214
