state	cp12.gtr.rates.rateAC	cp12.gtr.rates.rateAG	cp12.gtr.rates.rateAT	cp12.gtr.rates.rateCG	cp12.gtr.rates.rateCT	cp12.gtr.rates.rateGT	cp3.gtr.rates.rateAC	cp3.gtr.rates.rateAG	cp3.gtr.rates.rateAT	cp3.gtr.rates.rateCG	cp3.gtr.rates.rateCT	cp3.gtr.rates.rateGT	nc.gtr.rates.rateAC	nc.gtr.rates.rateAG	nc.gtr.rates.rateAT	nc.gtr.rates.rateCG	nc.gtr.rates.rateCT	nc.gtr.rates.rateGT	cp12.alpha	cp3.alpha	nc.alpha	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	nc.frequencies1	nc.frequencies2	nc.frequencies3	nc.frequencies4	cp12.mu	cp3.mu	nc.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	0.6144	2.2682	0.2496	0.1295	2.4500	0.2883	0.3858	2.7447	0.1937	2.2888E-2	2.2925	0.3604	0.3391	1.9981	0.1289	0.1404	2.9078	0.4857	1.1077E-2	0.1620	0.2268	0.3018	0.2008	0.2275	0.2699	0.2462	0.2410	0.2470	0.2658	0.3402	0.2403	0.1946	0.2249	0.3681	2.1628	1.3405	6.0391E-4	9.5515E-4	5.2251E-4	1.5288	1.6563E-2	2.029	20.594	415.248
12000000	0.4527	2.2934	0.2689	6.9774E-2	2.6310	0.2841	0.3982	2.7129	0.1667	3.0015E-2	2.4010	0.2912	0.2071	2.0717	0.2258	6.6846E-2	2.7785	0.6501	4.5562E-2	0.1783	0.3042	0.2963	0.2115	0.2236	0.2686	0.2407	0.2409	0.2447	0.2738	0.3394	0.2572	0.1819	0.2215	0.3575	2.2235	1.2072	5.3697E-4	7.2681E-4	4.7364E-4	1.3665	7.5671E-3	4.168	20.810	444.754
13000000	0.4226	1.9469	0.2983	0.1623	2.9449	0.2249	0.5073	2.5665	0.1417	3.3923E-2	2.3521	0.3984	0.2106	2.4825	0.1955	0.1023	2.5296	0.4796	2.9562E-2	0.1616	0.1987	0.3016	0.2077	0.2207	0.2699	0.2414	0.2422	0.2518	0.2645	0.3296	0.2505	0.1825	0.2374	0.3437	2.2864	1.0887	5.4905E-4	6.9576E-4	5.0498E-4	1.2745	1.8599E-2	5.161	19.957	421.073
14000000	0.4998	2.3577	0.4230	0.1223	2.3722	0.2250	0.3527	2.8272	0.2192	3.3631E-2	2.2094	0.3578	0.2190	1.9285	0.1558	5.0145E-2	3.1337	0.5129	1.0405E-2	0.1736	0.2251	0.2930	0.2081	0.2315	0.2675	0.2449	0.2509	0.2460	0.2582	0.3481	0.2499	0.1618	0.2402	0.3434	2.2540	1.1997	5.2364E-4	6.1059E-4	4.9639E-4	1.1948	8.4792E-2	1.578	21.626	435.568
15000000	0.4886	2.3485	0.3726	0.1850	2.3841	0.2213	0.4109	2.6414	0.2100	2.2353E-2	2.3472	0.3681	0.2966	2.2638	0.1724	0.1554	2.4973	0.6144	5.7872E-2	0.1753	0.1364	0.2925	0.2076	0.2323	0.2676	0.2350	0.2443	0.2538	0.2669	0.3527	0.2256	0.1882	0.2335	0.3713	2.2369	1.0694	5.2473E-4	6.4043E-4	4.912E-4	1.2269	6.2827E-2	34.868	19.774	422.924
16000000	0.6312	2.0434	0.3330	0.1033	2.6872	0.2019	0.4201	2.9258	0.2294	2.4077E-2	2.0755	0.3252	0.3448	2.3960	0.1873	0.1183	2.4743	0.4792	3.272E-2	0.1690	0.2162	0.3065	0.1999	0.2260	0.2676	0.2312	0.2579	0.2308	0.2800	0.3679	0.2334	0.1674	0.2313	0.3502	2.2391	1.2039	5.5094E-4	7.4077E-4	4.8027E-4	1.2392	2.4847E-2	0.727	19.376	436.793
17000000	0.5658	2.0575	0.3478	0.1754	2.5475	0.3061	0.4127	2.8498	0.2070	3.824E-2	2.1761	0.3163	0.2731	2.6123	0.1096	2.9745E-2	2.4717	0.5034	4.8579E-2	0.1619	0.1433	0.3038	0.2091	0.2247	0.2624	0.2324	0.2502	0.2480	0.2694	0.3251	0.2560	0.1735	0.2454	0.3595	2.2386	1.1432	6.0798E-4	7.5282E-4	5.2422E-4	1.3233	4.7855E-2	3.365	19.786	422.292
18000000	0.7374	2.1735	0.2442	4.5336E-2	2.5953	0.2043	0.3273	2.7876	0.1830	5.8239E-2	2.2936	0.3502	0.2729	2.9264	0.2126	5.8464E-2	2.2276	0.3021	1.7368E-2	0.1829	0.2256	0.3034	0.2103	0.2190	0.2673	0.2553	0.2506	0.2397	0.2544	0.3225	0.2614	0.1855	0.2306	0.3194	2.3094	1.1746	5.0931E-4	6.1728E-4	4.6989E-4	1.2796	5.6849E-2	143.378	21.016	459.248
19000000	0.5113	2.4310	0.3531	7.8518E-2	2.3949	0.2312	0.4150	2.8080	0.2024	3.605E-2	2.2147	0.3238	0.2823	2.5981	0.1996	2.787E-2	2.5550	0.3372	4.5505E-2	0.1814	0.1911	0.2972	0.2066	0.2233	0.2729	0.2438	0.2542	0.2337	0.2684	0.3228	0.2339	0.1952	0.2481	0.3389	2.2383	1.2829	6.7984E-4	1.0253E-3	5.4293E-4	1.3549	0.2340	2.251	19.288	406.404
20000000	0.6776	2.0520	0.2322	0.1092	2.7315	0.1974	0.4031	2.7339	0.1966	6.2994E-2	2.2254	0.3781	0.2716	2.4620	0.1583	4.0646E-2	2.6395	0.4279	1E-2	0.1699	0.2312	0.3075	0.2025	0.2263	0.2638	0.2522	0.2457	0.2373	0.2647	0.3362	0.2705	0.1742	0.2190	0.3695	2.2107	1.1699	6.3595E-4	8.9204E-4	5.1699E-4	1.2520	3.6327E-2	1.311	20.419	417.544
21000000	0.6102	2.2529	0.2646	0.1373	2.5828	0.1521	0.3580	2.7222	0.2351	2.3224E-2	2.2584	0.4031	0.4986	2.3641	0.1509	0.1117	2.3873	0.4873	4.6647E-2	0.2049	0.3233	0.3006	0.1999	0.2336	0.2658	0.2337	0.2440	0.2653	0.2570	0.3487	0.2516	0.1834	0.2162	0.3458	2.2671	1.1393	5.851E-4	7.4224E-4	5.1325E-4	1.1186	6.615E-2	2.248	20.320	429.778
22000000	0.6162	2.3737	0.2217	0.1193	2.4818	0.1873	0.3707	2.8211	0.2141	2.7322E-2	2.1697	0.3971	0.3287	2.5470	0.1733	0.1145	2.3756	0.4610	8.5919E-3	0.1502	0.2355	0.3104	0.2018	0.2245	0.2632	0.2387	0.2570	0.2395	0.2648	0.3372	0.2501	0.1859	0.2268	0.3815	2.1573	1.2694	5.114E-4	6.6466E-4	4.7654E-4	1.1338	0.1390	19.845	24.498	440.569
23000000	0.5409	2.1389	0.2845	0.1409	2.6417	0.2531	0.3931	2.7388	0.1409	5.5766E-2	2.3494	0.3220	0.2717	2.2032	0.1675	5.9116E-2	2.6916	0.6068	4.3934E-2	0.1853	0.3132	0.3036	0.2098	0.2257	0.2609	0.2353	0.2472	0.2429	0.2746	0.3369	0.2442	0.1777	0.2411	0.3339	2.2273	1.3545	5.5488E-4	6.9027E-4	4.9817E-4	1.3615	6.8501E-2	2.422	21.916	444.415
24000000	0.5157	2.3337	0.3776	4.0107E-2	2.5127	0.2202	0.3402	2.9319	0.2188	1.4215E-2	2.1105	0.3843	0.3269	2.4477	0.1975	5.3892E-2	2.2680	0.7060	2.7234E-2	0.1940	0.3261	0.2981	0.2096	0.2255	0.2668	0.2305	0.2517	0.2497	0.2680	0.3429	0.2475	0.1901	0.2195	0.3498	2.2785	1.0739	5.8116E-4	6.4156E-4	5.2084E-4	1.1498	6.5312E-2	9.038	20.405	431.232
25000000	0.5295	2.1743	0.2439	6.3317E-2	2.7483	0.2407	0.3189	2.7397	0.2276	3.6488E-2	2.3274	0.3499	0.2894	2.2874	0.1181	0.1394	2.4904	0.6752	4.2146E-2	0.1685	0.2470	0.2984	0.2086	0.2288	0.2641	0.2365	0.2525	0.2492	0.2617	0.3146	0.2457	0.1853	0.2543	0.3626	2.2129	1.2088	6.6859E-4	8.7671E-4	5.2133E-4	1.4277	6.8132E-2	0.555	19.741	415.014
26000000	0.5289	2.2569	0.2938	0.1017	2.6273	0.1914	0.3911	2.6654	0.2327	2.4429E-2	2.4203	0.2661	0.2887	2.1661	9.3996E-2	6.9937E-2	2.4829	0.8984	1.1701E-2	0.1498	0.2470	0.3053	0.1959	0.2290	0.2698	0.2398	0.2438	0.2554	0.2610	0.3373	0.2477	0.1811	0.2340	0.3415	2.2772	1.1347	5.4637E-4	6.7001E-4	4.5282E-4	1.2551	8.4672E-2	5.760	21.232	449.066
27000000	0.6779	2.2738	0.2979	0.1283	2.4734	0.1487	0.4322	2.5873	0.1641	2.8474E-2	2.4005	0.3874	0.2716	2.2624	0.1863	0.1362	2.7779	0.3656	2.6767E-2	0.2098	0.2040	0.2999	0.2053	0.2283	0.2665	0.2496	0.2413	0.2496	0.2596	0.3320	0.2419	0.1878	0.2383	0.3468	2.2497	1.1911	6.329E-4	7.9333E-4	5.0877E-4	1.1292	8.303E-2	2.197	20.376	435.989
28000000	0.5762	2.3421	0.2610	0.1552	2.4675	0.1980	0.3225	3.0368	0.1807	3.2043E-2	2.0987	0.3292	0.3054	2.2750	0.2407	5.5747E-2	2.6541	0.4690	1.6421E-2	0.1832	0.1623	0.2961	0.1988	0.2390	0.2660	0.2306	0.2512	0.2505	0.2676	0.3431	0.2517	0.1734	0.2318	0.3355	2.2900	1.1315	5.7942E-4	6.6105E-4	5.0796E-4	1.0914	0.1224	15.096	22.020	431.873
29000000	0.7056	2.1867	0.2908	7.5032E-2	2.5260	0.2158	0.3684	2.6340	0.1847	3.1421E-2	2.4126	0.3689	0.3343	2.0230	0.1221	6.1208E-2	2.6670	0.7924	2.2292E-2	0.1761	0.1907	0.2891	0.2041	0.2297	0.2771	0.2287	0.2424	0.2621	0.2668	0.3411	0.2459	0.1873	0.2257	0.3657	2.2209	1.1611	5.9138E-4	7.8676E-4	5.1354E-4	1.4283	0.1759	3.561	22.641	441.410
30000000	0.4140	2.4762	0.2473	9.2953E-2	2.5080	0.2616	0.3893	2.8100	0.2109	4.0777E-2	2.2154	0.3336	0.3319	2.2427	0.1845	6.7578E-2	2.6136	0.5597	5.2454E-2	0.1529	0.3164	0.3100	0.1948	0.2195	0.2757	0.2372	0.2387	0.2532	0.2710	0.3361	0.2461	0.1910	0.2268	0.3688	2.2022	1.2035	6.0506E-4	8.6491E-4	4.86E-4	1.3542	6.3545E-2	12.422	19.485	428.641
31000000	0.5228	2.0375	0.3590	0.1136	2.7736	0.1936	0.3609	2.7990	0.2093	2.6541E-2	2.2618	0.3425	0.3616	2.1712	0.1241	1.9501E-2	2.7582	0.5654	2.8121E-2	0.1563	0.1573	0.2943	0.2101	0.2263	0.2693	0.2330	0.2418	0.2470	0.2781	0.3457	0.2359	0.1915	0.2269	0.3654	2.2462	1.0777	6.0456E-4	9.3182E-4	4.8404E-4	1.5489	9.0705E-2	4.376	27.196	452.912
32000000	0.5693	2.3877	0.3488	8.0216E-2	2.4002	0.2138	0.3251	3.0438	0.2598	2.8354E-2	2.0544	0.2885	0.2736	2.0831	0.2088	0.1049	2.8470	0.4826	3.4163E-2	0.1780	0.3092	0.2979	0.2027	0.2332	0.2662	0.2446	0.2550	0.2292	0.2712	0.3311	0.2353	0.1902	0.2434	0.3650	2.2213	1.1644	5.6506E-4	7.8611E-4	5.1704E-4	1.4301	8.3098E-2	1.097	19.486	418.406
33000000	0.5945	2.1215	0.2663	0.1716	2.6473	0.1988	0.3203	2.8773	0.1848	3.3044E-2	2.1683	0.4162	0.3841	2.4313	0.1735	9.0502E-2	2.5636	0.3570	2.918E-3	0.1807	0.2516	0.2945	0.2087	0.2353	0.2615	0.2376	0.2579	0.2414	0.2632	0.3226	0.2708	0.1779	0.2286	0.3516	2.2515	1.1528	5.859E-4	7.556E-4	4.9859E-4	1.4769	1.8752E-2	1.065	23.550	421.970
34000000	0.6504	2.4037	0.3191	0.1058	2.2835	0.2374	0.3674	2.9166	0.2163	2.4966E-2	2.1347	0.3400	0.2750	2.3798	0.2508	2.9864E-2	2.6737	0.3907	4.4155E-2	0.1861	0.1922	0.2936	0.2110	0.2301	0.2653	0.2290	0.2522	0.2486	0.2702	0.3379	0.2470	0.1755	0.2396	0.3648	2.1827	1.2960	6.2613E-4	8.3728E-4	5.3347E-4	1.3276	5.7916E-2	3.848	22.260	424.844
35000000	0.4767	2.1121	0.3299	0.1468	2.6270	0.3075	0.3233	2.8142	0.2089	3.0366E-2	2.2494	0.3738	0.3419	2.0469	0.1317	9.4948E-2	2.8399	0.5447	4.5752E-2	0.1675	0.1508	0.3050	0.2099	0.2173	0.2677	0.2541	0.2526	0.2463	0.2471	0.3368	0.2523	0.1846	0.2264	0.3523	2.2388	1.1906	5.1969E-4	6.0905E-4	4.6983E-4	1.2015	8.6318E-2	5.116	20.875	433.747
36000000	0.6572	1.9973	0.3540	0.1407	2.6716	0.1792	0.3426	2.7055	0.2450	5.5141E-2	2.2555	0.3962	0.3135	2.2979	0.1628	8.7168E-2	2.5919	0.5468	1.7432E-2	0.1828	0.2376	0.3043	0.2067	0.2239	0.2651	0.2398	0.2368	0.2557	0.2677	0.3571	0.2510	0.1626	0.2293	0.3940	2.1834	1.0966	6.5766E-4	9.1738E-4	5.5213E-4	1.4151	8.8798E-2	4.550	20.453	397.649
37000000	0.5689	2.0864	0.2566	8.5555E-2	2.6822	0.3203	0.3496	2.7838	0.2347	1.4712E-2	2.2035	0.4138	0.5145	2.4639	0.1503	1.4763E-2	2.5881	0.2685	6.8167E-3	0.1856	0.1691	0.3043	0.2084	0.2218	0.2655	0.2348	0.2476	0.2519	0.2657	0.3154	0.2457	0.2080	0.2310	0.3696	2.1865	1.2506	6.0239E-4	8.2925E-4	5.1706E-4	1.2445	6.5717E-2	1.002	19.736	424.380
38000000	0.5832	2.3411	0.3335	8.8289E-2	2.3265	0.3274	0.4222	3.0158	0.1863	3.4632E-2	1.9667	0.3743	0.2486	2.1336	0.2836	0.1315	2.6215	0.5812	3.7805E-2	0.1640	0.2845	0.3125	0.2025	0.2245	0.2606	0.2335	0.2661	0.2395	0.2609	0.3532	0.2341	0.1717	0.2410	0.3498	2.2467	1.1812	5.2208E-4	6.3462E-4	4.7647E-4	1.1837	8.1998E-2	2.524	21.360	444.759
39000000	0.6371	2.1447	0.4281	0.1009	2.4460	0.2430	0.4012	2.8706	0.1621	3.005E-2	2.1560	0.3800	0.3552	2.0406	0.1512	9.7186E-2	2.6881	0.6677	3.0534E-2	0.1759	0.2260	0.3080	0.1978	0.2234	0.2708	0.2457	0.2451	0.2436	0.2656	0.3428	0.2639	0.1655	0.2278	0.3534	2.2422	1.1724	5.578E-4	7.9178E-4	4.7298E-4	1.4610	6.5073E-2	7.965	21.065	456.394
40000000	0.5721	2.2784	0.2386	6.0273E-2	2.5613	0.2894	0.3616	2.7016	0.1732	4.3763E-2	2.3168	0.4030	0.3392	2.3047	0.1739	0.1612	2.5284	0.4927	3.328E-2	0.1789	0.2373	0.2978	0.2058	0.2297	0.2668	0.2340	0.2462	0.2508	0.2690	0.3452	0.2367	0.1865	0.2316	0.3681	2.1858	1.2630	6.1385E-4	7.7952E-4	4.9711E-4	1.4182	5.2361E-2	5.241	34.192	433.375
41000000	0.7190	2.1549	0.2695	0.1141	2.5169	0.2256	0.3645	2.6256	0.1984	2.0892E-2	2.4517	0.3389	0.3475	2.2965	5.1373E-2	6.1737E-2	2.6416	0.6013	2.5217E-2	0.1782	0.3076	0.2975	0.2095	0.2317	0.2612	0.2570	0.2422	0.2465	0.2544	0.3542	0.2410	0.1669	0.2379	0.3697	2.1949	1.2218	5.9167E-4	8.3713E-4	4.9611E-4	1.4189	1.1272E-2	15.793	26.620	425.016
42000000	0.5560	2.1149	0.2844	0.1107	2.7176	0.2165	0.3851	2.8187	0.2301	5.9252E-2	2.1790	0.3278	0.2206	2.4618	0.1065	2.7056E-2	2.6810	0.5030	3.397E-2	0.1859	0.1961	0.2999	0.2136	0.2286	0.2579	0.2413	0.2443	0.2453	0.2691	0.3207	0.2424	0.1880	0.2489	0.3707	2.2459	1.0425	5.7618E-4	7.3703E-4	5.433E-4	1.4333	0.1761	6.488	19.682	419.135
43000000	0.6323	2.3728	0.3291	0.1248	2.3352	0.2057	0.3360	2.7499	0.1790	2.2433E-2	2.3453	0.3674	0.2888	2.0750	0.2564	7.0343E-2	2.7480	0.5614	2.6795E-2	0.1815	0.1533	0.2999	0.2026	0.2356	0.2619	0.2311	0.2463	0.2500	0.2726	0.3558	0.2471	0.1808	0.2163	0.3643	2.2062	1.2198	5.3713E-4	6.9692E-4	4.9098E-4	1.2845	0.1210	66.455	20.391	420.815
44000000	0.6340	2.2253	0.2226	0.1733	2.4499	0.2949	0.4585	2.6060	0.2056	3.1999E-2	2.3099	0.3880	0.2086	2.2689	0.2417	0.1719	2.7290	0.3799	4.5297E-2	0.1797	0.1531	0.2929	0.2023	0.2262	0.2785	0.2459	0.2343	0.2514	0.2684	0.3700	0.2493	0.1647	0.2160	0.3453	2.2854	1.0814	5.0253E-4	6.8778E-4	4.1983E-4	1.1765	-1.3467E-2	8.372	31.109	500.870
45000000	0.6416	2.2355	0.2612	0.1169	2.5715	0.1733	0.3810	2.6580	0.2287	2.3253E-2	2.2628	0.4462	0.3532	2.4664	0.1224	9.029E-2	2.4548	0.5129	1.2187E-2	0.1684	0.2044	0.3037	0.1994	0.2209	0.2760	0.2513	0.2449	0.2451	0.2587	0.3405	0.2420	0.1708	0.2468	0.3772	2.1875	1.1961	6.0128E-4	8.5397E-4	5.054E-4	1.4939	8.2762E-2	1.910	19.740	420.684
46000000	0.4886	2.3533	0.3470	0.1071	2.4225	0.2814	0.3829	2.7436	0.1818	2.6561E-2	2.3077	0.3575	0.3065	2.5196	0.1883	0.2750	2.3367	0.3739	1.059E-2	0.1756	0.3191	0.2978	0.2074	0.2240	0.2707	0.2424	0.2402	0.2472	0.2702	0.3389	0.2510	0.1726	0.2376	0.3704	2.2053	1.1820	5.6371E-4	6.9184E-4	5.1555E-4	1.3056	9.133E-2	16.798	24.124	430.016
47000000	0.6097	2.1577	0.3611	7.4255E-2	2.6093	0.1879	0.3422	2.7333	0.2123	6.962E-2	2.2461	0.3965	0.2917	2.0138	8.0775E-2	0.2046	2.8648	0.5444	3.425E-2	0.1866	0.1541	0.2965	0.2100	0.2313	0.2622	0.2556	0.2411	0.2436	0.2596	0.3693	0.2273	0.1704	0.2331	0.3690	2.2556	1.0218	5.862E-4	6.689E-4	4.8569E-4	1.1815	-6.9679E-3	1.346	19.993	415.291
48000000	0.5430	2.3117	0.2364	0.1126	2.4962	0.3001	0.3684	2.6392	0.1837	4.3147E-2	2.3086	0.4570	0.3589	2.1317	0.1673	4.3633E-2	2.7034	0.5951	2.8098E-2	0.1884	0.2342	0.3008	0.2053	0.2343	0.2596	0.2506	0.2417	0.2489	0.2588	0.3671	0.2219	0.1873	0.2237	0.3691	2.2044	1.1938	5.9848E-4	7.7686E-4	5.3999E-4	1.2601	0.1193	11.851	19.766	407.754
49000000	0.5234	2.4890	0.3061	0.1376	2.3425	0.2013	0.3542	2.5873	0.2376	3.3932E-2	2.3208	0.4661	0.4620	1.9779	0.1244	0.1778	2.8870	0.3709	2.111E-2	0.1711	0.3651	0.2916	0.2116	0.2297	0.2671	0.2443	0.2392	0.2508	0.2657	0.3322	0.2431	0.1917	0.2330	0.3696	2.2119	1.1649	6.2555E-4	9.4232E-4	5.0657E-4	1.5848	2.3588E-2	7.091	20.912	434.298
50000000	0.5731	2.1615	0.4181	0.1060	2.6160	0.1253	0.3447	2.9934	0.2380	1.9439E-2	2.1205	0.2840	0.3573	2.3108	0.1618	3.3609E-2	2.6342	0.5023	2.8704E-2	0.1861	0.2346	0.3014	0.2027	0.2261	0.2698	0.2302	0.2567	0.2543	0.2587	0.3563	0.2405	0.1899	0.2134	0.3721	2.2008	1.1858	5.9055E-4	7.4439E-4	4.944E-4	1.3421	0.1318	18.626	26.361	441.796
51000000	0.5410	2.1332	0.2806	0.1080	2.7585	0.1787	0.3680	2.6858	0.2452	3.8338E-2	2.3104	0.3523	0.2827	2.5590	0.1883	6.2983E-2	2.4145	0.4926	6.0633E-2	0.1934	0.2769	0.3019	0.2068	0.2264	0.2649	0.2389	0.2457	0.2463	0.2691	0.3474	0.2432	0.2037	0.2056	0.3926	2.1848	1.1010	5.7139E-4	6.8884E-4	5.0711E-4	1.2730	6.3858E-2	2.900	20.328	415.485
52000000	0.6068	1.7707	0.2948	0.1427	2.9575	0.2275	0.4450	2.4922	0.1683	1.8758E-2	2.5422	0.3335	0.3154	2.5869	0.1557	7.6325E-2	2.2939	0.5718	2.0352E-2	0.1783	0.2435	0.3048	0.1988	0.2317	0.2648	0.2405	0.2521	0.2425	0.2649	0.3293	0.2564	0.1993	0.2151	0.3515	2.1978	1.3346	4.8549E-4	5.4275E-4	4.7506E-4	1.1385	8.8834E-2	21.148	20.108	438.595
53000000	0.7045	1.9300	0.2570	0.1196	2.7151	0.2738	0.2986	2.7920	0.2834	2.3986E-2	2.2631	0.3388	0.3013	2.8607	0.2048	2.0847E-2	2.2734	0.3389	5.3146E-2	0.1833	0.2918	0.2991	0.2031	0.2301	0.2677	0.2412	0.2599	0.2442	0.2547	0.3526	0.2495	0.1647	0.2332	0.3927	2.1706	1.1486	5.3721E-4	5.7674E-4	5.3268E-4	1.2170	7.8783E-2	7.723	20.283	426.598
