state	cp12.gtr.rates.rateAC	cp12.gtr.rates.rateAG	cp12.gtr.rates.rateAT	cp12.gtr.rates.rateCG	cp12.gtr.rates.rateCT	cp12.gtr.rates.rateGT	cp3.gtr.rates.rateAC	cp3.gtr.rates.rateAG	cp3.gtr.rates.rateAT	cp3.gtr.rates.rateCG	cp3.gtr.rates.rateCT	cp3.gtr.rates.rateGT	nc.gtr.rates.rateAC	nc.gtr.rates.rateAG	nc.gtr.rates.rateAT	nc.gtr.rates.rateCG	nc.gtr.rates.rateCT	nc.gtr.rates.rateGT	cp12.alpha	cp3.alpha	nc.alpha	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	nc.frequencies1	nc.frequencies2	nc.frequencies3	nc.frequencies4	cp12.mu	cp3.mu	nc.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	0.5062	2.2873	0.3753	7.7832E-2	2.5696	0.1838	0.3148	2.8217	0.1898	1.884E-2	2.2667	0.3881	0.2186	2.6607	0.1609	4.39E-2	2.4114	0.5046	8.1652E-3	0.1826	0.2169	0.3046	0.2024	0.2339	0.2590	0.2512	0.2443	0.2519	0.2526	0.3359	0.2563	0.1766	0.2312	0.3307	2.2290	1.3702	5.1058E-4	5.7125E-4	4.684E-4	1.2787	7.1123E-2	0.972	20.426	457.387
12000000	0.4662	2.2522	0.3536	0.1604	2.5188	0.2488	0.4076	2.6779	0.1843	5.2952E-2	2.3347	0.3425	0.3993	2.1303	9.6306E-2	0.1126	2.8470	0.4145	1.0232E-2	0.1792	0.1883	0.2964	0.2079	0.2252	0.2704	0.2397	0.2482	0.2586	0.2536	0.3670	0.2434	0.1877	0.2019	0.3834	2.1696	1.2145	5.6328E-4	6.5393E-4	5.0161E-4	1.3323	0.2347	3.715	19.762	447.945
13000000	0.5401	2.0840	0.3015	5.8253E-2	2.8606	0.1555	0.3374	2.5755	0.2073	3.2297E-2	2.4983	0.3491	0.3370	2.2440	0.1314	5.4757E-2	2.6219	0.6110	2.748E-2	0.1868	0.3017	0.2970	0.2001	0.2329	0.2700	0.2468	0.2364	0.2546	0.2621	0.3174	0.2555	0.1939	0.2332	0.3885	2.2161	1.0230	5.6279E-4	6.4411E-4	5.1049E-4	1.2133	0.2083	1.674	19.823	416.006
14000000	0.3656	2.1313	0.3105	0.1092	2.8331	0.2503	0.4159	2.5517	0.1879	5.0707E-2	2.4261	0.3677	0.3359	2.1398	0.2209	0.1628	2.6789	0.4617	5.2125E-2	0.1956	0.1911	0.2950	0.2144	0.2255	0.2650	0.2354	0.2421	0.2608	0.2617	0.3618	0.2294	0.1704	0.2384	0.3545	2.2220	1.2328	5.0711E-4	6.6E-4	4.6251E-4	1.2524	6.3355E-2	1.085	21.939	470.261
15000000	0.5416	2.3948	0.2974	0.1247	2.4318	0.2097	0.3849	2.7288	0.1985	1.425E-2	2.2599	0.4137	0.3917	2.4078	0.1400	4.8098E-2	2.4277	0.5847	2.6273E-2	0.1818	0.1665	0.3074	0.2064	0.2274	0.2588	0.2494	0.2418	0.2366	0.2722	0.3450	0.2626	0.1880	0.2044	0.3648	2.2993	0.9025	5.8716E-4	9.2344E-4	4.6917E-4	1.4740	9.6299E-2	7.111	22.352	471.241
16000000	0.4312	2.2039	0.4130	0.1156	2.5294	0.3068	0.3622	2.9687	0.1652	2.985E-2	2.1475	0.3266	0.2024	2.6294	0.1632	0.1129	2.4203	0.4717	5.2804E-2	0.1607	0.2982	0.3103	0.2078	0.2219	0.2600	0.2334	0.2596	0.2463	0.2607	0.3514	0.2606	0.1669	0.2211	0.3480	2.2490	1.1858	5.5608E-4	7.4467E-4	4.8562E-4	1.2013	7.7343E-2	27.707	26.938	445.986
17000000	0.6062	1.9875	0.3069	0.1413	2.7280	0.2300	0.3955	2.7527	0.1753	2.5821E-2	2.3070	0.3437	0.3131	2.2933	0.2227	9.3076E-2	2.4770	0.6008	2.7628E-2	0.1933	0.2544	0.3044	0.2065	0.2268	0.2623	0.2487	0.2387	0.2438	0.2688	0.3529	0.2281	0.1860	0.2330	0.3877	2.1897	1.1178	5.6769E-4	6.7268E-4	4.8016E-4	1.3092	1.1892E-2	13.112	22.318	442.233
18000000	0.4944	2.0701	0.2856	0.2005	2.7239	0.2256	0.3709	2.7015	0.1993	2.9559E-2	2.3651	0.3337	0.3165	2.1738	0.1174	4.5415E-2	3.0471	0.2998	1.6105E-2	0.1961	0.3066	0.3052	0.2061	0.2328	0.2559	0.2384	0.2591	0.2328	0.2697	0.3687	0.2335	0.1859	0.2119	0.3287	2.2869	1.1882	6.6277E-4	1.0054E-3	5.0721E-4	1.3309	8.1866E-2	1.312	23.807	449.343
19000000	0.5384	2.3431	0.3854	0.1392	2.4093	0.1846	0.3910	2.7688	0.1915	2.3235E-2	2.3101	0.3152	0.3901	2.2677	0.1894	0.1107	2.5232	0.5189	2.8116E-2	0.1965	0.2498	0.3047	0.2132	0.2248	0.2572	0.2262	0.2565	0.2427	0.2745	0.3660	0.2538	0.1822	0.1980	0.3857	2.1630	1.2211	6.2041E-4	9.2418E-4	5.18E-4	1.4166	0.1078	23.467	22.453	416.462
20000000	0.6020	2.0820	0.2772	0.1174	2.6515	0.2699	0.3691	2.7641	0.2024	3.252E-2	2.2723	0.3596	0.3516	2.2523	0.1864	9.5553E-2	2.6494	0.4648	4.4501E-2	0.1681	0.1545	0.2961	0.2013	0.2322	0.2705	0.2381	0.2412	0.2457	0.2749	0.3371	0.2304	0.1887	0.2439	0.3761	2.1940	1.1817	5.9721E-4	7.9644E-4	5.1153E-4	1.2769	7.4476E-2	1.006	19.529	430.731
21000000	0.6142	2.2453	0.2318	7.8159E-2	2.6031	0.2273	0.3952	2.7454	0.2351	3.492E-2	2.1842	0.4052	0.4000	2.5789	0.1644	2.9361E-2	2.4059	0.4214	1.0748E-2	0.1803	0.1655	0.3044	0.2051	0.2203	0.2702	0.2468	0.2489	0.2327	0.2716	0.3497	0.2352	0.1735	0.2415	0.3589	2.2455	1.1241	6.4018E-4	1.092E-3	5.0249E-4	1.6553	8.5133E-2	1.896	21.839	436.312
22000000	0.4784	2.3022	0.2267	0.1079	2.6907	0.1941	0.3689	3.0347	0.1401	4.9678E-2	1.9409	0.4657	0.2053	1.8865	0.1089	0.1809	3.2899	0.3285	3.8605E-3	0.1875	0.2574	0.2960	0.2140	0.2209	0.2692	0.2473	0.2530	0.2352	0.2645	0.3442	0.2311	0.1819	0.2428	0.3822	2.1786	1.1923	6.2411E-4	8.8512E-4	5.2512E-4	1.5785	5.8649E-2	2.563	19.757	410.845
23000000	0.5663	2.2561	0.2460	0.1905	2.6112	0.1299	0.3878	2.8931	0.2061	9.5743E-3	2.1663	0.3372	0.4109	1.6680	0.1118	0.1253	3.1043	0.5797	1.2698E-2	0.1625	0.3526	0.3021	0.2037	0.2262	0.2680	0.2352	0.2519	0.2444	0.2685	0.3523	0.2279	0.1913	0.2285	0.3901	2.1690	1.1716	5.8939E-4	8.8348E-4	4.9137E-4	1.4559	0.1114	1.247	19.721	448.481
24000000	0.4703	2.2676	0.3138	0.1154	2.6295	0.2034	0.3162	2.9712	0.1807	2.7586E-2	2.2326	0.2718	0.1799	2.4098	0.2556	7.7371E-2	2.3375	0.7398	6.1693E-2	0.1825	0.2011	0.2913	0.2102	0.2317	0.2667	0.2435	0.2464	0.2453	0.2648	0.3264	0.2574	0.1738	0.2423	0.3584	2.2315	1.1745	5.5464E-4	7.0594E-4	4.7558E-4	1.2906	0.1311	7.968	20.986	435.190
25000000	0.5497	2.2949	0.2840	0.2349	2.3891	0.2475	0.3770	2.6623	0.1735	1.0328E-2	2.3843	0.3924	0.4905	2.3527	0.2305	3.9366E-2	2.3905	0.4964	5.7844E-2	0.1640	0.1921	0.2995	0.2007	0.2297	0.2701	0.2373	0.2611	0.2388	0.2628	0.3370	0.2839	0.1604	0.2187	0.3678	2.2754	0.9625	5.9216E-4	9.0018E-4	5.0477E-4	1.3911	6.591E-2	1.953	20.376	440.659
26000000	0.4491	2.1502	0.3004	0.1272	2.6694	0.3037	0.4146	2.7852	0.2230	2.9313E-2	2.2157	0.3322	0.2413	2.0147	0.1606	8.0289E-2	2.9749	0.5282	4.9318E-2	0.2054	0.1643	0.3063	0.2038	0.2257	0.2642	0.2395	0.2469	0.2476	0.2660	0.3365	0.2318	0.1798	0.2519	0.3376	2.2298	1.3207	5.7962E-4	8.0811E-4	4.9016E-4	1.1417	-5.7678E-3	0.529	19.267	437.966
27000000	0.5149	2.3141	0.3749	0.1534	2.3773	0.2654	0.3632	2.7507	0.2074	3.1628E-2	2.2301	0.4170	0.2744	1.9626	8.7868E-2	4.0601E-2	3.0516	0.5829	3.1345E-2	0.1899	0.2841	0.2994	0.2080	0.2326	0.2600	0.2421	0.2505	0.2441	0.2633	0.3459	0.2461	0.1808	0.2272	0.3554	2.2452	1.1484	5.7188E-4	8.6852E-4	4.8267E-4	1.2667	9.0314E-2	3.414	22.511	447.714
28000000	0.6355	2.0135	0.4297	0.1211	2.6012	0.1989	0.4323	2.8238	0.2073	3.2548E-2	2.2192	0.2849	0.1975	2.2873	0.2306	0.1281	2.7421	0.4144	2.6602E-2	0.1814	0.2358	0.3025	0.2060	0.2233	0.2682	0.2330	0.2517	0.2583	0.2571	0.3518	0.2568	0.1742	0.2172	0.3485	2.2957	1.0248	6.313E-4	9.8564E-4	5.0807E-4	1.5327	8.4566E-2	13.401	22.845	436.952
29000000	0.5832	2.0018	0.2501	0.1163	2.8027	0.2460	0.3003	2.7005	0.2165	2.9485E-2	2.3436	0.4096	0.3604	2.5660	0.2287	3.1203E-2	2.3020	0.5117	5.4744E-2	0.1657	0.2027	0.3036	0.2004	0.2303	0.2657	0.2326	0.2450	0.2570	0.2654	0.3396	0.2433	0.1760	0.2410	0.3589	2.1902	1.3107	5.0981E-4	5.9404E-4	4.9423E-4	1.2008	3.7303E-2	0.757	21.048	433.392
30000000	0.4760	2.3626	0.2226	0.2122	2.4857	0.2410	0.3657	2.8121	0.1792	5.4367E-2	2.2651	0.3236	0.4196	1.9253	0.1090	5.8313E-2	2.8130	0.6747	2.2383E-2	0.1855	0.2630	0.2990	0.2021	0.2269	0.2719	0.2381	0.2534	0.2466	0.2619	0.3467	0.2573	0.1787	0.2173	0.3506	2.1937	1.3544	5.5329E-4	7.4454E-4	4.9465E-4	1.4158	3.7045E-2	2.332	19.324	434.962
31000000	0.5144	2.1159	0.3102	0.2268	2.6419	0.1908	0.3504	2.9412	0.2227	3.3364E-2	2.0900	0.3624	0.2716	2.1461	0.1464	0.1141	2.7347	0.5872	4.5005E-3	0.2047	0.2632	0.3076	0.2039	0.2270	0.2614	0.2370	0.2541	0.2408	0.2682	0.3488	0.2488	0.1713	0.2311	0.3452	2.2164	1.3141	5.9812E-4	7.3341E-4	5.1268E-4	1.1954	4.5863E-3	0.482	20.185	437.517
32000000	0.4732	2.1528	0.2577	0.1382	2.7494	0.2286	0.3612	2.7483	0.2148	2.9237E-2	2.2928	0.3536	0.2670	2.5736	0.1390	0.1331	2.5457	0.3416	4.5551E-2	0.1815	0.2104	0.2967	0.2044	0.2342	0.2646	0.2469	0.2497	0.2361	0.2672	0.3330	0.2589	0.1736	0.2345	0.3761	2.1838	1.2162	5.4487E-4	7.6013E-4	5.0051E-4	1.2173	0.1264	2.003	20.595	449.306
33000000	0.5608	2.0783	0.3407	0.1122	2.6446	0.2634	0.4422	2.7732	0.1947	1.7544E-2	2.2218	0.3505	0.4009	2.4381	0.1301	4.2828E-2	2.5019	0.4863	6.4002E-2	0.1767	0.2152	0.2927	0.2070	0.2315	0.2688	0.2377	0.2486	0.2430	0.2707	0.3319	0.2553	0.1862	0.2266	0.3306	2.2641	1.2522	5.9499E-4	8.4806E-4	4.9778E-4	1.3274	0.1349	6.028	22.248	458.061
34000000	0.5968	2.3698	0.2545	0.1166	2.5087	0.1536	0.3401	2.7416	0.2104	1.6141E-2	2.3364	0.3554	0.4268	2.3831	0.2220	6.5395E-2	2.3609	0.5419	1.1036E-2	0.1745	0.1249	0.3001	0.2045	0.2308	0.2646	0.2285	0.2554	0.2537	0.2625	0.3483	0.2284	0.1795	0.2438	0.3804	2.1956	1.1474	5.4836E-4	7.8775E-4	4.3523E-4	1.4071	0.1469	3.597	27.975	475.303
35000000	0.5289	2.2876	0.2235	5.2148E-2	2.6997	0.2082	0.4443	2.6653	0.1300	3.9182E-2	2.3745	0.3469	0.3587	2.4338	0.1322	2.1093E-2	2.4877	0.5665	4.5153E-2	0.1622	0.2030	0.3012	0.1995	0.2331	0.2662	0.2416	0.2383	0.2502	0.2699	0.3565	0.2620	0.1550	0.2265	0.3688	2.2007	1.2079	5.6307E-4	6.8937E-4	4.894E-4	1.1854	9.3411E-2	1.311	20.748	433.610
36000000	0.5259	2.2258	0.3029	8.8016E-2	2.6003	0.2572	0.3369	2.8166	0.2223	3.0747E-2	2.2091	0.3843	0.2985	2.8175	0.1544	8.4059E-2	2.2924	0.3530	4.2014E-2	0.1818	0.1740	0.3049	0.2057	0.2222	0.2673	0.2355	0.2451	0.2458	0.2736	0.3428	0.2280	0.1822	0.2470	0.3682	2.1858	1.2628	5.8607E-4	8.6335E-4	4.9704E-4	1.2397	8.8941E-2	20.041	19.988	431.496
37000000	0.5866	2.1655	0.3158	9.2696E-2	2.5003	0.3391	0.4430	2.6174	0.2036	3.4836E-2	2.3834	0.3178	0.2850	2.7748	0.1924	5.0296E-2	2.3148	0.3827	2.1312E-2	0.1975	0.1910	0.3088	0.2004	0.2259	0.2649	0.2360	0.2409	0.2463	0.2769	0.3618	0.2282	0.1778	0.2322	0.3948	2.1742	1.1219	5.441E-4	7.0722E-4	4.5037E-4	1.2401	5.5819E-2	2.105	21.450	444.456
38000000	0.4203	2.1822	0.3040	9.3843E-2	2.8572	0.1424	0.4399	2.7227	0.1616	2.9728E-2	2.3006	0.3454	0.2904	2.1936	0.1717	8.1606E-2	2.8207	0.4420	5.066E-2	0.1923	0.3449	0.2911	0.2094	0.2394	0.2600	0.2343	0.2386	0.2586	0.2686	0.3353	0.2477	0.1862	0.2307	0.3607	2.1781	1.3391	5.6676E-4	6.8111E-4	4.994E-4	1.1845	-2.7254E-4	4.823	20.019	442.550
39000000	0.5921	2.1377	0.3019	0.2352	2.5207	0.2124	0.3912	2.7463	0.1840	2.6622E-2	2.3137	0.3381	0.2963	2.2524	0.1958	0.1565	2.7035	0.3956	3.8943E-3	0.1791	0.1985	0.3024	0.2016	0.2228	0.2732	0.2522	0.2543	0.2375	0.2560	0.3462	0.2536	0.1663	0.2339	0.3705	2.1839	1.2537	5.3154E-4	7.0433E-4	4.483E-4	1.4037	0.1322	5.607	20.044	457.328
40000000	0.6795	2.1452	0.3619	0.1006	2.4804	0.2324	0.3833	2.7971	0.1994	2.6156E-2	2.2295	0.3645	0.4156	2.4817	0.2053	0.2023	2.3102	0.3850	2.0281E-2	0.1653	0.2664	0.2977	0.2049	0.2279	0.2696	0.2428	0.2409	0.2463	0.2699	0.3290	0.2655	0.1770	0.2285	0.3467	2.2420	1.2179	6.7053E-4	1.025E-3	4.8936E-4	1.2854	2.6238E-2	1.170	20.029	441.483
41000000	0.6776	2.5207	0.2678	0.1128	2.0910	0.3301	0.3817	2.6321	0.1710	2.4053E-2	2.4462	0.3450	0.3898	2.4736	3.7174E-2	0.1165	2.3534	0.6296	4.0103E-2	0.1643	0.2687	0.3010	0.2042	0.2293	0.2655	0.2557	0.2358	0.2428	0.2657	0.3550	0.2386	0.1754	0.2310	0.3632	2.2208	1.1784	5.5088E-4	7.5052E-4	4.7412E-4	1.3027	7.8187E-2	0.677	19.880	452.749
42000000	0.5184	2.0548	0.3489	0.1459	2.6549	0.2770	0.3946	2.7433	0.2134	3.1359E-2	2.3175	0.2999	0.3012	2.2334	0.1459	0.1430	2.3307	0.8457	2.2352E-2	0.1713	0.3638	0.3105	0.2138	0.2224	0.2532	0.2443	0.2553	0.2395	0.2609	0.3313	0.2548	0.1855	0.2285	0.3558	2.2504	1.1280	5.1396E-4	7.0252E-4	4.9229E-4	1.2846	0.1177	1.396	20.921	449.269
43000000	0.5294	2.1238	0.4091	0.1129	2.5505	0.2744	0.3910	2.7099	0.2024	1.8956E-2	2.3327	0.3450	0.2792	1.9564	0.1309	2.8049E-2	3.1402	0.4652	3.0573E-3	0.1655	0.1798	0.3011	0.2030	0.2311	0.2648	0.2498	0.2510	0.2412	0.2580	0.3498	0.2372	0.1929	0.2202	0.3839	2.1487	1.2818	5.7708E-4	8.2854E-4	4.9626E-4	1.4562	9.1119E-2	3.238	19.663	439.997
44000000	0.5225	2.1093	0.2677	8.4766E-2	2.7582	0.2575	0.3582	2.8954	0.2291	3.0933E-2	2.1566	0.3296	0.1778	2.5209	0.2195	7.5454E-2	2.5231	0.4832	2.4265E-2	0.2051	0.2366	0.3052	0.2036	0.2192	0.2719	0.2492	0.2526	0.2395	0.2587	0.3602	0.2361	0.1774	0.2264	0.3806	2.1949	1.1479	5.241E-4	7.1833E-4	4.75E-4	1.4784	0.1492	4.252	19.883	445.038
45000000	0.3959	2.3503	0.2674	0.1764	2.5942	0.2157	0.3883	2.6718	0.1911	2.2605E-2	2.3305	0.3957	0.3692	2.1584	0.1296	8.1223E-3	2.7867	0.5480	1.0341E-2	0.1832	0.1833	0.2965	0.2020	0.2326	0.2689	0.2424	0.2522	0.2376	0.2678	0.3514	0.2386	0.1815	0.2285	0.3765	2.1994	1.1608	5.0285E-4	6.0643E-4	4.9201E-4	1.2517	0.1136	2.362	19.649	438.884
46000000	0.4735	2.2117	0.2281	0.1357	2.7938	0.1573	0.4432	2.7651	0.1531	1.7815E-2	2.2958	0.3250	0.4026	2.3279	9.8049E-2	0.1573	2.6760	0.3382	7.0774E-3	0.1988	0.1800	0.3060	0.2009	0.2250	0.2682	0.2383	0.2471	0.2498	0.2648	0.3446	0.2543	0.1716	0.2294	0.3354	2.2573	1.2425	5.1944E-4	5.9685E-4	4.5495E-4	1.1491	7.94E-2	26.114	21.507	450.780
47000000	0.5438	2.3204	0.3527	0.1548	2.4407	0.1876	0.3488	2.9702	0.1770	1.6903E-2	2.1541	0.3330	0.2829	2.2534	0.1650	7.1312E-2	2.7899	0.4375	1.9768E-2	0.1785	0.1986	0.3050	0.2044	0.2264	0.2642	0.2360	0.2556	0.2456	0.2628	0.3412	0.2602	0.1809	0.2177	0.3528	2.2590	1.1196	6.137E-4	7.8656E-4	5.2451E-4	1.2655	-2.8197E-3	0.686	20.360	420.107
48000000	0.4068	2.2307	0.3990	6.6702E-2	2.4859	0.4109	0.3599	2.8110	0.1876	3.4149E-2	2.2846	0.3228	0.3275	2.1486	0.2151	5.9507E-2	2.5800	0.6692	4.4231E-2	0.1820	0.2363	0.2951	0.2048	0.2346	0.2654	0.2400	0.2462	0.2350	0.2789	0.3407	0.2448	0.1958	0.2187	0.3794	2.2027	1.1302	7.4816E-4	1.3009E-3	5.2942E-4	1.6034	7.5577E-2	1.672	19.343	411.279
49000000	0.6303	2.0547	0.3361	0.1074	2.6883	0.1832	0.3331	2.9133	0.2176	1.4635E-2	2.1526	0.3688	0.3955	2.3656	0.1404	7.522E-2	2.4866	0.5367	3.3728E-2	0.1773	0.2376	0.3050	0.2064	0.2277	0.2609	0.2455	0.2586	0.2310	0.2648	0.3376	0.2495	0.1841	0.2289	0.3653	2.2162	1.1798	5.0336E-4	6.2812E-4	4.5633E-4	1.0808	6.7963E-2	2.044	23.389	467.433
50000000	0.6719	1.9877	0.1877	0.1490	2.8458	0.1579	0.4439	2.6484	0.1449	1.865E-2	2.4951	0.2491	0.2796	2.3509	0.2086	0.2252	2.3874	0.5483	1.5741E-2	0.1570	0.2959	0.3020	0.2009	0.2246	0.2726	0.2578	0.2310	0.2463	0.2649	0.3460	0.2059	0.2143	0.2338	0.3619	2.2424	1.1145	5.2702E-4	7.3677E-4	4.7487E-4	1.3821	0.2109	5.963	22.673	444.412
51000000	0.5029	2.2292	0.3432	0.1477	2.5614	0.2156	0.4156	2.9060	0.2218	8.7503E-3	2.0834	0.3643	0.3399	2.3004	0.1292	0.1037	2.7052	0.4216	2.7966E-2	0.1749	0.3079	0.3069	0.2090	0.2236	0.2605	0.2425	0.2514	0.2415	0.2646	0.3388	0.2343	0.1832	0.2437	0.3229	2.2485	1.3570	5.0123E-4	5.5898E-4	4.6967E-4	1.1167	2.8941E-2	1.628	22.175	463.303
52000000	0.5085	2.3077	0.1890	0.2300	2.4442	0.3206	0.4475	2.7797	0.2481	2.7411E-2	2.1832	0.3140	0.2851	2.7864	0.1332	5.2786E-2	2.2408	0.5017	1.0766E-2	0.1667	0.3062	0.3038	0.2092	0.2308	0.2562	0.2389	0.2403	0.2537	0.2671	0.3469	0.2514	0.1741	0.2276	0.3565	2.2469	1.1358	5.3747E-4	7.6986E-4	4.4499E-4	1.4495	0.1691	17.506	28.628	479.407
53000000	0.6136	2.0235	0.3039	9.0266E-2	2.7063	0.2625	0.4128	2.8196	0.1809	3.2407E-2	2.2167	0.3376	0.3540	2.6699	0.2171	6.653E-2	2.4221	0.2704	8.497E-3	0.1928	0.2302	0.2969	0.2109	0.2299	0.2623	0.2382	0.2542	0.2441	0.2634	0.3089	0.2670	0.1791	0.2450	0.3638	2.2275	1.1520	5.2456E-4	6.86E-4	4.9145E-4	1.2595	0.1051	3.852	20.029	443.895
54000000	0.6998	2.2572	0.3116	9.4806E-2	2.3948	0.2417	0.3457	3.0290	0.1793	4.671E-2	1.9556	0.4436	0.2417	1.9960	0.2360	0.1241	2.9450	0.4572	1.655E-2	0.1592	0.3021	0.2959	0.2094	0.2273	0.2674	0.2387	0.2481	0.2400	0.2732	0.3516	0.2490	0.1786	0.2208	0.3555	2.2225	1.2244	6.1052E-4	8.6999E-4	5.242E-4	1.3665	2.7098E-2	4.551	20.401	422.076
