state	cp12.gtr.rates.rateAC	cp12.gtr.rates.rateAG	cp12.gtr.rates.rateAT	cp12.gtr.rates.rateCG	cp12.gtr.rates.rateCT	cp12.gtr.rates.rateGT	cp3.gtr.rates.rateAC	cp3.gtr.rates.rateAG	cp3.gtr.rates.rateAT	cp3.gtr.rates.rateCG	cp3.gtr.rates.rateCT	cp3.gtr.rates.rateGT	nc.gtr.rates.rateAC	nc.gtr.rates.rateAG	nc.gtr.rates.rateAT	nc.gtr.rates.rateCG	nc.gtr.rates.rateCT	nc.gtr.rates.rateGT	cp12.alpha	cp3.alpha	nc.alpha	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	nc.frequencies1	nc.frequencies2	nc.frequencies3	nc.frequencies4	cp12.mu	cp3.mu	nc.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
23000000	0.4617	2.2788	0.3874	0.1322	2.5698	0.1700	0.4614	2.7979	0.1641	3.1608E-2	2.2184	0.3266	0.3374	2.8157	0.1794	6.3912E-2	2.2170	0.3865	7.2329E-2	0.1923	0.1830	0.3008	0.2092	0.2237	0.2663	0.2315	0.2509	0.2404	0.2773	0.3258	0.2353	0.1802	0.2588	0.3946	2.1244	1.2917	5.3552E-4	7.091E-4	4.6667E-4	1.2170	5.1288E-2	1.780	20.442	437.667
24000000	0.4423	2.1790	0.2812	0.1203	2.7522	0.2249	0.3937	2.7596	0.2247	2.4124E-2	2.2252	0.3728	0.2799	2.3186	0.1994	9.9571E-2	2.8359	0.2667	7.1902E-2	0.1810	0.2060	0.2924	0.2098	0.2243	0.2735	0.2419	0.2469	0.2439	0.2673	0.3511	0.2384	0.1977	0.2127	0.3613	2.2204	1.1925	5.398E-4	7.2667E-4	4.8243E-4	1.3790	2.9397E-2	7.014	25.475	434.769
25000000	0.5082	2.0686	0.2863	9.2918E-2	2.7948	0.2491	0.4153	2.7817	0.1354	3.7617E-2	2.2874	0.3425	0.3301	1.9988	0.1380	4.579E-2	2.9675	0.5198	1.7706E-2	0.1966	0.2511	0.2965	0.2015	0.2333	0.2687	0.2491	0.2411	0.2384	0.2714	0.3382	0.2248	0.1958	0.2412	0.3704	2.2267	1.1099	5.4863E-4	6.8879E-4	4.9621E-4	1.3531	1.849E-2	1.566	21.319	427.184
26000000	0.5418	2.1645	0.3458	0.1090	2.5453	0.2935	0.4226	2.8022	0.1881	1.1867E-2	2.2012	0.3741	0.4799	2.2139	0.1884	0.1831	2.6895	0.2451	3.5119E-2	0.1562	0.2917	0.3007	0.2085	0.2261	0.2646	0.2335	0.2500	0.2512	0.2654	0.3381	0.2495	0.1806	0.2317	0.3517	2.2408	1.1884	5.4884E-4	6.727E-4	5.0538E-4	1.3480	9.3981E-2	0.946	19.607	434.271
27000000	0.5176	2.0995	0.2818	0.1202	2.7189	0.2619	0.3773	2.6747	0.1750	4.8153E-2	2.3398	0.3850	0.2098	2.3202	0.1632	5.3679E-2	2.5917	0.6615	1.1905E-2	0.1931	0.1882	0.2944	0.2063	0.2239	0.2754	0.2298	0.2502	0.2461	0.2739	0.3584	0.2444	0.1750	0.2222	0.3656	2.2558	1.0441	6.3372E-4	8.513E-4	5.0058E-4	1.4253	6.2617E-2	4.742	21.421	418.705
28000000	0.5177	2.2735	0.3791	0.2311	2.3293	0.2693	0.4156	3.0691	0.1661	2.7257E-2	1.9574	0.3646	0.4045	2.1735	0.1117	2.5962E-2	2.8524	0.4319	3.194E-2	0.1656	0.3089	0.2965	0.2110	0.2298	0.2627	0.2357	0.2469	0.2479	0.2694	0.3447	0.2453	0.1932	0.2168	0.3758	2.1765	1.2431	5.784E-4	8.4016E-4	4.9108E-4	1.5990	2.977E-2	14.191	29.483	438.276
29000000	0.5377	2.1179	0.3208	8.1966E-2	2.7386	0.2030	0.2860	2.7106	0.1622	3.1001E-2	2.4076	0.4026	0.2846	2.4154	0.2019	3.6425E-2	2.4981	0.5636	2.2578E-2	0.1865	0.3218	0.3030	0.2104	0.2169	0.2697	0.2484	0.2551	0.2333	0.2631	0.3411	0.2515	0.1836	0.2238	0.3555	2.2358	1.1792	5.4549E-4	6.0156E-4	5.2579E-4	1.1996	2.7827E-2	26.597	21.151	420.964
30000000	0.5388	2.2778	0.3113	0.1763	2.4849	0.2109	0.3613	2.9049	0.2478	2.2129E-2	2.0580	0.4059	0.4059	2.2725	0.2115	5.6451E-2	2.5225	0.5312	4.0918E-2	0.1791	0.1595	0.3044	0.2123	0.2221	0.2611	0.2334	0.2580	0.2393	0.2693	0.3395	0.2482	0.1725	0.2398	0.3360	2.2550	1.2463	6.6778E-4	9.0838E-4	5.3188E-4	1.2473	0.1065	6.684	27.506	429.764
31000000	0.6348	1.9658	0.3225	9.3824E-2	2.7544	0.2287	0.4211	2.7870	0.1912	2.8922E-2	2.2152	0.3565	0.2112	2.1109	0.1211	0.1207	3.0039	0.4323	4.0992E-2	0.1969	0.2115	0.2973	0.2020	0.2237	0.2770	0.2411	0.2469	0.2514	0.2606	0.3504	0.2383	0.1869	0.2244	0.3753	2.1913	1.1963	5.1473E-4	5.9986E-4	4.8956E-4	1.1177	0.1403	4.118	19.996	438.901
32000000	0.4726	2.4047	0.2383	5.0216E-2	2.5829	0.2513	0.3619	2.8757	0.2098	1.8514E-2	2.1900	0.3441	0.4261	2.4957	8.9631E-2	6.2559E-2	2.5703	0.3558	4.2107E-2	0.1613	0.2136	0.2880	0.2133	0.2322	0.2664	0.2359	0.2536	0.2496	0.2609	0.3258	0.2459	0.1883	0.2399	0.3467	2.2531	1.1805	4.9215E-4	5.8649E-4	4.8854E-4	1.2506	0.1101	2.944	21.102	442.788
33000000	0.4932	2.2393	0.3361	0.1089	2.5630	0.2596	0.3291	2.9158	0.2039	2.804E-2	2.1698	0.3533	0.3626	2.2563	0.2768	8.6728E-2	2.4305	0.5870	5.3494E-3	0.1960	0.3383	0.2954	0.2089	0.2341	0.2616	0.2414	0.2438	0.2447	0.2700	0.3532	0.2422	0.1750	0.2296	0.3444	2.2879	1.0787	5.1264E-4	6.3229E-4	4.8939E-4	1.2443	0.2009	11.224	19.902	430.824
34000000	0.5103	2.1466	0.3926	0.1557	2.5210	0.2739	0.3457	2.7035	0.1963	3.5622E-2	2.3723	0.3466	0.3050	2.0693	0.1548	0.1352	2.8970	0.4388	7.7277E-2	0.1654	0.2843	0.3082	0.2070	0.2211	0.2637	0.2282	0.2556	0.2544	0.2618	0.3456	0.2378	0.1769	0.2398	0.3544	2.2044	1.2933	4.9601E-4	5.4284E-4	4.598E-4	1.1092	7.4256E-2	8.401	26.102	471.846
35000000	0.4985	2.1837	0.2518	0.1061	2.6831	0.2768	0.3574	2.8496	0.1830	3.0948E-2	2.1965	0.3825	0.3681	2.7888	0.1302	0.1276	2.2322	0.3531	6.5438E-2	0.1677	0.2742	0.2949	0.2040	0.2312	0.2699	0.2428	0.2501	0.2467	0.2603	0.3302	0.2664	0.1622	0.2411	0.3414	2.3018	1.0518	5.4071E-4	8.0728E-4	4.8096E-4	1.5087	4.9209E-2	21.916	21.755	453.037
36000000	0.6499	2.4596	0.3084	0.1626	2.1491	0.2703	0.4021	2.5413	0.2002	2.3337E-2	2.4348	0.3983	0.1912	2.7836	0.1914	3.1358E-2	2.5264	0.2760	2.6982E-2	0.1941	0.3536	0.3056	0.1950	0.2316	0.2678	0.2559	0.2416	0.2487	0.2538	0.3402	0.2604	0.1719	0.2276	0.3600	2.2024	1.2623	6.3365E-4	8.1514E-4	4.9372E-4	1.2816	0.1328	2.491	19.588	425.113
37000000	0.5813	2.4621	0.2537	0.1405	2.3588	0.2038	0.4433	2.7072	0.2126	2.9306E-2	2.2539	0.3538	0.1903	2.2148	0.1752	0.1706	2.6243	0.6249	4.6045E-2	0.1754	0.2441	0.2902	0.2089	0.2300	0.2710	0.2400	0.2484	0.2436	0.2681	0.3683	0.2377	0.1685	0.2254	0.3735	2.1916	1.2071	5.9027E-4	8.5243E-4	5.0525E-4	1.3489	9.7948E-2	1.498	19.578	445.686
38000000	0.4124	2.2300	0.3123	0.1139	2.5925	0.3389	0.3479	2.7936	0.2137	6.6367E-2	2.2597	0.3188	0.3063	2.6427	0.2177	6.4761E-2	2.2075	0.5611	6.3124E-2	0.1821	0.3230	0.2919	0.2132	0.2259	0.2690	0.2360	0.2458	0.2473	0.2708	0.3580	0.2380	0.1687	0.2353	0.3350	2.2782	1.1748	5.997E-4	8.1464E-4	4.9329E-4	1.1286	0.1421	5.814	22.955	457.327
39000000	0.6148	2.0559	0.2378	9.4004E-2	2.6928	0.3047	0.3761	2.6992	0.2058	2.9554E-2	2.2882	0.4012	0.3407	2.3454	0.2160	4.3423E-2	2.6518	0.4027	2.651E-2	0.1613	0.1530	0.2981	0.2035	0.2309	0.2675	0.2423	0.2420	0.2549	0.2608	0.3006	0.2424	0.2064	0.2506	0.3445	2.2594	1.1738	5.3283E-4	6.2306E-4	4.9128E-4	1.3094	2.5704E-2	4.734	20.746	427.196
40000000	0.6141	2.0125	0.2981	0.1638	2.6490	0.2624	0.3705	2.9278	0.1746	3.2665E-2	2.1410	0.3534	0.3094	2.4804	0.2069	7.7319E-2	2.4796	0.4464	1.8438E-2	0.1710	0.1761	0.2969	0.2038	0.2290	0.2704	0.2427	0.2490	0.2400	0.2683	0.3248	0.2529	0.1992	0.2231	0.3704	2.1854	1.2491	5.5631E-4	7.8956E-4	4.881E-4	1.4186	3.4585E-2	1.770	19.744	425.075
41000000	0.5288	2.3720	0.3707	6.7778E-2	2.4626	0.1982	0.3118	2.7860	0.1812	3.7806E-2	2.2666	0.4167	0.4557	2.3981	0.1783	7.1526E-2	2.2982	0.5981	6.8693E-3	0.1952	0.2767	0.3118	0.2001	0.2279	0.2601	0.2477	0.2581	0.2301	0.2642	0.3438	0.2400	0.1800	0.2363	0.3890	2.2110	1.0371	6.2223E-4	7.6095E-4	5.167E-4	1.2360	4.4366E-2	3.070	20.497	425.734
42000000	0.5309	2.1034	0.2335	6.566E-2	2.7199	0.3467	0.3887	2.7894	0.1770	2.9915E-2	2.2347	0.3803	0.2331	2.4315	0.1859	8.1721E-2	2.5149	0.5528	1.3072E-2	0.1959	0.1867	0.3061	0.2056	0.2196	0.2688	0.2458	0.2432	0.2514	0.2597	0.3469	0.2318	0.1858	0.2355	0.3514	2.2027	1.3193	5.1668E-4	7.1974E-4	4.5567E-4	1.3754	6.5645E-2	4.382	22.037	456.612
43000000	0.5461	2.4117	0.3824	0.1172	2.2398	0.3028	0.2953	2.9541	0.2693	1.7674E-2	2.0784	0.3852	0.2356	2.4994	0.1806	7.6075E-2	2.4981	0.5102	6.3711E-2	0.1627	0.3283	0.2981	0.2093	0.2290	0.2636	0.2361	0.2560	0.2456	0.2623	0.3335	0.2355	0.1785	0.2525	0.3932	2.1573	1.1903	4.9281E-4	6.209E-4	4.9238E-4	1.1682	5.2301E-2	6.495	21.349	435.059
44000000	0.5972	2.0685	0.3702	0.1901	2.5421	0.2319	0.3634	2.8663	0.2052	2.395E-2	2.1450	0.3961	0.2495	2.0059	0.1503	9.3221E-2	3.0693	0.4318	4.1206E-2	0.1688	0.2949	0.2930	0.2071	0.2270	0.2729	0.2409	0.2532	0.2398	0.2661	0.3408	0.2273	0.1985	0.2334	0.3249	2.3188	1.1060	6.0346E-4	7.8057E-4	5.3664E-4	1.2946	0.1009	8.024	19.387	406.263
45000000	0.6028	2.2294	0.2871	0.1132	2.5297	0.2378	0.4188	2.8250	0.1754	1.0417E-2	2.1929	0.3774	0.2700	1.9723	0.1693	1.6169E-2	2.9570	0.6152	1.1562E-2	0.1731	0.2819	0.3027	0.2044	0.2258	0.2671	0.2445	0.2484	0.2344	0.2726	0.3459	0.2388	0.1815	0.2338	0.3640	2.2402	1.1074	5.5865E-4	9.6537E-4	4.7938E-4	1.6006	5.4975E-2	3.771	19.480	421.081
46000000	0.4901	2.2405	0.3002	0.1228	2.4284	0.4180	0.2927	2.6675	0.2309	2.3514E-2	2.3670	0.4184	0.1961	2.3860	0.1279	0.1272	2.7220	0.4408	3.9667E-2	0.1766	0.2694	0.3040	0.2016	0.2235	0.2709	0.2480	0.2597	0.2422	0.2502	0.3510	0.2515	0.1803	0.2172	0.3518	2.2662	1.1021	5.9852E-4	7.938E-4	5.2942E-4	1.1922	9.375E-2	0.921	19.641	416.647
47000000	0.5324	2.1892	0.2071	0.1485	2.7056	0.2172	0.3997	2.7759	0.1965	1.2194E-2	2.3155	0.3002	0.3712	2.3470	0.1662	2.7924E-2	2.3970	0.6908	5.6091E-2	0.1802	0.2611	0.2986	0.2110	0.2255	0.2648	0.2329	0.2507	0.2519	0.2645	0.3264	0.2565	0.1727	0.2444	0.3865	2.2113	1.0534	5.8854E-4	7.379E-4	5.2222E-4	1.1369	6.9895E-2	3.461	20.141	424.929
48000000	0.5107	2.1908	0.2813	0.1192	2.6766	0.2215	0.3975	2.9778	0.2049	6.2942E-3	2.0696	0.3439	0.3174	2.1103	0.1865	6.2855E-2	2.7438	0.5792	1.3743E-2	0.1817	0.2225	0.2930	0.2103	0.2328	0.2639	0.2406	0.2508	0.2388	0.2698	0.3336	0.2526	0.1740	0.2398	0.3667	2.2590	1.0258	6.2134E-4	9.2341E-4	5.0899E-4	1.2020	0.2316	1.409	20.945	421.694
49000000	0.4390	2.1944	0.2920	7.1669E-2	2.6820	0.3209	0.4067	2.6868	0.2188	3.9545E-2	2.3143	0.3338	0.4438	2.4144	0.1014	0.2029	2.2198	0.6176	3.9653E-2	0.1883	0.1687	0.3010	0.2007	0.2281	0.2702	0.2322	0.2552	0.2450	0.2676	0.3420	0.2547	0.1742	0.2290	0.3491	2.2953	1.0217	6.3293E-4	9.0193E-4	4.8583E-4	1.3485	6.3008E-2	4.737	20.446	451.128
50000000	0.7208	2.1371	0.3119	7.4265E-2	2.4974	0.2585	0.3592	2.8880	0.2426	2.1708E-2	2.1259	0.3626	0.2627	2.3898	0.2587	1.3242E-2	2.4932	0.5822	5.5304E-2	0.1710	0.2347	0.3024	0.2055	0.2277	0.2644	0.2332	0.2492	0.2476	0.2700	0.3441	0.2373	0.1892	0.2294	0.3577	2.2299	1.1846	5.6533E-4	7.4118E-4	4.9811E-4	1.2884	5.4701E-2	1.381	19.903	438.875
51000000	0.4119	2.2042	0.2688	0.1222	2.7443	0.2486	0.3605	2.7909	0.2041	2.3203E-2	2.2116	0.4098	0.3912	2.2415	0.1638	5.9341E-2	2.7737	0.3703	1.8254E-2	0.1717	0.3054	0.3037	0.2046	0.2432	0.2485	0.2469	0.2475	0.2474	0.2582	0.3408	0.2377	0.1945	0.2271	0.3672	2.2281	1.1269	5.7683E-4	8.6331E-4	4.6956E-4	1.5167	0.1400	9.492	31.320	466.890
52000000	0.4467	2.3152	0.1843	9.9195E-2	2.7133	0.2413	0.4037	2.6804	0.1874	2.6485E-2	2.3840	0.3180	0.4960	2.6361	0.1009	0.1131	2.3382	0.3158	6.4295E-3	0.1873	0.1426	0.2986	0.2072	0.2235	0.2707	0.2451	0.2406	0.2493	0.2649	0.3171	0.2597	0.1765	0.2467	0.3816	2.1979	1.1311	6.3445E-4	7.8413E-4	5.2334E-4	1.4830	7.4477E-2	76.169	21.911	428.653
53000000	0.5936	2.4873	0.3097	0.1451	2.2317	0.2327	0.4870	2.4938	0.1274	2.4262E-2	2.5155	0.3520	0.2987	2.4510	0.1229	3.9524E-2	2.6367	0.4513	2.1416E-2	0.1752	0.2686	0.2984	0.2068	0.2222	0.2725	0.2560	0.2383	0.2476	0.2581	0.3449	0.2443	0.1848	0.2259	0.3575	2.2535	1.1059	5.0353E-4	6.7683E-4	4.762E-4	1.4237	3.581E-2	14.578	26.950	441.019
54000000	0.6351	2.3791	0.1979	0.1412	2.4486	0.1981	0.4013	2.7506	0.1903	2.4131E-2	2.2528	0.3809	0.4267	2.1441	0.1299	0.1131	2.4538	0.7324	3.3652E-2	0.1655	0.1918	0.2944	0.2037	0.2305	0.2715	0.2419	0.2499	0.2395	0.2686	0.3459	0.2342	0.1849	0.2351	0.3429	2.2089	1.3553	5.704E-4	7.5194E-4	5.2747E-4	1.3568	2.1902E-2	3.327	21.224	429.534
