state	cp12.gtr.rates.rateAC	cp12.gtr.rates.rateAG	cp12.gtr.rates.rateAT	cp12.gtr.rates.rateCG	cp12.gtr.rates.rateCT	cp12.gtr.rates.rateGT	cp3.gtr.rates.rateAC	cp3.gtr.rates.rateAG	cp3.gtr.rates.rateAT	cp3.gtr.rates.rateCG	cp3.gtr.rates.rateCT	cp3.gtr.rates.rateGT	nc.gtr.rates.rateAC	nc.gtr.rates.rateAG	nc.gtr.rates.rateAT	nc.gtr.rates.rateCG	nc.gtr.rates.rateCT	nc.gtr.rates.rateGT	cp12.alpha	cp3.alpha	nc.alpha	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	nc.frequencies1	nc.frequencies2	nc.frequencies3	nc.frequencies4	cp12.mu	cp3.mu	nc.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
11000000	0.4793	2.1862	0.3442	6.5066E-2	2.7177	0.2076	0.4117	2.7851	0.1995	3.2193E-2	2.2003	0.3713	0.2676	2.8228	0.1923	0.1233	2.1384	0.4555	5.0381E-2	0.1701	0.2161	0.2942	0.2079	0.2324	0.2655	0.2270	0.2516	0.2509	0.2706	0.3250	0.2519	0.1676	0.2555	0.3807	2.1858	1.1785	4.5721E-4	5.1088E-4	4.3297E-4	1.2454	3.7049E-2	11.060	22.226	478.833
12000000	0.5957	2.0695	0.2835	0.1337	2.6292	0.2883	0.3390	2.8714	0.1825	3.5723E-2	2.1855	0.3859	0.3371	2.4028	0.1618	8.7836E-2	2.4693	0.5411	5.719E-2	0.1744	0.1479	0.3053	0.1970	0.2318	0.2659	0.2361	0.2558	0.2416	0.2665	0.3336	0.2272	0.1947	0.2446	0.3796	2.1934	1.1601	5.5225E-4	7.6441E-4	4.7684E-4	1.3191	6.4015E-2	35.664	22.044	441.139
13000000	0.5580	2.1170	0.4213	0.1170	2.5807	0.2059	0.3822	2.5638	0.2514	1.1102E-2	2.4518	0.3397	0.2326	2.0669	7.4209E-2	0.1615	3.1533	0.3114	2.7066E-2	0.1749	0.2278	0.2930	0.2088	0.2314	0.2667	0.2376	0.2451	0.2564	0.2610	0.3536	0.2263	0.1887	0.2314	0.4051	2.1725	1.0583	5.1616E-4	6.2111E-4	4.7204E-4	1.2194	9.6007E-2	1.322	20.011	446.992
14000000	0.5714	2.0145	0.3001	0.1313	2.6778	0.3049	0.3998	2.6623	0.1745	2.0636E-2	2.3462	0.3967	0.3895	2.0376	0.1311	3.4974E-2	2.7019	0.7049	3.2324E-2	0.1873	0.2747	0.2989	0.2096	0.2235	0.2680	0.2511	0.2464	0.2393	0.2632	0.3291	0.2541	0.1699	0.2468	0.3640	2.2582	1.0468	6.1578E-4	7.8208E-4	4.9736E-4	1.3498	-4.6963E-3	2.391	19.427	441.091
15000000	0.6504	2.2020	0.3114	0.1431	2.4652	0.2279	0.3183	2.6731	0.2237	3.6739E-2	2.4081	0.3400	0.3175	2.5197	0.1156	6.6868E-2	2.3338	0.6465	4.2311E-3	0.1651	0.3035	0.3100	0.2043	0.2352	0.2505	0.2494	0.2448	0.2483	0.2576	0.3507	0.2410	0.1918	0.2165	0.3623	2.2281	1.1593	5.2888E-4	6.0671E-4	4.7742E-4	1.1972	2.0168E-2	15.741	20.181	440.545
16000000	0.6845	2.2483	0.2256	0.1264	2.4562	0.2590	0.3826	2.6948	0.1706	1.414E-2	2.3720	0.3659	0.2601	2.7247	0.1532	6.7041E-2	2.1750	0.6199	5.917E-2	0.1605	0.2908	0.3045	0.2055	0.2263	0.2636	0.2409	0.2410	0.2503	0.2677	0.3341	0.2396	0.1853	0.2410	0.3607	2.2473	1.1059	4.7751E-4	5.2058E-4	4.7133E-4	1.1768	5.7192E-2	5.459	21.587	461.423
17000000	0.6311	2.4036	0.2788	4.4202E-2	2.2646	0.3777	0.3859	2.6881	0.1671	2.2787E-2	2.3506	0.3855	0.3018	2.3723	0.1670	4.1122E-2	2.5872	0.5305	6.2437E-2	0.1652	0.1825	0.2950	0.2050	0.2294	0.2706	0.2496	0.2454	0.2354	0.2696	0.3386	0.2517	0.1754	0.2343	0.3956	2.1708	1.1284	5.3268E-4	6.2691E-4	4.8404E-4	1.0863	1.998E-2	1.455	20.954	453.696
18000000	0.4984	1.9668	0.3034	0.1790	2.8352	0.2171	0.3053	2.8733	0.2090	2.1487E-2	2.2547	0.3363	0.2999	2.2455	0.1779	9.1829E-2	2.5950	0.5899	3.4453E-2	0.1720	0.1927	0.3017	0.2119	0.2261	0.2604	0.2323	0.2492	0.2476	0.2709	0.3229	0.2646	0.1674	0.2451	0.3770	2.1957	1.1694	5.1488E-4	6.5086E-4	4.5189E-4	1.2655	3.5427E-2	10.015	21.071	454.449
19000000	0.6243	2.2271	0.3632	0.1278	2.4106	0.2469	0.3696	2.7804	0.1925	4.519E-2	2.2617	0.3506	0.3502	2.3450	5.2187E-2	5.1269E-2	2.5851	0.6163	3.6809E-2	0.1828	0.2453	0.2952	0.2130	0.2255	0.2663	0.2384	0.2506	0.2504	0.2606	0.3486	0.2517	0.1775	0.2222	0.3820	2.1869	1.1655	5.3401E-4	7.6373E-4	4.4195E-4	1.2812	8.8261E-2	1.965	20.403	446.656
20000000	0.6509	2.1372	0.3323	4.7698E-2	2.6569	0.1750	0.3861	2.8316	0.1815	4.4127E-2	2.1859	0.3708	0.2977	2.3330	8.071E-2	9.6494E-2	2.6909	0.5012	1.3828E-2	0.1730	0.2716	0.3030	0.2128	0.2246	0.2597	0.2392	0.2583	0.2399	0.2626	0.3519	0.2333	0.1836	0.2313	0.3478	2.2725	1.1078	6.7504E-4	9.1987E-4	5.2458E-4	1.2303	7.458E-2	0.826	19.095	427.552
21000000	0.5871	2.2989	0.3096	0.1610	2.4592	0.1842	0.4009	2.6183	0.1629	1.8618E-2	2.4113	0.3880	0.3638	2.4534	0.2358	9.9719E-2	2.3797	0.4675	2.2889E-2	0.1688	0.3876	0.2942	0.1997	0.2383	0.2677	0.2426	0.2517	0.2468	0.2589	0.3469	0.2594	0.1609	0.2328	0.3751	2.2367	1.0443	6.1637E-4	8.5004E-4	5.0365E-4	1.2504	8.6538E-2	1.621	19.694	426.844
22000000	0.6184	2.3163	0.2401	0.1364	2.4723	0.2165	0.4125	2.7210	0.2109	3.8099E-2	2.2542	0.3633	0.2070	2.2738	0.1847	5.7108E-2	2.6445	0.6329	3.2463E-2	0.1628	0.2647	0.3009	0.2057	0.2234	0.2699	0.2492	0.2317	0.2459	0.2732	0.3495	0.2370	0.1671	0.2464	0.3479	2.2663	1.1279	4.9633E-4	5.5314E-4	4.7078E-4	1.1322	5.8684E-2	11.874	19.478	445.787
23000000	0.6001	2.3052	0.3092	6.7256E-2	2.4408	0.2775	0.3943	2.6192	0.1596	2.8664E-2	2.4249	0.3733	0.1894	2.0963	0.1260	0.1235	2.8648	0.6000	4.1072E-2	0.1731	0.2170	0.2903	0.2098	0.2332	0.2667	0.2346	0.2447	0.2564	0.2643	0.3438	0.2478	0.1886	0.2198	0.3682	2.2190	1.1503	5.5425E-4	6.3416E-4	4.8634E-4	1.1817	0.1279	3.322	20.257	426.365
24000000	0.5195	2.1546	0.2847	0.1933	2.6303	0.2176	0.4028	2.7950	0.1521	4.121E-2	2.2328	0.3761	0.5618	2.1210	0.1103	3.9175E-2	2.4087	0.7591	1.8368E-2	0.1646	0.1563	0.2991	0.2073	0.2281	0.2655	0.2308	0.2537	0.2467	0.2688	0.3568	0.2372	0.1700	0.2360	0.3540	2.2352	1.1917	6.0449E-4	7.3283E-4	5.063E-4	1.2353	8.3727E-3	0.839	19.566	428.982
25000000	0.4630	2.3893	0.3329	0.1097	2.4819	0.2233	0.3490	2.6541	0.1644	5.9126E-2	2.4037	0.3697	0.2622	2.4205	0.1513	0.1149	2.6953	0.3557	2.2807E-2	0.1666	0.1863	0.2898	0.2060	0.2334	0.2708	0.2471	0.2547	0.2426	0.2556	0.3400	0.2425	0.1876	0.2299	0.3843	2.2281	1.0113	5.5655E-4	7.183E-4	4.7489E-4	1.1734	4.8216E-2	1.270	20.322	432.317
26000000	0.5794	2.1861	0.3142	0.1407	2.5073	0.2724	0.3837	2.6835	0.2249	2.3528E-2	2.3683	0.3162	0.2660	1.9676	0.1749	0.1707	3.0165	0.4044	3.5175E-2	0.1712	0.2538	0.2940	0.2048	0.2327	0.2685	0.2400	0.2530	0.2588	0.2481	0.3423	0.2659	0.1769	0.2150	0.3534	2.2554	1.1274	5.6547E-4	7.2873E-4	4.9629E-4	1.1704	1.624E-2	6.067	22.258	443.593
27000000	0.6530	2.2447	0.3477	0.1402	2.4222	0.1921	0.3362	2.9741	0.1822	1.8722E-2	2.0707	0.4181	0.3708	2.4919	0.1318	1.9538E-2	2.7254	0.2605	6.9281E-2	0.1652	0.1806	0.2993	0.2031	0.2356	0.2620	0.2352	0.2640	0.2323	0.2684	0.3437	0.2380	0.1932	0.2252	0.3610	2.2675	1.0352	5.6393E-4	6.8979E-4	5.221E-4	1.1858	8.4209E-2	4.898	21.093	419.397
28000000	0.5740	2.4085	0.2972	0.1311	2.4133	0.1758	0.3149	2.8206	0.1493	3.8232E-2	2.2734	0.4036	0.2666	2.0219	0.1654	0.1664	2.8778	0.5019	1.1469E-2	0.1631	0.1994	0.2962	0.2120	0.2269	0.2648	0.2434	0.2439	0.2409	0.2717	0.3242	0.2482	0.2120	0.2156	0.3396	2.2780	1.1443	5.7649E-4	6.8549E-4	5.1598E-4	1.1670	0.1002	0.481	20.560	418.456
29000000	0.4812	2.3267	0.3072	9.5701E-2	2.5130	0.2761	0.3850	2.8382	0.1680	2.3591E-2	2.2240	0.3613	0.2414	2.4676	0.1249	2.8365E-2	2.7061	0.4316	3.8587E-2	0.1713	0.3130	0.3003	0.2088	0.2278	0.2631	0.2467	0.2493	0.2459	0.2580	0.3589	0.2152	0.1867	0.2392	0.3486	2.2798	1.0778	5.6833E-4	6.349E-4	5.0087E-4	1.1359	-7.0809E-3	10.953	19.966	452.464
30000000	0.6325	2.1012	0.3156	0.1830	2.5579	0.2098	0.3331	2.7041	0.2278	2.8247E-2	2.3966	0.3101	0.2455	2.3783	0.1981	0.1398	2.4969	0.5414	5.4953E-2	0.1812	0.2703	0.3037	0.2041	0.2222	0.2700	0.2380	0.2531	0.2496	0.2594	0.3562	0.2381	0.1669	0.2387	0.3413	2.2831	1.1158	5.1715E-4	6.1672E-4	4.961E-4	1.2050	3.5823E-2	10.042	21.584	456.086
31000000	0.5756	2.2706	0.2715	0.1082	2.5269	0.2470	0.2902	2.5679	0.2524	1.4041E-2	2.4658	0.4098	0.2220	2.3654	0.1049	0.1121	2.4992	0.6964	2.6109E-2	0.1689	0.3290	0.3116	0.2006	0.2235	0.2643	0.2504	0.2511	0.2466	0.2519	0.3485	0.2228	0.1851	0.2437	0.3845	2.2082	1.0766	4.9889E-4	6.1E-4	4.9185E-4	1.2612	5.7265E-2	2.837	19.867	436.862
32000000	0.5424	2.3229	0.1935	9.4889E-2	2.6123	0.2340	0.4187	2.7508	0.1914	3.7444E-2	2.2591	0.3425	0.3381	2.2744	0.1760	6.2864E-2	2.6039	0.5448	2.438E-2	0.1873	0.2231	0.3040	0.2091	0.2219	0.2651	0.2459	0.2456	0.2507	0.2578	0.3386	0.2332	0.1969	0.2313	0.3482	2.2544	1.1661	5.424E-4	6.4398E-4	4.8263E-4	1.1805	5.7118E-2	2.098	21.353	444.597
33000000	0.3824	2.2453	0.2941	0.1076	2.7613	0.2092	0.4261	2.8762	0.1746	1.7389E-2	2.1810	0.3248	0.3625	2.3777	8.1668E-2	5.5319E-2	2.5740	0.5488	4.5676E-2	0.1653	0.3669	0.2966	0.2073	0.2325	0.2636	0.2376	0.2516	0.2339	0.2769	0.3282	0.2635	0.1805	0.2278	0.3656	2.2011	1.2281	5.3366E-4	6.1664E-4	4.6481E-4	1.2122	7.0284E-4	1.915	22.504	467.440
34000000	0.4626	2.3137	0.2704	0.1807	2.4903	0.2824	0.3089	2.8926	0.1834	2.6841E-2	2.1767	0.4114	0.3335	2.3936	0.1185	0.1552	2.5189	0.4803	2.2207E-2	0.1766	0.2144	0.3006	0.2087	0.2313	0.2594	0.2458	0.2499	0.2348	0.2695	0.3331	0.2317	0.1821	0.2530	0.3377	2.2996	1.0842	5.509E-4	6.3031E-4	5.1019E-4	1.2226	5.7105E-2	5.545	19.171	426.408
35000000	0.5743	2.3524	0.3401	9.7203E-2	2.3393	0.2967	0.3116	2.9809	0.1657	3.7913E-2	2.1593	0.3446	0.2913	2.2814	0.1556	9.5499E-2	2.3419	0.8343	7.3003E-3	0.1654	0.2404	0.2900	0.2063	0.2295	0.2742	0.2352	0.2476	0.2516	0.2657	0.3406	0.2550	0.1794	0.2250	0.3780	2.2204	1.0795	5.6111E-4	7.4841E-4	4.7244E-4	1.2924	0.1097	1.871	20.954	467.865
36000000	0.7645	1.9877	0.3237	7.0411E-2	2.5992	0.2544	0.3956	2.6499	0.2041	2.8289E-2	2.3779	0.3442	0.2896	2.3259	6.3316E-2	0.1247	2.5250	0.6715	4.5566E-2	0.1637	0.3497	0.3034	0.2022	0.2247	0.2697	0.2371	0.2497	0.2528	0.2605	0.3397	0.2489	0.1870	0.2244	0.3605	2.2031	1.2560	5.9532E-4	8.4437E-4	5.0062E-4	1.4415	1.8502E-2	6.648	19.332	432.563
37000000	0.5173	2.2272	0.2338	5.3565E-2	2.6614	0.3066	0.3594	2.7093	0.1701	2.8689E-2	2.3437	0.3888	0.1903	2.3890	0.1517	5.0571E-2	2.7213	0.4972	7.3857E-2	0.1610	0.3485	0.2998	0.1995	0.2250	0.2757	0.2422	0.2516	0.2503	0.2558	0.3445	0.2541	0.1753	0.2261	0.3547	2.2231	1.2280	5.5332E-4	7.2553E-4	5.0526E-4	1.2530	7.2313E-2	0.717	20.999	433.101
38000000	0.6142	1.9717	0.3527	0.1503	2.6815	0.2297	0.3529	2.4769	0.2040	4.2454E-2	2.5863	0.3375	0.3454	2.2843	0.1244	4.6765E-2	2.7446	0.4545	2.5785E-2	0.1905	0.1881	0.2981	0.2079	0.2310	0.2630	0.2417	0.2454	0.2586	0.2544	0.3445	0.2355	0.1882	0.2318	0.3521	2.2610	1.1171	5.2177E-4	6.2503E-4	4.8765E-4	1.2261	0.1269	2.418	21.260	450.992
39000000	0.6115	2.3658	0.2883	8.4656E-2	2.4355	0.2142	0.3400	2.7512	0.1997	2.7961E-2	2.2868	0.3943	0.3403	2.2423	0.1579	0.1359	2.6802	0.4434	4.8856E-2	0.1907	0.1958	0.2920	0.2010	0.2302	0.2769	0.2434	0.2514	0.2469	0.2583	0.3674	0.2405	0.1782	0.2139	0.3730	2.2342	1.0670	5.2783E-4	6.5995E-4	4.6623E-4	1.3519	1.0466E-2	1.473	20.620	452.435
40000000	0.6085	2.1922	0.2963	9.9929E-2	2.5859	0.2172	0.3793	2.8788	0.2419	9.5881E-3	2.0928	0.3976	0.3498	2.8216	0.1193	6.0843E-2	2.1481	0.5004	3.3745E-2	0.1754	0.3009	0.2946	0.2043	0.2353	0.2658	0.2364	0.2586	0.2568	0.2483	0.3231	0.2506	0.1786	0.2477	0.3658	2.2398	1.0966	5.4398E-4	7.3559E-4	4.6217E-4	1.1808	5.6251E-2	47.416	34.803	488.339
41000000	0.6024	2.0639	0.2736	0.1643	2.6726	0.2232	0.3773	2.7799	0.2213	4.8497E-2	2.2206	0.3525	0.2611	2.4073	0.1374	5.7373E-2	2.7935	0.3434	5.0892E-2	0.1623	0.1834	0.2944	0.2061	0.2387	0.2608	0.2461	0.2525	0.2309	0.2705	0.3454	0.2464	0.1726	0.2356	0.3879	2.1397	1.2849	4.7603E-4	5.631E-4	4.5794E-4	1.1301	1.9869E-2	2.971	24.648	477.959
42000000	0.6140	2.2637	0.3803	0.1065	2.4262	0.2092	0.3950	2.9289	0.2514	2.2943E-2	2.0829	0.3188	0.3078	2.2473	0.1981	4.4215E-2	2.6577	0.5448	1.3735E-2	0.1710	0.2747	0.2952	0.2087	0.2295	0.2666	0.2366	0.2431	0.2531	0.2672	0.3445	0.2374	0.1785	0.2396	0.3635	2.2560	1.0573	5.1146E-4	6.6076E-4	4.7327E-4	1.2192	0.1408	2.696	20.743	464.486
43000000	0.5675	2.2370	0.3649	8.8609E-2	2.5075	0.2345	0.3255	2.9950	0.1452	3.2415E-2	2.1319	0.3699	0.2584	2.4437	0.1164	8.8468E-2	2.5367	0.5563	3.8575E-2	0.1631	0.3079	0.3049	0.2080	0.2211	0.2660	0.2522	0.2418	0.2350	0.2710	0.3382	0.2484	0.1663	0.2471	0.3958	2.2082	1.0009	5.0062E-4	6.6267E-4	4.3831E-4	1.3500	4.9899E-2	11.731	34.289	502.244
44000000	0.5287	2.3743	0.3681	0.1535	2.3986	0.1768	0.2872	3.0132	0.1900	2.4065E-2	2.1738	0.3118	0.1717	2.5814	0.1189	4.9967E-2	2.4441	0.6339	2.43E-2	0.1778	0.2620	0.2882	0.2173	0.2280	0.2665	0.2250	0.2632	0.2427	0.2691	0.3298	0.2467	0.1786	0.2449	0.3495	2.2529	1.1623	5.017E-4	7.1928E-4	4.7421E-4	1.4365	5.374E-2	12.862	21.409	454.783
45000000	0.5025	2.1297	0.3319	0.1376	2.5175	0.3807	0.3594	3.0510	0.1734	2.6416E-2	2.0328	0.3569	0.2569	2.5819	0.1676	9.2003E-2	2.3487	0.5529	2.6204E-2	0.1670	0.2153	0.2997	0.2012	0.2324	0.2667	0.2425	0.2457	0.2415	0.2703	0.3445	0.2400	0.1920	0.2235	0.3630	2.2632	1.0364	5.2304E-4	6.2827E-4	4.7621E-4	1.1974	1.0838E-2	3.604	20.775	455.036
46000000	0.5492	2.3614	0.3323	0.1417	2.3502	0.2651	0.3253	2.8897	0.2343	1.8883E-2	2.1256	0.4062	0.4257	2.0596	8.8859E-2	0.1026	2.9861	0.3372	1.6385E-2	0.1623	0.2326	0.2959	0.2119	0.2244	0.2678	0.2440	0.2431	0.2388	0.2741	0.3315	0.2530	0.1902	0.2253	0.3415	2.2663	1.1711	5.5572E-4	6.4834E-4	4.6966E-4	1.3775	8.3473E-2	1.428	19.995	441.488
47000000	0.5496	2.1655	0.4312	8.251E-2	2.5856	0.1855	0.3528	2.5411	0.1946	2.9457E-2	2.4942	0.3880	0.3403	2.2202	0.1925	0.1210	2.4437	0.6822	4.9034E-2	0.1909	0.1470	0.3051	0.2036	0.2265	0.2647	0.2386	0.2476	0.2427	0.2710	0.3707	0.2418	0.1766	0.2108	0.3775	2.2302	1.0495	5.8552E-4	7.6728E-4	4.8844E-4	1.3383	2.9482E-2	2.637	26.132	441.035
48000000	0.5161	2.3108	0.3493	8.1877E-2	2.5160	0.2259	0.3557	2.5577	0.1630	3.511E-2	2.5487	0.3398	0.4484	2.5026	0.1181	2.6937E-2	2.3599	0.5441	4.5525E-2	0.1887	0.3384	0.3080	0.2082	0.2244	0.2593	0.2495	0.2369	0.2375	0.2761	0.3084	0.2504	0.1994	0.2418	0.3508	2.2672	1.1055	5.9719E-4	6.6922E-4	5.2631E-4	1.0968	4.801E-2	1.174	19.339	414.711
49000000	0.5051	2.3641	0.2860	8.7236E-2	2.4311	0.3266	0.3855	2.7883	0.1970	2.8406E-2	2.2534	0.3474	0.4166	2.2392	0.1293	8.4691E-2	2.4582	0.6720	4.1861E-2	0.1706	0.1415	0.3035	0.2030	0.2235	0.2700	0.2340	0.2517	0.2466	0.2677	0.3465	0.2548	0.1584	0.2403	0.3566	2.2037	1.2807	4.8227E-4	5.2306E-4	4.5337E-4	0.9697	5.1489E-2	1.954	19.950	459.362
50000000	0.5494	2.3532	0.2820	8.2765E-2	2.4651	0.2675	0.2821	2.7756	0.2065	4.3745E-2	2.2783	0.4137	0.3070	2.7031	0.1331	0.1054	2.2661	0.4853	6.2585E-2	0.1773	0.2148	0.3010	0.1999	0.2279	0.2712	0.2463	0.2513	0.2442	0.2582	0.3666	0.2497	0.1669	0.2168	0.3496	2.2775	1.0787	4.8518E-4	5.3488E-4	4.6983E-4	1.1479	0.1190	15.562	20.276	465.627
51000000	0.5107	2.1540	0.2406	7.3585E-2	2.7308	0.2903	0.3549	2.7726	0.1924	3.3389E-2	2.2869	0.3598	0.3957	2.2272	0.1916	9.7733E-2	2.3313	0.7565	1.1868E-2	0.2075	0.2058	0.2996	0.2102	0.2311	0.2591	0.2428	0.2387	0.2558	0.2627	0.3527	0.2382	0.1688	0.2404	0.3330	2.2697	1.2170	4.8691E-4	5.7801E-4	4.9089E-4	1.2766	1.34E-2	2.069	19.658	453.478
52000000	0.5168	2.2402	0.2865	0.1100	2.5295	0.3170	0.4150	3.0172	0.1928	1.2068E-2	2.0328	0.3301	0.2647	2.0003	0.1196	3.9441E-2	3.1835	0.3924	4.5162E-2	0.1933	0.2289	0.3069	0.2001	0.2302	0.2628	0.2353	0.2409	0.2487	0.2751	0.3478	0.2399	0.1813	0.2309	0.3971	2.2008	1.0168	5.077E-4	5.9962E-4	4.8541E-4	1.2952	8.2923E-2	1.798	21.504	460.632
53000000	0.5016	2.2628	0.2779	0.1499	2.5562	0.2515	0.3244	2.9740	0.2051	2.1659E-2	2.1523	0.3225	0.3213	2.7637	0.1199	6.9339E-2	2.1963	0.5295	5.9007E-2	0.1573	0.2490	0.3064	0.1963	0.2254	0.2719	0.2301	0.2609	0.2374	0.2716	0.3264	0.2514	0.1853	0.2370	0.3657	2.1611	1.3630	5.0467E-4	6.0251E-4	4.6144E-4	1.1609	6.4571E-2	29.502	23.514	466.493
