state	cp12.gtr.rates.rateAC	cp12.gtr.rates.rateAG	cp12.gtr.rates.rateAT	cp12.gtr.rates.rateCG	cp12.gtr.rates.rateCT	cp12.gtr.rates.rateGT	cp3.gtr.rates.rateAC	cp3.gtr.rates.rateAG	cp3.gtr.rates.rateAT	cp3.gtr.rates.rateCG	cp3.gtr.rates.rateCT	cp3.gtr.rates.rateGT	nc.gtr.rates.rateAC	nc.gtr.rates.rateAG	nc.gtr.rates.rateAT	nc.gtr.rates.rateCG	nc.gtr.rates.rateCT	nc.gtr.rates.rateGT	cp12.alpha	cp3.alpha	nc.alpha	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	nc.frequencies1	nc.frequencies2	nc.frequencies3	nc.frequencies4	cp12.mu	cp3.mu	nc.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
12000000	0.4080	2.5071	0.2142	0.1475	2.5038	0.2194	0.4314	2.8149	0.1746	2.1918E-2	2.2042	0.3529	0.3746	2.3333	0.2174	1.4453E-2	2.7238	0.3364	9.8283E-3	0.1766	0.3549	0.3005	0.2083	0.2269	0.2643	0.2433	0.2416	0.2366	0.2784	0.3607	0.2643	0.1716	0.2035	0.3424	2.2595	1.1877	5.7935E-4	7.4571E-4	5.5522E-4	1.4300	0.1045	2.612	20.203	412.917
13000000	0.5381	2.1475	0.3356	7.7566E-2	2.6215	0.2798	0.3623	2.9645	0.1656	2.3537E-2	2.0878	0.3963	0.2070	2.2029	0.2492	9.0106E-2	2.6528	0.5979	4.3004E-2	0.1814	0.2381	0.3070	0.1971	0.2256	0.2703	0.2427	0.2564	0.2376	0.2634	0.3411	0.2395	0.2013	0.2181	0.3823	2.2081	1.0923	6.0767E-4	8.2492E-4	5.4229E-4	1.4378	7.3046E-2	8.539	20.022	395.823
14000000	0.5056	2.0943	0.2261	0.1800	2.7132	0.2808	0.3667	2.7307	0.1874	2.6421E-2	2.3310	0.3578	0.3546	2.1500	0.1598	0.1149	2.5893	0.6313	4.1937E-2	0.1869	0.1828	0.3037	0.2062	0.2232	0.2670	0.2391	0.2474	0.2449	0.2686	0.3535	0.2272	0.1986	0.2206	0.3689	2.2175	1.1509	5.3265E-4	7.2885E-4	4.8755E-4	1.3137	7.4263E-2	23.342	22.853	447.705
15000000	0.5697	2.1140	0.2775	0.1074	2.7029	0.2286	0.3989	2.9741	0.1194	1.0755E-2	2.1562	0.3407	0.2710	2.3099	0.1744	0.2101	2.4368	0.5978	2.2255E-2	0.1815	0.2904	0.3017	0.2068	0.2269	0.2646	0.2432	0.2462	0.2414	0.2692	0.3482	0.2454	0.1831	0.2234	0.3334	2.2540	1.2669	5.1678E-4	6.544E-4	5.3664E-4	1.2189	0.1137	8.155	19.319	412.980
16000000	0.5389	1.8476	0.3497	0.1285	2.9345	0.2008	0.2904	2.8163	0.1939	2.6543E-2	2.3098	0.3631	0.2064	2.4047	0.1572	4.9318E-2	2.5818	0.6004	1.1801E-2	0.1790	0.2758	0.3099	0.1963	0.2297	0.2641	0.2401	0.2490	0.2425	0.2684	0.3361	0.2557	0.1715	0.2367	0.3914	2.1626	1.1840	6.1009E-4	8.2233E-4	5.6005E-4	1.3074	0.1365	0.667	20.090	388.913
17000000	0.4459	2.4440	0.2835	0.1544	2.3035	0.3687	0.3890	2.8884	0.2078	1.0768E-2	2.1181	0.3859	0.1657	2.3131	0.1202	5.8119E-2	2.9829	0.3601	5.7073E-2	0.1892	0.2400	0.2986	0.1994	0.2338	0.2682	0.2422	0.2500	0.2415	0.2663	0.3395	0.2348	0.1857	0.2400	0.3820	2.2020	1.1146	5.7511E-4	8.0677E-4	5.1406E-4	1.4740	9.8108E-2	1.588	20.375	413.174
18000000	0.5453	2.0181	0.4521	5.8429E-2	2.6786	0.2474	0.4710	2.7456	0.1998	3.2621E-2	2.1459	0.4050	0.2655	2.0592	0.2566	0.1089	2.6948	0.6150	2.3013E-2	0.1738	0.2548	0.2964	0.1996	0.2358	0.2682	0.2449	0.2437	0.2473	0.2640	0.3518	0.2352	0.1787	0.2343	0.3499	2.2660	1.1155	6.1687E-4	8.3566E-4	5.1135E-4	1.3783	0.1554	26.215	21.031	415.825
19000000	0.5187	2.2660	0.2666	9.3877E-2	2.5102	0.3446	0.4119	2.7442	0.1766	1.1432E-2	2.3159	0.3399	0.3456	1.7442	0.1587	0.2398	3.2644	0.2474	5.3549E-2	0.1739	0.1494	0.3016	0.2016	0.2272	0.2696	0.2419	0.2362	0.2542	0.2677	0.3177	0.2309	0.2016	0.2498	0.3516	2.2335	1.2138	5.5766E-4	7.3033E-4	5.1568E-4	1.3446	6.1467E-2	7.631	19.495	411.358
20000000	0.4892	2.3175	0.3382	0.1210	2.5228	0.2114	0.3894	2.8092	0.1853	3.3659E-2	2.2361	0.3463	0.2933	2.0455	8.6381E-2	3.9587E-2	3.1992	0.3360	4.54E-2	0.1862	0.2877	0.3047	0.2006	0.2247	0.2701	0.2405	0.2464	0.2411	0.2719	0.3388	0.2481	0.1866	0.2265	0.3615	2.2267	1.1697	5.5943E-4	7.6878E-4	4.9002E-4	1.1750	7.8239E-2	1.190	20.039	426.915
21000000	0.6908	2.2103	0.2877	0.1157	2.4888	0.2067	0.4021	2.9892	0.1726	1.0048E-2	2.0647	0.3614	0.3513	2.2485	0.2198	4.0978E-2	2.6940	0.4455	4.9471E-2	0.1946	0.2127	0.3046	0.2010	0.2257	0.2687	0.2373	0.2459	0.2429	0.2740	0.3521	0.2499	0.1902	0.2078	0.3621	2.2050	1.2388	5.6864E-4	7.2522E-4	5.242E-4	1.2122	4.1542E-2	1.023	19.190	419.861
22000000	0.5953	2.0448	0.3337	9.5394E-2	2.6668	0.2640	0.3565	2.9148	0.1516	2.6665E-2	2.1626	0.3879	0.3504	2.1972	0.1226	8.185E-2	2.6917	0.5562	1.9968E-2	0.1814	0.2326	0.2912	0.2063	0.2393	0.2633	0.2318	0.2562	0.2474	0.2646	0.3338	0.2424	0.1798	0.2440	0.3874	2.1885	1.1237	5.8844E-4	7.6422E-4	5.2396E-4	1.2683	3.1004E-2	23.819	20.113	404.197
23000000	0.7260	2.1165	0.3868	0.1611	2.3603	0.2494	0.3236	2.7808	0.1600	3.6621E-2	2.2844	0.4146	0.2532	2.2271	0.1147	0.1527	2.6811	0.5714	3.4464E-2	0.1626	0.2760	0.2925	0.2025	0.2299	0.2751	0.2470	0.2494	0.2403	0.2633	0.3305	0.2651	0.1682	0.2362	0.3502	2.2181	1.2753	6.297E-4	9.6353E-4	5.3686E-4	1.2793	0.1154	2.556	20.759	411.805
24000000	0.6443	2.2110	0.2957	0.1579	2.5059	0.1853	0.3635	2.6188	0.1884	5.4709E-2	2.3162	0.4584	0.2845	2.3628	0.1408	0.1859	2.4398	0.5863	3.3071E-2	0.1911	0.2839	0.2936	0.2057	0.2307	0.2699	0.2404	0.2478	0.2453	0.2664	0.3543	0.2494	0.1812	0.2151	0.3437	2.2385	1.2505	5.7293E-4	7.0659E-4	5.1576E-4	1.2758	8.1852E-2	2.992	21.594	424.442
25000000	0.5939	2.2384	0.2890	0.1624	2.3952	0.3211	0.2908	2.8356	0.2059	2.5361E-2	2.2463	0.3960	0.3558	2.2172	0.1879	0.1307	2.6609	0.4474	2.4139E-2	0.1716	0.1967	0.2962	0.2036	0.2318	0.2684	0.2407	0.2569	0.2307	0.2717	0.3448	0.2396	0.1781	0.2375	0.3556	2.2443	1.1501	5.5112E-4	7.3934E-4	5.3232E-4	1.3777	0.1940	20.582	19.979	401.387
26000000	0.5008	2.1863	0.3094	8.231E-2	2.6589	0.2623	0.3364	2.6857	0.1469	1.1341E-2	2.3949	0.4247	0.3010	2.2517	7.5208E-2	0.1015	2.6958	0.5748	4.7492E-2	0.1790	0.3927	0.2994	0.2109	0.2226	0.2671	0.2373	0.2473	0.2520	0.2635	0.3451	0.2342	0.1845	0.2362	0.3433	2.3080	1.0183	5.4191E-4	6.5734E-4	5.7041E-4	1.3246	0.1371	5.232	19.936	396.461
27000000	0.6682	2.4323	0.3429	0.1209	2.1733	0.2623	0.3844	2.7706	0.2234	3.2489E-2	2.2363	0.3529	0.2784	2.3064	0.1702	9.9236E-2	2.4878	0.6579	3.3792E-2	0.1902	0.1962	0.2967	0.2085	0.2188	0.2759	0.2379	0.2492	0.2392	0.2737	0.3457	0.2508	0.1647	0.2388	0.3380	2.2725	1.1735	5.6977E-4	6.5601E-4	5.2521E-4	1.1841	8.2048E-2	1.525	22.014	419.231
28000000	0.8167	2.1591	0.2889	7.4855E-2	2.4080	0.2526	0.3554	2.7351	0.2304	2.3452E-2	2.3248	0.3308	0.3784	2.1858	0.2485	5.0107E-2	2.7188	0.4184	2.1674E-2	0.1774	0.2419	0.3110	0.2042	0.2271	0.2577	0.2343	0.2434	0.2467	0.2757	0.3484	0.2410	0.1912	0.2194	0.3555	2.2391	1.1682	5.7411E-4	7.5771E-4	4.9668E-4	1.3623	7.5225E-2	4.229	22.314	425.762
29000000	0.5528	2.1459	0.2783	0.1394	2.5825	0.3011	0.3776	2.8555	0.1935	2.0296E-2	2.2039	0.3493	0.2801	2.6829	0.1555	2.57E-2	2.3636	0.4922	7.8628E-3	0.1845	0.1702	0.3113	0.1980	0.2282	0.2625	0.2560	0.2456	0.2284	0.2700	0.3364	0.2627	0.1875	0.2134	0.3350	2.3467	0.9438	5.8696E-4	7.7395E-4	5.2979E-4	1.2485	6.8932E-2	16.384	21.972	424.387
30000000	0.5692	2.2362	0.3297	0.1704	2.4342	0.2603	0.3694	2.6818	0.1517	4.2066E-2	2.3354	0.4197	0.4842	2.3223	0.1318	9.3078E-3	2.4611	0.5913	5.3099E-3	0.1901	0.2002	0.3028	0.1974	0.2335	0.2663	0.2352	0.2567	0.2452	0.2630	0.3359	0.2428	0.2015	0.2198	0.3730	2.2400	1.0475	6.4586E-4	9.3253E-4	5.5172E-4	1.5816	0.1102	16.815	20.239	406.013
31000000	0.4238	2.4401	0.2742	9.4995E-2	2.5364	0.2305	0.3896	2.6222	0.1908	3.2889E-2	2.3700	0.3945	0.3947	2.1448	0.1599	0.2073	2.4363	0.6571	5.4592E-2	0.1871	0.2000	0.2973	0.2002	0.2296	0.2729	0.2331	0.2567	0.2446	0.2656	0.3301	0.2342	0.1920	0.2437	0.3736	2.1959	1.1923	5.2206E-4	6.2528E-4	4.8659E-4	1.2250	9.333E-2	3.093	19.936	458.466
32000000	0.5827	2.1279	0.2873	0.1364	2.5872	0.2785	0.3683	2.7698	0.1917	2.677E-2	2.2702	0.3733	0.2601	2.0889	0.1474	8.745E-2	3.0841	0.3321	4.6745E-2	0.1526	0.2659	0.3059	0.2015	0.2223	0.2703	0.2494	0.2469	0.2385	0.2653	0.3470	0.2450	0.1845	0.2235	0.3442	2.2493	1.2100	5.8283E-4	6.9769E-4	5.1066E-4	1.2712	0.2173	1.989	20.083	411.535
33000000	0.5180	2.3174	0.2843	0.1480	2.4832	0.2490	0.4236	2.8731	0.2007	2.2872E-2	2.0867	0.3929	0.2142	2.5823	0.1773	4.3107E-2	2.3595	0.6236	6.7741E-3	0.1958	0.2563	0.2939	0.1992	0.2328	0.2741	0.2356	0.2518	0.2400	0.2726	0.3128	0.2612	0.1896	0.2364	0.3740	2.2120	1.1354	6.3723E-4	9.9251E-4	5.4486E-4	1.4350	0.1969	6.416	20.579	406.547
34000000	0.6401	2.0603	0.2785	0.1540	2.6454	0.2217	0.4110	2.8800	0.1859	2.5157E-2	2.1565	0.3415	0.2625	2.3786	0.1946	9.2478E-2	2.5091	0.5626	5.0577E-2	0.2023	0.1418	0.3093	0.2036	0.2223	0.2647	0.2294	0.2522	0.2520	0.2664	0.3407	0.2521	0.1698	0.2374	0.3686	2.2342	1.0964	6.8536E-4	8.7527E-4	5.4571E-4	1.1756	2.4377E-2	14.332	20.579	409.088
35000000	0.5998	2.4129	0.2716	0.1177	2.3917	0.2063	0.3739	2.8939	0.1747	4.2305E-2	2.1170	0.3983	0.2586	2.4400	0.1315	0.1109	2.5887	0.4703	7.626E-2	0.1697	0.2697	0.2902	0.2088	0.2378	0.2632	0.2288	0.2597	0.2398	0.2718	0.3440	0.2482	0.1700	0.2377	0.3675	2.2298	1.1189	5.653E-4	7.6306E-4	5.1419E-4	1.3045	5.2035E-2	4.988	20.635	415.098
36000000	0.5107	2.1936	0.2504	0.2090	2.6289	0.2074	0.3382	2.6781	0.2066	4.2354E-2	2.3996	0.3351	0.3332	2.4959	7.7063E-2	8.6914E-2	2.4703	0.5367	4.5258E-2	0.1802	0.1995	0.3084	0.1983	0.2185	0.2748	0.2479	0.2429	0.2427	0.2664	0.3450	0.2371	0.1860	0.2319	0.3337	2.2585	1.2500	5.3395E-4	6.9288E-4	4.8914E-4	1.2100	6.0358E-2	7.665	20.091	443.339
37000000	0.6009	2.2504	0.2988	0.2526	2.2747	0.3225	0.3698	2.8888	0.2073	2.7259E-2	2.1982	0.3087	0.4369	2.3484	0.1789	0.2037	2.3657	0.4664	2.8797E-2	0.1841	0.3542	0.3003	0.2041	0.2303	0.2653	0.2375	0.2519	0.2440	0.2667	0.3354	0.2503	0.1759	0.2384	0.3612	2.2606	1.0575	5.0598E-4	6.3876E-4	5.0189E-4	1.1211	0.1090	7.967	20.543	449.643
38000000	0.5625	2.3271	0.3168	9.2109E-2	2.4733	0.2282	0.3999	2.7973	0.1670	3.7925E-2	2.2165	0.3814	0.2614	2.2167	0.1190	0.2177	2.7208	0.4644	4.1153E-2	0.1814	0.2206	0.2945	0.2053	0.2323	0.2679	0.2417	0.2438	0.2475	0.2670	0.3412	0.2327	0.1755	0.2505	0.3392	2.2437	1.2632	5.8369E-4	7.5215E-4	4.973E-4	1.2288	7.5148E-2	15.579	19.741	437.399
39000000	0.6972	1.9886	0.2675	0.1191	2.6371	0.2905	0.4391	2.8696	0.2011	1.0979E-2	2.0901	0.3892	0.3744	2.0783	0.1704	9.3849E-2	2.8230	0.4600	1.6485E-2	0.1759	0.2610	0.3028	0.1990	0.2331	0.2651	0.2412	0.2495	0.2300	0.2794	0.3427	0.2572	0.1972	0.2028	0.3680	2.2427	1.0716	6.5918E-4	9.1589E-4	5.5042E-4	1.3181	4.3884E-2	0.533	19.702	405.039
40000000	0.5437	2.1536	0.2491	0.1163	2.7528	0.1845	0.4013	2.7978	0.1991	2.9039E-2	2.2114	0.3615	0.3106	2.2236	0.2327	0.1138	2.5911	0.5282	2.0577E-2	0.1884	0.2043	0.2945	0.2021	0.2368	0.2666	0.2301	0.2415	0.2505	0.2779	0.3505	0.2407	0.1730	0.2359	0.3691	2.2615	1.0015	6.0939E-4	8.2048E-4	5.5013E-4	1.2073	6.5702E-2	43.870	20.553	397.615
41000000	0.5457	2.2785	0.2809	0.1672	2.5286	0.1991	0.3487	2.8498	0.1640	3.5028E-2	2.2042	0.3983	0.2588	2.4445	0.2451	4.8552E-2	2.5790	0.4240	9.1174E-3	0.1905	0.2060	0.2976	0.2013	0.2264	0.2747	0.2428	0.2587	0.2338	0.2647	0.3274	0.2595	0.1932	0.2200	0.3661	2.2454	1.0754	6.3558E-4	9.4645E-4	5.6891E-4	1.5791	0.1277	15.766	20.419	401.562
42000000	0.4889	2.2268	0.2751	0.1400	2.5623	0.3069	0.3913	2.7685	0.2122	4.272E-2	2.1990	0.3863	0.1779	2.2169	0.1687	0.1484	2.7266	0.5615	1.0792E-2	0.1820	0.2456	0.3031	0.1985	0.2296	0.2688	0.2358	0.2541	0.2421	0.2681	0.3245	0.2582	0.1854	0.2319	0.3558	2.2805	1.0264	6.0791E-4	8.1183E-4	5.2331E-4	1.1824	8.955E-2	25.464	19.438	414.489
43000000	0.5702	2.0463	0.3385	0.1128	2.6935	0.2388	0.3782	2.7437	0.1929	1.0803E-2	2.3306	0.3438	0.1856	2.3220	0.1818	0.1624	2.7665	0.3817	9.6798E-3	0.1756	0.1882	0.2971	0.2037	0.2318	0.2674	0.2336	0.2491	0.2606	0.2567	0.3472	0.2723	0.1695	0.2109	0.3491	2.2611	1.1373	5.275E-4	6.7536E-4	5.2062E-4	1.3172	0.1725	12.619	20.440	412.419
44000000	0.5150	2.3443	0.3410	0.1107	2.4061	0.2829	0.3778	2.9052	0.2132	1.8674E-2	2.0578	0.4274	0.3109	2.3053	0.1597	7.5024E-2	2.5169	0.6322	1.6808E-2	0.1488	0.2038	0.2978	0.2017	0.2342	0.2663	0.2354	0.2620	0.2421	0.2605	0.3485	0.2713	0.1770	0.2033	0.3712	2.2261	1.1063	5.4502E-4	7.7029E-4	5.0072E-4	1.3411	9.9613E-2	2.115	19.368	405.068
45000000	0.5812	2.0144	0.2007	0.1478	2.8260	0.2299	0.3668	2.7471	0.1971	2.3325E-2	2.2388	0.4268	0.2802	2.2725	0.2415	5.1344E-2	2.4773	0.6772	1.589E-2	0.1883	0.1852	0.3015	0.2012	0.2347	0.2626	0.2450	0.2417	0.2464	0.2669	0.3561	0.2344	0.1826	0.2268	0.3698	2.2138	1.1571	6.1881E-4	9.6616E-4	5.2845E-4	1.4376	5.0835E-2	4.317	19.512	409.059
46000000	0.4700	2.0406	0.2801	0.1557	2.7987	0.2549	0.3633	2.8189	0.2542	4.8074E-2	2.1504	0.3652	0.2457	2.2800	0.1006	0.2014	2.8192	0.3532	5.066E-2	0.1699	0.1757	0.3022	0.2038	0.2299	0.2641	0.2484	0.2392	0.2445	0.2679	0.3431	0.2250	0.1778	0.2541	0.3925	2.1491	1.2225	5.7624E-4	7.6748E-4	5.0735E-4	1.2748	7.8422E-2	1.640	20.265	422.200
47000000	0.5719	2.2297	0.3153	0.1161	2.5346	0.2324	0.3732	2.8499	0.1832	4.287E-2	2.1147	0.4362	0.3488	2.5068	0.2702	0.1360	2.1738	0.5645	4.3107E-2	0.1890	0.2054	0.3021	0.2026	0.2389	0.2564	0.2439	0.2494	0.2403	0.2664	0.3195	0.2473	0.1866	0.2465	0.3680	2.2118	1.1764	5.8962E-4	8.4604E-4	5.2441E-4	1.3924	2.8935E-2	15.088	20.994	415.348
48000000	0.4871	2.4978	0.2705	0.1347	2.4193	0.1906	0.3387	2.7080	0.2070	1.1211E-2	2.3636	0.3714	0.2140	2.4320	0.1589	7.0071E-2	2.8459	0.2791	3.0125E-2	0.1781	0.2495	0.3004	0.2021	0.2262	0.2713	0.2491	0.2412	0.2555	0.2541	0.2947	0.2492	0.2013	0.2548	0.3491	2.2863	1.0524	5.2022E-4	7.1567E-4	4.9246E-4	1.2258	8.3582E-2	8.361	19.883	430.059
49000000	0.5153	2.3370	0.2916	0.1812	2.4464	0.2285	0.4423	2.7889	0.1697	3.9893E-2	2.2052	0.3541	0.2046	2.1977	0.1653	0.1072	2.6497	0.6755	1.0975E-2	0.1860	0.2502	0.3012	0.2045	0.2295	0.2648	0.2398	0.2520	0.2399	0.2683	0.3419	0.2439	0.1783	0.2359	0.3698	2.2396	1.0702	5.9812E-4	8.2824E-4	5.1616E-4	1.2953	0.1509	0.791	19.618	411.308
50000000	0.5874	2.1447	0.3029	0.1259	2.6598	0.1793	0.3843	2.8322	0.1850	4.368E-2	2.2019	0.3530	0.3445	2.3765	0.2034	9.8605E-2	2.6787	0.2983	1.3746E-2	0.1762	0.2276	0.3050	0.2070	0.2322	0.2558	0.2326	0.2559	0.2344	0.2771	0.3475	0.2568	0.1805	0.2152	0.3760	2.1961	1.1750	4.67E-4	5.3883E-4	4.5261E-4	1.1232	0.1509	18.433	22.063	450.179
51000000	0.6214	2.0621	0.3862	7.9805E-2	2.5845	0.2660	0.3923	2.9156	0.1667	2.0162E-2	2.0996	0.4056	0.2505	2.6404	0.2566	5.326E-2	2.1630	0.6362	6.0031E-2	0.1991	0.2533	0.3046	0.2013	0.2236	0.2705	0.2328	0.2596	0.2507	0.2569	0.3357	0.2565	0.1675	0.2404	0.3243	2.3607	0.9687	6.4038E-4	8.001E-4	5.6222E-4	1.1231	5.4587E-2	5.673	19.889	409.297
52000000	0.4592	2.2102	0.3400	0.1261	2.5565	0.3080	0.3311	2.7529	0.1766	4.0465E-2	2.2938	0.4050	0.3273	2.0182	7.9139E-2	0.1365	2.7144	0.7244	2.6593E-2	0.1525	0.2285	0.2961	0.2018	0.2279	0.2741	0.2450	0.2566	0.2416	0.2568	0.3500	0.2378	0.1722	0.2400	0.3744	2.2016	1.1672	5.9003E-4	7.9041E-4	5.2101E-4	1.2817	7.7464E-2	11.069	22.450	417.645
53000000	0.6457	2.1218	0.3153	0.1880	2.5269	0.2023	0.4087	2.6960	0.2108	7.7957E-3	2.3132	0.3635	0.2877	2.6749	0.1317	3.472E-2	2.4233	0.4477	2.8702E-2	0.1739	0.2424	0.3057	0.2016	0.2278	0.2649	0.2466	0.2420	0.2515	0.2599	0.3307	0.2349	0.1918	0.2426	0.3658	2.2636	1.0161	5.7851E-4	7.9832E-4	5.4052E-4	1.1991	0.1870	9.342	19.887	403.485
54000000	0.4745	2.1471	0.2256	0.1134	2.8266	0.2128	0.3467	3.0323	0.1472	4.3507E-2	2.0957	0.3346	0.2580	2.4507	0.1200	0.2490	2.1241	0.7982	1.8853E-2	0.2096	0.2413	0.3064	0.2103	0.2255	0.2577	0.2438	0.2441	0.2418	0.2703	0.3462	0.2863	0.1612	0.2064	0.3511	2.2659	1.1076	6.174E-4	9.6207E-4	5.1208E-4	1.3313	2.124E-2	0.889	19.718	431.104
