state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	3.265	3.304	3.516	3.842	3.494	3.364	3.378	3.410	3.196	3.492	3.116	2.811	2.376	2.694	2.447	2.903	3.143	3.207	3.396	3.263	3.012	2.594	2.779	3.089	3.037	2.665	2.901	2.735	2.822	2.793	2.882	2.726	2.622	2.498	2.365	2.588	2.702	2.245	2.003	1.781	1.681	1.496	1.517	1.470	1.131	1.145	0.961	1.056	1.226	1.371
2000000	3.101	3.527	3.989	4.256	3.883	3.851	3.788	3.880	3.937	3.711	3.158	3.603	2.737	2.650	2.872	2.855	2.976	2.929	2.765	2.619	2.442	2.449	2.405	2.624	2.636	2.676	2.336	2.075	2.174	1.816	2.116	1.499	2.101	1.982	1.248	1.070	1.213	1.556	1.613	1.573	2.029	2.210	1.672	1.033	0.589	0.066	0.028	0.008	-0.515	-0.160
3000000	2.963	3.449	3.805	3.794	3.743	3.684	3.785	3.455	3.556	3.049	3.420	3.347	3.152	3.042	3.051	3.448	3.185	3.373	3.088	3.409	2.931	3.128	2.679	2.508	2.463	2.794	2.716	2.615	2.751	2.612	2.523	2.644	3.014	2.970	2.746	2.406	2.431	2.754	2.352	1.959	2.026	1.648	1.567	1.602	1.830	1.672	1.471	1.518	1.883	1.826
4000000	2.509	4.326	4.007	5.062	3.486	4.058	5.373	3.253	3.346	3.365	4.323	3.632	3.224	2.437	2.545	3.158	4.119	3.328	3.998	3.691	2.753	2.286	2.303	2.687	3.837	3.634	1.364	1.178	1.578	1.709	2.771	1.831	2.010	3.298	4.518	6.398	4.297	2.459	2.117	2.400	2.788	3.040	2.099	2.399	2.687	3.065	3.053	1.611	0.576	-1.142
5000000	3.664	3.631	3.575	3.613	3.471	3.452	3.415	3.120	3.019	3.147	3.020	3.074	2.890	2.955	3.071	2.938	3.079	3.203	3.319	3.230	3.109	3.106	3.065	2.959	2.802	2.812	2.661	2.556	2.668	2.709	2.627	2.607	2.558	2.506	2.459	2.428	2.481	2.270	2.037	1.835	2.012	2.204	2.132	2.056	2.013	1.998	1.808	1.688	1.752	1.690
6000000	2.746	5.119	4.246	3.825	4.062	3.132	4.188	3.868	3.334	3.125	3.520	3.762	2.260	3.010	2.672	2.085	2.328	3.871	4.041	3.490	3.549	3.198	2.442	1.568	2.678	2.683	1.580	2.644	2.526	3.534	1.924	2.204	3.470	3.285	3.788	2.745	2.861	4.293	4.547	2.317	1.641	1.804	2.101	2.976	2.372	1.122	-0.295	-0.460	-1.780	-3.084
7000000	2.002	3.781	4.240	4.328	4.165	3.995	2.526	3.301	3.840	2.740	3.675	3.282	2.149	3.032	2.915	2.165	3.271	3.795	3.374	4.234	2.444	1.769	2.309	2.579	2.850	2.679	2.423	2.784	3.896	3.120	2.846	1.022	3.006	4.726	3.724	4.285	3.449	2.130	1.874	2.855	2.544	0.559	0.375	0.651	1.276	1.165	0.904	-1.429	-2.239	-2.523
8000000	1.503	4.039	4.439	4.559	4.239	3.179	3.208	3.244	3.976	3.916	2.925	3.537	2.325	2.269	2.971	3.232	3.671	3.803	5.186	4.044	3.335	2.998	2.138	2.017	2.160	2.850	2.526	2.245	2.477	1.920	2.322	1.983	2.441	1.896	2.824	2.610	2.648	3.225	1.516	1.271	2.286	0.680	0.653	1.224	1.427	0.143	0.582	-0.381	0.534	0.684
9000000	3.307	4.134	4.484	3.790	4.011	3.496	3.540	3.368	3.428	3.280	3.317	3.230	2.701	2.549	2.710	2.596	2.898	3.114	3.176	3.227	3.454	3.208	3.246	2.787	2.526	3.077	2.607	2.567	2.733	2.693	2.609	3.035	2.718	2.756	2.367	2.328	2.269	2.408	1.855	1.705	2.276	1.992	1.935	2.304	1.967	1.320	1.493	0.812	0.867	1.282
10000000	2.937	3.416	3.811	3.773	3.636	3.069	3.939	3.693	3.370	3.407	3.107	3.090	2.887	3.013	3.043	3.005	3.381	3.789	3.495	3.515	2.530	2.964	3.142	3.153	2.930	2.723	3.385	2.770	2.426	2.516	2.441	2.467	1.826	2.057	2.086	2.005	1.746	2.105	1.773	1.136	0.660	1.402	0.690	0.706	0.924	1.283	0.073	-0.330	-0.959	-1.062
