state	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	pInv	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skygrid.precision	rootHeight	treeLength
53000000	0.3178	1.1451	0.2835	0.2514	3.1207	0.8816	0.8285	0.2933	0.1796	0.1998	0.3273	1.3386E-3	0.724	0.181	16.071
54000000	0.3047	1.3014	0.2083	0.2389	3.1138	0.8329	0.8520	0.2960	0.1813	0.1969	0.3258	1.1944E-3	0.060	0.157	18.833
55000000	0.3744	1.2713	0.2447	0.2464	2.9773	0.8859	0.8584	0.2914	0.1834	0.1972	0.3280	1.4472E-3	0.225	0.158	16.442
56000000	0.3415	1.0735	0.2459	0.2831	3.0298	1.0262	0.8570	0.3023	0.1803	0.1949	0.3225	1.2524E-3	0.302	0.175	17.363
57000000	0.2515	1.2642	0.2405	0.4364	2.9403	0.8671	0.8585	0.2950	0.1827	0.1919	0.3304	1.3011E-3	0.203	0.156	17.293
58000000	0.2858	1.3337	0.2038	0.3032	3.0422	0.8313	0.8644	0.2958	0.1829	0.1950	0.3263	1.4071E-3	0.311	0.177	16.450
59000000	0.4047	1.1408	0.2156	0.2133	3.1055	0.9200	0.8599	0.2995	0.1797	0.1989	0.3218	1.342E-3	0.251	0.162	15.786
60000000	0.3223	1.1087	0.2161	0.3078	3.0710	0.9741	0.8305	0.2946	0.1813	0.1968	0.3273	1.2004E-3	0.092	0.158	17.498
61000000	0.1819	1.2882	0.2463	0.4053	2.9585	0.9198	0.8368	0.2947	0.1806	0.1950	0.3298	1.2102E-3	0.191	0.177	17.306
62000000	0.3295	1.2446	0.2247	0.2582	3.0886	0.8545	0.8335	0.2990	0.1811	0.1993	0.3206	1.4353E-3	0.195	0.160	16.665
63000000	0.2007	1.3354	0.2653	0.3313	3.0105	0.8567	0.8502	0.2960	0.1796	0.1962	0.3281	1.4077E-3	0.175	0.159	16.285
64000000	0.2392	1.2450	0.3565	0.3409	2.8960	0.9225	0.8688	0.2976	0.1809	0.1956	0.3259	1.3936E-3	0.415	0.201	15.914
65000000	0.2850	1.2986	0.1985	0.2410	3.0773	0.8996	0.8603	0.2974	0.1827	0.1951	0.3248	1.4755E-3	0.774	0.193	15.694
66000000	0.3009	1.3013	0.1774	0.2705	3.0278	0.9222	0.8540	0.2980	0.1816	0.1969	0.3235	1.3674E-3	1.543	0.164	17.528
67000000	0.3517	1.0953	0.3143	0.3151	2.9875	0.9361	0.8549	0.2994	0.1795	0.1986	0.3225	1.4552E-3	0.608	0.184	15.434
68000000	0.3577	1.1577	0.2751	0.2392	3.2157	0.7545	0.8547	0.2985	0.1785	0.1963	0.3266	1.355E-3	0.415	0.161	16.756
69000000	0.2514	1.3652	0.2204	0.4277	3.0835	0.6518	0.8358	0.3001	0.1763	0.1950	0.3286	1.2917E-3	0.158	0.160	17.862
70000000	0.3268	1.2782	0.2451	0.2916	2.9765	0.8818	0.8321	0.2958	0.1818	0.1973	0.3252	1.1799E-3	0.626	0.222	19.776
71000000	0.2980	1.2797	0.2608	0.2599	3.0208	0.8807	0.8623	0.2949	0.1857	0.1920	0.3275	1.3555E-3	0.071	0.172	18.238
72000000	0.1748	1.3041	0.2884	0.3938	3.0636	0.7753	0.8654	0.2929	0.1843	0.1981	0.3246	1.3761E-3	0.761	0.175	16.800
73000000	0.4922	1.2412	0.2036	0.2074	2.9219	0.9336	0.8485	0.3017	0.1799	0.1931	0.3252	1.488E-3	0.157	0.157	15.458
74000000	0.2662	1.2131	0.2220	0.3537	2.9894	0.9556	0.8434	0.2973	0.1839	0.1976	0.3213	1.6924E-3	0.085	0.165	14.365
75000000	0.2979	1.0855	0.2822	0.3078	3.2401	0.7865	0.8594	0.2959	0.1799	0.1937	0.3304	1.6388E-3	0.399	0.161	15.539
76000000	0.2521	1.1844	0.2788	0.2108	3.2357	0.8382	0.8570	0.2991	0.1813	0.1945	0.3251	1.3997E-3	0.397	0.196	15.413
77000000	0.4339	1.1863	0.2302	0.2742	3.0211	0.8542	0.8575	0.2998	0.1814	0.1959	0.3229	1.3381E-3	0.086	0.176	15.961
78000000	0.2740	1.1753	0.2705	0.2973	3.1153	0.8675	0.8550	0.3005	0.1817	0.1968	0.3211	1.3598E-3	0.351	0.181	16.096
79000000	0.2780	1.2595	0.2186	0.3621	3.0111	0.8707	0.8450	0.2955	0.1810	0.1964	0.3271	1.2792E-3	0.050	0.156	17.423
80000000	0.3079	1.3182	0.1836	0.2326	3.1173	0.8404	0.8013	0.2937	0.1807	0.1992	0.3264	1.3252E-3	0.135	0.158	16.971
81000000	0.2816	1.4480	0.2423	0.2917	2.7788	0.9577	0.8654	0.2980	0.1796	0.1959	0.3265	1.1704E-3	1.001	0.181	19.119
82000000	0.2676	1.2902	0.2075	0.3153	2.9166	1.0028	0.8361	0.2974	0.1835	0.1957	0.3233	1.3858E-3	0.497	0.167	15.743
83000000	0.4166	1.1574	0.2194	0.2463	3.1769	0.7834	0.8363	0.2939	0.1836	0.1993	0.3233	1.4414E-3	0.283	0.169	15.235
84000000	0.4161	1.2020	0.1951	0.3104	3.0416	0.8349	0.8328	0.2922	0.1821	0.1966	0.3291	1.4563E-3	0.584	0.180	16.914
85000000	0.3740	1.1567	0.1943	0.3102	2.9932	0.9716	0.8287	0.2972	0.1803	0.1955	0.3270	1.2333E-3	0.668	0.165	17.103
86000000	0.2556	1.2773	0.1792	0.2020	3.1689	0.9169	0.8599	0.3015	0.1793	0.1947	0.3245	1.5204E-3	1.000	0.167	14.917
87000000	0.2408	1.2709	0.2639	0.3781	2.8787	0.9677	0.7864	0.2930	0.1853	0.1956	0.3261	1.3839E-3	0.149	0.177	15.297
88000000	0.2373	1.4538	0.3032	0.2296	2.9015	0.8746	0.8350	0.2994	0.1816	0.1964	0.3226	1.4353E-3	0.357	0.158	16.607
89000000	0.2963	1.2819	0.2284	0.2618	2.9828	0.9487	0.8561	0.3005	0.1798	0.1911	0.3286	1.4787E-3	0.436	0.177	15.123
90000000	0.2294	1.2167	0.2522	0.2423	3.1026	0.9569	0.8478	0.3009	0.1792	0.1957	0.3242	1.199E-3	0.188	0.182	17.547
91000000	0.3013	1.0623	0.2606	0.2272	3.2276	0.9210	0.8310	0.3010	0.1793	0.1987	0.3210	1.3296E-3	0.961	0.178	16.783
92000000	0.2567	0.9863	0.2431	0.3774	3.2396	0.8969	0.8455	0.2975	0.1780	0.1977	0.3269	1.3385E-3	0.592	0.188	17.410
93000000	0.3281	1.1739	0.2590	0.2905	3.0966	0.8519	0.8656	0.2957	0.1857	0.1942	0.3244	1.1993E-3	0.347	0.177	18.208
94000000	0.2633	1.1272	0.1844	0.2570	3.2284	0.9396	0.8457	0.2979	0.1813	0.1931	0.3277	1.4335E-3	0.297	0.181	16.814
95000000	0.3612	1.2976	0.2310	0.1918	2.9391	0.9794	0.8626	0.2965	0.1803	0.1961	0.3272	1.5231E-3	0.592	0.180	15.586
96000000	0.2791	1.2666	0.2316	0.2109	3.0936	0.9182	0.8622	0.2970	0.1793	0.1933	0.3304	1.5114E-3	0.419	0.165	14.171
97000000	0.3005	1.3861	0.2084	0.2319	2.9644	0.9087	0.8256	0.2987	0.1826	0.1938	0.3249	1.5172E-3	0.724	0.158	14.910
98000000	0.2064	1.1939	0.2230	0.2119	3.0815	1.0833	0.8012	0.2985	0.1784	0.1932	0.3298	1.3185E-3	0.166	0.160	16.245
99000000	0.2601	1.2409	0.2049	0.3167	3.1451	0.8322	0.8646	0.3027	0.1822	0.1912	0.3240	1.1618E-3	0.102	0.165	19.156
100000000	0.3141	1.1797	0.2057	0.3195	3.0111	0.9698	0.8638	0.3028	0.1759	0.1930	0.3284	1.1506E-3	0.242	0.178	19.445
101000000	0.2186	1.4027	0.1993	0.3321	2.9526	0.8946	0.8380	0.2937	0.1827	0.1947	0.3290	1.2376E-3	0.665	0.176	17.896
102000000	0.3519	1.2917	0.2016	0.2514	2.9918	0.9117	0.8581	0.2981	0.1848	0.1948	0.3223	1.2793E-3	0.213	0.165	17.510
103000000	0.3930	1.1347	0.1714	0.2790	3.0176	1.0042	0.8581	0.2963	0.1821	0.1937	0.3279	1.3345E-3	0.464	0.195	16.951
104000000	0.2976	1.2769	0.1875	0.3108	3.0523	0.8749	0.8143	0.3007	0.1818	0.1960	0.3215	1.3706E-3	0.825	0.175	16.085
105000000	0.3486	1.2184	0.2638	0.2431	3.0295	0.8966	0.8693	0.3017	0.1801	0.1951	0.3231	1.2639E-3	0.259	0.157	17.504
106000000	0.2816	1.2410	0.2306	0.3398	3.0507	0.8564	0.8474	0.3002	0.1770	0.1947	0.3281	1.2905E-3	0.225	0.174	17.094
107000000	0.2720	1.2512	0.2438	0.3639	2.8341	1.0350	0.8447	0.2978	0.1763	0.1984	0.3275	1.3302E-3	0.252	0.191	17.445
108000000	0.2586	1.2489	0.2122	0.2415	3.1789	0.8598	0.8617	0.2966	0.1813	0.1962	0.3259	1.2827E-3	0.896	0.155	18.037
109000000	0.3029	1.0268	0.2377	0.3040	3.2496	0.8791	0.8532	0.2970	0.1797	0.1948	0.3285	1.2345E-3	0.465	0.186	18.733
110000000	0.2764	1.2725	0.2565	0.2719	3.0897	0.8329	0.8240	0.3017	0.1820	0.1917	0.3246	1.1035E-3	0.251	0.192	19.417
111000000	0.3072	1.1693	0.2005	0.3267	2.8984	1.0979	0.8544	0.2996	0.1765	0.1940	0.3299	1.2952E-3	0.563	0.162	17.049
112000000	0.3073	1.2314	0.2006	0.2368	3.2646	0.7592	0.8448	0.2986	0.1835	0.1958	0.3221	1.2092E-3	0.206	0.174	17.865
113000000	0.2110	1.3269	0.3291	0.2130	3.0441	0.8759	0.8510	0.2986	0.1819	0.1978	0.3218	1.3549E-3	0.382	0.155	17.073
114000000	0.2208	1.2820	0.1472	0.2621	3.2161	0.8718	0.8277	0.2985	0.1850	0.1884	0.3281	1.1562E-3	0.266	0.231	19.001
115000000	0.2653	1.2246	0.2763	0.2832	3.0281	0.9225	0.8214	0.3016	0.1802	0.1926	0.3257	1.4001E-3	0.731	0.153	16.596
116000000	0.3077	1.1631	0.2559	0.2821	3.1033	0.8879	0.8568	0.3000	0.1805	0.1923	0.3272	1.4184E-3	0.486	0.156	16.356
117000000	0.3135	1.1628	0.2421	0.2282	3.0898	0.9636	0.8526	0.3006	0.1789	0.1984	0.3221	1.3212E-3	2.094	0.221	17.076
118000000	0.2624	1.1337	0.2492	0.3589	3.0637	0.9321	0.8389	0.2979	0.1812	0.1984	0.3225	1.3045E-3	0.277	0.157	16.589
119000000	0.2682	1.1420	0.2645	0.3606	3.1323	0.8325	0.8056	0.2979	0.1787	0.1931	0.3303	1.5301E-3	0.148	0.161	15.283
120000000	0.3374	1.2169	0.2253	0.2420	3.1112	0.8671	0.8076	0.2961	0.1813	0.1978	0.3248	1.4065E-3	0.300	0.240	15.757
121000000	0.2370	1.1933	0.2914	0.3547	2.9988	0.9249	0.8187	0.3016	0.1818	0.1908	0.3258	1.3841E-3	0.114	0.164	16.420
122000000	0.2742	1.2613	0.2435	0.1841	3.0597	0.9773	0.8646	0.2958	0.1818	0.1975	0.3249	1.504E-3	0.673	0.167	14.533
123000000	0.2634	1.1408	0.2282	0.1924	3.2696	0.9055	0.8156	0.3005	0.1801	0.1928	0.3266	1.4947E-3	0.342	0.158	15.641
124000000	0.2924	1.2016	0.2725	0.2516	3.1107	0.8713	0.8128	0.2975	0.1798	0.1955	0.3272	1.2341E-3	0.040	0.161	16.804
125000000	0.3239	1.1786	0.2167	0.2438	3.0941	0.9429	0.8416	0.2970	0.1791	0.1944	0.3295	1.2216E-3	0.656	0.193	17.456
126000000	0.3170	1.1307	0.1944	0.4316	3.0940	0.8323	0.8995	0.2991	0.1813	0.1930	0.3267	1.2479E-3	0.362	0.190	18.012
127000000	0.2582	1.2489	0.2735	0.3172	2.9390	0.9632	0.8660	0.2987	0.1824	0.1971	0.3219	1.2647E-3	1.395	0.183	16.581
128000000	0.2886	1.1224	0.2696	0.2795	3.1334	0.9064	0.8613	0.3021	0.1816	0.1955	0.3208	1.5065E-3	1.113	0.194	15.301
129000000	0.3207	1.1220	0.1744	0.3349	3.1903	0.8577	0.8459	0.3005	0.1778	0.1918	0.3299	1.3699E-3	0.207	0.160	16.001
130000000	0.2774	1.2732	0.2321	0.3228	3.0391	0.8555	0.8784	0.2962	0.1818	0.1985	0.3234	1.1185E-3	0.186	0.176	20.934
131000000	0.2345	1.1691	0.1997	0.2474	3.2890	0.8604	0.8335	0.2984	0.1825	0.1937	0.3254	1.1663E-3	0.526	0.181	18.623
132000000	0.3223	1.2600	0.2077	0.2214	3.1121	0.8766	0.8352	0.3011	0.1834	0.1958	0.3196	1.1994E-3	0.337	0.197	19.982
133000000	0.2215	1.3278	0.2448	0.2309	3.1480	0.8270	0.8313	0.2959	0.1845	0.1946	0.3250	1.0586E-3	0.238	0.160	19.904
134000000	0.3070	1.1717	0.2493	0.2756	3.1864	0.8101	0.8830	0.2983	0.1805	0.1985	0.3228	1.151E-3	0.162	0.176	19.466
135000000	0.2079	1.4155	0.2693	0.2534	2.9680	0.8859	0.8417	0.2969	0.1815	0.1936	0.3279	1.1291E-3	0.479	0.164	18.546
136000000	0.2752	1.2849	0.1968	0.2597	3.1159	0.8674	0.8551	0.3007	0.1828	0.1938	0.3227	1.1853E-3	0.107	0.183	19.506
137000000	0.3190	1.1740	0.2258	0.2185	3.2504	0.8123	0.8083	0.3011	0.1840	0.1921	0.3229	1.4066E-3	0.211	0.186	16.729
138000000	0.2859	1.3011	0.2697	0.2055	3.0842	0.8536	0.8340	0.2981	0.1817	0.1979	0.3224	1.4193E-3	0.749	0.180	16.654
139000000	0.2350	1.2721	0.2234	0.2929	2.9445	1.0322	0.8811	0.2974	0.1765	0.2019	0.3242	1.3135E-3	0.149	0.158	16.700
140000000	0.3117	1.3067	0.2092	0.2061	3.0362	0.9301	0.8600	0.2996	0.1786	0.1977	0.3240	1.4585E-3	0.876	0.165	15.625
141000000	0.3551	1.2049	0.3034	0.2868	3.0082	0.8415	0.8220	0.2940	0.1813	0.2011	0.3236	1.3643E-3	0.284	0.164	16.599
142000000	0.2592	1.2529	0.1596	0.2437	3.1946	0.8899	0.8518	0.2980	0.1807	0.1978	0.3235	1.4053E-3	0.430	0.166	16.294
143000000	0.2475	1.3122	0.2584	0.2665	3.1194	0.7961	0.8440	0.3039	0.1804	0.1941	0.3216	1.3639E-3	0.716	0.204	16.302
144000000	0.3344	1.3737	0.2277	0.2203	2.9898	0.8540	0.8855	0.2977	0.1817	0.1933	0.3273	1.1909E-3	0.343	0.190	17.872
145000000	0.3631	1.0754	0.3024	0.2153	3.1077	0.9362	0.8174	0.2982	0.1810	0.1978	0.3230	1.3526E-3	0.151	0.165	17.550
146000000	0.2598	1.2698	0.1779	0.1422	3.2078	0.9426	0.8170	0.3021	0.1786	0.1916	0.3277	1.2531E-3	0.324	0.186	17.536
147000000	0.2853	1.2208	0.2125	0.2593	3.1392	0.8829	0.8210	0.2927	0.1861	0.1938	0.3275	1.393E-3	0.292	0.157	15.872
148000000	0.3292	1.2477	0.1664	0.3161	3.1065	0.8341	0.8559	0.2994	0.1772	0.1964	0.3270	1.3693E-3	0.387	0.176	15.496
149000000	0.2845	1.1266	0.2324	0.2406	3.0567	1.0592	0.8677	0.2947	0.1826	0.1955	0.3272	1.2192E-3	1.292	0.187	18.415
150000000	0.3158	1.2056	0.1823	0.3116	3.1300	0.8547	0.8123	0.2967	0.1802	0.1924	0.3307	1.1779E-3	1.046	0.184	18.107
151000000	0.3273	1.1874	0.2468	0.3002	3.1819	0.7565	0.8166	0.2964	0.1853	0.1923	0.3260	1.1877E-3	1.302	0.215	17.806
152000000	0.3438	1.1889	0.2816	0.2202	3.0244	0.9411	0.8536	0.2974	0.1857	0.1940	0.3229	1.3778E-3	0.401	0.159	15.808
153000000	0.3577	1.2138	0.2218	0.2996	3.0648	0.8423	0.8302	0.2982	0.1833	0.1931	0.3255	1.5196E-3	0.460	0.157	15.080
154000000	0.3168	1.3278	0.1843	0.2644	3.1002	0.8064	0.8498	0.2996	0.1794	0.1946	0.3264	1.3676E-3	0.472	0.166	16.250
155000000	0.2874	1.1434	0.2309	0.3752	3.0703	0.8928	0.8490	0.2987	0.1792	0.1955	0.3266	1.2941E-3	0.666	0.161	18.249
156000000	0.2968	1.1219	0.2528	0.2661	3.2318	0.8306	0.8467	0.2967	0.1823	0.1966	0.3243	1.1579E-3	0.659	0.166	19.298
157000000	0.2613	1.2027	0.2418	0.2251	3.2663	0.8028	0.8296	0.2972	0.1807	0.1944	0.3276	1.1795E-3	1.293	0.220	18.480
158000000	0.2704	1.4914	0.2382	0.2223	2.9943	0.7834	0.8294	0.2944	0.1778	0.1974	0.3304	1.2687E-3	0.446	0.212	18.738
159000000	0.3350	1.2971	0.1926	0.3642	2.9733	0.8377	0.8155	0.3012	0.1798	0.1912	0.3279	1.2281E-3	0.631	0.168	18.231
160000000	0.2596	1.1950	0.1952	0.3255	3.1842	0.8403	0.8137	0.2985	0.1834	0.1961	0.3219	1.2947E-3	0.358	0.160	16.855
161000000	0.2382	1.2977	0.1961	0.2535	3.1683	0.8463	0.8380	0.2974	0.1831	0.1968	0.3228	1.3589E-3	0.264	0.207	17.222
162000000	0.2625	1.2485	0.3112	0.2487	3.0763	0.8528	0.8514	0.2993	0.1802	0.1969	0.3236	1.2053E-3	0.390	0.157	17.097
163000000	0.2140	1.3000	0.2116	0.2135	3.0825	0.9784	0.8192	0.2946	0.1834	0.1981	0.3239	1.2045E-3	0.136	0.161	16.917
164000000	0.2444	1.1598	0.1728	0.3565	3.0180	1.0486	0.8210	0.2993	0.1763	0.1989	0.3256	1.2534E-3	0.173	0.158	16.946
165000000	0.5167	1.1142	0.2076	0.1602	3.0467	0.9546	0.8338	0.2999	0.1774	0.1936	0.3291	1.2656E-3	0.319	0.190	17.808
166000000	0.3212	1.3833	0.1844	0.2701	2.9616	0.8794	0.8495	0.3014	0.1797	0.1951	0.3238	1.1149E-3	0.061	0.156	21.284
167000000	0.2756	1.3029	0.2572	0.2816	2.9956	0.8872	0.8569	0.2947	0.1811	0.1945	0.3297	1.1134E-3	1.027	0.162	20.799
168000000	0.3573	1.2352	0.1699	0.2205	3.0084	1.0088	0.8712	0.2962	0.1868	0.1930	0.3241	1.3796E-3	0.414	0.198	16.790
169000000	0.2354	1.2626	0.2807	0.3090	3.0329	0.8794	0.8696	0.2967	0.1827	0.1962	0.3244	1.5115E-3	0.284	0.169	15.487
170000000	0.3597	1.1876	0.2855	0.2712	2.9977	0.8983	0.8776	0.2999	0.1803	0.1962	0.3236	1.4063E-3	0.771	0.219	16.575
171000000	0.2952	1.1312	0.2255	0.2922	3.0002	1.0557	0.8721	0.2952	0.1801	0.1992	0.3255	1.1262E-3	0.055	0.164	20.141
172000000	0.2650	1.2532	0.2412	0.4271	2.9870	0.8266	0.8049	0.3009	0.1801	0.1966	0.3224	1.1659E-3	0.252	0.177	19.673
173000000	0.3316	1.2340	0.2584	0.4318	2.8956	0.8485	0.8231	0.2929	0.1789	0.1983	0.3299	1.1138E-3	0.950	0.176	19.906
174000000	0.2750	1.2982	0.1967	0.2537	3.0798	0.8966	0.8456	0.2947	0.1838	0.1966	0.3249	1.1894E-3	1.426	0.232	18.652
